’’	''	ἀεί	a)ei/	d--------
ἀνήκεστον	a)nh/keston	ἀνήκεστος	a)nh/kestos	n-s---nv-
ἀνήκεστον	a)nh/keston	ἀνήκεστος	a)nh/kestos	n-s---na-
ἀνήρ	a)nh/r	ἀνήρ	a)nh/r	n-s---mn-
ἀνόργανον	a)no/rganon	ἀνόργανος	a)no/rganos	n-s---ma-
ἀνόργανον	a)no/rganon	ἀνόργανος	a)no/rganos	n-s---fa-
ἀνόργανον	a)no/rganon	ἀνόργανος	a)no/rganos	n-s---nn-
ἀνόργανον	a)no/rganon	ἀνόργανος	a)no/rganos	n-s---nv-
ἀνόργανον	a)no/rganon	ἀνόργανος	a)no/rganos	n-s---na-
ἀνῄρηκε	a)nh/|rhke	ἀναιρέω	a)naire/w	v2srma---
ἀνῄρηκε	a)nh/|rhke	ἀναιρέω	a)naire/w	v3sria---
ἀνῆκεν	a)nh=ken	ἀνήκω	a)nh/kw	v3siia---
ἀνῆκεν	a)nh=ken	ἀνίημι	a)ni/hmi	v3saia---
ἀξιοῦμεν	a)ciou=men	ἀξιόω	a)cio/w	v1piia---
ἀξιοῦμεν	a)ciou=men	ἀξιόω	a)cio/w	v1ppia---
ἀξιοῦμεν	a)ciou=men	ἀξιόω	a)cio/w	v1piia---
ἀξιοῦν	a)ciou=n	ἀξιόω	a)cio/w	v-sppamv-
ἀξιοῦν	a)ciou=n	ἀξιόω	a)cio/w	v-sppann-
ἀξιοῦν	a)ciou=n	ἀξιόω	a)cio/w	v-sppanv-
ἀξιοῦν	a)ciou=n	ἀξιόω	a)cio/w	v-sppana-
ἀξιοῦν	a)ciou=n	ἀξιόω	a)cio/w	v--pna---
ἀξιοῦντα	a)ciou=nta	ἀξιόω	a)cio/w	v-pppann-
ἀξιοῦντα	a)ciou=nta	ἀξιόω	a)cio/w	v-pppanv-
ἀξιοῦντα	a)ciou=nta	ἀξιόω	a)cio/w	v-pppana-
ἀξιοῦντα	a)ciou=nta	ἀξιόω	a)cio/w	v-sppama-
ἀξίωμα	a)ci/wma	ἀξίωμα	a)ci/wma	n-s---nn-
ἀξίωμα	a)ci/wma	ἀξίωμα	a)ci/wma	n-s---nv-
ἀξίωμα	a)ci/wma	ἀξίωμα	a)ci/wma	n-s---na-
ἀξίωσις	a)ci/wsis	ἀξίωσις	a)ci/wsis	n-s---fn-
ἀπαγαγεῖν	a)pagagei=n	ἀπάγω	a)pa/gw	v--ana---
ἀπαιτοῦντος	a)paitou=ntos	ἀπαιτέω	a)paite/w	v-sppamg-
ἀπαιτοῦντος	a)paitou=ntos	ἀπαιτέω	a)paite/w	v-sppang-
ἀπαιτοῦντος	a)paitou=ntos	ἀπαιτέω	a)paite/w	v-sppamg-
ἀπαιτοῦντος	a)paitou=ntos	ἀπαιτέω	a)paite/w	v-sppang-
ἀπαλλαγέντων	a)pallage/ntwn	ἀπαλλάσσω	a)palla/ssw	v-pappmg-
ἀπαλλαγέντων	a)pallage/ntwn	ἀπαλλάσσω	a)palla/ssw	v-pappng-
ἀπαλλαγέντων	a)pallage/ntwn	ἀπαλλαξείω	a)pallacei/w	v-pappmg-
ἀπαλλαγέντων	a)pallage/ntwn	ἀπαλλαξείω	a)pallacei/w	v-pappng-
ἀπαλλάττων	a)palla/ttwn	ἀπαλλάσσω	a)palla/ssw	v-sppamn-
ἀπαλλάττων	a)palla/ttwn	ἀπαλλαξείω	a)pallacei/w	v-sppamn-
ἀπαντῆσαι	a)panth=sai	ἀπαντάω	a)panta/w	v--ana---
ἀπαντῆσαι	a)panth=sai	ἀπαντάω	a)panta/w	v--ana---
ἀπαραιτήτως	a)paraith/tws	ἀπαραίτητος	a)parai/thtos	x--------
ἀπαραιτήτως	a)paraith/tws	ἀπαραίτητος	a)parai/thtos	n-p---ma-
ἀπαραιτήτως	a)paraith/tws	ἀπαραίτητος	a)parai/thtos	n-p---fa-
ἀπαραίτητον	a)parai/thton	ἀπαραίτητος	a)parai/thtos	n-s---ma-
ἀπαραίτητον	a)parai/thton	ἀπαραίτητος	a)parai/thtos	n-s---fa-
ἀπαραίτητον	a)parai/thton	ἀπαραίτητος	a)parai/thtos	n-s---nn-
ἀπαραίτητον	a)parai/thton	ἀπαραίτητος	a)parai/thtos	n-s---nv-
ἀπαραίτητον	a)parai/thton	ἀπαραίτητος	a)parai/thtos	n-s---na-
ἀπαρνούμενοι	a)parnou/menoi	ἀπαρνέομαι	a)parne/omai	v-pppemn-
ἀπαρνούμενοι	a)parnou/menoi	ἀπαρνέομαι	a)parne/omai	v-pppemv-
ἀπαρνούμενοι	a)parnou/menoi	ἀπαρνέομαι	a)parne/omai	v-pppemn-
ἀπαρνούμενοι	a)parnou/menoi	ἀπαρνέομαι	a)parne/omai	v-pppemv-
ἀπαχθείς	a)paxqei/s	ἀπάγω	a)pa/gw	v-sappmn-
ἀπαχθείς	a)paxqei/s	ἀπάγω	a)pa/gw	v-sappmv-
ἀπαχθεῖσα	a)paxqei=sa	ἀπάγω	a)pa/gw	v-sappfn-
ἀπαχθεῖσα	a)paxqei=sa	ἀπάγω	a)pa/gw	v-sappfv-
ἀπεγνωσμένος	a)pegnwsme/nos	ἀπογιγνώσκω	a)pogignw/skw	v-srpemn-
ἀπεδέξατο	a)pede/cato	ἀποδέχομαι	a)pode/xomai	v3saim---
ἀπεδέξατο	a)pede/cato	ἀποδείκνυμι	a)podei/knumi	v3saim---
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω	a)peile/w	v-pppamn-
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω	a)peile/w	v-pppamv-
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω1	a)peile/w1	v-pppamn-
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω1	a)peile/w1	v-pppamv-
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω2	a)peile/w2	v-pppamn-
ἀπειλοῦντες	a)peilou=ntes	ἀπειλέω2	a)peile/w2	v-pppamv-
ἀπειρίαν	a)peiri/an	ἀπειρία	a)peiri/a	n-s---fa-
ἀπειρίας	a)peiri/as	ἀπειρία	a)peiri/a	n-p---fa-
ἀπειρίας	a)peiri/as	ἀπειρία	a)peiri/a	n-s---fg-
ἀπεκλήρου	a)peklh/rou	ἀποκληρόω	a)poklhro/w	v3siia---
ἀπεκρίθησαν	a)pekri/qhsan	ἀποκρίνω	a)pokri/nw	v3paip---
ἀπελαύνεσθαι	a)pelau/nesqai	ἀπελαύνω	a)pelau/nw	v--pne---
ἀπελαύνεσθαι	a)pelau/nesqai	ἀπελαύνω	a)pelau/nw	v--pne---
ἀπελαύνεσθαι	a)pelau/nesqai	ἀπελαύνω	a)pelau/nw	v--pne---
ἀπεργάζεται	a)perga/zetai	ἀπεργάζομαι	a)perga/zomai	v3spie---
ἀπεργάζεται	a)perga/zetai	ἀπεργάζομαι	a)perga/zomai	v3spie---
ἀπερειδόμενος	a)pereido/menos	ἀπερείδω	a)perei/dw	v-sppemn-
ἀπεστάλησαν	a)pesta/lhsan	ἀποστέλλω	a)poste/llw	v3paip---
ἀπετείχισε	a)petei/xise	ἀποτειχίζω	a)poteixi/zw	v3saia---
ἀπεχθείαις	a)pexqei/ais	ἀπέχθεια	a)pe/xqeia	n-p---fd-
ἀπεχώρησε	a)pexw/rhse	ἀποχωρέω	a)poxwre/w	v3saia---
ἀπεχώρησεν	a)pexw/rhsen	ἀποχωρέω	a)poxwre/w	v3saia---
ἀπεῖπεν	a)pei=pen	ἀπεῖπον	a)pei=pon	v3saia---
ἀπεῖπεν	a)pei=pen	ἀπεῖπον	a)pei=pon	v3saia---
ἀπεῖπον	a)pei=pon	ἀπεῖπον	a)pei=pon	v3paia---
ἀπεῖπον	a)pei=pon	ἀπεῖπον	a)pei=pon	v1saia---
ἀπηγγέλλοντο	a)phgge/llonto	ἀπαγγέλλω	a)pagge/llw	v3piie---
ἀπηγγέλλοντο	a)phgge/llonto	ἀπαγγέλλω	a)pagge/llw	v3paim---
ἀπηλλάγησαν	a)phlla/ghsan	ἀπαλλαξείω	a)pallacei/w	v3paip---
ἀπισχυρίσασθαί	a)pisxuri/sasqai/	ἀπισχυρίζομαι	a)pisxuri/zomai	v--ane---
ἀπισχυρίσασθαί	a)pisxuri/sasqai/	ἀπισχυρίζομαι	a)pisxuri/zomai	v--anm---
ἀποβαλεῖν	a)pobalei=n	ἀποβάλλω	a)poba/llw	v--ana---
ἀποβαλεῖν	a)pobalei=n	ἀποβάλλω	a)poba/llw	v--fna---
ἀποβαλόντι	a)pobalo/nti	ἀποβάλλω	a)poba/llw	v-sapamd-
ἀποβαλόντι	a)pobalo/nti	ἀποβάλλω	a)poba/llw	v-sapand-
ἀπογράψασθαι	a)pogra/yasqai	ἀπογράφω	a)pogra/fw	v--anm---
ἀποδεῖξαι	a)podei=cai	ἀποδείκνυμι	a)podei/knumi	v--ana---
ἀποδίδωσιν	a)podi/dwsin	ἀποδίδωμι	a)podi/dwmi	v3spia---
ἀποθανεῖν	a)poqanei=n	ἀποθνήσκω	a)poqnh/skw	v--ana---
ἀποθανοῦσιν	a)poqanou=sin	ἀποθνήσκω	a)poqnh/skw	v-papamd-
ἀποθανοῦσιν	a)poqanou=sin	ἀποθνήσκω	a)poqnh/skw	v-papand-
ἀποθανόντος	a)poqano/ntos	ἀποθνήσκω	a)poqnh/skw	v-sapamg-
ἀποθανόντος	a)poqano/ntos	ἀποθνήσκω	a)poqnh/skw	v-sapang-
ἀποθανόντων	a)poqano/ntwn	ἀποθνήσκω	a)poqnh/skw	v-papamg-
ἀποθανόντων	a)poqano/ntwn	ἀποθνήσκω	a)poqnh/skw	v-papang-
ἀποθανόντων	a)poqano/ntwn	ἀποθνήσκω	a)poqnh/skw	v3pama---
ἀποθύοντας	a)poqu/ontas	ἀποθύω	a)poqu/w	v-pppama-
ἀποκαλοῦντας	a)pokalou=ntas	ἀποκαλέω	a)pokale/w	v-pppama-
ἀποκαλοῦντας	a)pokalou=ntas	ἀποκαλέω	a)pokale/w	v-pfpama-
ἀποκαλοῦντας	a)pokalou=ntas	ἀποκαλέω	a)pokale/w	v-pppama-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppann-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppanv-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppana-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-sppama-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppann-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppanv-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-pppana-
ἀποκαρτεροῦντα	a)pokarterou=nta	ἀποκαρτερέω	a)pokartere/w	v-sppama-
ἀποκουφίζων	a)pokoufi/zwn	ἀποκουφίζω	a)pokoufi/zw	v-sppamn-
ἀποκουφίζων	a)pokoufi/zwn	ἀποκουφίζω	a)pokoufi/zw	v-sppamn-
ἀποκρινόμενον	a)pokrino/menon	ἀποκρίνω	a)pokri/nw	v-sppema-
ἀποκρινόμενον	a)pokrino/menon	ἀποκρίνω	a)pokri/nw	v-sppenn-
ἀποκρινόμενον	a)pokrino/menon	ἀποκρίνω	a)pokri/nw	v-sppenv-
ἀποκρινόμενον	a)pokrino/menon	ἀποκρίνω	a)pokri/nw	v-sppena-
ἀποκρίνοντα	a)pokri/nonta	ἀποκρίνω	a)pokri/nw	v-pppann-
ἀποκρίνοντα	a)pokri/nonta	ἀποκρίνω	a)pokri/nw	v-pppanv-
ἀποκρίνοντα	a)pokri/nonta	ἀποκρίνω	a)pokri/nw	v-pppana-
ἀποκρίνοντα	a)pokri/nonta	ἀποκρίνω	a)pokri/nw	v-sppama-
ἀπολαύσεις	a)polau/seis	ἀπόλαυσις	a)po/lausis	n-p---fn-
ἀπολαύσεις	a)polau/seis	ἀπόλαυσις	a)po/lausis	n-p---fv-
ἀπολαύσεις	a)polau/seis	ἀπόλαυσις	a)po/lausis	n-p---fn-
ἀπολαύσεις	a)polau/seis	ἀπόλαυσις	a)po/lausis	n-p---fa-
ἀπολαύσεις	a)polau/seis	ἀπολαύω	a)polau/w	v2sasa---
ἀπολειπόμενον	a)poleipo/menon	ἀπολιμπάνω	a)polimpa/nw	v-sppema-
ἀπολειπόμενον	a)poleipo/menon	ἀπολιμπάνω	a)polimpa/nw	v-sppenn-
ἀπολειπόμενον	a)poleipo/menon	ἀπολιμπάνω	a)polimpa/nw	v-sppenv-
ἀπολειπόμενον	a)poleipo/menon	ἀπολιμπάνω	a)polimpa/nw	v-sppena-
ἀπολεῖ	a)polei=	ἀπόλλυμι	a)po/llumi	v2sfim---
ἀπολεῖ	a)polei=	ἀπόλλυμι	a)po/llumi	v3sfia---
ἀπολλύντος	a)pollu/ntos	ἀπόλλυμι	a)po/llumi	v-sppamg-
ἀπολλύντος	a)pollu/ntos	ἀπόλλυμι	a)po/llumi	v-sppang-
ἀπολογησαμένου	a)pologhsame/nou	ἀπολογέομαι	a)pologe/omai	v-sapemg-
ἀπολογησαμένου	a)pologhsame/nou	ἀπολογέομαι	a)pologe/omai	v-sapeng-
ἀπολογησαμένου	a)pologhsame/nou	ἀπολογέομαι	a)pologe/omai	v-sapmmg-
ἀπολογησαμένου	a)pologhsame/nou	ἀπολογέομαι	a)pologe/omai	v-sapmng-
ἀπολογισμῷ	a)pologismw=|	ἀπολογισμός	a)pologismo/s	n-s---md-
ἀπολέλοιπε	a)pole/loipe	ἀπολιμπάνω	a)polimpa/nw	v2srma---
ἀπολέλοιπε	a)pole/loipe	ἀπολιμπάνω	a)polimpa/nw	v3sria---
ἀπολύεσθαι	a)polu/esqai	ἀπολύω	a)polu/w	v--pne---
ἀπολύεσθαι	a)polu/esqai	ἀπολύω	a)polu/w	v--pne---
ἀπομνημονεύεται	a)pomnhmoneu/etai	ἀπομνημονεύω	a)pomnhmoneu/w	v3spie---
ἀπομνημονεύεται	a)pomnhmoneu/etai	ἀπομνημονεύω	a)pomnhmoneu/w	v3spie---
ἀπομόσαι	a)pomo/sai	ἀπόμνυμι	a)po/mnumi	v--ana---
ἀπομόσαι	a)pomo/sai	ἀπόμνυμι	a)po/mnumi	v3saoa---
ἀπορρήτους	a)porrh/tous	ἀπόρρητος	a)po/rrhtos	n-p---ma-
ἀπορρήτους	a)porrh/tous	ἀπόρρητος	a)po/rrhtos	n-p---fa-
ἀπορίαν	a)pori/an	ἀπορία	a)pori/a	n-s---fa-
ἀπορίας	a)pori/as	ἀπορία	a)pori/a	n-p---fa-
ἀπορίας	a)pori/as	ἀπορία	a)pori/a	n-s---fg-
ἀποσκιασμούς	a)poskiasmou/s	ἀποσκιασμός	a)poskiasmo/s	n-p---ma-
ἀποστατοῦσαν	a)postatou=san	ἀποστατέω	a)postate/w	v-sppafa-
ἀποστεῖλαι	a)postei=lai	ἀποστέλλω	a)poste/llw	v--ana---
ἀποστᾶσα	a)posta=sa	ἀφεστήξω	a)festh/cw	v-sapafn-
ἀποστᾶσα	a)posta=sa	ἀφεστήξω	a)festh/cw	v-sapafv-
ἀποστᾶσα	a)posta=sa	ἀποστάζω	a)posta/zw	v-sfpafn-
ἀποστᾶσα	a)posta=sa	ἀποστάζω	a)posta/zw	v-sfpafv-
ἀποστᾶσα	a)posta=sa	ἀποστάζω	a)posta/zw	v-sfpafn-
ἀποστᾶσα	a)posta=sa	ἀποστάζω	a)posta/zw	v-sfpafv-
ἀποσφαλείς	a)posfalei/s	ἀποσφάλλω	a)posfa/llw	v-sappmn-
ἀποσφαλείς	a)posfalei/s	ἀποσφάλλω	a)posfa/llw	v-sappmv-
ἀποτεθεῖεν	a)poteqei=en	ἀποτίθημι	a)poti/qhmi	v3paop---
ἀποτεθνήκει	a)poteqnh/kei	ἀποθνήσκω	a)poqnh/skw	v3slia---
ἀποτέμνεσθαι	a)pote/mnesqai	ἀποτέμνω	a)pote/mnw	v--pne---
ἀποφαίνοντες	a)pofai/nontes	ἀποφαίνω	a)pofai/nw	v-pppamn-
ἀποφαίνοντες	a)pofai/nontes	ἀποφαίνω	a)pofai/nw	v-pppamv-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-p---nn-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-p---nv-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-p---na-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---mn-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---mv-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---ma-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---fn-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---fv-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---fa-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---nn-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---nv-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-d---na-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-s---ma-
ἀπροσδεῆ	a)prosdeh=	ἀπροσδεής	a)prosdeh/s	n-s---fa-
ἀπάνθρωπον	a)pa/nqrwpon	ἀπάνθρωπος	a)pa/nqrwpos	n-s---ma-
ἀπάνθρωπον	a)pa/nqrwpon	ἀπάνθρωπος	a)pa/nqrwpos	n-s---fa-
ἀπάνθρωπον	a)pa/nqrwpon	ἀπάνθρωπος	a)pa/nqrwpos	n-s---nn-
ἀπάνθρωπον	a)pa/nqrwpon	ἀπάνθρωπος	a)pa/nqrwpos	n-s---nv-
ἀπάνθρωπον	a)pa/nqrwpon	ἀπάνθρωπος	a)pa/nqrwpos	n-s---na-
ἀπέβαλε	a)pe/bale	ἀποβάλλω	a)poba/llw	v3saia---
ἀπέβαλε	a)pe/bale	ἀποβάλλω	a)poba/llw	v3saia---
ἀπέδωκαν	a)pe/dwkan	ἀποδίδωμι	a)podi/dwmi	v3paia---
ἀπέθανε	a)pe/qane	ἀποθνήσκω	a)poqnh/skw	v3saia---
ἀπέκρυπτε	a)pe/krupte	ἀποκρύπτω	a)pokru/ptw	v3siia---
ἀπέκτειναν	a)pe/kteinan	ἀποκτείνω	a)poktei/nw	v3paia---
ἀπέκτεινεν	a)pe/kteinen	ἀποκτείνω	a)poktei/nw	v3saia---
ἀπέκτεινεν	a)pe/kteinen	ἀποκτείνω	a)poktei/nw	v3siia---
ἀπέλαυσε	a)pe/lause	ἀπολαύω	a)polau/w	v3saia---
ἀπέλιπε	a)pe/lipe	ἀπολιμπάνω	a)polimpa/nw	v3saia---
ἀπέοικεν	a)pe/oiken	ἀπεοικώς	a)peoikw/s	v3sria---
ἀπέοικεν	a)pe/oiken	ἀπεοικώς	a)peoikw/s	v3plia---
ἀπέπλευσεν	a)pe/pleusen	ἀποπλέω	a)pople/w	v3saia---
ἀπέστειλε	a)pe/steile	ἀποστέλλω	a)poste/llw	v3saia---
ἀπέστειλεν	a)pe/steilen	ἀποστέλλω	a)poste/llw	v3saia---
ἀπέστησαν	a)pe/sthsan	ἀφεστήξω	a)festh/cw	v3paia---
ἀπέστησαν	a)pe/sthsan	ἀφεστήξω	a)festh/cw	v3paia---
ἀπέτυχε	a)pe/tuxe	ἀποτυγχάνω	a)potugxa/nw	v3saia---
ἀπέχηται	a)pe/xhtai	ἀπέχω	a)pe/xw	v3spse---
ἀπέχθεια	a)pe/xqeia	ἀπέχθεια	a)pe/xqeia	n-s---fn-
ἀπέχθεια	a)pe/xqeia	ἀπέχθεια	a)pe/xqeia	n-s---fv-
ἀπέχθειαν	a)pe/xqeian	ἀπέχθεια	a)pe/xqeia	n-s---fa-
ἀπήλασαν	a)ph/lasan	ἀπελαύνω	a)pelau/nw	v3paia---
ἀπήχθοντο	a)ph/xqonto	ἀπάχθομαι	a)pa/xqomai	v3piie---
ἀπήχθοντο	a)ph/xqonto	ἀπέχθομαι	a)pe/xqomai	v3piie---
ἀπήχθοντο	a)ph/xqonto	ἀπεχθάνομαι	a)pexqa/nomai	v3paim---
ἀπό	a)po/	ἀπό	a)po/	r--------
ἀπόρρητον	a)po/rrhton	ἀπόρρητος	a)po/rrhtos	n-s---ma-
ἀπόρρητον	a)po/rrhton	ἀπόρρητος	a)po/rrhtos	n-s---fa-
ἀπόρρητον	a)po/rrhton	ἀπόρρητος	a)po/rrhtos	n-s---nn-
ἀπόρρητον	a)po/rrhton	ἀπόρρητος	a)po/rrhtos	n-s---nv-
ἀπόρρητον	a)po/rrhton	ἀπόρρητος	a)po/rrhtos	n-s---na-
ἀπώλεσας	a)pw/lesas	ἀπόλλυμι	a)po/llumi	v2saia---
ἀπώσασθαι	a)pw/sasqai	ἀπωθέω	a)pwqe/w	v--anm---
ἀπᾴδοντα	a)pa/|donta	ἀπᾴδω	a)pa/|dw	v-pppann-
ἀπᾴδοντα	a)pa/|donta	ἀπᾴδω	a)pa/|dw	v-pppanv-
ἀπᾴδοντα	a)pa/|donta	ἀπᾴδω	a)pa/|dw	v-pppana-
ἀπᾴδοντα	a)pa/|donta	ἀπᾴδω	a)pa/|dw	v-sppama-
ἀπῄει	a)ph/|ei	ἄπειμι2	a)/peimi2	v3siia---
ἀπῆρεν	a)ph=ren	ἀπαίρω	a)pai/rw	v3saia---
ἀργοῦ	a)rgou=	ἀργέω	a)rge/w	v2siie---
ἀργοῦ	a)rgou=	ἀργέω	a)rge/w	v2spme---
ἀργοῦ	a)rgou=	ἀργέω	a)rge/w	v2siie---
ἀργοῦ	a)rgou=	ἀργόσ1	a)rgo/s1	a-s---mg-
ἀργοῦ	a)rgou=	ἀργόσ1	a)rgo/s1	a-s---ng-
ἀργοῦ	a)rgou=	ἀργόσ2	a)rgo/s2	a-s---mg-
ἀργοῦ	a)rgou=	ἀργόσ2	a)rgo/s2	a-s---ng-
ἀργοῦ	a)rgou=	ἀργόσ2	a)rgo/s2	n-s---mg-
ἀργοῦ	a)rgou=	ἀργόσ2	a)rgo/s2	n-s---fg-
ἀργοῦ	a)rgou=	ἀργόσ2	a)rgo/s2	n-s---ng-
ἀργήν	a)rgh/n	ἀργόσ1	a)rgo/s1	a-s---fa-
ἀργήν	a)rgh/n	ἀργόσ2	a)rgo/s2	a-s---fa-
ἀργόν	a)rgo/n	ἀργόσ1	a)rgo/s1	a-s---ma-
ἀργόν	a)rgo/n	ἀργόσ1	a)rgo/s1	a-s---nn-
ἀργόν	a)rgo/n	ἀργόσ1	a)rgo/s1	a-s---nv-
ἀργόν	a)rgo/n	ἀργόσ1	a)rgo/s1	a-s---na-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	a-s---ma-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	a-s---nn-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	a-s---nv-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	a-s---na-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	n-s---ma-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	n-s---fa-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	n-s---nn-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	n-s---nv-
ἀργόν	a)rgo/n	ἀργόσ2	a)rgo/s2	n-s---na-
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---nn-
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---nv-
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---na-
ἀργῶς	a)rgw=s	ἀργόσ1	a)rgo/s1	x--------
ἀργῶς	a)rgw=s	ἀργόσ2	a)rgo/s2	x--------
ἀργῶς	a)rgw=s	ἀργόσ2	a)rgo/s2	x--------
ἀρεστῆς	a)resth=s	ἀρεστός	a)resto/s	a-s---fg-
ἀρετάς	a)reta/s	ἀρετή	a)reth/	n-p---fa-
ἀρετή	a)reth/	ἀρετή	a)reth/	n-s---fn-
ἀρετή	a)reth/	ἀρετή	a)reth/	n-s---fv-
ἀρετήν	a)reth/n	ἀρετή	a)reth/	n-s---fa-
ἀρετῆς	a)reth=s	ἀρετάω	a)reta/w	v2spia---
ἀρετῆς	a)reth=s	ἀρετάω	a)reta/w	v2spia---
ἀρετῆς	a)reth=s	ἀρετή	a)reth/	n-s---fg-
ἀριθμοῦ	a)riqmou=	ἀριθμέω	a)riqme/w	v2siie---
ἀριθμοῦ	a)riqmou=	ἀριθμέω	a)riqme/w	v2spme---
ἀριθμοῦ	a)riqmou=	ἀριθμέω	a)riqme/w	v2siie---
ἀριθμοῦ	a)riqmou=	ἀριθμός	a)riqmo/s	n-s---mg-
ἀριθμόν	a)riqmo/n	ἀριθμός	a)riqmo/s	n-s---ma-
ἀριστοκρατικοί	a)ristokratikoi/	ἀριστοκρατικός	a)ristokratiko/s	a-p---mn-
ἀριστοκρατικοί	a)ristokratikoi/	ἀριστοκρατικός	a)ristokratiko/s	a-p---mv-
ἀριστοκρατικήν	a)ristokratikh/n	ἀριστοκρατικός	a)ristokratiko/s	a-s---fa-
ἀριστοκρατικόν	a)ristokratiko/n	ἀριστοκρατικός	a)ristokratiko/s	a-s---ma-
ἀριστοκρατικόν	a)ristokratiko/n	ἀριστοκρατικός	a)ristokratiko/s	a-s---nn-
ἀριστοκρατικόν	a)ristokratiko/n	ἀριστοκρατικός	a)ristokratiko/s	a-s---nv-
ἀριστοκρατικόν	a)ristokratiko/n	ἀριστοκρατικός	a)ristokratiko/s	a-s---na-
ἀριστοκρατικῆς	a)ristokratikh=s	ἀριστοκρατικός	a)ristokratiko/s	a-s---fg-
ἀρκεῖ	a)rkei=	ἀρκέω	a)rke/w	v2spie---
ἀρκεῖ	a)rkei=	ἀρκέω	a)rke/w	v3spia---
ἀρχαί	a)rxai/	ἀρχή	a)rxh/	n-p---fn-
ἀρχαί	a)rxai/	ἀρχή	a)rxh/	n-p---fv-
ἀρχαῖον	a)rxai=on	ἀρχαῖος	a)rxai=os	a-s---ma-
ἀρχαῖον	a)rxai=on	ἀρχαῖος	a)rxai=os	a-s---nn-
ἀρχαῖον	a)rxai=on	ἀρχαῖος	a)rxai=os	a-s---nv-
ἀρχαῖον	a)rxai=on	ἀρχαῖος	a)rxai=os	a-s---na-
ἀρχιτεκτονοῦντος	a)rxitektonou=ntos	ἀρχιτεκτονέω	a)rxitektone/w	v-sppamg-
ἀρχιτεκτονοῦντος	a)rxitektonou=ntos	ἀρχιτεκτονέω	a)rxitektone/w	v-sppang-
ἀρχιτέκτονας	a)rxite/ktonas	ἀρχιτέκτων	a)rxite/ktwn	n-p---ma-
ἀρχάς	a)rxa/s	ἀρχή	a)rxh/	n-p---fa-
ἀρχήν	a)rxh/n	ἀρχή	a)rxh/	n-s---fa-
ἀρχήν	a)rxh/n	ἀρχήν	a)rxh/n	d--------
ἀρχῆς	a)rxh=s	ἀρχή	a)rxh/	n-s---fg-
ἀρχῇ	a)rxh=|	ἀρχή	a)rxh/	n-s---fd-
ἀρίστους	a)ri/stous	ἄριστος	a)/ristos	a-p---ma-
ἀσεβείας	a)sebei/as	ἀσέβεια	a)se/beia	n-p---fa-
