Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	urn:cite2:hmt:lsj.chicago_md:n33809	v3piie---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	urn:cite2:hmt:lsj.chicago_md:n33902	v1spsa---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	urn:cite2:hmt:lsj.chicago_md:n33902	v1spia---
ἐλπίς	e)lpi/s	ἐλπίς	e)lpi/s	urn:cite2:hmt:lsj.chicago_md:n33903	n-s---fn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-papamn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-papamv-
ἐμβαλών	e)mbalw/n	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-sapamn-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-prpann-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-prpanv-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-prpana-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-srpama-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-sppefg-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-sppefg-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	urn:cite2:hmt:lsj.chicago_md:n34052	v-sppefg-
ἐμοιράσαντο	e)moira/santo	μοιράω	moira/w	urn:cite2:hmt:lsj.chicago_md:n68268	v3paim---
ἐμοιράσαντο	e)moira/santo	μοιράω	moira/w	urn:cite2:hmt:lsj.chicago_md:n68268	v3paim---
ἐμοιράσαντο	e)moira/santo	μοιράζω	moira/zw	urn:cite2:hmt:lsj.chicago_md:n68265	v3paim---
ἐμοί	e)moi/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mv-
ἐμποδών	e)mpodw/n	ἐμποδών	e)mpodw/n	urn:cite2:hmt:lsj.chicago_md:n34450	d--------
ἐμφανῶς	e)mfanw=s	ἐμφανής	e)mfanh/s	urn:cite2:hmt:lsj.chicago_md:n34587	x--------
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---na-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---ng-
ἐν	e)n	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
ἐν	e)n	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---fg-
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---mg-
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---ng-
ἐναργῶς	e)nargw=s	ἐναργής	e)nargh/s	urn:cite2:hmt:lsj.chicago_md:n34982	x--------
ἐνδατούμενος	e)ndatou/menos	ἐνδατέομαι	e)ndate/omai	urn:cite2:hmt:lsj.chicago_md:n35100	v-sppemn-
ἐνδατούμενος	e)ndatou/menos	ἐνδατέομαι	e)ndate/omai	urn:cite2:hmt:lsj.chicago_md:n35100	v-sppmmn-
ἐνδικώτερος	e)ndikw/teros	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	a-s---mn-
ἐνδικώτερος	e)ndikw/teros	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	n-s---mn-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	n-p---fa-
ἐννέπω	e)nne/pw	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v1spsa---
ἐννέπω	e)nne/pw	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v1spia---
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	urn:cite2:hmt:lsj.chicago_md:n36229	d--------
ἐντός	e)nto/s	ἐντός	e)nto/s	urn:cite2:hmt:lsj.chicago_md:n36286	d--------
ἐνυπνίων	e)nupni/wn	ἐνύπνιον	e)nu/pnion	urn:cite2:hmt:lsj.chicago_md:n36406	n-p---ng-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	urn:cite2:hmt:lsj.chicago_md:n36407	n-p---mg-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	urn:cite2:hmt:lsj.chicago_md:n36407	n-p---fg-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	urn:cite2:hmt:lsj.chicago_md:n36407	n-p---ng-
ἐνόσφισεν	e)no/sfisen	νοσφίζω	nosfi/zw	urn:cite2:hmt:lsj.chicago_md:n71080	v3saia---
ἐνώμα	e)nw/ma	νωμάω	nwma/w	urn:cite2:hmt:lsj.chicago_md:n71384	v3siia---
ἐξ	e)c	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
ἐξιστορῆσαι	e)cistorh=sai	ἐξιστορέω	e)cistore/w	urn:cite2:hmt:lsj.chicago_md:n37412	v--ana---
ἐξιστορῆσαι	e)cistorh=sai	ἐξιστορέω	e)cistore/w	urn:cite2:hmt:lsj.chicago_md:n37412	v--ana---
ἐξυπτιάζων	e)cuptia/zwn	ἐξυπτιάζω	e)cuptia/zw	urn:cite2:hmt:lsj.chicago_md:n37715	v-sppamn-
ἐξυπτιάζων	e)cuptia/zwn	ἐξυπτιάζω	e)cuptia/zw	urn:cite2:hmt:lsj.chicago_md:n37715	v-sppamn-
ἐξέζεσεν	e)ce/zesen	ἐκζέω	e)kze/w	urn:cite2:hmt:lsj.chicago_md:n31964	v3saia---
ἐξέπραξεν	e)ce/pracen	ἐκπράσσω	e)kpra/ssw	urn:cite2:hmt:lsj.chicago_md:n32741	v3saia---
ἐξέπραξεν	e)ce/pracen	ἐκπράσσω	e)kpra/ssw	urn:cite2:hmt:lsj.chicago_md:n32741	v3saia---
ἐξόδοις	e)co/dois	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---md-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---md-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---nd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---nd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---md-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---md-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---nd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---nd-
ἐξόδους	e)co/dous	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fa-
ἐξόδους	e)co/dous	ἔξοδοσ1	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fa-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---ma-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---ma-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37470	n-p---fa-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos	urn:cite2:hmt:lsj.chicago_md:n37471	n-p---fa-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpema-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpenn-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpenv-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpena-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpema-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpenn-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpenv-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	urn:cite2:hmt:lsj.chicago_md:n37065	v-srpena-
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v3spia---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v3spia---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v1spsa---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v1spia---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v1spsa---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v1spia---
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	urn:cite2:hmt:lsj.chicago_md:n37946	n-s---ma-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	urn:cite2:hmt:lsj.chicago_md:n37946	n-s---fa-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	urn:cite2:hmt:lsj.chicago_md:n37946	n-s---nn-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	urn:cite2:hmt:lsj.chicago_md:n37946	n-s---nv-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	urn:cite2:hmt:lsj.chicago_md:n37946	n-s---na-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	urn:cite2:hmt:lsj.chicago_md:n38204	v-papamn-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	urn:cite2:hmt:lsj.chicago_md:n38204	v-papamv-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	urn:cite2:hmt:lsj.chicago_md:n38204	v-papamn-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	urn:cite2:hmt:lsj.chicago_md:n38204	v-papamv-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	urn:cite2:hmt:lsj.chicago_md:n38312	n-d---fn-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	urn:cite2:hmt:lsj.chicago_md:n38312	n-d---fv-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	urn:cite2:hmt:lsj.chicago_md:n38312	n-d---fa-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	urn:cite2:hmt:lsj.chicago_md:n38312	n-s---fd-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	urn:cite2:hmt:lsj.chicago_md:n38312	n-s---fd-
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	urn:cite2:hmt:lsj.chicago_md:n38313	v3sasa---
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	urn:cite2:hmt:lsj.chicago_md:n38313	v2sfim---
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	urn:cite2:hmt:lsj.chicago_md:n38313	v3sfia---
ἐπεμβάς	e)pemba/s	ἐπεμβαίνω	e)pembai/nw	urn:cite2:hmt:lsj.chicago_md:n38607	v-sapamn-
ἐπεμβάς	e)pemba/s	ἐπεμβαίνω	e)pembai/nw	urn:cite2:hmt:lsj.chicago_md:n38607	v-sapamv-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	urn:cite2:hmt:lsj.chicago_md:n38697	v-pfpafa-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	urn:cite2:hmt:lsj.chicago_md:n38697	v-sfpafg-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	urn:cite2:hmt:lsj.chicago_md:n38697	v-sapamn-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	urn:cite2:hmt:lsj.chicago_md:n38697	v-sapamv-
ἐπεί	e)pei/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπεύχεται	e)peu/xetai	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v3spie---
ἐπεύχομαι	e)peu/xomai	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v1spie---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v2siie---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v2spme---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v2siie---
ἐπηλάλαξαν	e)phla/lacan	ἐπαλαλάζω	e)palala/zw	urn:cite2:hmt:lsj.chicago_md:n37952	v3paia---
ἐπηλάλαξεν	e)phla/lacen	ἐπαλαλάζω	e)palala/zw	urn:cite2:hmt:lsj.chicago_md:n37952	v3saia---
ἐπηλύδων	e)phlu/dwn	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---mg-
ἐπηλύδων	e)phlu/dwn	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---fg-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	urn:cite2:hmt:lsj.chicago_md:n39075	n-p---md-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	urn:cite2:hmt:lsj.chicago_md:n39075	n-p---fd-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	urn:cite2:hmt:lsj.chicago_md:n39075	n-p---nd-
ἐπικότους	e)piko/tous	ἐπίκοτος	e)pi/kotos	urn:cite2:hmt:lsj.chicago_md:n39840	n-p---ma-
ἐπικότους	e)piko/tous	ἐπίκοτος	e)pi/kotos	urn:cite2:hmt:lsj.chicago_md:n39840	n-p---fa-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-p---mg-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-p---fg-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-p---ng-
ἐπιμέλπειν	e)pime/lpein	ἐπιμέλπω	e)pime/lpw	urn:cite2:hmt:lsj.chicago_md:n40166	v--pna---
ἐπιμόλους	e)pimo/lous	ἐπίμολος	e)pi/molos	urn:cite2:hmt:lsj.chicago_md:n40244	n-p---ma-
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v2spse---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v2spie---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v3spsa---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v3spia---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v2spse---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v2spie---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v3spsa---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v3spia---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	urn:cite2:hmt:lsj.chicago_md:n40563	v2spie---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	urn:cite2:hmt:lsj.chicago_md:n40563	v3spia---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	urn:cite2:hmt:lsj.chicago_md:n40563	v2spie---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	urn:cite2:hmt:lsj.chicago_md:n40563	v3spia---
ἐπιρρύου	e)pirru/ou	ἐπιρρύομαι	e)pirru/omai	urn:cite2:hmt:lsj.chicago_md:n40764	v2spme---
ἐπιρρύου	e)pirru/ou	ἐπιρρύομαι	e)pirru/omai	urn:cite2:hmt:lsj.chicago_md:n40764	v2siie---
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ1	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ1	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-p---fd-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-p---fd-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-p---nd-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-p---nd-
ἐπισπέρχει	e)pispe/rxei	ἐπισπέρχω	e)pispe/rxw	urn:cite2:hmt:lsj.chicago_md:n40932	v2spie---
ἐπισπέρχει	e)pispe/rxei	ἐπισπέρχω	e)pispe/rxw	urn:cite2:hmt:lsj.chicago_md:n40932	v3spia---
ἐπιστροφάς	e)pistrofa/s	ἐπιστροφή	e)pistrofh/	urn:cite2:hmt:lsj.chicago_md:n41088	n-p---fa-
ἐπιστάται	e)pista/tai	ἐπιστάτη	e)pista/th	urn:cite2:hmt:lsj.chicago_md:n40984	n-s---fd-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-p---mn-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-p---mv-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-s---md-
ἐπισχέθοι	e)pisxe/qoi	ἐπισχεθεῖν	e)pisxeqei=n	urn:cite2:hmt:lsj.chicago_md:n41205	v3saoa---
ἐπλάγχθη	e)pla/gxqh	πλάζω	pla/zw	urn:cite2:hmt:lsj.chicago_md:n83426	v3saip---
ἐπλάγχθη	e)pla/gxqh	πλάζω	pla/zw	urn:cite2:hmt:lsj.chicago_md:n83427	v3saip---
ἐποπτῆρας	e)popth=ras	ἐποπτήρ	e)popth/r	urn:cite2:hmt:lsj.chicago_md:n41832	n-p---ma-
ἐπωνυμίαν	e)pwnumi/an	ἐπωνύμιος	e)pwnu/mios	urn:cite2:hmt:lsj.chicago_md:n42080	a-s---fa-
ἐπωνυμίαν	e)pwnumi/an	ἐπωνυμία	e)pwnumi/a	urn:cite2:hmt:lsj.chicago_md:n42078	n-s---fa-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---md-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---fd-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---nd-
ἐπάγει	e)pa/gei	ἐπάγω	e)pa/gw	urn:cite2:hmt:lsj.chicago_md:n37851	v2spie---
ἐπάγει	e)pa/gei	ἐπάγω	e)pa/gw	urn:cite2:hmt:lsj.chicago_md:n37851	v3spia---
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	urn:cite2:hmt:lsj.chicago_md:n37987	n-p---fn-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	urn:cite2:hmt:lsj.chicago_md:n37987	n-p---fv-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	urn:cite2:hmt:lsj.chicago_md:n37987	n-p---fn-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	urn:cite2:hmt:lsj.chicago_md:n37987	n-p---fa-
ἐπάλξεων	e)pa/lcewn	ἔπαλξις	e)/palcis	urn:cite2:hmt:lsj.chicago_md:n37987	n-p---fg-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	urn:cite2:hmt:lsj.chicago_md:n38248	a-s---ma-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	urn:cite2:hmt:lsj.chicago_md:n38248	a-s---nn-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	urn:cite2:hmt:lsj.chicago_md:n38248	a-s---nv-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	urn:cite2:hmt:lsj.chicago_md:n38248	a-s---na-
