Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
ἑστῶτ’	e(stw=t'	ἵστημι	i(/sthmi	v-drpanv-
ἑστῶτ’	e(stw=t'	ἵστημι	i(/sthmi	v-drpana-
ἑτοιμάσας	e(toima/sas	ἑτοιμάζω	e(toima/zw	v-pfpafa-
ἑτοιμάσας	e(toima/sas	ἑτοιμάζω	e(toima/zw	v-sfpafg-
ἑτοιμάσας	e(toima/sas	ἑτοιμάζω	e(toima/zw	v-sapamn-
ἑτοιμάσας	e(toima/sas	ἑτοιμάζω	e(toima/zw	v-sapamv-
ἑτοίμα	e(toi/ma	ἑτοῖμος	e(toi=mos	a-d---fn-
ἑτοίμα	e(toi/ma	ἑτοῖμος	e(toi=mos	a-d---fv-
ἑτοίμα	e(toi/ma	ἑτοῖμος	e(toi=mos	a-d---fa-
ἑτοίμα	e(toi/ma	ἑτοῖμος	e(toi=mos	a-s---fn-
ἑτοίμα	e(toi/ma	ἑτοῖμος	e(toi=mos	a-s---fv-
ἔ	e)/	ἒ	e)\	x--------
ἔα	e)/a	ἔα	e)/a	x--------
ἔα	e)/a	ἐάω	e)a/w	v2spma---
ἔα	e)/a	ἐάω	e)a/w	v3siia---
ἔα	e)/a	εἰμί	ei)mi/	v1siia---
ἔβαψα	e)/baya	βάπτω	ba/ptw	v1saia---
ἔβαψεν	e)/bayen	βάπτω	ba/ptw	v3saia---
ἔβλαστεν	e)/blasten	βλαστάνω	blasta/nw	v3saia---
ἔγημε	e)/ghme	γαμέω	game/w	v3saia---
ἔγκαρπα	e)/gkarpa	ἔγκαρπος	e)/gkarpos	n-p---nn-
ἔγκαρπα	e)/gkarpa	ἔγκαρπος	e)/gkarpos	n-p---nv-
ἔγκαρπα	e)/gkarpa	ἔγκαρπος	e)/gkarpos	n-p---na-
ἔγκλημα	e)/gklhma	ἔγκλημα	e)/gklhma	n-s---nn-
ἔγκλημα	e)/gklhma	ἔγκλημα	e)/gklhma	n-s---nv-
ἔγκλημα	e)/gklhma	ἔγκλημα	e)/gklhma	n-s---na-
ἔγνω	e)/gnw	γιγνώσκω	gignw/skw	v3saia---
ἔγνως	e)/gnws	γιγνώσκω	gignw/skw	v2saia---
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---nn-
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---nv-
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---na-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mv-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fv-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---mn-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---mv-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---fn-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---fv-
ἔδοξεν	e)/docen	δοκέω	doke/w	v3saia---
ἔδρασε	e)/drase	δράω	dra/w	v3saia---
ἔδρασέ	e)/drase/	δράω	dra/w	v3saia---
ἔδρων	e)/drwn	δράω	dra/w	v3piia---
ἔδρων	e)/drwn	δράω	dra/w	v1siia---
ἔδωκας	e)/dwkas	δίδωμι	di/dwmi	v2saia---
ἔθαλψεν	e)/qalyen	θάλπω	qa/lpw	v3saia---
ἔθελγέ	e)/qelge/	θέλγω	qe/lgw	v3siia---
ἔθηκε	e)/qhke	τίθημι	ti/qhmi	v3saia---
ἔθνῃσχ’	e)/qnh|sx'	θνήσκω	qnh/skw	v3siia---
ἔθου	e)/qou	ἔθω	e)/qw	v2spme---
ἔθου	e)/qou	ἔθω	e)/qw	v2siie---
ἔθου	e)/qou	τίθημι	ti/qhmi	v2saim---
ἔκ	e)/k	ἐκ	e)k	r--------
ἔκειτο	e)/keito	κεῖμαι	kei=mai	v3siie---
ἔκλαιεν	e)/klaien	κλαίω	klai/w	v3siia---
ἔκτα	e)/kta	κτείνω	ktei/nw	v3saia---
ἔκτεινεν	e)/kteinen	ἐκτείνω	e)ktei/nw	v3saia---
ἔκτεινεν	e)/kteinen	ἐκτείνω	e)ktei/nw	v3siia---
ἔκτεινεν	e)/kteinen	κτείνω	ktei/nw	v3saia---
ἔκτεινεν	e)/kteinen	κτείνω	ktei/nw	v3siia---
ἔκτοπον	e)/ktopon	ἔκτοπος	e)/ktopos	n-s---ma-
ἔκτοπον	e)/ktopon	ἔκτοπος	e)/ktopos	n-s---fa-
ἔκτοπον	e)/ktopon	ἔκτοπος	e)/ktopos	n-s---nn-
ἔκτοπον	e)/ktopon	ἔκτοπος	e)/ktopos	n-s---nv-
ἔκτοπον	e)/ktopon	ἔκτοπος	e)/ktopos	n-s---na-
ἔλαιον	e)/laion	ἔλαιον	e)/laion	n-s---nn-
ἔλαιον	e)/laion	ἔλαιον	e)/laion	n-s---nv-
ἔλαιον	e)/laion	ἔλαιον	e)/laion	n-s---na-
ἔλαιον	e)/laion	ἔλαιος	e)/laios	n-s---ma-
ἔλακεν	e)/laken	λάσκω	la/skw	v3saia---
ἔλειπον	e)/leipon	λείπω	lei/pw	v3piia---
ἔλειπον	e)/leipon	λείπω	lei/pw	v1siia---
ἔλειπέ	e)/leipe/	λείπω	lei/pw	v3siia---
ἔλεξας	e)/lecas	λέγω1	le/gw1	v2saia---
ἔλεξας	e)/lecas	λέγω3	le/gw3	v2saia---
ἔλεξεν	e)/lecen	λέγω1	le/gw1	v3saia---
ἔλεξεν	e)/lecen	λέγω3	le/gw3	v3saia---
ἔλευσσες	e)/leusses	λεύσσω	leu/ssw	v2siia---
ἔληξεν	e)/lhcen	λήγω	lh/gw	v3saia---
ἔλθοις	e)/lqois	ἔρχομαι	e)/rxomai	v2saoa---
ἔμβαλλε	e)/mballe	ἐμβάλλω	e)mba/llw	v2spma---
ἔμβαλλε	e)/mballe	ἐμβάλλω	e)mba/llw	v3siia---
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---md-
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---fd-
ἔμπαλιν	e)/mpalin	ἔμπαλιν	e)/mpalin	d--------
ἔμπεδα	e)/mpeda	ἔμπεδα	e)/mpeda	d--------
ἔμπεδα	e)/mpeda	ἔμπεδος	e)/mpedos	n-p---nn-
ἔμπεδα	e)/mpeda	ἔμπεδος	e)/mpedos	n-p---nv-
ἔμπεδα	e)/mpeda	ἔμπεδος	e)/mpedos	n-p---na-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔνδοθεν	e)/ndoqen	ἔνδοθεν	e)/ndoqen	d--------
ἔνδοθεν	e)/ndoqen	ἐνδίδωμι	e)ndi/dwmi	v3paip---
ἔνδον	e)/ndon	ἔνδον	e)/ndon	d--------
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνεστι	e)/nesti	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνθα	e)/nqa	ἔνθα	e)/nqa	d--------
ἔνθ’	e)/nq'	ἔνθα	e)/nqa	d--------
ἔνθ’	e)/nq'	ἔρχομαι	e)/rxomai	v2sama---
ἔνθ’	e)/nq'	ἔρχομαι	e)/rxomai	v3saia---
ἔνθ’	e)/nq'	εἰμί	ei)mi/	v3ppia---
ἔνθ’	e)/nq'	εἰμί	ei)mi/	v3spia---
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	d--------
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	n-s---ma-
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	n-s---fa-
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	n-s---nn-
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	n-s---nv-
ἔννυχον	e)/nnuxon	ἔννυχος	e)/nnuxos	n-s---na-
ἔνοικον	e)/noikon	ἔνοικος	e)/noikos	n-s---ma-
ἔνοικον	e)/noikon	ἔνοικος	e)/noikos	n-s---fa-
ἔνοικον	e)/noikon	ἔνοικος	e)/noikos	n-s---nn-
ἔνοικον	e)/noikon	ἔνοικος	e)/noikos	n-s---nv-
ἔνοικον	e)/noikon	ἔνοικος	e)/noikos	n-s---na-
ἔνσεισον	e)/nseison	ἐνσείω	e)nsei/w	v2sama---
ἔξειπ’	e)/ceip'	ἐξεῖπον	e)cei=pon	v2sama---
ἔξειπ’	e)/ceip'	ἐξεῖπον	e)cei=pon	v2samm---
ἔξειπ’	e)/ceip'	ἐξεῖπον	e)cei=pon	v1saia---
ἔξειπ’	e)/ceip'	ἐξεῖπον	e)cei=pon	v3saia---
ἔξειπ’	e)/ceip'	ἐξεῖπον	e)cei=pon	v3saia---
ἔξοδον	e)/codon	ἔξοδοσ1	e)/codos1	n-s---fa-
ἔξοδον	e)/codon	ἔξοδοσ2	e)/codos2	n-s---ma-
ἔξοδον	e)/codon	ἔξοδοσ2	e)/codos2	n-s---fa-
ἔξοδον	e)/codon	ἔξοδοσ2	e)/codos2	n-s---nn-
ἔξοδον	e)/codon	ἔξοδοσ2	e)/codos2	n-s---nv-
ἔξοδον	e)/codon	ἔξοδοσ2	e)/codos2	n-s---na-
ἔξοιδ’	e)/coid'	ἔξοιδα	e)/coida	v1sria---
ἔξοιδ’	e)/coid'	ἔξοιδα	e)/coida	v3sria---
ἔξω	e)/cw	ἔξω	e)/cw	d--------
ἔξω	e)/cw	ἔσσομαι	e)/ssomai	v2saie---
ἔοικας	e)/oikas	ἔοικα	e)/oika	v2sria---
ἔοικεν	e)/oiken	ἔοικα	e)/oika	v3sria---
ἔοικεν	e)/oiken	ἔοικα	e)/oika	v3plia---
ἔπειθε	e)/peiqe	πείθω	pei/qw	v3siia---
ἔπειθ’	e)/peiq'	ἔπειμι2	e)/peimi2	v3spia---
ἔπειθ’	e)/peiq'	ἔπειτα	e)/peita	d--------
ἔπειθ’	e)/peiq'	πείθω	pei/qw	v3siia---
ἔπεμπε	e)/pempe	πέμπω	pe/mpw	v3siia---
ἔπεμψας	e)/pemyas	πέμπω	pe/mpw	v2saia---
ἔπεμψ’	e)/pemy'	πέμπω	pe/mpw	v1saia---
ἔπεμψ’	e)/pemy'	πέμπω	pe/mpw	v3saia---
ἔπερσε	e)/perse	πέρθω	pe/rqw	v3saia---
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---na-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---na-
ἔπουρος	e)/pouros	ἔπουρος	e)/pouros	n-s---mn-
ἔπουρος	e)/pouros	ἔπουρος	e)/pouros	n-s---fn-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nn-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nv-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---na-
ἔργασαι	e)/rgasai	ἐργάζομαι	e)rga/zomai	v2srie---
ἔργασαι	e)/rgasai	ἐργάζομαι	e)rga/zomai	v2same---
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔργου	e)/rgou	ἔργνυμι	e)/rgnumi	v2siie---
ἔργου	e)/rgou	ἔργον	e)/rgon	n-s---ng-
ἔργων	e)/rgwn	ἔργνυμι	e)/rgnumi	v-sppamn-
ἔργων	e)/rgwn	ἔργον	e)/rgon	n-p---ng-
ἔρημοι	e)/rhmoi	ἐρῆμος	e)rh=mos	n-p---mn-
ἔρημοι	e)/rhmoi	ἐρῆμος	e)rh=mos	n-p---mv-
ἔρημοι	e)/rhmoi	ἐρῆμος	e)rh=mos	n-p---fn-
ἔρημοι	e)/rhmoi	ἐρῆμος	e)rh=mos	n-p---fv-
ἔρξειεν	e)/rceien	ἔρδω	e)/rdw	v3saoa---
ἔρξον	e)/rcon	ἔρδω	e)/rdw	v2sama---
ἔρξον	e)/rcon	ἔρδω	e)/rdw	v-sfpamv-
ἔρξον	e)/rcon	ἔρδω	e)/rdw	v-sfpann-
ἔρξον	e)/rcon	ἔρδω	e)/rdw	v-sfpanv-
ἔρξον	e)/rcon	ἔρδω	e)/rdw	v-sfpana-
ἔρξον	e)/rcon	ἔργω1	e)/rgw1	v-sfpamv-
ἔρξον	e)/rcon	ἔργω1	e)/rgw1	v-sfpann-
ἔρξον	e)/rcon	ἔργω1	e)/rgw1	v-sfpanv-
ἔρξον	e)/rcon	ἔργω1	e)/rgw1	v-sfpana-
ἔρριψεν	e)/rriyen	ῥίπτω	r(i/ptw	v3saia---
ἔρρωγεν	e)/rrwgen	ῥήγνυμι	r(h/gnumi	v3plia---
ἔρρωγεν	e)/rrwgen	ῥήγνυμι	r(h/gnumi	v3sria---
ἔρχεται	e)/rxetai	ἔρχομαι	e)/rxomai	v3spie---
ἔρως	e)/rws	ἔροσ1	e)/ros1	n-p---ma-
ἔρως	e)/rws	ἔρως	e)/rws	n-s---mn-
ἔρωτος	e)/rwtos	ἔρως	e)/rws	n-s---mg-
ἔσθενον	e)/sqenon	σθένω	sqe/nw	v3piia---
ἔσθενον	e)/sqenon	σθένω	sqe/nw	v1siia---
ἔσοιθ’	e)/soiq'	εἰμί	ei)mi/	v3sfom---
ἔσοιθ’	e)/soiq'	εἰσίημι	ei)si/hmi	v3saom---
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστε	e)/ste	ἔστε	e)/ste	c--------
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppia---
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppma---
ἔστειχε	e)/steixe	στείχω	stei/xw	v3siia---
ἔστησε	e)/sthse	ἵστημι	i(/sthmi	v3saia---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔστιν	e)/stin	εἰμί	ei)mi/	v3spia---
ἔσχον	e)/sxon	ἔχω	e)/xw	v3paia---
ἔσχον	e)/sxon	ἔχω	e)/xw	v1saia---
ἔσω	e)/sw	ἔσω	e)/sw	r--------
ἔσωθεν	e)/swqen	ἔσωθεν	e)/swqen	d--------
ἔσωθεν	e)/swqen	σώζω	sw/zw	v3paip---
ἔτεκε	e)/teke	τίκτω	ti/ktw	v3saia---
ἔτεκεν	e)/teken	τίκτω	ti/ktw	v3saia---
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτλη	e)/tlh	τλάω	tla/w	v3saia---
ἔτλη	e)/tlh	τλάω	tla/w	v3siia---
ἔτρεφε	e)/trefe	τρέφω	tre/fw	v3siia---
ἔφασκε	e)/faske	φάσκω	fa/skw	v3siia---
ἔφασκες	e)/faskes	φάσκω	fa/skw	v2siia---
ἔφασκον	e)/faskon	φάσκω	fa/skw	v3piia---
ἔφασκον	e)/faskon	φάσκω	fa/skw	v1siia---
ἔφη	e)/fh	φημί	fhmi/	v3siia---
ἔφραζε	e)/fraze	φράζω	fra/zw	v3siia---
ἔφριξα	e)/frica	φρίσσω	fri/ssw	v1saia---
ἔφριξα	e)/frica	φρίζω	fri/zw	v1saia---
ἔφυ	e)/fu	φύω	fu/w	v3saia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	v--pna---
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mv-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---ma-
ἔχεις	e)/xeis	ἔχω	e)/xw	v2spia---
ἔχεις	e)/xeis	χάω	xa/w	v2siia---
ἔχεις	e)/xeis	χέω	xe/w	v2siia---
ἔχοι	e)/xoi	ἔχω	e)/xw	v3spoa---
ἔχοις	e)/xois	ἔχω	e)/xw	v2spoa---
ἔχομεν	e)/xomen	ἔχω	e)/xw	v1ppia---
ἔχομεν	e)/xomen	ἔχω	e)/xw	v1piia---
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppann-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppanv-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppana-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-sppama-
ἔχοντά	e)/xonta/	ἔχω	e)/xw	v-pppann-
ἔχοντά	e)/xonta/	ἔχω	e)/xw	v-pppanv-
ἔχοντά	e)/xonta/	ἔχω	e)/xw	v-pppana-
ἔχοντά	e)/xonta/	ἔχω	e)/xw	v-sppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppamd-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppand-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppia---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamn-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppie---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3piie---
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafn-
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafv-
ἔχουσαν	e)/xousan	ἔχω	e)/xw	v-sppafa-
ἔχριον	e)/xrion	χράω2	xra/w2	v3piia---
ἔχριον	e)/xrion	χράω2	xra/w2	v1siia---
ἔχριον	e)/xrion	χρίω	xri/w	v3piia---
ἔχριον	e)/xrion	χρίω	xri/w	v1siia---
ἔχρισα	e)/xrisa	χρίω	xri/w	v1saia---
ἔχρῃζον	e)/xrh|zon	χρῄζω	xrh/|zw	v3piia---
ἔχρῃζον	e)/xrh|zon	χρῄζω	xrh/|zw	v1siia---
ἔχω	e)/xw	ἔχω	e)/xw	v1spsa---
ἔχω	e)/xw	ἔχω	e)/xw	v1spia---
ἔχω	e)/xw	χόω	xo/w	v3siia---
ἔχων	e)/xwn	ἔχω	e)/xw	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	v3piia---
ἔχων	e)/xwn	χάω	xa/w	v1siia---
ἔχων	e)/xwn	χόω	xo/w	v3piia---
ἔχων	e)/xwn	χόω	xo/w	v1siia---
ἕδραν	e(/dran	ἕδρα	e(/dra	n-s---fa-
ἕκαστος	e(/kastos	ἕκαστος	e(/kastos	a-s---mn-
ἕκατι	e(/kati	ἕκητι	e(/khti	d--------
ἕλοι	e(/loi	αἱρέω	ai(re/w	v3saoa---
ἕλοιτο	e(/loito	αἱρέω	ai(re/w	v3saom---
ἕν	e(/n	εἷς	ei(=s	n-s---nn-
ἕν	e(/n	εἷς	ei(=s	n-s---nv-
ἕν	e(/n	εἷς	ei(=s	n-s---na-
ἕν	e(/n	ἵημι	i(/hmi	v3paia---
ἕν	e(/n	ἵημι	i(/hmi	v-sapann-
ἕν	e(/n	ἵημι	i(/hmi	v-sapanv-
ἕν	e(/n	ἵημι	i(/hmi	v-sapana-
ἕξουσαν	e(/cousan	ἔχω	e)/xw	v-sfpafa-
ἕρκει	e(/rkei	ἕρκος	e(/rkos	n-d---nn-
ἕρκει	e(/rkei	ἕρκος	e(/rkos	n-d---nv-
ἕρκει	e(/rkei	ἕρκος	e(/rkos	n-d---na-
ἕρκει	e(/rkei	ἕρκος	e(/rkos	n-s---nd-
ἕρκει	e(/rkei	ἕρκος	e(/rkos	n-s---nd-
ἕρκος	e(/rkos	ἕρκος	e(/rkos	n-s---nn-
ἕρκος	e(/rkos	ἕρκος	e(/rkos	n-s---nv-
ἕρκος	e(/rkos	ἕρκος	e(/rkos	n-s---na-
ἕρπε	e(/rpe	ἕρπω	e(/rpw	v2spma---
ἕρπε	e(/rpe	ἕρπω	e(/rpw	v3siia---
ἕρπει	e(/rpei	ἕρπω	e(/rpw	v2spie---
ἕρπει	e(/rpei	ἕρπω	e(/rpw	v3spia---
ἕρποντος	e(/rpontos	ἕρπω	e(/rpw	v-sppamg-
ἕρποντος	e(/rpontos	ἕρπω	e(/rpw	v-sppang-
ἕρπουσαν	e(/rpousan	ἕρπω	e(/rpw	v-sppafa-
ἕρπω	e(/rpw	ἕρπω	e(/rpw	v1spsa---
ἕρπω	e(/rpw	ἕρπω	e(/rpw	v1spia---
ἕσταμεν	e(/stamen	ἵστημι	i(/sthmi	v1plia---
ἕσταμεν	e(/stamen	ἵστημι	i(/sthmi	v1pria---
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---ma-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nn-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nv-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---na-
ἕως	e(/ws	ἕως	e(/ws	c--------
ἕως	e(/ws	ἠώς	h)w/s	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fn-
Ἐρινύς	*)erinu/s	Ἐρινύς	*)erinu/s	n-s---fn-
Ἐρινύς	*)erinu/s	Ἐρινύς	*)erinu/s	n-s---fn-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p---fg-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p----g-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p---fg-
Ἐρινύων	*)erinu/wn	ἐρινύω	e)rinu/w	v-sppamn-
Ἐρυμάνθιόν	*)eruma/nqio/n	Ἐρυμάνθιος	*)eruma/nqios	a-s---ma-
Ἐρυμάνθιόν	*)eruma/nqio/n	Ἐρυμάνθιος	*)eruma/nqios	a-s---nn-
Ἐρυμάνθιόν	*)eruma/nqio/n	Ἐρυμάνθιος	*)eruma/nqios	a-s---nv-
Ἐρυμάνθιόν	*)eruma/nqio/n	Ἐρυμάνθιος	*)eruma/nqios	a-s---na-
Ἐχίδνης	*)exi/dnhs	Ἔχιδνα	*)/exidna	n-s---fg-
Ἐχίδνης	*)exi/dnhs	ἔχιδνα	e)/xidna	n-s---fg-
Ἑλλάνων	*(ella/nwn	Ἕλλην	*(/ellhn	n-p---mg-
Ἑλλάνων	*(ella/nwn	Ἕλλην	*(/ellhn	n-p---fg-
Ἑλλάς	*(ella/s	Ἑλλάς	*(ella/s	n-s---fn-
Ἑλλάς	*(ella/s	ἑλλά	e(lla/	n-p---fa-
Ἑρμοῦ	*(ermou=	Ἑρμῆς	*(ermh=s	n-s---mg-
Ἔρως	*)/erws	Ἔρως	*)/erws	n-s---mn-
Ἔρως	*)/erws	ἔροσ1	e)/ros1	n-p---ma-
Ἔρως	*)/erws	ἔρως	e)/rws	n-s---mn-
Ἔρωτι	*)/erwti	Ἔρως	*)/erws	n-s---md-
Ἔρωτι	*)/erwti	ἔρως	e)/rws	n-s----d-
Ἔρωτι	*)/erwti	ἔρως	e)/rws	n-s---md-
ἠγορῶ	h)gorw=	ἀγοράομαι	a)gora/omai	v2siim---
ἠμύνατο	h)mu/nato	ἀμύνω	a)mu/nw	v3saim---
ἠνέγκατ’	h)ne/gkat'	φέρω	fe/rw	v3saim---
ἠνέγκατ’	h)ne/gkat'	φέρω	fe/rw	v2paia---
ἠνέσχετο	h)ne/sxeto	ἀνέχω	a)ne/xw	v3saim---
ἠνύσω	h)nu/sw	ἀνύω	a)nu/w	v2saim---
ἠφάνισται	h)fa/nistai	ἀφανίζω	a)fani/zw	v3srie---
ἠχεῖ	h)xei=	ἠχέω	h)xe/w	v2spie---
ἠχεῖ	h)xei=	ἠχέω	h)xe/w	v3spia---
ἡ	h(	ὁ	o(	l-s---fn-
ἡ	h(	ὁ	o(	l-s---fv-
ἡδοναῖς	h(donai=s	ἡδονά	h(dona/	n-p---fd-
ἡδοναῖς	h(donai=s	ἡδονή	h(donh/	n-p---fd-
ἡδονήν	h(donh/n	ἡδονά	h(dona/	n-s---fa-
ἡδονήν	h(donh/n	ἡδονή	h(donh/	n-s---fa-
ἡδονῇ	h(donh=|	ἡδονά	h(dona/	n-s---fd-
ἡδονῇ	h(donh=|	ἡδονή	h(donh/	n-s---fd-
ἡδέως	h(de/ws	ἡδέως	h(de/ws	d--------
ἡδέως	h(de/ws	ἡδύς	h(du/s	x--------
ἡδέως	h(de/ws	ἡδύς	h(du/s	x--------
ἡλιῶτιν	h(liw=tin	ἡλιώτης	h(liw/ths	n-s---fa-
ἡλίου	h(li/ou	ἥλιος	h(/lios	n-s---mg-
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v3siia---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v2spma---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v3siia---
ἡλίωσε	h(li/wse	ἁλιόω	a(lio/w	v3saia---
ἡλίωσε	h(li/wse	ἡλιόω	h(lio/w	v3saia---
ἡλίωσε	h(li/wse	ἡλιόω	h(lio/w	v3saia---
ἡμαρτημένοις	h(marthme/nois	ἁμαρτάνω	a(marta/nw	v-prpemd-
ἡμαρτημένοις	h(marthme/nois	ἁμαρτάνω	a(marta/nw	v-prpend-
ἡμαρτημένοις	h(marthme/nois	ἁμαρτέω	a(marte/w	v-prpemd-
