Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
ἐάσομεν	e)a/somen	ἐάω	e)a/w	v1pfia---
ἐάσῃ	e)a/sh|	ἐάω	e)a/w	v2sasm---
ἐάσῃ	e)a/sh|	ἐάω	e)a/w	v3sasa---
ἐάσῃ	e)a/sh|	ἐάω	e)a/w	v2sfim---
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppann-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppanv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppana-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamn-
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾶτε	e)a=te	ἐάω	e)a/w	v2ppma---
ἐᾶτε	e)a=te	ἐάω	e)a/w	v2ppsa---
ἐᾶτε	e)a=te	ἐάω	e)a/w	v2ppia---
ἐᾶτε	e)a=te	ἐάω	e)a/w	v2piia---
ἐῶ	e)w=	ἐάω	e)a/w	v2spme---
ἐῶ	e)w=	ἐάω	e)a/w	v1spsa---
ἐῶ	e)w=	ἐάω	e)a/w	v1spia---
ἐῶ	e)w=	ἐάω	e)a/w	v2siie---
ἐῶντι	e)w=nti	ἐάω	e)a/w	v-sppamd-
ἐῶντι	e)w=nti	ἐάω	e)a/w	v-sppand-
ἐῶντι	e)w=nti	ἐάω	e)a/w	v3ppia---
ἑαυτούς	e(autou/s	ἑαυτοῦ	e(autou=	n-p---ma-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---ng-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---fg-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---mg-
ἑκοῦσα	e(kou=sa	ἑκών	e(kw/n	a-s---fn-
ἑκοῦσα	e(kou=sa	ἑκών	e(kw/n	a-s---fv-
ἑλέσθαι	e(le/sqai	αἱρέω	ai(re/w	v--anm---
ἑνός	e(no/s	εἷς	ei(=s	n-s---mg-
ἑνός	e(no/s	εἷς	ei(=s	n-s---ng-
ἑξῆς	e(ch=s	ἑξῆς	e(ch=s	d--------
ἑξῆς	e(ch=s	ἔχω	e)/xw	v2sfia---
ἑπτακαίδεκ’	e(ptakai/dek'	ἑπτακαίδεκα	e(ptakai/deka	m--------
ἑπτά	e(pta/	ἑπτά	e(pta/	m--------
ἑπτά	e(pta/	ἑπτάς	e(pta/s	n-s---fv-
ἑπτάκις	e(pta/kis	ἑπτάκις	e(pta/kis	d--------
ἑρπέτω	e(rpe/tw	ἕρπω	e(/rpw	v3spma---
ἑσμός	e(smo/s	ἑσμός	e(smo/s	n-s---mn-
ἑσπέραν	e(spe/ran	ἑσπέρα	e(spe/ra	n-s---fa-
ἑσπέρας	e(spe/ras	ἑσπέρα	e(spe/ra	n-p---fa-
ἑσπέρας	e(spe/ras	ἑσπέρα	e(spe/ra	n-s---fg-
ἑστιᾶν	e(stia=n	ἕστιος	e(/stios	a-p---mg-
ἑστιᾶν	e(stia=n	ἕστιος	e(/stios	a-p---fg-
ἑστιᾶν	e(stia=n	ἑστία	e(sti/a	n-p---fg-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v-sppamv-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v-sppann-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v-sppanv-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v-sppana-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v-sppamn-
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v--pna---
ἑστιᾶν	e(stia=n	ἑστιάω	e(stia/w	v--pna---
ἑστάναι	e(sta/nai	ἵστημι	i(/sthmi	v--rna---
ἑστήξω	e(sth/cw	ἵστημι	i(/sthmi	v1stia---
ἑστώς	e(stw/s	ἵστημι	i(/sthmi	v-srpamn-
ἑστώς	e(stw/s	ἵστημι	i(/sthmi	v-srpamv-
ἑταίραν	e(tai/ran	ἑταίρα	e(tai/ra	n-s---fa-
ἑταίρους	e(tai/rous	ἑταῖρος	e(tai=ros	n-p---ma-
ἑτέρα	e(te/ra	ἕτερος	e(/teros	a-d---fn-
ἑτέρα	e(te/ra	ἕτερος	e(/teros	a-d---fv-
ἑτέρα	e(te/ra	ἕτερος	e(/teros	a-d---fa-
ἑτέρα	e(te/ra	ἕτερος	e(/teros	a-s---fn-
ἑτέρα	e(te/ra	ἕτερος	e(/teros	a-s---fv-
ἑτέρους	e(te/rous	ἕτερος	e(/teros	a-p---ma-
ἑψήσας	e(yh/sas	ἕψω	e(/yw	v-sapamn-
ἑψήσας	e(yh/sas	ἕψω	e(/yw	v-sapamv-
ἑψήσας	e(yh/sas	ἑψάω	e(ya/w	v-sapamn-
ἑψήσας	e(yh/sas	ἑψάω	e(ya/w	v-sapamv-
ἑψήσας	e(yh/sas	ἑψέω	e(ye/w	v-sapamn-
ἑψήσας	e(yh/sas	ἑψέω	e(ye/w	v-sapamv-
ἔα	e)/a	ἔα	e)/a	x--------
ἔα	e)/a	ἐάω	e)a/w	v2spma---
ἔα	e)/a	ἐάω	e)a/w	v3siia---
ἔα	e)/a	εἰμί	ei)mi/	v1siia---
ἔασον	e)/ason	ἐάω	e)a/w	v2sama---
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔβρυκε	e)/bruke	βρύκω	bru/kw	v3siia---
ἔβρυκε	e)/bruke	βρύζω	bru/zw	v2srma---
ἔβρυκε	e)/bruke	βρύζω	bru/zw	v3sria---
ἔγραψ’	e)/gray'	γράφω	gra/fw	v1saia---
ἔγραψ’	e)/gray'	γράφω	gra/fw	v3saia---
ἔγχελυν	e)/gxelun	ἔγχελυς	e)/gxelus	n-s---fa-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mv-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fv-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---mn-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---mv-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---fn-
ἔγωγέ	e)/gwge/	ἐγώ	e)gw/	p-s---fv-
ἔδει	e)/dei	δέω1	de/w1	v3siia---
ἔδει	e)/dei	δέω2	de/w2	v3siia---
ἔδει	e)/dei	δεῖ	dei=	v3siia---
ἔδει	e)/dei	ἔδω	e)/dw	v2sfim---
ἔδει	e)/dei	ἔδω	e)/dw	v2spie---
ἔδει	e)/dei	ἔδω	e)/dw	v3spia---
ἔδει	e)/dei	ἐσθίω	e)sqi/w	v2sfim---
ἔδεισας	e)/deisas	δείδω	dei/dw	v2saia---
ἔδεισά	e)/deisa/	δείδω	dei/dw	v1saia---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v2pfim---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v2ppme---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v2ppie---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v--fnm---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v--pne---
ἔδεσθ’	e)/desq'	ἔδω	e)/dw	v2piie---
ἔδεσθ’	e)/desq'	ἐσθίω	e)sqi/w	v2pfim---
ἔδεσθ’	e)/desq'	ἐσθίω	e)sqi/w	v--fnm---
ἔδοξεν	e)/docen	δοκέω	doke/w	v3saia---
ἔδρων	e)/drwn	δράω	dra/w	v3piia---
ἔδρων	e)/drwn	δράω	dra/w	v1siia---
ἔζων	e)/zwn	ζάω	za/w	v3piia---
ἔζων	e)/zwn	ζάω	za/w	v1siia---
ἔθρεψέ	e)/qreye/	τρέφω	tre/fw	v3saia---
ἔθ’	e)/q'	ἔθω	e)/qw	v2spma---
ἔθ’	e)/q'	ἔθω	e)/qw	v3siia---
ἔθ’	e)/q'	ἔται	e)/tai	n-p---mn-
ἔθ’	e)/q'	ἔται	e)/tai	n-p---mv-
ἔθ’	e)/q'	ἔτης	e)/ths	n-s---mv-
ἔθ’	e)/q'	ἔτης	e)/ths	n-s---mn-
ἔθ’	e)/q'	ἔτης	e)/ths	n-p---mn-
ἔθ’	e)/q'	ἔτης	e)/ths	n-p---mv-
ἔθ’	e)/q'	ἔτης	e)/ths	n-s---md-
ἔθ’	e)/q'	ἔτι	e)/ti	d--------
ἔκοψεν	e)/koyen	κόπτω	ko/ptw	v3saia---
ἔλαφος	e)/lafos	ἔλαφος	e)/lafos	n-s---mn-
ἔλαφος	e)/lafos	ἔλαφος	e)/lafos	n-s---fn-
ἔλεγε	e)/lege	ἔλεγος	e)/legos	n-s---mv-
ἔλεγε	e)/lege	λέγω1	le/gw1	v3siia---
ἔλεγε	e)/lege	λέγω2	le/gw2	v3siia---
ἔλεγε	e)/lege	λέγω3	le/gw3	v3siia---
ἔλεγεν	e)/legen	λέγω1	le/gw1	v3paip---
ἔλεγεν	e)/legen	λέγω1	le/gw1	v3siia---
ἔλεγεν	e)/legen	λέγω2	le/gw2	v3siia---
ἔλεγεν	e)/legen	λέγω3	le/gw3	v3siia---
ἔλθοιμ’	e)/lqoim'	ἔρχομαι	e)/rxomai	v1saoa---
ἔλθωμεν	e)/lqwmen	ἔρχομαι	e)/rxomai	v1pasa---
ἔλθωμεν	e)/lqwmen	ἔρχομαι	e)/rxomai	v1pasa---
ἔλουσαν	e)/lousan	λούω	lou/w	v3paia---
ἔλουσεν	e)/lousen	λούω	lou/w	v3saia---
ἔμβη	e)/mbh	ἐμβαίνω	e)mbai/nw	v3saia---
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---md-
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---fd-
ἔμολον	e)/molon	βλώσκω	blw/skw	v3paia---
ἔμολον	e)/molon	βλώσκω	blw/skw	v1saia---
ἔμπρησον	e)/mprhson	ἐμπίμπρημι	e)mpi/mprhmi	v2sama---
ἔμπρησον	e)/mprhson	ἐμπρήθω	e)mprh/qw	v2sama---
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔνδοθεν	e)/ndoqen	ἔνδοθεν	e)/ndoqen	d--------
ἔνδοθεν	e)/ndoqen	ἐνδίδωμι	e)ndi/dwmi	v3paip---
ἔνδον	e)/ndon	ἔνδον	e)/ndon	d--------
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνεστιν	e)/nestin	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνεστί	e)/nesti/	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνθεν	e)/nqen	ἔνθεν	e)/nqen	d--------
ἔνθεν	e)/nqen	ἔρχομαι	e)/rxomai	v3saia---
ἔξεσθ’	e)/cesq'	ξέω	ce/w	v3slie---
ἔξεσθ’	e)/cesq'	ἔξεστι	e)/cesti	v3spia---
ἔξεσθ’	e)/cesq'	ἔξεστι	e)/cesti	v2ppia---
ἔξεσθ’	e)/cesq'	ἔξεστι	e)/cesti	v3sfim---
ἔξεσθ’	e)/cesq'	ἔσσομαι	e)/ssomai	v2pfie---
ἔξεσθ’	e)/cesq'	ἔσσομαι	e)/ssomai	v--fne---
ἔξεσθ’	e)/cesq'	ἐξέσθω	e)ce/sqw	v2spma---
ἔξεσθ’	e)/cesq'	ἐξέσθω	e)ce/sqw	v3siia---
ἔξεσθ’	e)/cesq'	ἐξίημι	e)ci/hmi	v2pamm---
ἔξεσθ’	e)/cesq'	ἐξίημι	e)ci/hmi	v2paim---
ἔξοδος	e)/codos	ἔξοδοσ1	e)/codos1	n-s---fn-
ἔξοδος	e)/codos	ἔξοδοσ2	e)/codos2	n-s---mn-
ἔξοδος	e)/codos	ἔξοδοσ2	e)/codos2	n-s---fn-
ἔοικε	e)/oike	ἔοικα	e)/oika	v2srma---
ἔοικε	e)/oike	ἔοικα	e)/oika	v3sria---
ἔπαγε	e)/page	ἐπάγω	e)pa/gw	v2spma---
ἔπαγε	e)/page	ἐπάγω	e)pa/gw	v3siia---
ἔπαιρε	e)/paire	ἐπαίρω	e)pai/rw	v2spma---
ἔπαιρε	e)/paire	ἐπαίρω	e)pai/rw	v3siia---
ἔπειτα	e)/peita	ἔπειτα	e)/peita	d--------
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---na-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---na-
ἔποπας	e)/popas	ἔποψ	e)/poy	n-p---ma-
ἔρανον	e)/ranon	ἔρανος	e)/ranos	n-s---ma-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nn-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nv-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---na-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔρημα	e)/rhma	ἐρῆμος	e)rh=mos	n-p---nn-
ἔρημα	e)/rhma	ἐρῆμος	e)rh=mos	n-p---nv-
ἔρημα	e)/rhma	ἐρῆμος	e)rh=mos	n-p---na-
ἔριά	e)/ria/	ἔριον	e)/rion	n-p---nn-
ἔριά	e)/ria/	ἔριον	e)/rion	n-p---nv-
ἔριά	e)/ria/	ἔριον	e)/rion	n-p---na-
ἔρρειν	e)/rrein	ἔρρω	e)/rrw	v--pna---
ἔρχεται	e)/rxetai	ἔρχομαι	e)/rxomai	v3spie---
ἔρχομαι	e)/rxomai	ἔρχομαι	e)/rxomai	v1spie---
ἔρχονται	e)/rxontai	ἔρχομαι	e)/rxomai	v3ppie---
ἔσθος	e)/sqos	ἔσθος	e)/sqos	n-s---nn-
ἔσθος	e)/sqos	ἔσθος	e)/sqos	n-s---nv-
ἔσθος	e)/sqos	ἔσθος	e)/sqos	n-s---na-
ἔσονται	e)/sontai	εἰμί	ei)mi/	v3pfim---
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστε	e)/ste	ἔστε	e)/ste	c--------
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppia---
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppma---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔστιν	e)/stin	εἰμί	ei)mi/	v3spia---
ἔστυκα	e)/stuka	στύω	stu/w	v1sria---
ἔστυκας	e)/stukas	στύω	stu/w	v2sria---
ἔσχον	e)/sxon	ἔχω	e)/xw	v3paia---
ἔσχον	e)/sxon	ἔχω	e)/xw	v1saia---
ἔσω	e)/sw	ἔσω	e)/sw	r--------
ἔσωσε	e)/swse	εἰσωθέω	ei)swqe/w	v3saia---
ἔσωσε	e)/swse	σώζω	sw/zw	v3saia---
ἔτη	e)/th	ἔτης	e)/ths	n-s---mv-
ἔτη	e)/th	ἔτος	e)/tos	n-p---nn-
ἔτη	e)/th	ἔτος	e)/tos	n-p---nv-
ἔτη	e)/th	ἔτος	e)/tos	n-p---na-
ἔτη	e)/th	ἔτος	e)/tos	n-d---nn-
ἔτη	e)/th	ἔτος	e)/tos	n-d---nv-
ἔτη	e)/th	ἔτος	e)/tos	n-d---na-
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nn-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nv-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---na-
ἔφασκες	e)/faskes	φάσκω	fa/skw	v2siia---
ἔφασκον	e)/faskon	φάσκω	fa/skw	v3piia---
ἔφασκον	e)/faskon	φάσκω	fa/skw	v1siia---
ἔφασκ’	e)/fask'	φάσκω	fa/skw	v3siia---
ἔφησθα	e)/fhsqa	φημί	fhmi/	v2siia---
ἔφυς	e)/fus	φύω	fu/w	v2saia---
ἔχε	e)/xe	ἔχω	e)/xw	v2spma---
ἔχε	e)/xe	ἔχω	e)/xw	v3siia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	v--pna---
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mv-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---ma-
ἔχεις	e)/xeis	ἔχω	e)/xw	v2spia---
ἔχεις	e)/xeis	χάω	xa/w	v2siia---
ἔχεις	e)/xeis	χέω	xe/w	v2siia---
ἔχετε	e)/xete	ἔχω	e)/xw	v2ppma---
ἔχετε	e)/xete	ἔχω	e)/xw	v2ppia---
ἔχετε	e)/xete	ἔχω	e)/xw	v2piia---
ἔχοι	e)/xoi	ἔχω	e)/xw	v3spoa---
ἔχοντες	e)/xontes	ἔχω	e)/xw	v-pppamn-
ἔχοντες	e)/xontes	ἔχω	e)/xw	v-pppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppamd-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppand-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppia---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamn-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppie---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3piie---
ἔχου	e)/xou	ἔχω	e)/xw	v2spme---
ἔχου	e)/xou	ἔχω	e)/xw	v2siie---
ἔχου	e)/xou	χόω	xo/w	v3siia---
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafn-
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafv-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-sppafn-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-sppafv-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppamd-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppand-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v3ppia---
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppafn-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppafv-
ἔχω	e)/xw	ἔχω	e)/xw	v1spsa---
ἔχω	e)/xw	ἔχω	e)/xw	v1spia---
ἔχω	e)/xw	χόω	xo/w	v3siia---
ἔχων	e)/xwn	ἔχω	e)/xw	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	v3piia---
ἔχων	e)/xwn	χάω	xa/w	v1siia---
ἔχων	e)/xwn	χόω	xo/w	v3piia---
ἔχων	e)/xwn	χόω	xo/w	v1siia---
ἔχωντι	e)/xwnti	ἔχω	e)/xw	v3ppsa---
ἔχῃ	e)/xh|	ἔχις	e)/xis	n-s---md-
ἔχῃ	e)/xh|	ἔχω	e)/xw	v2spse---
ἔχῃ	e)/xh|	ἔχω	e)/xw	v2spie---
ἔχῃ	e)/xh|	ἔχω	e)/xw	v3spsa---
ἕδρας	e(/dras	ἕδρα	e(/dra	n-p---fa-
ἕδρας	e(/dras	ἕδρα	e(/dra	n-s---fg-
ἕκαστα	e(/kasta	ἕκαστος	e(/kastos	a-p---nn-
ἕκαστα	e(/kasta	ἕκαστος	e(/kastos	a-p---nv-
ἕκαστα	e(/kasta	ἕκαστος	e(/kastos	a-p---na-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---ma-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---nn-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---nv-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---na-
ἕκαστος	e(/kastos	ἕκαστος	e(/kastos	a-s---mn-
ἕκατι	e(/kati	ἕκητι	e(/khti	d--------
ἕκτην	e(/kthn	ἕκτη	e(/kth	n-s---fa-
ἕκτην	e(/kthn	ἕκτος	e(/ktos	a-s---fa-
ἕλκοντες	e(/lkontes	ἕλκω	e(/lkw	v-pppamn-
ἕλκοντες	e(/lkontes	ἕλκω	e(/lkw	v-pppamv-
ἕλκουσιν	e(/lkousin	ἕλκω	e(/lkw	v-pppamd-
ἕλκουσιν	e(/lkousin	ἕλκω	e(/lkw	v-pppand-
ἕλκουσιν	e(/lkousin	ἕλκω	e(/lkw	v3ppia---
ἕλκωσιν	e(/lkwsin	ἕλκω	e(/lkw	v3ppsa---
ἕλκωσιν	e(/lkwsin	ἕλκωσις	e(/lkwsis	n-s---fa-
ἕλξετ’	e(/lcet'	ἕλκω	e(/lkw	v2pasa---
ἕλξετ’	e(/lcet'	ἕλκω	e(/lkw	v2pfia---
ἕλξετ’	e(/lcet'	ἕλκω	e(/lkw	v3sasm---
ἕλξετ’	e(/lcet'	ἕλκω	e(/lkw	v3sfim---
ἕλοι	e(/loi	αἱρέω	ai(re/w	v3saoa---
ἕν	e(/n	εἷς	ei(=s	n-s---nn-
ἕν	e(/n	εἷς	ei(=s	n-s---nv-
ἕν	e(/n	εἷς	ei(=s	n-s---na-
ἕν	e(/n	ἵημι	i(/hmi	v3paia---
ἕν	e(/n	ἵημι	i(/hmi	v-sapann-
ἕν	e(/n	ἵημι	i(/hmi	v-sapanv-
ἕν	e(/n	ἵημι	i(/hmi	v-sapana-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nn-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nv-
ἕνα	e(/na	ἕνος	e(/nos	a-p---na-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fv-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fa-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fv-
ἕνα	e(/na	εἷς	ei(=s	n-s---ma-
ἕνεχ’	e(/nex'	ἕνεκα	e(/neka	r--------
ἕξ	e(/c	ἕξ	e(/c	m--------
ἕτεραι	e(/terai	ἕτερος	e(/teros	a-p---fn-
ἕτεραι	e(/terai	ἕτερος	e(/teros	a-p---fv-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---ma-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nn-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nv-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---na-
ἕτερος	e(/teros	ἕτερος	e(/teros	a-s---mn-
ἕτερά	e(/tera/	ἕτερος	e(/teros	a-p---nn-
ἕτερά	e(/tera/	ἕτερος	e(/teros	a-p---nv-
ἕτερά	e(/tera/	ἕτερος	e(/teros	a-p---na-
ἕτερόν	e(/tero/n	ἕτερος	e(/teros	a-s---ma-
ἕτερόν	e(/tero/n	ἕτερος	e(/teros	a-s---nn-
ἕτερόν	e(/tero/n	ἕτερος	e(/teros	a-s---nv-
ἕτερόν	e(/tero/n	ἕτερος	e(/teros	a-s---na-
ἕτερός	e(/tero/s	ἕτερος	e(/teros	a-s---mn-
ἕως	e(/ws	ἕως	e(/ws	c--------
ἕως	e(/ws	ἠώς	h)w/s	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fn-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p---fg-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p----g-
Ἐρινύων	*)erinu/wn	Ἐρινύς	*)erinu/s	n-p---fg-
Ἐρινύων	*)erinu/wn	ἐρινύω	e)rinu/w	v-sppamn-
Ἑλλάδα	*(ella/da	Ἑλλάς	*(ella/s	n-s---fa-
Ἑλλάδος	*(ella/dos	Ἑλλάς	*(ella/s	n-s---fg-
Ἑλλήνων	*(ellh/nwn	Ἕλλην	*(/ellhn	n-p---mg-
Ἑλλήνων	*(ellh/nwn	Ἕλλην	*(/ellhn	n-p---fg-
Ἑλένας	*(ele/nas	Ἑλένη	*(ele/nh	n-s---fg-
Ἑλένας	*(ele/nas	ἑλέναυς	e(le/naus	n-s---fn-
Ἑλένας	*(ele/nas	ἑλένη	e(le/nh	n-p---fa-
Ἑλένας	*(ele/nas	ἑλένη	e(le/nh	n-s---fg-
Ἑρμοκοπιδῶν	*(ermokopidw=n	Ἑρμοκοπίδης	*(ermokopi/dhs	n-p---mg-
Ἑρμοκοπιδῶν	*(ermokopidw=n	ἑρμοκοπίδης	e(rmokopi/dhs	n-p---mg-
Ἔρως	*)/erws	Ἔρως	*)/erws	n-s---mn-
Ἔρως	*)/erws	ἔροσ1	e)/ros1	n-p---ma-
Ἔρως	*)/erws	ἔρως	e)/rws	n-s---mn-
Ἕλληνας	*(/ellhnas	Ἕλλην	*(/ellhn	n-p---ma-
Ἕλληνας	*(/ellhnas	Ἕλλην	*(/ellhn	n-p---fa-
