Αἰγεΐδη	*ai)gei+/dh	Αἰγεΐδης	*ai)gei/+dhs	n-s---mv-
ἐμβάσιν	e)mba/sin	ἐμβάς	e)mba/s	n-p---fd-
ἐμνήσθην	e)mnh/sqhn	μιμνήσκω	mimnh/skw	v3paip---
ἐμνήσθην	e)mnh/sqhn	μιμνήσκω	mimnh/skw	v1saip---
ἐμνήσθην	e)mnh/sqhn	μνάομαι	mna/omai	v3diie---
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμούς	e)mou/s	ἐμός	e)mo/s	a-p---ma-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπλήμενος	e)mplh/menos	ἐμπίπλημι	e)mpi/plhmi	v-sapmmn-
ἐμποδίζων	e)mpodi/zwn	ἐμποδίζω	e)mpodi/zw	v-sppamn-
ἐμποδίζων	e)mpodi/zwn	ἐμποδίζω	e)mpodi/zw	v-sppamn-
ἐμάνθανες	e)ma/nqanes	μανθάνω	manqa/nw	v2siia---
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντίον	e)nanti/on	ἐναντίον	e)nanti/on	d--------
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---ma-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---nn-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---nv-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---na-
ἐναντίους	e)nanti/ous	ἐναντίος	e)nanti/os	a-p---ma-
ἐναποπνιγείης	e)napopnigei/hs	ἐναποπνίγομαι	e)napopni/gomai	v2saop---
ἐναργῶς	e)nargw=s	ἐναργής	e)nargh/s	x--------
ἐνδεχομένην	e)ndexome/nhn	ἐνδέχομαι	e)nde/xomai	v-sppefa-
ἐνδέδωκας	e)nde/dwkas	ἐνδίδωμι	e)ndi/dwmi	v2sria---
ἐνεκολήβασας	e)nekolh/basas	ἐγκοληβάζω	e)gkolhba/zw	v2saia---
ἐνετριτώνισεν	e)netritw/nisen	ἐν-τριτωνίζω	e)n-tritwni/zw	v3saia---
ἐνείη	e)nei/h	ἐνίημι	e)ni/hmi	v3saoa---
ἐνείη	e)nei/h	ἐνίημι	e)ni/hmi	v3saoa---
ἐνθαδί	e)nqadi/	ἐνθαδί	e)nqadi/	d--------
ἐνθοῦ	e)nqou=	ἔρχομαι	e)/rxomai	v2samm---
ἐνθοῦ	e)nqou=	ἐντίθημι	e)nti/qhmi	v2samm---
ἐνθένδ’	e)nqe/nd'	ἐνθένδε	e)nqe/nde	d--------
ἐννυχίαισι	e)nnuxi/aisi	ἐννύχιος	e)nnu/xios	a-p---fd-
ἐνοικεῖ	e)noikei=	ἐνοικέω	e)noike/w	v2spie---
ἐνοικεῖ	e)noikei=	ἐνοικέω	e)noike/w	v3spia---
ἐνοικεῖ	e)noikei=	ἐνοικέω	e)noike/w	v2spie---
ἐνοικεῖ	e)noikei=	ἐνοικέω	e)noike/w	v3spia---
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	d--------
ἐνταῦθ’	e)ntau=q'	ἐνταῦθα	e)ntau=qa	d--------
ἐντεθείς	e)nteqei/s	ἐντίθημι	e)nti/qhmi	v-sappmn-
ἐντεθείς	e)nteqei/s	ἐντίθημι	e)nti/qhmi	v-sappmv-
ἐντερόνειαν	e)ntero/neian	ἐντερόνεια	e)ntero/neia	n-s---fa-
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	d--------
ἐντέροις	e)nte/rois	ἔντερον	e)/nteron	n-p---nd-
ἐντίθης	e)nti/qhs	ἐντίθημι	e)nti/qhmi	v2spia---
ἐντίθης	e)nti/qhs	ἐντίθημι	e)nti/qhmi	v2siia---
ἐνί	e)ni/	ἐν	e)n	r--------
ἐνόντος	e)no/ntos	ἐν-εἰμί	e)n-ei)mi/	v-sppamg-
ἐνόντος	e)no/ntos	ἐν-εἰμί	e)n-ei)mi/	v-sppang-
ἐνόρχην	e)no/rxhn	ἐνόρχης	e)no/rxhs	n-s---ma-
ἐξ	e)c	ἐκ	e)k	r--------
ἐξαλείψας	e)calei/yas	ἐξαλείφω	e)calei/fw	v-sapamn-
ἐξαλείψας	e)calei/yas	ἐξαλείφω	e)calei/fw	v-sapamv-
ἐξαλέασθαι	e)cale/asqai	ἐκ-ἀλέω	e)k-a)le/w	v--anm---
ἐξανδρούμενος	e)candrou/menos	ἐξανδρόομαι	e)candro/omai	v-sppemn-
ἐξανδρούμενος	e)candrou/menos	ἐξανδρόομαι	e)candro/omai	v-sppemn-
ἐξαπατωμένην	e)capatwme/nhn	ἐξαπατάω	e)capata/w	v-sppefa-
ἐξαπατωμένην	e)capatwme/nhn	ἐξαπατάω	e)capata/w	v-sppefa-
ἐξαπατήσας	e)capath/sas	ἐξαπατάω	e)capata/w	v-sapamn-
ἐξαπατήσας	e)capath/sas	ἐξαπατάω	e)capata/w	v-sapamv-
ἐξαπατήσας	e)capath/sas	ἐξαπατάω	e)capata/w	v-sapamn-
ἐξαπατήσας	e)capath/sas	ἐξαπατάω	e)capata/w	v-sapamv-
ἐξαπατύλλειν	e)capatu/llein	ἐκ-ἀπατύλλω	e)k-a)patu/llw	v--pna---
ἐξαπατᾷς	e)capata=|s	ἐξαπατάω	e)capata/w	v2spsa---
ἐξαπατᾷς	e)capata=|s	ἐξαπατάω	e)capata/w	v2spia---
ἐξαπατᾷς	e)capata=|s	ἐξαπατάω	e)capata/w	v2spsa---
ἐξαπατᾷς	e)capata=|s	ἐξαπατάω	e)capata/w	v2spia---
ἐξαρπάσομαί	e)carpa/somai/	ἐξαρπάζω	e)carpa/zw	v1sasm---
ἐξαρπάσομαί	e)carpa/somai/	ἐξαρπάζω	e)carpa/zw	v1sfim---
ἐξαρπάσομαί	e)carpa/somai/	ἐξαρπάζω	e)carpa/zw	v1sasm---
ἐξαρπάσομαί	e)carpa/somai/	ἐξαρπάζω	e)carpa/zw	v1sfim---
ἐξεβλήθη	e)ceblh/qh	ἐκβάλλω	e)kba/llw	v3saip---
ἐξελθεῖν	e)celqei=n	ἐξέρχομαι	e)ce/rxomai	v--ana---
ἐξεμεῖν	e)cemei=n	ἐξεμέω	e)ceme/w	v--pna---
ἐξεμεῖν	e)cemei=n	ἐξεμέω	e)ceme/w	v--fna---
ἐξεμεῖν	e)cemei=n	ἐξεμέω	e)ceme/w	v--pna---
ἐξεπετάννυτο	e)cepeta/nnuto	ἐκπετάννυμι	e)kpeta/nnumi	v3siie---
ἐξεπήδων	e)ceph/dwn	ἐκπηδάω	e)kphda/w	v3piia---
ἐξεπήδων	e)ceph/dwn	ἐκπηδάω	e)kphda/w	v1siia---
ἐξεσκέδασας	e)ceske/dasas	ἐκσκεδάννυμι	e)kskeda/nnumi	v2saia---
ἐξευρήσομεν	e)ceurh/somen	ἐξευρίσκω	e)ceuri/skw	v1pfia---
ἐξευρίσκων	e)ceuri/skwn	ἐξευρίσκω	e)ceuri/skw	v-sppamn-
ἐξείραντες	e)cei/rantes	ἐξείρω	e)cei/rw	v-papamn-
ἐξείραντες	e)cei/rantes	ἐξείρω	e)cei/rw	v-papamv-
ἐξεύρημα	e)ceu/rhma	ἐξεύρημα	e)ceu/rhma	n-s---nn-
ἐξεύρημα	e)ceu/rhma	ἐξεύρημα	e)ceu/rhma	n-s---nv-
ἐξεύρημα	e)ceu/rhma	ἐξεύρημα	e)ceu/rhma	n-s---na-
ἐξηπατήθην	e)chpath/qhn	ἐξαπατάω	e)capata/w	v3paip---
ἐξηπατήθην	e)chpath/qhn	ἐξαπατάω	e)capata/w	v1saip---
ἐξηπάτα	e)chpa/ta	ἐξαπατάω	e)capata/w	v3siia---
ἐξηπάτας	e)chpa/tas	ἐξαπατάω	e)capata/w	v2siia---
ἐξηπάτων	e)chpa/twn	ἐξαπατάω	e)capata/w	v3piia---
ἐξηπάτων	e)chpa/twn	ἐξαπατάω	e)capata/w	v1siia---
ἐξιέναι	e)cie/nai	ἔξειμι2	e)/ceimi2	v--pna---
ἐξιέναι	e)cie/nai	ἐξίημι	e)ci/hmi	v--pna---
ἐξολισθάνειν	e)colisqa/nein	ἐξολισθάνω	e)colisqa/nw	v--pna---
ἐξολῶν	e)colw=n	ἐξόλλυμι	e)co/llumi	v-sfpamn-
ἐξωπτημένον	e)cwpthme/non	ἐξοπτάω	e)copta/w	v-srpema-
ἐξωπτημένον	e)cwpthme/non	ἐξοπτάω	e)copta/w	v-srpenn-
ἐξωπτημένον	e)cwpthme/non	ἐξοπτάω	e)copta/w	v-srpenv-
ἐξωπτημένον	e)cwpthme/non	ἐξοπτάω	e)copta/w	v-srpena-
ἐξάγειν	e)ca/gein	ἐξάγω	e)ca/gw	v--pna---
ἐξάγων	e)ca/gwn	ἐξάγω	e)ca/gw	v-sppamn-
ἐξέδεταί	e)ce/detai/	ἐξεσθίω	e)cesqi/w	v3sfim---
ἐξέλξω	e)ce/lcw	ἐξέλκω	e)ce/lkw	v1sasa---
ἐξέλξω	e)ce/lcw	ἐξέλκω	e)ce/lkw	v2saim---
ἐξέλξω	e)ce/lcw	ἐξέλκω	e)ce/lkw	v1sfia---
ἐξένεγκέ	e)ce/negke/	ἐκφέρω	e)kfe/rw	v3saia---
ἐξένεγκέ	e)ce/negke/	ἐκφέρω	e)kfe/rw	v3saia---
ἐξέρποι	e)ce/rpoi	ἐξέρπω	e)ce/rpw	v3spoa---
ἐξέρχεται	e)ce/rxetai	ἐξέρχομαι	e)ce/rxomai	v3spie---
ἐξήραξα	e)ch/raca	ἐξαράσσω	e)cara/ssw	v1saia---
ἐξήρκεσεν	e)ch/rkesen	ἐξαρκέω	e)carke/w	v3saia---
ἐξόπισθε	e)co/pisqe	ἐξόπισθε	e)co/pisqe	d--------
ἐξόπισθε	e)co/pisqe	ἐξόπισθεν	e)co/pisqen	d--------
ἐξῃκασμένος	e)ch|kasme/nos	ἐξεικάζω	e)ceika/zw	v-srpemn-
ἐξῃκασμένος	e)ch|kasme/nos	ἐξεικάζω	e)ceika/zw	v-srpemn-
ἐπαιδεύθην	e)paideu/qhn	παιδεύω	paideu/w	v3paip---
ἐπαιδεύθην	e)paideu/qhn	παιδεύω	paideu/w	v1saip---
ἐπαινέσαι	e)paine/sai	ἐπαινέω	e)paine/w	v--ana---
ἐπαινέσαι	e)paine/sai	ἐπαινέω	e)paine/w	v3saoa---
ἐπαινέσαιμεν	e)paine/saimen	ἐπαινέω	e)paine/w	v1paoa---
ἐπαναίρου	e)panai/rou	ἐπαναίρω	e)panai/rw	v2spme---
ἐπαναίρου	e)panai/rou	ἐπαναίρω	e)panai/rw	v2siie---
ἐπανάβηθι	e)pana/bhqi	ἐπαναβαίνω	e)panabai/nw	v2sama---
ἐπαίνῳ	e)pai/nw|	ἔπαινος	e)/painos	n-s---md-
ἐπεβούλευσέ	e)pebou/leuse/	ἐπιβουλεύω	e)pibouleu/w	v3saia---
ἐπειδάν	e)peida/n	ἐπειδάν	e)peida/n	c--------
ἐπειδή	e)peidh/	ἐπεί	e)pei/	c--------
ἐπενόησας	e)peno/hsas	ἐπινοέω	e)pinoe/w	v2saia---
ἐπενόησεν	e)peno/hsen	ἐπινοέω	e)pinoe/w	v3saia---
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppamv-
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppann-
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppanv-
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppana-
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppamn-
ἐπεσπηδῶν	e)pesphdw=n	ἐπεισπηδάω	e)peisphda/w	v-sppamn-
ἐπετείους	e)petei/ous	ἐπέτειος	e)pe/teios	a-p---ma-
ἐπετείους	e)petei/ous	ἐπέτειος	e)pe/teios	n-p---ma-
ἐπετείους	e)petei/ous	ἐπέτειος	e)pe/teios	n-p---fa-
ἐπεί	e)pei/	ἐπεί	e)pei/	c--------
ἐπηγνύμην	e)phgnu/mhn	ἐπάγνυμι	e)pa/gnumi	v1siie---
ἐπηγνύμην	e)phgnu/mhn	πήγνυμι	ph/gnumi	v1siie---
ἐπιγίγνεται	e)pigi/gnetai	ἐπιγίγνομαι	e)pigi/gnomai	v3spie---
ἐπιδειπνεῖς	e)pideipnei=s	ἐπιδειπνέω	e)pideipne/w	v2spia---
ἐπιδειπνεῖς	e)pideipnei=s	ἐπιδειπνέω	e)pideipne/w	v2spia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sasa---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sfia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v2saim---
ἐπιδιαρραγῶ	e)pidiarragw=	ἐπιδιαρρήγνυμαι	e)pidiarrh/gnumai	v1sasp---
ἐπιδιαρραγῶ	e)pidiarragw=	ἐπιδιαρρήγνυμαι	e)pidiarrh/gnumai	v1sasp---
ἐπικρώζουσι	e)pikrw/zousi	ἐπικρώζω	e)pikrw/zw	v-pppamd-
ἐπικρώζουσι	e)pikrw/zousi	ἐπικρώζω	e)pikrw/zw	v-pppand-
ἐπικρώζουσι	e)pikrw/zousi	ἐπικρώζω	e)pikrw/zw	v3ppia---
ἐπιλέγων	e)pile/gwn	ἐπιλέγω	e)pile/gw	v-sppamn-
ἐπινοίας	e)pinoi/as	ἐπίνοια	e)pi/noia	n-p---fa-
ἐπινοίας	e)pinoi/as	ἐπίνοια	e)pi/noia	n-s---fg-
ἐπιορκεῖν	e)piorkei=n	ἐπιορκέω	e)piorke/w	v--pna---
ἐπιορκεῖν	e)piorkei=n	ἐπιορκέω	e)piorke/w	v--pna---
ἐπιπιών	e)pipiw/n	ἐπιπίνω	e)pipi/nw	v-sapamn-
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	v2spie---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	v3spia---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	v2spie---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	v3spia---
ἐπιστομίζειν	e)pistomi/zein	ἐπιστομίζω	e)pistomi/zw	v--pna---
ἐπιστομίζειν	e)pistomi/zein	ἐπιστομίζω	e)pistomi/zw	v--pna---
ἐπιτηρῶν	e)pithrw=n	ἐπιτηρέω	e)pithre/w	v-sppamn-
ἐπιτηρῶν	e)pithrw=n	ἐπιτηρέω	e)pithre/w	v-sppamn-
ἐπιτροπεύειν	e)pitropeu/ein	ἐπιτροπεύω	e)pitropeu/w	v--pna---
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτρόπευσις	e)pitro/peusis	n-d---fn-
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτρόπευσις	e)pitro/peusis	n-d---fv-
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτρόπευσις	e)pitro/peusis	n-d---fa-
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτρόπευσις	e)pitro/peusis	n-s---fd-
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτρόπευσις	e)pitro/peusis	n-s---fd-
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτροπεύω	e)pitropeu/w	v3sasa---
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτροπεύω	e)pitropeu/w	v2sfim---
ἐπιτροπεύσει	e)pitropeu/sei	ἐπιτροπεύω	e)pitropeu/w	v3sfia---
ἐπιτρέπω	e)pitre/pw	ἐπιτρέπω	e)pitre/pw	v1spsa---
ἐπιτρέπω	e)pitre/pw	ἐπιτρέπω	e)pitre/pw	v1spia---
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-p---nn-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-p---nv-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-p---na-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---mn-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---mv-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---ma-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---fn-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---fv-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---fa-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---nn-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---nv-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-d---na-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-s---ma-
ἐπιχειλῆ	e)pixeilh=	ἐπιχειλής	e)pixeilh/s	n-s---fa-
ἐπιχειρεῖν	e)pixeirei=n	ἐπιχειρέω	e)pixeire/w	v--pna---
ἐπολολύξαι	e)pololu/cai	ἐπολολύζω	e)pololu/zw	v--ana---
ἐπολολύξαι	e)pololu/cai	ἐπολολύζω	e)pololu/zw	v3saoa---
ἐπολολύξαι	e)pololu/cai	ἐπολολύζω	e)pololu/zw	v--ana---
ἐπολολύξαι	e)pololu/cai	ἐπολολύζω	e)pololu/zw	v3saoa---
ἐποίησε	e)poi/hse	ποιέω	poie/w	v3saia---
ἐποίησεν	e)poi/hsen	ποιέω	poie/w	v3saia---
ἐποίσεις	e)poi/seis	ἐπιφέρω	e)pife/rw	v2sfia---
ἐποίσεις	e)poi/seis	ἐποίζω	e)poi/zw	v2sasa---
ἐποίσεις	e)poi/seis	ἐποίζω	e)poi/zw	v2sfia---
ἐποίσεις	e)poi/seis	ἐποίζω	e)poi/zw	v2sasa---
ἐπριάμην	e)pria/mhn	πρίαμαι	pri/amai	v1siim---
ἐπρίατο	e)pri/ato	πρίαμαι	pri/amai	v3siim---
ἐπάγων	e)pa/gwn	ἐπάγω	e)pa/gw	v-sppamn-
ἐπάκουσον	e)pa/kouson	ἐπακούω	e)pakou/w	v2sama---
ἐπάταξα	e)pa/taca	πατάσσω	pata/ssw	v1saia---
ἐπέγκαψον	e)pe/gkayon	ἐπεγκάπτω	e)pegka/ptw	v2sama---
ἐπέλθοις	e)pe/lqois	ἐπέρχομαι	e)pe/rxomai	v2saoa---
ἐπένευσεν	e)pe/neusen	ἐπινέω3	e)pine/w3	v3saia---
ἐπένευσεν	e)pe/neusen	ἐπινεύω	e)pineu/w	v3saia---
ἐπί	e)pi/	ἐπί	e)pi/	r--------
ἐπίδηλον	e)pi/dhlon	ἐπίδηλος	e)pi/dhlos	n-s---ma-
ἐπίδηλον	e)pi/dhlon	ἐπίδηλος	e)pi/dhlos	n-s---fa-
ἐπίδηλον	e)pi/dhlon	ἐπίδηλος	e)pi/dhlos	n-s---nn-
ἐπίδηλον	e)pi/dhlon	ἐπίδηλος	e)pi/dhlos	n-s---nv-
ἐπίδηλον	e)pi/dhlon	ἐπίδηλος	e)pi/dhlos	n-s---na-
ἐπίκουρε	e)pi/koure	ἐπίκουρος	e)pi/kouros	n-s---mv-
ἐπίνοιαν	e)pi/noian	ἐπίνοια	e)pi/noia	n-s---fa-
ἐπίπαστα	e)pi/pasta	ἐπίπαστος	e)pi/pastos	n-p---nn-
ἐπίπαστα	e)pi/pasta	ἐπίπαστος	e)pi/pastos	n-p---nv-
ἐπίπαστα	e)pi/pasta	ἐπίπαστος	e)pi/pastos	n-p---na-
ἐπίσταμαι	e)pi/stamai	ἐφίστημι	e)fi/sthmi	v1spie---
ἐπίσταμαι	e)pi/stamai	ἐπίσταμαι	e)pi/stamai	v1spie---
ἐπίστασαι	e)pi/stasai	ἐφίστημι	e)fi/sthmi	v2spie---
ἐπίστασαι	e)pi/stasai	ἐφίστημι	e)fi/sthmi	v2samm---
ἐπίστασαι	e)pi/stasai	ἐπίσταμαι	e)pi/stamai	v2spie---
ἐπίστασαι	e)pi/stasai	ἐπιστάζω	e)pista/zw	v2samm---
ἐπίσταται	e)pi/statai	ἐφίστημι	e)fi/sthmi	v3spie---
ἐπίσταται	e)pi/statai	ἐπίσταμαι	e)pi/stamai	v3spie---
ἐπίσταται	e)pi/statai	ἐπιστάτη	e)pista/th	n-p---fn-
ἐπίσταται	e)pi/statai	ἐπιστάτη	e)pista/th	n-p---fv-
ἐπίσχες	e)pi/sxes	ἐπίσχω	e)pi/sxw	v2spia---
ἐπίσχες	e)pi/sxes	ἐπώχατο	e)pw/xato	v2saia---
ἐπίτηδες	e)pi/thdes	ἐπίτηδες	e)pi/thdes	d--------
ἐπίτηδές	e)pi/thde/s	ἐπίτηδες	e)pi/thdes	d--------
ἐπίφθονον	e)pi/fqonon	ἐπίφθονος	e)pi/fqonos	n-s---ma-
ἐπίφθονον	e)pi/fqonon	ἐπίφθονος	e)pi/fqonos	n-s---fa-
ἐπίφθονον	e)pi/fqonon	ἐπίφθονος	e)pi/fqonos	n-s---nn-
ἐπίφθονον	e)pi/fqonon	ἐπίφθονος	e)pi/fqonos	n-s---nv-
ἐπίφθονον	e)pi/fqonon	ἐπίφθονος	e)pi/fqonos	n-s---na-
ἐπώλει	e)pw/lei	πωλέω	pwle/w	v3siia---
ἐπώλεις	e)pw/leis	πωλέω	pwle/w	v2siia---
ἐραστής	e)rasth/s	ἐραστής	e)rasth/s	n-s---mn-
ἐραστῶν	e)rastw=n	ἐραστής	e)rasth/s	n-p---mg-
ἐραστῶν	e)rastw=n	ἐραστός	e)rasto/s	a-p---fg-
ἐραστῶν	e)rastw=n	ἐραστός	e)rasto/s	a-p---mg-
ἐραστῶν	e)rastw=n	ἐραστός	e)rasto/s	a-p---ng-
ἐργαστηρίου	e)rgasthri/ou	ἐργαστήριον	e)rgasth/rion	n-s---ng-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-papenn-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-papenv-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-papena-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-sapemv-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-papefn-
ἐργασάμεν’	e)rgasa/men'	ἐργάζομαι	e)rga/zomai	v-papefv-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	n-d---fn-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	n-d---fv-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	n-d---fa-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	n-s---fd-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	n-s---fd-
ἐργάσει	e)rga/sei	ἐργάζομαι	e)rga/zomai	v2sfie---
ἐρεπτόμενον	e)repto/menon	ἐρέπτομαι	e)re/ptomai	v-sppema-
ἐρεπτόμενον	e)repto/menon	ἐρέπτομαι	e)re/ptomai	v-sppenn-
ἐρεπτόμενον	e)repto/menon	ἐρέπτομαι	e)re/ptomai	v-sppenv-
ἐρεπτόμενον	e)repto/menon	ἐρέπτομαι	e)re/ptomai	v-sppena-
ἐρείδων	e)rei/dwn	ἐρείδω	e)rei/dw	v-sppamn-
ἐρεῖν	e)rei=n	ἐρέω	e)re/w	v--pna---
ἐρεῖν	e)rei=n	ἐρῶ	e)rw=	v--fna---
ἐριτίμων	e)riti/mwn	ἐρίτιμος	e)ri/timos	n-p---mg-
ἐριτίμων	e)riti/mwn	ἐρίτιμος	e)ri/timos	n-p---fg-
ἐριτίμων	e)riti/mwn	ἐρίτιμος	e)ri/timos	n-p---ng-
ἐριώλην	e)riw/lhn	ἐριώλη	e)riw/lh	n-s---fa-
ἐρυθρᾶς	e)ruqra=s	ἐρυθρός	e)ruqro/s	a-s---fg-
ἐρωμένοις	e)rwme/nois	ἐράομαι	e)ra/omai	v-pppemd-
ἐρωμένοις	e)rwme/nois	ἐράομαι	e)ra/omai	v-pppend-
ἐρωμένοις	e)rwme/nois	ἐράω1	e)ra/w1	v-pppemd-
ἐρωμένοις	e)rwme/nois	ἐράω1	e)ra/w1	v-pppend-
ἐρωμένοις	e)rwme/nois	ἐράω1	e)ra/w1	v-ppppmd-
ἐρωμένοις	e)rwme/nois	ἐράω1	e)ra/w1	v-ppppnd-
ἐρωμένοις	e)rwme/nois	ἐράω2	e)ra/w2	v-pppemd-
ἐρωμένοις	e)rwme/nois	ἐράω2	e)ra/w2	v-pppend-
ἐρωμένοις	e)rwme/nois	ἐρώμενος	e)rw/menos	n-p---md-
ἐρέτην	e)re/thn	ἐρέτης	e)re/ths	n-s---ma-
ἐρόμενος	e)ro/menos	ἔρομαι	e)/romai	v-sapmmn-
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2spme---
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2siie---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spsa---
