Αἰγαίαις	*ai)gai/ais	Αἰγαῖος	*ai)gai=os	urn:cite2:hmt:lsj.chicago_md:n2118	a-p---fd-
ἕως	e(/ws	ἕως	e(/ws	urn:cite2:hmt:lsj.chicago_md:n46043	c--------
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-s---fn-
Ἐνοδίας	*)enodi/as	ἐνόδιος	e)no/dios	urn:cite2:hmt:lsj.chicago_md:n35896	a-p---fa-
Ἐνοδίας	*)enodi/as	ἐνόδιος	e)no/dios	urn:cite2:hmt:lsj.chicago_md:n35896	a-s---fg-
Ἑκάτη	*(eka/th	Ἑκάτη	*(eka/th	urn:cite2:hmt:lsj.chicago_md:n31613	n-s---fn-
Ἑκάτη	*(eka/th	Ἑκάτη	*(eka/th	urn:cite2:hmt:lsj.chicago_md:n31614	n-s---fn-
Ἑκάτη	*(eka/th	Ἑκάτη	*(eka/th	urn:cite2:hmt:lsj.chicago_md:n31613	n-s---fv-
Ἑκάτη	*(eka/th	Ἑκάτη	*(eka/th	urn:cite2:hmt:lsj.chicago_md:n31614	n-s---fv-
Ἑκάτη	*(eka/th	ἑκάτη	e(ka/th	urn:cite2:hmt:lsj.chicago_md:n31613	n-s---fn-
Ἑκάτη	*(eka/th	ἑκάτη	e(ka/th	urn:cite2:hmt:lsj.chicago_md:n31614	n-s---fn-
Ἑκάτη	*(eka/th	ἑκάτη	e(ka/th	urn:cite2:hmt:lsj.chicago_md:n31613	n-s---fv-
Ἑκάτη	*(eka/th	ἑκάτη	e(ka/th	urn:cite2:hmt:lsj.chicago_md:n31614	n-s---fv-
Ἑλλανίαν	*(ellani/an	Ἑλλάνιος	*(ella/nios	urn:cite2:hmt:lsj.chicago_md:n33786	a-s---fa-
Ἑλλανίας	*(ellani/as	Ἑλλάνιος	*(ella/nios	urn:cite2:hmt:lsj.chicago_md:n33786	a-p---fa-
Ἑλλανίας	*(ellani/as	Ἑλλάνιος	*(ella/nios	urn:cite2:hmt:lsj.chicago_md:n33786	a-s---fg-
Ἑλλανίδες	*(ellani/des	Ἑλληνίς	*(ellhni/s	urn:cite2:hmt:lsj.chicago_md:n33824	n-p---fn-
Ἑλλανίδες	*(ellani/des	Ἑλληνίς	*(ellhni/s	urn:cite2:hmt:lsj.chicago_md:n33824	n-p---fv-
Ἑλληνίς	*(ellhni/s	Ἑλληνίς	*(ellhni/s	urn:cite2:hmt:lsj.chicago_md:n33824	n-s---fn-
Ἑλλάδα	*(ella/da	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-s---fa-
Ἑλλάδος	*(ella/dos	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-s---fg-
Ἑλλάδ’	*(ella/d'	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-s---fa-
Ἑλλάδ’	*(ella/d'	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-s---fd-
Ἑλλάδ’	*(ella/d'	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-d---fn-
Ἑλλάδ’	*(ella/d'	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-d---fv-
Ἑλλάδ’	*(ella/d'	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-d---fa-
Ἑλλάς	*(ella/s	Ἑλλάς	*(ella/s	urn:cite2:hmt:lsj.chicago_md:n33791	n-s---fn-
Ἑλλάς	*(ella/s	ἑλλά	e(lla/	urn:cite2:hmt:lsj.chicago_md:n33776	n-p---fa-
Ἑλλήνων	*(ellh/nwn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---mg-
Ἑλλήνων	*(ellh/nwn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fg-
Ἑλένα	*(ele/na	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fn-
Ἑλένα	*(ele/na	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fv-
Ἑλένα	*(ele/na	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-d---fn-
Ἑλένα	*(ele/na	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-d---fv-
Ἑλένα	*(ele/na	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-d---fa-
Ἑλένα	*(ele/na	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fn-
Ἑλένα	*(ele/na	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fv-
Ἑλέναν	*(ele/nan	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fa-
Ἑλέναν	*(ele/nan	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fa-
Ἑλένας	*(ele/nas	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fg-
Ἑλένας	*(ele/nas	ἑλέναυς	e(le/naus	urn:cite2:hmt:lsj.chicago_md:n33586	n-s---fn-
Ἑλένας	*(ele/nas	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-p---fa-
Ἑλένας	*(ele/nas	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fg-
Ἑλένη	*(ele/nh	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fn-
Ἑλένη	*(ele/nh	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fv-
Ἑλένη	*(ele/nh	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fn-
Ἑλένη	*(ele/nh	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fv-
Ἑλένην	*(ele/nhn	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fa-
Ἑλένην	*(ele/nhn	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fa-
Ἑλένης	*(ele/nhs	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fg-
Ἑλένης	*(ele/nhs	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fg-
Ἑλένῃ	*(ele/nh|	Ἑλένη	*(ele/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fd-
Ἑλένῃ	*(ele/nh|	ἑλένη	e(le/nh	urn:cite2:hmt:lsj.chicago_md:n33587	n-s---fd-
Ἑρμοῦ	*(ermou=	Ἑρμῆς	*(ermh=s	urn:cite2:hmt:lsj.chicago_md:n42622	n-s---mg-
Ἑρμῆς	*(ermh=s	Ἑρμῆς	*(ermh=s	urn:cite2:hmt:lsj.chicago_md:n42622	n-s---mn-
Ἑρμῆς	*(ermh=s	ἑρμάζω	e(rma/zw	urn:cite2:hmt:lsj.chicago_md:n42586	v2sfia---
Ἕλλην	*(/ellhn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---mn-
Ἕλλην	*(/ellhn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---mv-
Ἕλλην	*(/ellhn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---fn-
Ἕλλην	*(/ellhn	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---fv-
Ἕλληνας	*(/ellhnas	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---ma-
Ἕλληνας	*(/ellhnas	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fa-
Ἕλληνες	*(/ellhnes	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---mn-
Ἕλληνες	*(/ellhnes	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---mv-
Ἕλληνες	*(/ellhnes	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fn-
Ἕλληνες	*(/ellhnes	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fv-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---ma-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---fa-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---md-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-s---fd-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---mn-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---mv-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---ma-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---fn-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---fv-
Ἕλλην’	*(/ellhn'	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-d---fa-
Ἕλλησιν	*(/ellhsin	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---md-
Ἕλλησιν	*(/ellhsin	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fd-
Ἕλλησίν	*(/ellhsi/n	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---md-
Ἕλλησίν	*(/ellhsi/n	Ἕλλην	*(/ellhn	urn:cite2:hmt:lsj.chicago_md:n33819	n-p---fd-
ἠβούλετο	h)bou/leto	βούλομαι	bou/lomai	urn:cite2:hmt:lsj.chicago_md:n20621	v3siie---
ἠγάπων	h)ga/pwn	ἀγαπάω	a)gapa/w	urn:cite2:hmt:lsj.chicago_md:n346	v3piia---
ἠγάπων	h)ga/pwn	ἀγαπάω	a)gapa/w	urn:cite2:hmt:lsj.chicago_md:n346	v1siia---
ἠκούσαμεν	h)kou/samen	ἀκούω	a)kou/w	urn:cite2:hmt:lsj.chicago_md:n3398	v1paia---
ἠμέλησέ	h)me/lhse/	ἀμελέω	a)mele/w	urn:cite2:hmt:lsj.chicago_md:n5131	v3saia---
ἠπατημένοι	h)pathme/noi	ἀπατάω	a)pata/w	urn:cite2:hmt:lsj.chicago_md:n11602	v-prpemn-
ἠπατημένοι	h)pathme/noi	ἀπατάω	a)pata/w	urn:cite2:hmt:lsj.chicago_md:n11602	v-prpemv-
ἠπίστατο	h)pi/stato	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v3siie---
ἠριθμημένος	h)riqmhme/nos	ἀριθμέω	a)riqme/w	urn:cite2:hmt:lsj.chicago_md:n15038	v-srpemn-
ἠρήμωσε	h)rh/mwse	ἐρημόω	e)rhmo/w	urn:cite2:hmt:lsj.chicago_md:n42387	v3saia---
ἠσθημένοι	h)sqhme/noi	ἐσθέω	e)sqe/w	urn:cite2:hmt:lsj.chicago_md:n42884	v-prpemn-
ἠσθημένοι	h)sqhme/noi	ἐσθέω	e)sqe/w	urn:cite2:hmt:lsj.chicago_md:n42884	v-prpemv-
ἠσκήσατο	h)skh/sato	ἀσκέω	a)ske/w	urn:cite2:hmt:lsj.chicago_md:n16266	v3saim---
ἠτιμώμεθα	h)timw/meqa	ἀτιμάω	a)tima/w	urn:cite2:hmt:lsj.chicago_md:n17082	v1piie---
ἠτιμώμεθα	h)timw/meqa	ἀτιμόω	a)timo/w	urn:cite2:hmt:lsj.chicago_md:n17089	v1piie---
ἠτιμώμεθα	h)timw/meqa	ἀτιμόω	a)timo/w	urn:cite2:hmt:lsj.chicago_md:n17089	v1plie---
ἠτιμώμεθα	h)timw/meqa	ἀτιμόω	a)timo/w	urn:cite2:hmt:lsj.chicago_md:n17089	v1prie---
ἡ	h(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fn-
ἡ	h(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fv-
ἡγουμένη	h(goume/nh	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v-sppmfn-
ἡγουμένη	h(goume/nh	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v-sppmfv-
ἡγούμεθα	h(gou/meqa	ἁγέομαι	a(ge/omai	urn:cite2:hmt:lsj.chicago_md:n463	v1piie---
ἡγούμεθα	h(gou/meqa	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v1piim---
ἡγούμεθα	h(gou/meqa	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v1ppim---
ἡγούμεθα	h(gou/meqa	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v1piim---
ἡγούμεθα	h(gou/meqa	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v1piim---
ἡγοῦ	h(gou=	ἁγέομαι	a(ge/omai	urn:cite2:hmt:lsj.chicago_md:n463	v2siie---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v2siim---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v2spmm---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v2siim---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	urn:cite2:hmt:lsj.chicago_md:n46613	v2siim---
ἡγοῦ	h(gou=	ἡγός	h(go/s	urn:cite2:hmt:lsj.chicago_md:n46638	n-s---mg-
ἡδονάν	h(dona/n	ἡδονή	h(donh/	urn:cite2:hmt:lsj.chicago_md:n46650	n-s---fa-
ἡδονῆς	h(donh=s	ἡδονή	h(donh/	urn:cite2:hmt:lsj.chicago_md:n46650	n-s---fg-
ἡδίστη	h(di/sth	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---fn-
ἡδίστη	h(di/sth	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---fv-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---na-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	n-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	n-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	n-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	n-s---na-
ἡλίου	h(li/ou	ἥλιος	h(/lios	urn:cite2:hmt:lsj.chicago_md:n46892	n-s---mg-
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	urn:cite2:hmt:lsj.chicago_md:n46907	v3siia---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	urn:cite2:hmt:lsj.chicago_md:n46907	v2spma---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	urn:cite2:hmt:lsj.chicago_md:n46907	v3siia---
ἡλίους	h(li/ous	ἥλιος	h(/lios	urn:cite2:hmt:lsj.chicago_md:n46892	n-p---ma-
ἡλίους	h(li/ous	ἡλιόω	h(lio/w	urn:cite2:hmt:lsj.chicago_md:n46907	v2siia---
ἡλίους	h(li/ous	ἡλιόω	h(lio/w	urn:cite2:hmt:lsj.chicago_md:n46907	v2siia---
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---mn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---mv-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---fn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---fv-
ἡμιλλημένην	h(millhme/nhn	ἁμιλλάομαι	a(milla/omai	urn:cite2:hmt:lsj.chicago_md:n5276	v-srpefa-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	urn:cite2:hmt:lsj.chicago_md:n47007	a-d---fn-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	urn:cite2:hmt:lsj.chicago_md:n47007	a-d---fv-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	urn:cite2:hmt:lsj.chicago_md:n47007	a-d---fa-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	urn:cite2:hmt:lsj.chicago_md:n47007	a-s---fn-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	urn:cite2:hmt:lsj.chicago_md:n47007	a-s---fv-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	urn:cite2:hmt:lsj.chicago_md:n46966	n-d---fn-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	urn:cite2:hmt:lsj.chicago_md:n46966	n-d---fv-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	urn:cite2:hmt:lsj.chicago_md:n46966	n-d---fa-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	urn:cite2:hmt:lsj.chicago_md:n46966	n-s---fn-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	urn:cite2:hmt:lsj.chicago_md:n46966	n-s---fv-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---ma-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---fa-
ἡμᾶς	h(ma=s	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---fg-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---md-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---fd-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---mg-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---mg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---ng-
ἡνίκα	h(ni/ka	ἡνίκα	h(ni/ka	urn:cite2:hmt:lsj.chicago_md:n47405	d--------
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-sappfn-
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-sappfv-
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-pappmd-
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-pappnd-
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-pappfn-
ἡσθεῖσ’	h(sqei=s'	ἥδομαι	h(/domai	urn:cite2:hmt:lsj.chicago_md:n46648	v-pappfv-
ἤ	h)/	ἤ1	h)/	urn:cite2:hmt:lsj.chicago_md:n46568	c--------
ἤ	h)/	ἤ1	h)/	urn:cite2:hmt:lsj.chicago_md:n46569	c--------
ἤ	h)/	ἤ1	h)/	urn:cite2:hmt:lsj.chicago_md:n46570	c--------
ἤ	h)/	ἤ2	h)/	urn:cite2:hmt:lsj.chicago_md:n46568	x--------
ἤ	h)/	ἤ2	h)/	urn:cite2:hmt:lsj.chicago_md:n46569	x--------
ἤ	h)/	ἤ2	h)/	urn:cite2:hmt:lsj.chicago_md:n46570	x--------
ἤγγελλον	h)/ggellon	ἀγγέλλω	a)gge/llw	urn:cite2:hmt:lsj.chicago_md:n395	v3piia---
ἤγγελλον	h)/ggellon	ἀγγέλλω	a)gge/llw	urn:cite2:hmt:lsj.chicago_md:n395	v1siia---
ἤγγελλον	h)/ggellon	ἀγγέλλω	a)gge/llw	urn:cite2:hmt:lsj.chicago_md:n395	v3paia---
ἤγγελλον	h)/ggellon	ἀγγέλλω	a)gge/llw	urn:cite2:hmt:lsj.chicago_md:n395	v1saia---
ἤδη	h)/dh	ἤδη	h)/dh	urn:cite2:hmt:lsj.chicago_md:n46646	d--------
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	urn:cite2:hmt:lsj.chicago_md:n46654	n-d---na-
ἤθελ’	h)/qel'	ἐθέλω	e)qe/lw	urn:cite2:hmt:lsj.chicago_md:n30790	v3siia---
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-p---nn-
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-p---nv-
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-p---na-
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-d---nn-
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-d---nv-
ἤθη	h)/qh	ἦθος	h)=qos	urn:cite2:hmt:lsj.chicago_md:n46782	n-d---na-
ἤθη	h)/qh	ἠθέω	h)qe/w	urn:cite2:hmt:lsj.chicago_md:n46759	v3siia---
ἤθη	h)/qh	ἠθέω	h)qe/w	urn:cite2:hmt:lsj.chicago_md:n46759	v2spma---
ἤθη	h)/qh	ἠθέω	h)qe/w	urn:cite2:hmt:lsj.chicago_md:n46759	v3siia---
ἤκουσα	h)/kousa	ἀκούω	a)kou/w	urn:cite2:hmt:lsj.chicago_md:n3398	v1saia---
ἤκουσεν	h)/kousen	ἀκούω	a)kou/w	urn:cite2:hmt:lsj.chicago_md:n3398	v3saia---
ἤλθομεν	h)/lqomen	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v1paia---
ἤλπισεν	h)/lpisen	ἐλπίζω	e)lpi/zw	urn:cite2:hmt:lsj.chicago_md:n33902	v3saia---
ἤματι	h)/mati	ἦμαρ	h)=mar	urn:cite2:hmt:lsj.chicago_md:n46956	n-s---nd-
ἤν	h)/n	ἐάν	e)a/n	urn:cite2:hmt:lsj.chicago_md:n29859	c--------
ἤν	h)/n	ἤν	h)/n	urn:cite2:hmt:lsj.chicago_md:n47387	x--------
ἤν	h)/n	ἤν	h)/n	urn:cite2:hmt:lsj.chicago_md:n47388	x--------
ἤνεγκας	h)/negkas	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2saia---
ἤρετ’	h)/ret'	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v3saim---
ἤρετ’	h)/ret'	ἔρομαι	e)/romai	urn:cite2:hmt:lsj.chicago_md:n42648	v3saim---
ἤτοι	h)/toi	ἤτοι	h)/toi	urn:cite2:hmt:lsj.chicago_md:n47642	g--------
ἥ	h(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fn-
ἥ	h(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fv-
ἥ	h(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---fn-
ἥ	h(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-s---fn-
ἥβην	h(/bhn	ἅπτω	a(/ptw	urn:cite2:hmt:lsj.chicago_md:n14568	v3paip---
ἥβην	h(/bhn	ἅπτω	a(/ptw	urn:cite2:hmt:lsj.chicago_md:n14568	v1saip---
ἥβην	h(/bhn	ἥβη	h(/bh	urn:cite2:hmt:lsj.chicago_md:n46581	n-s---fa-
ἥβην	h(/bhn	ἡβάω	h(ba/w	urn:cite2:hmt:lsj.chicago_md:n46580	v3piia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	urn:cite2:hmt:lsj.chicago_md:n46580	v1siia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	urn:cite2:hmt:lsj.chicago_md:n46580	v3piia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	urn:cite2:hmt:lsj.chicago_md:n46580	v1siia---
ἥδε	h(/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fn-
ἥδιον	h(/dion	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---mv-
ἥδιον	h(/dion	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---fv-
ἥδιον	h(/dion	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---nn-
ἥδιον	h(/dion	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---nv-
ἥδιον	h(/dion	ἡδύς	h(du/s	urn:cite2:hmt:lsj.chicago_md:n46712	a-s---na-
ἥκει	h(/kei	ἥκω	h(/kw	urn:cite2:hmt:lsj.chicago_md:n46804	v2spie---
