Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nn-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nv-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nn-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nv-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---na-
ἄριστος	a)/ristos	ἄριστος	a)/ristos	a-s---mn-
ἄρνησις	a)/rnhsis	ἄρνησις	a)/rnhsis	n-s---fn-
ἄρξασά	a)/rcasa/	ἄρχω	a)/rxw	v-sapafn-
ἄρξασά	a)/rcasa/	ἄρχω	a)/rxw	v-sapafv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-p---nn-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-p---nv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-p---na-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	n-p---nn-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	n-p---nv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	n-p---na-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-s---mv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	n-s---mv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	n-s---fv-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-p---fn-
ἄρρητ’	a)/rrht'	ἄρρητος	a)/rrhtos	a-p---fv-
ἄρτι	a)/rti	ἄρτι	a)/rti	d--------
ἄρχομαι	a)/rxomai	ἄρχω	a)/rxw	v1spie---
ἄρχω	a)/rxw	ἄρχω	a)/rxw	v1spsa---
ἄρχω	a)/rxw	ἄρχω	a)/rxw	v1spia---
ἄρχ’	a)/rx'	ἄρκη	a)/rkh	n-p---fn-
ἄρχ’	a)/rx'	ἄρκη	a)/rkh	n-p---fv-
ἄρχ’	a)/rx'	ἄρκη	a)/rkh	n-s---fd-
ἄρχ’	a)/rx'	ἄρκος	a)/rkos	n-s---mv-
ἄρχ’	a)/rx'	ἄρχω	a)/rxw	v2spma---
ἄρχ’	a)/rx'	ἄρχω	a)/rxw	v3siia---
ἄσκει	a)/skei	ἀσκέω	a)ske/w	v3siia---
ἄσκει	a)/skei	ἀσκέω	a)ske/w	v2spma---
ἄσκει	a)/skei	ἀσκέω	a)ske/w	v3siia---
ἄσκευον	a)/skeuon	ἄσκευος	a)/skeuos	n-s---ma-
ἄσκευον	a)/skeuon	ἄσκευος	a)/skeuos	n-s---fa-
ἄσκευον	a)/skeuon	ἄσκευος	a)/skeuos	n-s---nn-
ἄσκευον	a)/skeuon	ἄσκευος	a)/skeuos	n-s---nv-
ἄσκευον	a)/skeuon	ἄσκευος	a)/skeuos	n-s---na-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---nn-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---nv-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---na-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---nn-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---nv-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---na-
ἄσκοπος	a)/skopos	ἄσκοποσ1	a)/skopos1	n-s---mn-
ἄσκοπος	a)/skopos	ἄσκοποσ1	a)/skopos1	n-s---fn-
ἄσκοπος	a)/skopos	ἄσκοποσ2	a)/skopos2	n-s---mn-
ἄσκοπος	a)/skopos	ἄσκοποσ2	a)/skopos2	n-s---fn-
ἄστομοι	a)/stomoi	ἄστομος	a)/stomos	n-p---mn-
ἄστομοι	a)/stomoi	ἄστομος	a)/stomos	n-p---mv-
ἄστομοι	a)/stomoi	ἄστομος	a)/stomos	n-p---fn-
ἄστομοι	a)/stomoi	ἄστομος	a)/stomos	n-p---fv-
ἄστρον	a)/stron	ἄστρον	a)/stron	n-s---nn-
ἄστρον	a)/stron	ἄστρον	a)/stron	n-s---nv-
ἄστρον	a)/stron	ἄστρον	a)/stron	n-s---na-
ἄστρων	a)/strwn	ἄστρον	a)/stron	n-p---ng-
ἄταις	a)/tais	ἄτη	a)/th	n-p---fd-
ἄταν	a)/tan	ἄτη	a)/th	n-s---fa-
ἄτας	a)/tas	ἄτη	a)/th	n-p---fa-
ἄτας	a)/tas	ἄτη	a)/th	n-s---fg-
ἄτεκνος	a)/teknos	ἄτεκνος	a)/teknos	n-s---mn-
ἄτεκνος	a)/teknos	ἄτεκνος	a)/teknos	n-s---fn-
ἄτερ	a)/ter	ἄτερ	a)/ter	r--------
ἄτης	a)/ths	ἄτη	a)/th	n-s---fg-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---ma-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---fa-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---nn-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---nv-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---na-
ἄτιμος	a)/timos	ἄτιμος	a)/timos	n-s---mn-
ἄτιμος	a)/timos	ἄτιμος	a)/timos	n-s---fn-
ἄτιμός	a)/timo/s	ἄτιμος	a)/timos	n-s---mn-
ἄτιμός	a)/timo/s	ἄτιμος	a)/timos	n-s---fn-
ἄτῃ	a)/th|	ἄτη	a)/th	n-s---fd-
ἄφες	a)/fes	ἀφίημι	a)fi/hmi	v2sama---
ἄφιλος	a)/filos	ἄφιλος	a)/filos	n-s---mn-
ἄφιλος	a)/filos	ἄφιλος	a)/filos	n-s---fn-
ἄφρων	a)/frwn	ἄφρων	a)/frwn	n-s---mn-
ἄφρων	a)/frwn	ἄφρων	a)/frwn	n-s---fn-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	a-p---mn-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	a-p---mv-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	n-p---mn-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	n-p---mv-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	n-p---fn-
ἄφυκτοι	a)/fuktoi	ἄφυκτος	a)/fuktos	n-p---fv-
ἄχθη	a)/xqh	ἄγω	a)/gw	v3saip---
ἄχθη	a)/xqh	ἄγω	a)/gw	v3saip---
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-p---nn-
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-p---nv-
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-p---na-
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-d---nn-
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-d---nv-
ἄχθη	a)/xqh	ἄχθος	a)/xqos	n-d---na-
ἄχθη	a)/xqh	ἀχθέω	a)xqe/w	v3siia---
ἄχθη	a)/xqh	ἀχθέω	a)xqe/w	v2spma---
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nn-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nv-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---na-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---nn-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---nv-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---na-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---ma-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---fa-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---nn-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---nv-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---na-
ἅ	a(/	ὁ	o(	l-s---fn-
ἅ	a(/	ὅς	o(/s	p-p---na-
ἅ	a(/	ὅς	o(/s	p-p---nn-
ἅ	a(/	ὅς	o(/s	p-d---fa-
ἅ	a(/	ὅς	o(/s	p-d---fn-
ἅ	a(/	ὅς	o(/s	p-s---fn-
ἅμα	a(/ma	ἅμα	a(/ma	d--------
ἅν	a(/n	ὅς	o(/s	p-s---fa-
ἅνδρες	a(/ndres	ἀνήρ	a)nh/r	n-p---mn-
ἅνδρες	a(/ndres	ἀνήρ	a)nh/r	n-p---mv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-s---ma-
ἅπαντας	a(/pantas	ἅπας	a(/pas	a-p---ma-
ἅτε	a(/te	ἅτε	a(/te	d--------
ἅτερος	a(/teros	ἅτερος	a(/teros	a-s---mn-
ἅτις	a(/tis	ὅστις	o(/stis	p-s---fn-
ἅχω	a(/xw	ἔχω	e)/xw	v1spsa---
ἅχω	a(/xw	ἔχω	e)/xw	v1spia---
ἅχω	a(/xw	χόω	xo/w	v3siia---
ἆρα	a)=ra	ἆρα	a)=ra	x--------
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρά	a)=ra/	ἆρα	a)=ra	x--------
ἆρά	a)=ra/	αἴρω	ai)/rw	v1saia---
ἆρά	a)=ra/	αἴρω	ai)/rw	v1saia---
ἆσσον	a)=sson	ἆσσον	a)=sson	d--------
ἇς	a(=s	ἕως	e(/ws	c--------
ἇς	a(=s	ὅς	o(/s	p-s---fg-
Ἀγαμεμνονίδας	*)agamemnoni/das	Ἀγαμεμνονίδης	*)agamemnoni/dhs	n-p---ma-
Ἀγαμεμνονίδας	*)agamemnoni/das	Ἀγαμεμνονίδης	*)agamemnoni/dhs	n-s---mn-
Ἀγαμέμνονα	*)agame/mnona	Ἀγαμέμνων	*)agame/mnwn	n-s---ma-
Ἀγαμέμνονος	*)agame/mnonos	Ἀγαμέμνων	*)agame/mnwn	n-s---mg-
Ἀθηνῶν	*)aqhnw=n	Ἀθῆναι	*)aqh=nai	n-p---fg-
Ἀμφιάρεων	*)amfia/rewn	Ἀμφιάραος	*)amfia/raos	n-s---fa-
Ἀπόλλων	*)apo/llwn	Ἀπόλλων	*)apo/llwn	n-s---mn-
Ἀπόλλων	*)apo/llwn	Ἀπόλλων	*)apo/llwn	n-s---mv-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---fg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---mg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---ng-
Ἀργεῖος	*)argei=os	Ἀργεῖος	*)argei=os	a-s---mn-
Ἀρά	*)ara/	Ἀρή	*)arh/	n-d---fn-
Ἀρά	*)ara/	Ἀρή	*)arh/	n-d---fv-
Ἀρά	*)ara/	Ἀρή	*)arh/	n-d---fa-
Ἀρά	*)ara/	Ἀρή	*)arh/	n-s---fn-
Ἀρά	*)ara/	Ἀρή	*)arh/	n-s---fv-
Ἀρά	*)ara/	ἀρά	a)ra/	n-d---fn-
Ἀρά	*)ara/	ἀρά	a)ra/	n-d---fv-
Ἀρά	*)ara/	ἀρά	a)ra/	n-d---fa-
Ἀρά	*)ara/	ἀρά	a)ra/	n-s---fn-
Ἀρά	*)ara/	ἀρά	a)ra/	n-s---fv-
Ἀρά	*)ara/	ἀρή	a)rh/	n-d---fn-
Ἀρά	*)ara/	ἀρή	a)rh/	n-d---fv-
Ἀρά	*)ara/	ἀρή	a)rh/	n-d---fa-
Ἀρά	*)ara/	ἀρή	a)rh/	n-s---fn-
Ἀρά	*)ara/	ἀρή	a)rh/	n-s---fv-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mg-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mg-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mn-
Ἀχαιούς	*)axaiou/s	Ἀχαιός	*)axaio/s	a-p---ma-
Ἀχαιός	*)axaio/s	Ἀχαιός	*)axaio/s	a-s---mn-
Ἀχέροντα	*)axe/ronta	Ἀχέρων	*)axe/rwn	n-s---ma-
Ἀΐδα	*)ai+/da	Ἅιδης	*(/aidhs	n-d---mn-
Ἀΐδα	*)ai+/da	Ἅιδης	*(/aidhs	n-d---mv-
Ἀΐδα	*)ai+/da	Ἅιδης	*(/aidhs	n-d---ma-
Ἀΐδα	*)ai+/da	Ἅιδης	*(/aidhs	n-s---mg-
Ἀΐδαν	*)ai+/dan	Ἅιδης	*(/aidhs	n-s---ma-
Ἀΐδου	*)ai+/dou	Ἅιδης	*(/aidhs	n-s---mg-
Ἀΐδου	*)ai+/dou	ἀείδω	a)ei/dw	v2siie---
Ἀΐδου	*)ai+/dou	ἀείδω	a)ei/dw	v2spme---
Ἀΐδου	*)ai+/dou	ἀείδω	a)ei/dw	v2siie---
Ἄπολλον	*)/apollon	Ἀπόλλων	*)apo/llwn	n-s---mv-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---nn-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---nv-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---mn-
Ἄρεος	*)/areos	Ἄρεος	*)/areos	a-s---mn-
Ἄρεος	*)/areos	Ἄρευς	*)/areus	n-s---mg-
Ἄρεος	*)/areos	Ἄρης	*)/arhs	n-s---mg-
Ἄρεος	*)/areos	Ἄρης	*)/arhs	n-s---mg-
Ἄρεος	*)/areos	Ἄρις	*)/aris	n-s---fg-
Ἄρεος	*)/areos	ἄρος	a)/ros	n-s---ng-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	n-p---fn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	n-p---fv-
Ἄρτεμιν	*)/artemin	Ἄρτεμις	*)/artemis	n-s---fa-
Ἅιδης	*(/aidhs	Ἅιδης	*(/aidhs	n-s---mn-
Ἅιδου	*(/aidou	Ἅιδης	*(/aidhs	n-s---mg-
Ἅλιος	*(/alios	Ἅλιος	*(/alios	n-s---mn-
Ἅλιος	*(/alios	Ἅλις	*(/alis	n-s---mg-
Ἅλιος	*(/alios	ἅλιοσ1	a(/lios1	a-s---mn-
Ἅλιος	*(/alios	ἅλιοσ1	a(/lios1	n-s---mn-
Ἅλιος	*(/alios	ἅλιοσ1	a(/lios1	n-s---fn-
Ἅλιος	*(/alios	ἅλιοσ2	a(/lios2	a-s---mn-
Ἅλιος	*(/alios	ἥλιος	h(/lios	n-s---mn-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sppafn-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sppafv-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sppafn-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sppafv-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sfpafn-
ἐγγελῶσα	e)ggelw=sa	ἐγγελάω	e)ggela/w	v-sfpafv-
ἐγγενής	e)ggenh/s	ἐγγενής	e)ggenh/s	n-s---mn-
ἐγγενής	e)ggenh/s	ἐγγενής	e)ggenh/s	n-s---fn-
ἐγγενῶν	e)ggenw=n	ἐγγενής	e)ggenh/s	n-p---mg-
ἐγγενῶν	e)ggenw=n	ἐγγενής	e)ggenh/s	n-p---fg-
ἐγγενῶν	e)ggenw=n	ἐγγενής	e)ggenh/s	n-p---ng-
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγείνατο	e)gei/nato	γείνομαι	gei/nomai	v3saim---
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sppamn-
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sfpamn-
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sppamn-
ἐγκῦρσαι	e)gku=rsai	ἐγκύρω	e)gku/rw	v--ana---
ἐγχειροῦντα	e)gxeirou=nta	ἐγχειρέω	e)gxeire/w	v-pppann-
ἐγχειροῦντα	e)gxeirou=nta	ἐγχειρέω	e)gxeire/w	v-pppanv-
ἐγχειροῦντα	e)gxeirou=nta	ἐγχειρέω	e)gxeire/w	v-pppana-
ἐγχειροῦντα	e)gxeirou=nta	ἐγχειρέω	e)gxeire/w	v-sppama-
ἐγχρίμπτῃ	e)gxri/mpth|	ἐγχρίμπτω	e)gxri/mptw	v2spse---
ἐγχρίμπτῃ	e)gxri/mpth|	ἐγχρίμπτω	e)gxri/mptw	v2spie---
ἐγχρίμπτῃ	e)gxri/mpth|	ἐγχρίμπτω	e)gxri/mptw	v3spsa---
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	a-p---mn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	a-p---mv-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	n-p---mn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	n-p---mv-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	n-p---fn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	n-p---fv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐδεξάμην	e)deca/mhn	δέχομαι	de/xomai	v1saim---
ἐδεξάμην	e)deca/mhn	δείκνυμι	dei/knumi	v1saim---
ἐδερκόμην	e)derko/mhn	δέρκομαι	de/rkomai	v1siim---
ἐδάη	e)da/h	δάω	da/w	v3saia---
ἐδάμη	e)da/mh	δαμάω	dama/w	v3siia---
ἐδάμη	e)da/mh	δαμάω	dama/w	v3siia---
ἐδάμη	e)da/mh	δαμάζω	dama/zw	v3saip---
ἐθέλω	e)qe/lw	ἐθέλω	e)qe/lw	v1spsa---
ἐθέλω	e)qe/lw	ἐθέλω	e)qe/lw	v1spia---
ἐθέσπισεν	e)qe/spisen	θεσπίζω	qespi/zw	v3saia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--ana---
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--fna---
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-sapafn-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-sapafv-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-sfpafn-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-sfpafv-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-papamd-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-papand-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-pfpamd-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-pfpand-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v3pfia---
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-papafn-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-papafv-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-pfpafn-
ἐκβαλοῦσ’	e)kbalou=s'	ἐκβάλλω	e)kba/llw	v-pfpafv-
ἐκδείξειας	e)kdei/ceias	ἐκδείκνυμι	e)kdei/knumi	v2saoa---
ἐκδιδάσκεται	e)kdida/sketai	ἐκδιδάσκω	e)kdida/skw	v3spie---
ἐκδίδασκε	e)kdi/daske	ἐκδιδάσκω	e)kdida/skw	v2spma---
ἐκδίδασκε	e)kdi/daske	ἐκδιδάσκω	e)kdida/skw	v3siia---
ἐκείνην	e)kei/nhn	ἐκεῖνος	e)kei=nos	n-s---fa-
ἐκείνης	e)kei/nhs	ἐκεῖνος	e)kei=nos	n-s---fg-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
ἐκείνου	e)kei/nou	κενόω	keno/w	v3siia---
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖνον	e)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---mv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fv-
ἐκθύσειε	e)kqu/seie	ἐκ-θύω1	e)k-qu/w1	v3saoa---
ἐκθύσειε	e)kqu/seie	ἐκ-θύω2	e)k-qu/w2	v3saoa---
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-pfpafa-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sfpafg-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-pfpafa-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sfpafg-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sapamn-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sapamv-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sapamn-
ἐκκομπάσας	e)kkompa/sas	ἐκκομπάζω	e)kkompa/zw	v-sapamv-
ἐκλιπεῖν	e)klipei=n	ἐκλείπω	e)klei/pw	v--ana---
ἐκλάχῃ	e)kla/xh|	ἐκλαγχάνω	e)klagxa/nw	v2sase---
ἐκλάχῃ	e)kla/xh|	ἐκλαγχάνω	e)klagxa/nw	v3sasa---
ἐκλέλοιπε	e)kle/loipe	ἐκλείπω	e)klei/pw	v2srma---
ἐκλέλοιπε	e)kle/loipe	ἐκλείπω	e)klei/pw	v3sria---
ἐκλέλοιπεν	e)kle/loipen	ἐκλείπω	e)klei/pw	v3sria---
ἐκλέλοιπεν	e)kle/loipen	ἐκλείπω	e)klei/pw	v3plia---
ἐκλήξω	e)klh/cw	ἐκλήγω	e)klh/gw	v1sasa---
ἐκλήξω	e)klh/cw	ἐκλήγω	e)klh/gw	v1sfia---
ἐκλήξω	e)klh/cw	ἐκλήγω	e)klh/gw	v2saim---
ἐκοιμάθη	e)koima/qh	κοιμάω	koima/w	v3saip---
ἐκπεπτωκότα	e)kpeptwko/ta	ἐκπίτνω	e)kpi/tnw	v-prpann-
ἐκπεπτωκότα	e)kpeptwko/ta	ἐκπίτνω	e)kpi/tnw	v-prpanv-
ἐκπεπτωκότα	e)kpeptwko/ta	ἐκπίτνω	e)kpi/tnw	v-prpana-
ἐκπεπτωκότα	e)kpeptwko/ta	ἐκπίτνω	e)kpi/tnw	v-srpama-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλάσσω	e)kpla/ssw	v-sappfn-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλάσσω	e)kpla/ssw	v-sappfv-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλήσσω	e)kplh/ssw	v-sappfn-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλήσσω	e)kplh/ssw	v-sappfv-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλήσσω	e)kplh/ssw	v-sappfn-
ἐκπλαγεῖσά	e)kplagei=sa/	ἐκπλήσσω	e)kplh/ssw	v-sappfv-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppamv-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppann-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppanv-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppana-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppamn-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v--pna---
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppamv-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppann-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppanv-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppana-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v-sppamn-
ἐκπληρῶν	e)kplhrw=n	ἐκπληρόω	e)kplhro/w	v--pna---
ἐκπέμψαι	e)kpe/myai	ἐκπέμπω	e)kpe/mpw	v--ana---
ἐκπέμψαι	e)kpe/myai	ἐκπέμπω	e)kpe/mpw	v3saoa---
ἐκπίνουσ’	e)kpi/nous'	ἐκπίνω	e)kpi/nw	v-sppafn-
ἐκπίνουσ’	e)kpi/nous'	ἐκπίνω	e)kpi/nw	v-sppafv-
