Αἰακιδᾶν	*ai)akida=n	Αἰακίδης	*ai)aki/dhs	n-p---mg-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-p---nn-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-p---nv-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-p---na-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-s---mv-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-p---fn-
λειμώνι’	leimw/ni'	λειμώνιος	leimw/nios	a-p---fv-
λειμῶνας	leimw=nas	λειμών	leimw/n	n-p---ma-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-s---ma-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-s---md-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---mn-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---mv-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---ma-
λελειμμένοι	leleimme/noi	λείπω	lei/pw	v-prpemn-
λελειμμένοι	leleimme/noi	λείπω	lei/pw	v-prpemv-
λελειμμένῳ	leleimme/nw|	λείπω	lei/pw	v-srpemd-
λελειμμένῳ	leleimme/nw|	λείπω	lei/pw	v-srpend-
λευκοπώλῳ	leukopw/lw|	λευκόπωλος	leuko/pwlos	n-s---md-
λευκοπώλῳ	leukopw/lw|	λευκόπωλος	leuko/pwlos	n-s---fd-
λευκοπώλῳ	leukopw/lw|	λευκόπωλος	leuko/pwlos	n-s---nd-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---nn-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---nv-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---na-
λευκόν	leuko/n	λευκός	leuko/s	a-s---ma-
λευκόν	leuko/n	λευκός	leuko/s	a-s---nn-
λευκόν	leuko/n	λευκός	leuko/s	a-s---nv-
λευκόν	leuko/n	λευκός	leuko/s	a-s---na-
λευκῷ	leukw=|	λευκόν	leuko/n	n-s---nd-
λευκῷ	leukw=|	λευκός	leuko/s	a-s---md-
λευκῷ	leukw=|	λευκός	leuko/s	a-s---nd-
λείαν	lei/an	λεία	lei/a	n-s---fa-
λείαν	lei/an	λεῖος	lei=os	a-s---fa-
λείας	lei/as	λεία	lei/a	n-p---fa-
λείας	lei/as	λεία	lei/a	n-s---fg-
λείας	lei/as	λεῖος	lei=os	a-p---fa-
λείας	lei/as	λεῖος	lei=os	a-s---fg-
λείψω	lei/yw	λείβω	lei/bw	v1sasa---
λείψω	lei/yw	λείβω	lei/bw	v2saim---
λείψω	lei/yw	λείπω	lei/pw	v1sfia---
λεύσσειν	leu/ssein	λεύσσω	leu/ssw	v--pna---
λεύσσων	leu/sswn	λεύσσω	leu/ssw	v-sppamn-
λεώς	lew/s	λαός	lao/s	n-p---ma-
λεώς	lew/s	λαός	lao/s	n-p---mn-
λεώς	lew/s	λαός	lao/s	n-p---mv-
λεώς	lew/s	λαός	lao/s	n-p---ma-
λεώς	lew/s	λαός	lao/s	n-s---mn-
λεώς	lew/s	λαός	lao/s	n-s---mv-
λεῶν	lew=n	λαός	lao/s	n-p---mg-
λεῶν	lew=n	λεάζω	lea/zw	v-sfpamv-
λεῶν	lew=n	λεάζω	lea/zw	v-sfpann-
λεῶν	lew=n	λεάζω	lea/zw	v-sfpanv-
λεῶν	lew=n	λεάζω	lea/zw	v-sfpana-
λεῶν	lew=n	λεάζω	lea/zw	v-sfpamn-
λιγυρᾷ	ligura=|	λιγυρός	liguro/s	a-s---fd-
λιθόλευστον	liqo/leuston	λιθόλευστος	liqo/leustos	n-s---ma-
λιθόλευστον	liqo/leuston	λιθόλευστος	liqo/leustos	n-s---fa-
λιθόλευστον	liqo/leuston	λιθόλευστος	liqo/leustos	n-s---nn-
λιθόλευστον	liqo/leuston	λιθόλευστος	liqo/leustos	n-s---nv-
λιθόλευστον	liqo/leuston	λιθόλευστος	liqo/leustos	n-s---na-
λιμήν	limh/n	λιμήν	limh/n	n-s---mn-
λιμήν	limh/n	λιμήν	limh/n	n-s---mv-
λιπεῖν	lipei=n	λείπω	lei/pw	v--ana---
λιπεῖν	lipei=n	λιπάω	lipa/w	v--pna---
λιπών	lipw/n	λείπω	lei/pw	v-sapamn-
λογίζεσθαι	logi/zesqai	λογίζομαι	logi/zomai	v--pne---
λοιπή	loiph/	λοιπός	loipo/s	a-s---fn-
λοιπή	loiph/	λοιπός	loipo/s	a-s---fv-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---ma-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nn-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nv-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---na-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---nn-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---nv-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---na-
λουτρῶν	loutrw=n	λουτρόν	loutro/n	n-p---ng-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	a-s---ma-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	a-s---nn-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	a-s---nv-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	a-s---na-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	n-s---ma-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	n-s---fa-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	n-s---nn-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	n-s---nv-
λοίσθιον	loi/sqion	λοίσθιος	loi/sqios	n-s---na-
λυγράς	lugra/s	λυγρός	lugro/s	a-p---fa-
λυγρᾶς	lugra=s	λυγρός	lugro/s	a-s---fg-
λυγρῷ	lugrw=|	λυγρός	lugro/s	a-s---md-
λυγρῷ	lugrw=|	λυγρός	lugro/s	a-s---nd-
λυμεών	lumew/n	λυμεών	lumew/n	n-s---mn-
λυμεών	lumew/n	λυμεών	lumew/n	n-s---mv-
λυπεῖς	lupei=s	λυπέω	lupe/w	v2spia---
λυπεῖσθαι	lupei=sqai	λυπέω	lupe/w	v--pne---
λυπήσομεν	luph/somen	λυπέω	lupe/w	v1pasa---
λυπήσομεν	luph/somen	λυπέω	lupe/w	v1pfia---
λυπώμεθα	lupw/meqa	λυπέω	lupe/w	v1ppse---
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-p---nn-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-p---nv-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-p---na-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---mn-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---mv-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---ma-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---fn-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---fv-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---fa-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---nn-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---nv-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-d---na-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-s---ma-
λυσσώδη	lussw/dh	λυσσώδης	lussw/dhs	n-s---fa-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---ma-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---nn-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---nv-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---na-
λάβοι	la/boi	λαμβάνω	lamba/nw	v3saoa---
λάβοις	la/bois	λαμβάνω	lamba/nw	v2saoa---
λάβρον	la/bron	λάβρος	la/bros	n-s---ma-
λάβρον	la/bron	λάβρος	la/bros	n-s---fa-
λάβρον	la/bron	λάβρος	la/bros	n-s---nn-
λάβρον	la/bron	λάβρος	la/bros	n-s---nv-
λάβρον	la/bron	λάβρος	la/bros	n-s---na-
λάθρᾳ	la/qra|	λάθρῃ	la/qrh|	d--------
λέγε	le/ge	λέγος	le/gos	a-s---mv-
λέγε	le/ge	λέγω1	le/gw1	v2spma---
λέγε	le/ge	λέγω1	le/gw1	v3siia---
λέγε	le/ge	λέγω2	le/gw2	v2spma---
λέγε	le/ge	λέγω2	le/gw2	v3siia---
λέγε	le/ge	λέγω3	le/gw3	v2spma---
λέγε	le/ge	λέγω3	le/gw3	v3siia---
λέγει	le/gei	λέγω1	le/gw1	v2spie---
λέγει	le/gei	λέγω1	le/gw1	v3spia---
λέγει	le/gei	λέγω2	le/gw2	v2spie---
λέγει	le/gei	λέγω2	le/gw2	v3spia---
λέγει	le/gei	λέγω3	le/gw3	v2spie---
λέγει	le/gei	λέγω3	le/gw3	v3spia---
λέγειν	le/gein	λέγω1	le/gw1	v--pna---
λέγειν	le/gein	λέγω2	le/gw2	v--pna---
λέγειν	le/gein	λέγω3	le/gw3	v--pna---
λέγεις	le/geis	λέγω1	le/gw1	v2spia---
λέγεις	le/geis	λέγω2	le/gw2	v2spia---
λέγεις	le/geis	λέγω3	le/gw3	v2spia---
λέγοντος	le/gontos	λέγω1	le/gw1	v-sppamg-
λέγοντος	le/gontos	λέγω1	le/gw1	v-sppang-
λέγοντος	le/gontos	λέγω2	le/gw2	v-sppamg-
λέγοντος	le/gontos	λέγω2	le/gw2	v-sppang-
λέγοντος	le/gontos	λέγω3	le/gw3	v-sppamg-
λέγοντος	le/gontos	λέγω3	le/gw3	v-sppang-
λέγουσι	le/gousi	λέγω1	le/gw1	v-pppamd-
λέγουσι	le/gousi	λέγω1	le/gw1	v-pppand-
λέγουσι	le/gousi	λέγω1	le/gw1	v3ppia---
λέγουσι	le/gousi	λέγω2	le/gw2	v-pppamd-
λέγουσι	le/gousi	λέγω2	le/gw2	v-pppand-
λέγουσι	le/gousi	λέγω2	le/gw2	v3ppia---
λέγουσι	le/gousi	λέγω3	le/gw3	v-pppamd-
λέγουσι	le/gousi	λέγω3	le/gw3	v-pppand-
λέγουσι	le/gousi	λέγω3	le/gw3	v3ppia---
λέγω	le/gw	λέγος	le/gos	a-d---mn-
λέγω	le/gw	λέγος	le/gos	a-d---mv-
λέγω	le/gw	λέγος	le/gos	a-d---ma-
λέγω	le/gw	λέγος	le/gos	a-d---nn-
λέγω	le/gw	λέγος	le/gos	a-d---nv-
λέγω	le/gw	λέγος	le/gos	a-d---na-
λέγω	le/gw	λέγος	le/gos	a-s---mg-
λέγω	le/gw	λέγος	le/gos	a-s---ng-
λέγω	le/gw	λέγω1	le/gw1	v1spsa---
λέγω	le/gw	λέγω1	le/gw1	v1spia---
λέγω	le/gw	λέγω2	le/gw2	v1spsa---
λέγω	le/gw	λέγω2	le/gw2	v1spia---
λέγω	le/gw	λέγω3	le/gw3	v1spsa---
λέγω	le/gw	λέγω3	le/gw3	v1spia---
λέγων	le/gwn	λέγος	le/gos	a-p---fg-
λέγων	le/gwn	λέγος	le/gos	a-p---mg-
λέγων	le/gwn	λέγος	le/gos	a-p---ng-
λέγων	le/gwn	λέγω1	le/gw1	v-sppamn-
λέγων	le/gwn	λέγω2	le/gw2	v-sppamn-
λέγων	le/gwn	λέγω3	le/gw3	v-sppamn-
λέξαντος	le/cantos	λέγω1	le/gw1	v-sapamg-
λέξαντος	le/cantos	λέγω1	le/gw1	v-sapang-
λέξαντος	le/cantos	λέγω3	le/gw3	v-sapamg-
λέξαντος	le/cantos	λέγω3	le/gw3	v-sapang-
λέξας	le/cas	λέγω1	le/gw1	v-sapamn-
λέξας	le/cas	λέγω1	le/gw1	v-sapamv-
λέξας	le/cas	λέγω1	le/gw1	v2saia---
λέξας	le/cas	λέγω3	le/gw3	v-sapamn-
λέξας	le/cas	λέγω3	le/gw3	v-sapamv-
λέξας	le/cas	λέγω3	le/gw3	v2saia---
λέξει	le/cei	λέξις	le/cis	n-d---fn-
λέξει	le/cei	λέξις	le/cis	n-d---fv-
λέξει	le/cei	λέξις	le/cis	n-d---fa-
λέξει	le/cei	λέξις	le/cis	n-s---fd-
λέξει	le/cei	λέξις	le/cis	n-s---fd-
λέξει	le/cei	λέγω1	le/gw1	v3sasa---
λέξει	le/cei	λέγω1	le/gw1	v2sfim---
λέξει	le/cei	λέγω1	le/gw1	v3sfia---
λέξει	le/cei	λέγω2	le/gw2	v2sfim---
λέξει	le/cei	λέγω2	le/gw2	v3sfia---
λέξει	le/cei	λέγω3	le/gw3	v3sasa---
λέξει	le/cei	λέγω3	le/gw3	v2sfim---
λέξει	le/cei	λέγω3	le/gw3	v3sfia---
λέχος	le/xos	λέχος	le/xos	n-s---nn-
λέχος	le/xos	λέχος	le/xos	n-s---nv-
λέχος	le/xos	λέχος	le/xos	n-s---na-
λήγει	lh/gei	λήγω	lh/gw	v2spie---
λήγει	lh/gei	λήγω	lh/gw	v3spia---
λήξει	lh/cei	λαγχάνω	lagxa/nw	v2sfim---
λήξει	lh/cei	λήγω	lh/gw	v3sasa---
λήξει	lh/cei	λήγω	lh/gw	v2sfim---
λήξει	lh/cei	λήγω	lh/gw	v3sfia---
λήξει	lh/cei	λῆξισ1	lh=cis1	n-d---fn-
λήξει	lh/cei	λῆξισ1	lh=cis1	n-d---fv-
λήξει	lh/cei	λῆξισ1	lh=cis1	n-d---fa-
λήξει	lh/cei	λῆξισ1	lh=cis1	n-s---fd-
λήξει	lh/cei	λῆξισ1	lh=cis1	n-s---fd-
λήξει	lh/cei	λῆξισ2	lh=cis2	n-d---fn-
λήξει	lh/cei	λῆξισ2	lh=cis2	n-d---fv-
λήξει	lh/cei	λῆξισ2	lh=cis2	n-d---fa-
λήξει	lh/cei	λῆξισ2	lh=cis2	n-s---fd-
λήξει	lh/cei	λῆξισ2	lh=cis2	n-s---fd-
λίσσομαί	li/ssomai/	λίσσομαι	li/ssomai	v1spie---
λίσσομαί	li/ssomai/	λίζω	li/zw	v1sasm---
λίσσομαί	li/ssomai/	λίζω	li/zw	v1sfim---
λόγοις	lo/gois	λόγος	lo/gos	n-p---md-
λόγοισι	lo/goisi	λόγος	lo/gos	n-p---md-
λόγοισιν	lo/goisin	λόγος	lo/gos	n-p---md-
λόγον	lo/gon	λόγος	lo/gos	n-s---ma-
λόγος	lo/gos	λόγος	lo/gos	n-s---mn-
λόγου	lo/gou	λόγος	lo/gos	n-s---mg-
λόγου	lo/gou	λογόω	logo/w	v2spma---
λόγου	lo/gou	λογόω	logo/w	v3siia---
λόγους	lo/gous	λόγος	lo/gos	n-p---ma-
λόγους	lo/gous	λογόω	logo/w	v2siia---
λόγων	lo/gwn	λόγος	lo/gos	n-p---mg-
λόγων	lo/gwn	λογάω	loga/w	v3piia---
λόγων	lo/gwn	λογάω	loga/w	v1siia---
λόγῳ	lo/gw|	λόγος	lo/gos	n-s---md-
λύει	lu/ei	λύω	lu/w	v2spie---
λύει	lu/ei	λύω	lu/w	v3spia---
λύει	lu/ei	λύω	lu/w	v2spie---
λύει	lu/ei	λύω	lu/w	v3spia---
λύει	lu/ei	λυάω	lua/w	v2spma---
λύει	lu/ei	λυάω	lua/w	v3siia---
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-p---nn-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-p---nv-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-p---na-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-s---nd-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-d---nn-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-d---nv-
λύμαθ’	lu/maq'	λῦμα	lu=ma	n-d---na-
λύπῃ	lu/ph|	λύπη	lu/ph	n-s---fd-
λώβαις	lw/bais	λώβη	lw/bh	n-p---fd-
λώβαν	lw/ban	λώβη	lw/bh	n-s---fa-
λῴονι	lw/|oni	λωίων	lwi/wn	a-s----d-
λῷον	lw=|on	λῷος	lw=|os	n-s---ma-
λῷον	lw=|on	λωίων	lwi/wn	a-s---mv-
λῷον	lw=|on	λωίων	lwi/wn	a-s---fv-
λῷον	lw=|on	λωίων	lwi/wn	a-s---nn-
λῷον	lw=|on	λωίων	lwi/wn	a-s---nv-
λῷον	lw=|on	λωίων	lwi/wn	a-s---na-
μαθεῖν	maqei=n	μανθάνω	manqa/nw	v--ana---
μαθησόμεσθα	maqhso/mesqa	μανθάνω	manqa/nw	v1pfim---
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-sapafn-
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-sapafv-
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-papamd-
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-papand-
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-papafn-
μαθοῦσ’	maqou=s'	μανθάνω	manqa/nw	v-papafv-
μαθήσει	maqh/sei	μάθησις	ma/qhsis	n-d---fn-
μαθήσει	maqh/sei	μάθησις	ma/qhsis	n-d---fv-
μαθήσει	maqh/sei	μάθησις	ma/qhsis	n-d---fa-
μαθήσει	maqh/sei	μάθησις	ma/qhsis	n-s---fd-
μαθήσει	maqh/sei	μάθησις	ma/qhsis	n-s---fd-
μαθήσει	maqh/sei	μανθάνω	manqa/nw	v2sfim---
μαθόντες	maqo/ntes	μανθάνω	manqa/nw	v-papamn-
μαθόντες	maqo/ntes	μανθάνω	manqa/nw	v-papamv-
μαθών	maqw/n	μανθάνω	manqa/nw	v-sapamn-
μαιμῶσαν	maimw=san	μαιμάω	maima/w	v-sppafa-
μαιμῶσαν	maimw=san	μαιμάζω	maima/zw	v-sfpafa-
μαινομένοις	mainome/nois	μαίνομαι	mai/nomai	v-pppemd-
μαινομένοις	mainome/nois	μαίνομαι	mai/nomai	v-pppend-
μακραίωνι	makrai/wni	μακραίων	makrai/wn	n-s---md-
μακραίωνι	makrai/wni	μακραίων	makrai/wn	n-s---fd-
μακροῦ	makrou=	μακρός	makro/s	a-s---mg-
μακροῦ	makrou=	μακρός	makro/s	a-s---ng-
μακράν	makra/n	μακράν	makra/n	d--------
μακράν	makra/n	μακρός	makro/s	a-s---fa-
μακρόν	makro/n	μακρός	makro/s	a-s---ma-
μακρόν	makro/n	μακρός	makro/s	a-s---nn-
μακρόν	makro/n	μακρός	makro/s	a-s---nv-
μακρόν	makro/n	μακρός	makro/s	a-s---na-
μακρός	makro/s	μακρός	makro/s	a-s---mn-
μακρῶν	makrw=n	μάκρα	ma/kra	n-p---fg-
μακρῶν	makrw=n	μάκρος	ma/kros	n-p---ng-
μακρῶν	makrw=n	μακρός	makro/s	a-p---fg-
μακρῶν	makrw=n	μακρός	makro/s	a-p---mg-
μακρῶν	makrw=n	μακρός	makro/s	a-p---ng-
μαλάσσου	mala/ssou	μαλάσσω	mala/ssw	v2spme---
μαλάσσου	mala/ssou	μαλάσσω	mala/ssw	v2siie---
μανιάσιν	mania/sin	μανιάς	mania/s	n-p---fd-
μαντεύεται	manteu/etai	μαντεύομαι	manteu/omai	v3spie---
μαντεύεται	manteu/etai	μαντεύω	manteu/w	v3spie---
μανέντος	mane/ntos	μαίνομαι	mai/nomai	v-sappmg-
μανέντος	mane/ntos	μαίνομαι	mai/nomai	v-sappng-
μανίᾳ	mani/a|	μανία	mani/a	n-p---fn-
μανίᾳ	mani/a|	μανία	mani/a	n-p---fv-
μανίᾳ	mani/a|	μανία	mani/a	n-s---fd-
μαραίνει	marai/nei	μαραίνω	marai/nw	v2spie---
μαραίνει	marai/nei	μαραίνω	marai/nw	v3spia---
μαρτυρεῖν	marturei=n	μαρτυρέω	marture/w	v--pna---
ματαίου	matai/ou	μάταιος	ma/taios	a-s---mg-
ματαίου	matai/ou	μάταιος	ma/taios	a-s---ng-
ματαίου	matai/ou	μάταιος	ma/taios	n-s---mg-
ματαίου	matai/ou	μάταιος	ma/taios	n-s---fg-
ματαίου	matai/ou	μάταιος	ma/taios	n-s---ng-
ματαίου	matai/ou	ματαιόω	mataio/w	v2spma---
ματαίου	matai/ou	ματαιόω	mataio/w	v3siia---
μαχαναῖς	maxanai=s	μηχανή	mhxanh/	n-p---fd-
με	me	ἐγώ	e)gw/	p-s---ma-
με	me	ἐγώ	e)gw/	p-s---fa-
μεγάλα	mega/la	μέγας	me/gas	a-d---fn-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fa-
μεγάλα	mega/la	μέγας	me/gas	a-s---fn-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλα	mega/la	μέγας	me/gas	a-p---nn-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-p---na-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλας	mega/las	μέγας	me/gas	a-p---fa-
μεγάλας	mega/las	μέγας	me/gas	a-s---fg-
μεγάλης	mega/lhs	μέγας	me/gas	a-s---fg-
μεγάλοι	mega/loi	μέγας	me/gas	a-p---mn-
μεγάλοι	mega/loi	μέγας	me/gas	a-p---mv-
μεγάλοι	mega/loi	μέγας	me/gas	a-p---mv-
μεγάλων	mega/lwn	μέγας	me/gas	a-p---fg-
μεγάλων	mega/lwn	μέγας	me/gas	a-p---mg-
μεγάλων	mega/lwn	μέγας	me/gas	a-p---ng-
μεγίστας	megi/stas	μέγας	me/gas	a-p---fa-
μεγίστας	megi/stas	μέγας	me/gas	a-s---fg-
μεγίστᾳ	megi/sta|	μέγας	me/gas	a-s---fd-
μεθείς	meqei/s	μεθίημι	meqi/hmi	v-sapamn-
μεθείς	meqei/s	μεθίημι	meqi/hmi	v-sapamv-
μεθεῖναι	meqei=nai	μεθίημι	meqi/hmi	v--ana---
μεθεῖναι	meqei=nai	μεθίημι	meqi/hmi	v--ana---
μεθῆκα	meqh=ka	μεθίημι	meqi/hmi	v1saia---
μελανθέν	melanqe/n	μελαίνω	melai/nw	v-sappnn-
μελανθέν	melanqe/n	μελαίνω	melai/nw	v-sappnv-
μελανθέν	melanqe/n	μελαίνω	melai/nw	v-sappna-
μεληθῶ	melhqw=	ἐπιμελέομαι	e)pimele/omai	v1sase---
μελλόντων	mello/ntwn	μέλλω	me/llw	v-pppamg-
μελλόντων	mello/ntwn	μέλλω	me/llw	v-pppang-
μελλόντων	mello/ntwn	μέλλω	me/llw	v3ppma---
μελέοις	mele/ois	μέλεος	me/leos	a-p---md-
μελέοις	mele/ois	μέλεος	me/leos	a-p---nd-
μελέοις	mele/ois	μέλεος	me/leos	n-p---md-
μελέοις	mele/ois	μέλεος	me/leos	n-p---fd-
μελέοις	mele/ois	μέλεος	me/leos	n-p---nd-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-prpann-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-prpanv-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-prpana-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-srpama-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-srpamd-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-srpand-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpamn-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpamv-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpama-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpann-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpanv-
μεμηνότ’	memhno/t'	μαίνομαι	mai/nomai	v-drpana-
μενοινᾷ	menoina=|	μενοινάω	menoina/w	v2spse---
μενοινᾷ	menoina=|	μενοινάω	menoina/w	v2spie---
μενοινᾷ	menoina=|	μενοινάω	menoina/w	v3spsa---
μενοινᾷ	menoina=|	μενοινάω	menoina/w	v3spia---
μενοινᾷ	menoina=|	μενοινή	menoinh/	n-s---fd-
μενοῦντα	menou=nta	μένω	me/nw	v-pfpann-
μενοῦντα	menou=nta	μένω	me/nw	v-pfpanv-
μενοῦντα	menou=nta	μένω	me/nw	v-pfpana-
μενοῦντα	menou=nta	μένω	me/nw	v-sfpama-
μενῶ	menw=	μένω	me/nw	v1sfia---
μετανεγνώσθη	metanegnw/sqh	μεταναγιγνώσκομαι	metanagignw/skomai	v3saip---
μεταστάς	metasta/s	μεθίστημι	meqi/sthmi	v-sapamn-
μεταστάς	metasta/s	μεθίστημι	meqi/sthmi	v-sapamv-
μετρούμενον	metrou/menon	μετρέω	metre/w	v-sppema-
μετρούμενον	metrou/menon	μετρέω	metre/w	v-sppenn-
μετρούμενον	metrou/menon	μετρέω	metre/w	v-sppenv-
μετρούμενον	metrou/menon	μετρέω	metre/w	v-sppena-
μετά	meta/	μετά	meta/	r--------
μείζω	mei/zw	μέγας	me/gas	a-p---na-
μείζω	mei/zw	μέγας	me/gas	a-p---nn-
μείζω	mei/zw	μέγας	me/gas	a-s---ma-
μείζω	mei/zw	μέγας	me/gas	a-s---fa-
μείω	mei/w	μείης	mei/hs	n-s---mg-
μείω	mei/w	μείων	mei/wn	a-p---na-
μείω	mei/w	μείων	mei/wn	a-p---nn-
μείω	mei/w	μείων	mei/wn	a-s---ma-
μείω	mei/w	μείων	mei/wn	a-s---fa-
μείω	mei/w	μειόω	meio/w	v2spma---
μείω	mei/w	μειόω	meio/w	v3siia---
μείων	mei/wn	μείων	mei/wn	a-s---mn-
μείων	mei/wn	μείων	mei/wn	a-s---fn-
μείων	mei/wn	μειόω	meio/w	v3piia---
μείων	mei/wn	μειόω	meio/w	v1siia---
μεῖζον	mei=zon	μέγας	me/gas	a-s---mv-
μεῖζον	mei=zon	μέγας	me/gas	a-s---fv-
μεῖζον	mei=zon	μέγας	me/gas	a-s---nn-
μεῖζον	mei=zon	μέγας	me/gas	a-s---nv-
μεῖζον	mei=zon	μέγας	me/gas	a-s---na-
μηδαμοῦ	mhdamou=	μηδαμός	mhdamo/s	a-s---mg-
μηδαμοῦ	mhdamou=	μηδαμός	mhdamo/s	a-s---ng-
μηδαμοῦ	mhdamou=	μηδαμοῦ	mhdamou=	d--------
μηδαμῶς	mhdamw=s	μηδαμός	mhdamo/s	x--------
μηδαμῶς	mhdamw=s	μηδαμῶς	mhdamw=s	d--------
μηδενός	mhdeno/s	μηδείς	mhdei/s	n-s----g-
μηδείς	mhdei/s	μηδείς	mhdei/s	n-s---mn-
μηδείς	mhdei/s	μηδείς	mhdei/s	n-s---mv-
μηδέ	mhde/	μηδέ	mhde/	g--------
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---nn-
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---nv-
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---na-
μηδένα	mhde/na	μηδείς	mhdei/s	n-s---ma-
μηδένα	mhde/na	μηδείς	mhdei/s	n-s---fa-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---nn-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---nv-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---na-
μηδένας	mhde/nas	μηδείς	mhdei/s	n-p---ma-
μηδένας	mhde/nas	μηδείς	mhdei/s	n-p---fa-
μηνῶν	mhnw=n	μείς	mei/s	n-p---mg-
μηνῶν	mhnw=n	μήνη	mh/nh	n-p---fg-
μητρί	mhtri/	μήτηρ	mh/thr	n-s---fd-
μητρί	mhtri/	μήτηρ	mh/thr	n-s---fd-
