Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
ἐσθλοῖσιν	e)sqloi=sin	ἐσθλός	e)sqlo/s	a-p---nd-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	a-s---ma-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	a-s---nn-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	a-s---nv-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	a-s---na-
ἐσιδών	e)sidw/n	εἰσ-εἶδον	ei)s-ei)=don	v-sapamn-
ἐσκυθισμένον	e)skuqisme/non	σκυθίζω	skuqi/zw	v-srpema-
ἐσκυθισμένον	e)skuqisme/non	σκυθίζω	skuqi/zw	v-srpenn-
ἐσκυθισμένον	e)skuqisme/non	σκυθίζω	skuqi/zw	v-srpenv-
ἐσκυθισμένον	e)skuqisme/non	σκυθίζω	skuqi/zw	v-srpena-
ἐσμεν	e)smen	εἰμί	ei)mi/	v1ppia---
ἐσπορευέτω	e)sporeue/tw	εἰσπορεύω	ei)sporeu/w	v3spma---
ἐστι	e)sti	εἰμί	ei)mi/	v3spia---
ἐστιν	e)stin	εἰμί	ei)mi/	v3spia---
ἐστρατηλάτει	e)strathla/tei	στρατηλατέω	strathlate/w	v3siia---
ἐστί	e)sti/	εἰμί	ei)mi/	v3spia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	v3spia---
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-p---fa-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-s---fg-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-p---fa-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-s---fg-
ἐσόψεται	e)so/yetai	εἰσοράω	ei)sora/w	v3sasm---
ἐσόψεται	e)so/yetai	εἰσοράω	ei)sora/w	v3sfim---
ἐσῆλθέ	e)sh=lqe/	εἰσέρχομαι	ei)se/rxomai	v3saia---
ἐσῆλθέ	e)sh=lqe/	εἰσέρχομαι	ei)se/rxomai	v3saia---
ἐτολμήθη	e)tolmh/qh	τολμάω	tolma/w	v3saip---
ἐτρέφθην	e)tre/fqhn	τρέφω	tre/fw	v3paip---
ἐτρέφθην	e)tre/fqhn	τρέφω	tre/fw	v1saip---
ἐτρέφθην	e)tre/fqhn	τρέπω	tre/pw	v3paip---
ἐτρέφθην	e)tre/fqhn	τρέπω	tre/pw	v1saip---
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppamv-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppann-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppanv-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppana-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppamv-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppann-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppanv-
ἐφεδρεῦον	e)fedreu=on	ἐφεδρεύω	e)fedreu/w	v-sppana-
ἐφεστίους	e)festi/ous	ἐφέστιος	e)fe/stios	n-p---ma-
ἐφεστίους	e)festi/ous	ἐφέστιος	e)fe/stios	n-p---fa-
ἐφευρεθείς	e)feureqei/s	ἐφευρίσκω	e)feuri/skw	v-sappmn-
ἐφευρεθείς	e)feureqei/s	ἐφευρίσκω	e)feuri/skw	v-sappmv-
ἐφηψάμαν	e)fhya/man	ἐφάπτω	e)fa/ptw	v1saim---
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	a-p---ma-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	a-p---md-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	a-p---nd-
ἐχθρῶν	e)xqrw=n	ἔχθρα	e)/xqra	n-p---fg-
ἐχθρῶν	e)xqrw=n	ἔχθρη	e)/xqrh	n-p---fg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---fg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---mg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---ng-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---mn-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---ma-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---fn-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---fa-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---ma-
ἐχθίους	e)xqi/ous	ἐχθίων	e)xqi/wn	a-p---fa-
ἐχθίστων	e)xqi/stwn	ἔχθιστος	e)/xqistos	a-p---fg-
ἐχθίστων	e)xqi/stwn	ἔχθιστος	e)/xqistos	a-p---mg-
ἐχθίστων	e)xqi/stwn	ἔχθιστος	e)/xqistos	a-p---ng-
ἐχρῆν	e)xrh=n	χρή	xrh/	v3siia---
ἐάν	e)a/n	ἐάν	e)a/n	c--------
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppann-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppanv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppana-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamn-
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐῶ	e)w=	ἐάω	e)a/w	v2spme---
ἐῶ	e)w=	ἐάω	e)a/w	v1spsa---
ἐῶ	e)w=	ἐάω	e)a/w	v1spia---
ἐῶ	e)w=	ἐάω	e)a/w	v2siie---
ἑζώμεσθα	e(zw/mesqa	ἕζομαι	e(/zomai	v1ppse---
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-s---fn-
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-s---fv-
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-p---md-
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-p---nd-
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-p---fn-
ἑκοῦσ’	e(kou=s'	ἑκών	e(kw/n	a-p---fv-
ἑκάς	e(ka/s	ἑκάς	e(ka/s	d--------
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-sapafn-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-sapafv-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-sfpafn-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-sfpafv-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-papamd-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-papand-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-pfpamd-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-pfpand-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v3pfia---
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-papafn-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-papafv-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-pfpafn-
ἑλοῦσ’	e(lou=s'	αἱρέω	ai(re/w	v-pfpafv-
ἑλών	e(lw/n	αἱρέω	ai(re/w	v-sapamn-
ἑρμηνεύς	e(rmhneu/s	ἑρμηνεύς	e(rmhneu/s	n-s---mn-
ἑστάναι	e(sta/nai	ἵστημι	i(/sthmi	v--rna---
ἑστίαν	e(sti/an	ἕστιος	e(/stios	a-s---fa-
ἑστίαν	e(sti/an	ἑστία	e(sti/a	n-s---fa-
ἑστίαν	e(sti/an	ἑστιάω	e(stia/w	v3piia---
ἑστίαν	e(sti/an	ἑστιάω	e(stia/w	v1siia---
ἑτέραν	e(te/ran	ἕτερος	e(/teros	a-s---fa-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	a-p---mn-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	a-p---mv-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	n-p---mn-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	n-p---mv-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	n-p---fn-
ἑῷοι	e(w=|oi	ἑῷος	e(w=|os	n-p---fv-
ἔα	e)/a	ἔα	e)/a	x--------
ἔα	e)/a	ἐάω	e)a/w	v2spma---
ἔα	e)/a	ἐάω	e)a/w	v3siia---
ἔα	e)/a	εἰμί	ei)mi/	v1siia---
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔβαλεν	e)/balen	βάλλω	ba/llw	v3saia---
ἔβαλεν	e)/balen	βάλλω	ba/llw	v3saia---
ἔβαλλε	e)/balle	βάλλω	ba/llw	v3siia---
ἔβας	e)/bas	βαίνω	bai/nw	v2saia---
ἔβας	e)/bas	βαίνω	bai/nw	v2saia---
ἔβατε	e)/bate	βαίνω	bai/nw	v2paia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v2spma---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v3saia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v3siia---
ἔγνως	e)/gnws	γιγνώσκω	gignw/skw	v2saia---
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---nn-
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---nv-
ἔγχος	e)/gxos	ἔγχος	e)/gxos	n-s---na-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mv-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fv-
ἔδειξας	e)/deicas	δείκνυμι	dei/knumi	v2saia---
ἔδειξε	e)/deice	δείκνυμι	dei/knumi	v3saia---
ἔδεισε	e)/deise	δείδω	dei/dw	v3saia---
ἔδοξέ	e)/doce/	δοκέω	doke/w	v3saia---
ἔδοσαν	e)/dosan	δίδωμι	di/dwmi	v3paia---
ἔδοσαν	e)/dosan	δίδωμι	di/dwmi	v3paia---
ἔδωκα	e)/dwka	δίδωμι	di/dwmi	v1saia---
ἔδωκε	e)/dwke	δίδωμι	di/dwmi	v3saia---
ἔθηκας	e)/qhkas	τίθημι	ti/qhmi	v2saia---
ἔθηκε	e)/qhke	τίθημι	ti/qhmi	v3saia---
ἔθρεψας	e)/qreyas	τρέφω	tre/fw	v2saia---
ἔθρεψε	e)/qreye	τρέφω	tre/fw	v3saia---
ἔθρεψεν	e)/qreyen	τρέφω	tre/fw	v3saia---
ἔκ	e)/k	ἐκ	e)k	r--------
ἔκανεν	e)/kanen	καίνω	kai/nw	v3saia---
ἔκβητ’	e)/kbht'	ἐκβαίνω	e)kbai/nw	v2pama---
ἔκβητ’	e)/kbht'	ἐκβαίνω	e)kbai/nw	v2paia---
ἔκλαυσ’	e)/klaus'	κλαίω	klai/w	v1saia---
ἔκλαυσ’	e)/klaus'	κλαίω	klai/w	v3saia---
ἔκλιπ’	e)/klip'	ἐκλείπω	e)klei/pw	v2sama---
ἔκλιπ’	e)/klip'	ἐκλείπω	e)klei/pw	v3saia---
ἔκλυόν	e)/kluo/n	ἐκλύω	e)klu/w	v3piia---
ἔκλυόν	e)/kluo/n	ἐκλύω	e)klu/w	v1siia---
ἔκλυόν	e)/kluo/n	ἐκλύω	e)klu/w	v3piia---
ἔκλυόν	e)/kluo/n	ἐκλύω	e)klu/w	v1siia---
ἔκλυόν	e)/kluo/n	κλύω	klu/w	v3paia---
ἔκλυόν	e)/kluo/n	κλύω	klu/w	v1saia---
ἔκλυόν	e)/kluo/n	κλύω	klu/w	v3piia---
ἔκλυόν	e)/kluo/n	κλύω	klu/w	v1siia---
ἔκμακτρον	e)/kmaktron	ἔκμακτρον	e)/kmaktron	n-s---nn-
ἔκμακτρον	e)/kmaktron	ἔκμακτρον	e)/kmaktron	n-s---nv-
ἔκμακτρον	e)/kmaktron	ἔκμακτρον	e)/kmaktron	n-s---na-
ἔκρανε	e)/krane	ἐκραίνω	e)krai/nw	v3saia---
ἔκρανε	e)/krane	κραίνω	krai/nw	v3saia---
ἔκτανεν	e)/ktanen	κτείνω	ktei/nw	v3saia---
ἔκτανες	e)/ktanes	κτείνω	ktei/nw	v2saia---
ἔκτανον	e)/ktanon	κτείνω	ktei/nw	v3paia---
ἔκτανον	e)/ktanon	κτείνω	ktei/nw	v1saia---
ἔκταν’	e)/ktan'	κτείνω	ktei/nw	v3saia---
ἔκτεινας	e)/kteinas	ἐκτείνω	e)ktei/nw	v2saia---
ἔκτεινας	e)/kteinas	κτείνω	ktei/nw	v2saia---
ἔκτεινε	e)/kteine	ἐκτείνω	e)ktei/nw	v2spma---
ἔκτεινε	e)/kteine	ἐκτείνω	e)ktei/nw	v3saia---
ἔκτεινε	e)/kteine	ἐκτείνω	e)ktei/nw	v3siia---
ἔκτεινε	e)/kteine	κτείνω	ktei/nw	v3saia---
ἔκτεινε	e)/kteine	κτείνω	ktei/nw	v3siia---
ἔκτεινεν	e)/kteinen	ἐκτείνω	e)ktei/nw	v3saia---
ἔκτεινεν	e)/kteinen	ἐκτείνω	e)ktei/nw	v3siia---
ἔκτεινεν	e)/kteinen	κτείνω	ktei/nw	v3saia---
ἔκτεινεν	e)/kteinen	κτείνω	ktei/nw	v3siia---
ἔκτειν’	e)/ktein'	ἐκτείνω	e)ktei/nw	v2spma---
ἔκτειν’	e)/ktein'	ἐκτείνω	e)ktei/nw	v2samm---
ἔκτειν’	e)/ktein'	ἐκτείνω	e)ktei/nw	v1saia---
ἔκτειν’	e)/ktein'	ἐκτείνω	e)ktei/nw	v3saia---
ἔκτειν’	e)/ktein'	ἐκτείνω	e)ktei/nw	v3siia---
ἔκτειν’	e)/ktein'	κτείνω	ktei/nw	v1saia---
ἔκτειν’	e)/ktein'	κτείνω	ktei/nw	v3saia---
ἔκτειν’	e)/ktein'	κτείνω	ktei/nw	v3siia---
ἔκυρσεν	e)/kursen	κυρέω	kure/w	v3saia---
ἔλαβε	e)/labe	λαμβάνω	lamba/nw	v3saia---
ἔλασκε	e)/laske	ἐλαύνω	e)lau/nw	v3siia---
ἔλασκε	e)/laske	λάσκω	la/skw	v3siia---
ἔλεξας	e)/lecas	λέγω1	le/gw1	v2saia---
ἔλεξας	e)/lecas	λέγω3	le/gw3	v2saia---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v2sama---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v3saia---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v3saia---
ἔλθοι	e)/lqoi	ἔρχομαι	e)/rxomai	v3saoa---
ἔλθοις	e)/lqois	ἔρχομαι	e)/rxomai	v2saoa---
ἔλθω	e)/lqw	ἔρχομαι	e)/rxomai	v1sasa---
ἔλθω	e)/lqw	ἔρχομαι	e)/rxomai	v1sasa---
ἔλθω	e)/lqw	ἔρχομαι	e)/rxomai	v2saim---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v2sasm---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v3sasa---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v3sasa---
ἔλιφ’	e)/lif'	λείπω	lei/pw	v3saia---
ἔλυσεν	e)/lusen	ἐλύω	e)lu/w	v3saia---
ἔλυσεν	e)/lusen	λύω	lu/w	v3saia---
ἔμβα	e)/mba	ἐμβαίνω	e)mbai/nw	v3saia---
ἔμεινεν	e)/meinen	μένω	me/nw	v3saia---
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---md-
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---fd-
ἔμολεν	e)/molen	βλώσκω	blw/skw	v3saia---
ἔμολες	e)/moles	βλώσκω	blw/skw	v2saia---
ἔμολον	e)/molon	βλώσκω	blw/skw	v3paia---
ἔμολον	e)/molon	βλώσκω	blw/skw	v1saia---
ἔμολέ	e)/mole/	βλώσκω	blw/skw	v3saia---
ἔμπεδοι	e)/mpedoi	ἔμπεδος	e)/mpedos	n-p---mn-
ἔμπεδοι	e)/mpedoi	ἔμπεδος	e)/mpedos	n-p---mv-
ἔμπεδοι	e)/mpedoi	ἔμπεδος	e)/mpedos	n-p---fn-
ἔμπεδοι	e)/mpedoi	ἔμπεδος	e)/mpedos	n-p---fv-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔν	e)/n	ἐν	e)n	r--------
ἔν	e)/n	εἰμί	ei)mi/	v3piia---
ἔν	e)/n	εἰς	ei)s	r--------
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	a-p---nn-
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	a-p---nv-
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	a-p---na-
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	n-p---nn-
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	n-p---nv-
ἔνδικα	e)/ndika	ἔνδικος	e)/ndikos	n-p---na-
ἔνεστι	e)/nesti	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνεστί	e)/nesti/	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνθα	e)/nqa	ἔνθα	e)/nqa	d--------
ἔνθεν	e)/nqen	ἔνθεν	e)/nqen	d--------
ἔνθεν	e)/nqen	ἔρχομαι	e)/rxomai	v3saia---
ἔνθεον	e)/nqeon	ἔνθεος	e)/nqeos	n-s---ma-
ἔνθεον	e)/nqeon	ἔνθεος	e)/nqeos	n-s---fa-
ἔνθεον	e)/nqeon	ἔνθεος	e)/nqeos	n-s---nn-
ἔνθεον	e)/nqeon	ἔνθεος	e)/nqeos	n-s---nv-
ἔνθεον	e)/nqeon	ἔνθεος	e)/nqeos	n-s---na-
ἔνθ’	e)/nq'	ἔνθα	e)/nqa	d--------
ἔνθ’	e)/nq'	ἔρχομαι	e)/rxomai	v2sama---
ἔνθ’	e)/nq'	ἔρχομαι	e)/rxomai	v3saia---
ἔνθ’	e)/nq'	εἰμί	ei)mi/	v3ppia---
ἔνθ’	e)/nq'	εἰμί	ei)mi/	v3spia---
ἔνυδροι	e)/nudroi	ἔνυδρος	e)/nudros	n-p---mn-
ἔνυδροι	e)/nudroi	ἔνυδρος	e)/nudros	n-p---mv-
ἔνυδροι	e)/nudroi	ἔνυδρος	e)/nudros	n-p---fn-
ἔνυδροι	e)/nudroi	ἔνυδρος	e)/nudros	n-p---fv-
ἔξειμι	e)/ceimi	ἔξειμι2	e)/ceimi2	v1spia---
ἔξειμι	e)/ceimi	ἔξεστι	e)/cesti	v1spia---
ἔξω	e)/cw	ἔξω	e)/cw	d--------
ἔξω	e)/cw	ἔσσομαι	e)/ssomai	v2saie---
ἔξωθεν	e)/cwqen	ἔξωθεν	e)/cwqen	d--------
ἔοικ’	e)/oik'	ἔοικα	e)/oika	v1sria---
ἔοικ’	e)/oik'	ἔοικα	e)/oika	v2srma---
ἔοικ’	e)/oik'	ἔοικα	e)/oika	v3sria---
ἔπαθες	e)/paqes	πάσχω	pa/sxw	v2saia---
ἔπαισε	e)/paise	ἐπαείδω	e)paei/dw	v3saia---
ἔπαισε	e)/paise	παίω1	pai/w1	v3saia---
ἔπαισε	e)/paise	παίζω	pai/zw	v3saia---
ἔπαλλε	e)/palle	πάλλω	pa/llw	v3siia---
ἔπαλλον	e)/pallon	πάλλω	pa/llw	v3piia---
ἔπαλλον	e)/pallon	πάλλω	pa/llw	v1siia---
ἔπειτα	e)/peita	ἔπειτα	e)/peita	d--------
ἔπεμψε	e)/pemye	πέμπω	pe/mpw	v3saia---
ἔπερσ’	e)/pers'	πέρθω	pe/rqw	v1saia---
ἔπερσ’	e)/pers'	πέρθω	pe/rqw	v3saia---
ἔπεσεν	e)/pesen	ἐφέζομαι	e)fe/zomai	v3saia---
ἔπεσεν	e)/pesen	ἐπιέννυμι	e)pie/nnumi	v3saia---
ἔπεσεν	e)/pesen	πίπτω	pi/ptw	v3saia---
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---na-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---na-
ἔπι	e)/pi	ἐπί	e)pi/	r--------
ἔπισχε	e)/pisxe	ἐπίσχω	e)pi/sxw	v2spma---
ἔπισχε	e)/pisxe	ἐπίσχω	e)pi/sxw	v3siia---
ἔπλει	e)/plei	πλέω	ple/w	v3siia---
ἔπλευσε	e)/pleuse	πλέω	ple/w	v3saia---
ἔπος	e)/pos	ἔπος	e)/pos	n-s---nn-
ἔπος	e)/pos	ἔπος	e)/pos	n-s---nv-
ἔπος	e)/pos	ἔπος	e)/pos	n-s---na-
ἔπραξε	e)/prace	πράσσω	pra/ssw	v3saia---
ἔπραξε	e)/prace	πράσσω	pra/ssw	v3saia---
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nn-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---nv-
ἔργα	e)/rga	ἔργον	e)/rgon	n-p---na-
ἔργοις	e)/rgois	ἔργον	e)/rgon	n-p---nd-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔρεισον	e)/reison	ἐρείδω	e)rei/dw	v2sama---
ἔρεξας	e)/recas	ἐρέσσω	e)re/ssw	v2saia---
ἔρεξας	e)/recas	ῥέζω	r(e/zw	v2saia---
ἔρις	e)/ris	ἔρις	e)/ris	n-s---fn-
ἔρξεις	e)/rceis	ἔρδω	e)/rdw	v2sasa---
ἔρξεις	e)/rceis	ἔρδω	e)/rdw	v2sfia---
ἔρξεις	e)/rceis	ἔργω1	e)/rgw1	v2sfia---
ἔρον	e)/ron	ἔροσ1	e)/ros1	n-s---ma-
ἔροτιν	e)/rotin	ἔροτις	e)/rotis	n-s---fa-
ἔρρηξεν	e)/rrhcen	ῥήγνυμι	r(h/gnumi	v3saia---
ἔρρηξεν	e)/rrhcen	ῥήσσω	r(h/ssw	v3saia---
ἔρρ’	e)/rr'	ἔρρω	e)/rrw	v2spma---
ἔρρ’	e)/rr'	ἔρρω	e)/rrw	v3siia---
ἔρχεται	e)/rxetai	ἔρχομαι	e)/rxomai	v3spie---
ἔς	e)/s	εἰς	ei)s	r--------
ἔσειμι	e)/seimi	εἴσειμι	ei)/seimi	v1spia---
ἔσπεισα	e)/speisa	σπένδω	spe/ndw	v1saia---
ἔσπευδε	e)/speude	σπεύδω	speu/dw	v3siia---
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστε	e)/ste	ἔστε	e)/ste	c--------
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppia---
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppma---
ἔστησαν	e)/sthsan	ἵστημι	i(/sthmi	v3paia---
ἔστησαν	e)/sthsan	ἵστημι	i(/sthmi	v3paia---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔστιν	e)/stin	εἰμί	ei)mi/	v3spia---
ἔστω	e)/stw	εἰμί	ei)mi/	v3spma---
ἔστω	e)/stw	ἵστημι	i(/sthmi	v2saim---
ἔσχεν	e)/sxen	ἔχω	e)/xw	v3saia---
ἔσχον	e)/sxon	ἔχω	e)/xw	v3paia---
ἔσχον	e)/sxon	ἔχω	e)/xw	v1saia---
ἔσω	e)/sw	ἔσω	e)/sw	r--------
ἔσῃ	e)/sh|	εἰμί	ei)mi/	v2sfim---
ἔσῃ	e)/sh|	εἰσίημι	ei)si/hmi	v2sasm---
ἔτεισας	e)/teisas	τίνω	ti/nw	v2saia---
ἔτεκεν	e)/teken	τίκτω	ti/ktw	v3saia---
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτικτε	e)/tikte	τίκτω	ti/ktw	v3siia---
ἔτικτες	e)/tiktes	τίκτω	ti/ktw	v2siia---
ἔτλας	e)/tlas	τλάω	tla/w	v2saia---
ἔτλας	e)/tlas	τλάω	tla/w	v2saia---
ἔτλας	e)/tlas	τλάω	tla/w	v2siia---
ἔτλη	e)/tlh	τλάω	tla/w	v3saia---
ἔτλη	e)/tlh	τλάω	tla/w	v3siia---
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	a-s---ma-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	a-s---nn-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	a-s---nv-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	a-s---na-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	n-s---ma-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	n-s---fa-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	n-s---nn-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	n-s---nv-
ἔτυμον	e)/tumon	ἔτυμος	e)/tumos	n-s---na-
ἔφαινον	e)/fainon	φαίνω	fai/nw	v3piia---
ἔφαινον	e)/fainon	φαίνω	fai/nw	v1siia---
ἔφερον	e)/feron	φέρω	fe/rw	v3piia---
ἔφερον	e)/feron	φέρω	fe/rw	v1siia---
ἔφυ	e)/fu	φύω	fu/w	v3saia---
ἔφυν	e)/fun	φύω	fu/w	v3paia---
ἔφυν	e)/fun	φύω	fu/w	v3paia---
ἔφυν	e)/fun	φύω	fu/w	v1saia---
ἔφυς	e)/fus	φύω	fu/w	v2saia---
ἔφυτε	e)/fute	φύω	fu/w	v2paia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
