Αἰσχύλον	*ai)sxu/lon	Αἰσχύλος	*ai)sxu/los	n-s---ma-
ἔτει	e)/tei	ἔτος	e)/tos	n-s---nd-
ἔτη	e)/th	ἔτης	e)/ths	n-s---mv-
ἔτη	e)/th	ἔτος	e)/tos	n-p---nn-
ἔτη	e)/th	ἔτος	e)/tos	n-p---nv-
ἔτη	e)/th	ἔτος	e)/tos	n-p---na-
ἔτη	e)/th	ἔτος	e)/tos	n-d---nn-
ἔτη	e)/th	ἔτος	e)/tos	n-d---nv-
ἔτη	e)/th	ἔτος	e)/tos	n-d---na-
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nn-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nv-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---na-
ἔφερε	e)/fere	φέρω	fe/rw	v3siia---
ἔφευγον	e)/feugon	φεύγω	feu/gw	v3piia---
ἔφευγον	e)/feugon	φεύγω	feu/gw	v1siia---
ἔφη	e)/fh	φημί	fhmi/	v3siia---
ἔφυ	e)/fu	φύω	fu/w	v3saia---
ἔχε	e)/xe	ἔχω	e)/xw	v2spma---
ἔχε	e)/xe	ἔχω	e)/xw	v3siia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mv-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---ma-
ἔχεις	e)/xeis	ἔχω	e)/xw	v2spia---
ἔχεις	e)/xeis	χάω	xa/w	v2siia---
ἔχεις	e)/xeis	χέω	xe/w	v2siia---
ἔχετε	e)/xete	ἔχω	e)/xw	v2ppma---
ἔχετε	e)/xete	ἔχω	e)/xw	v2ppia---
ἔχετε	e)/xete	ἔχω	e)/xw	v2piia---
ἔχομαι	e)/xomai	ἔχω	e)/xw	v1spie---
ἔχοντας	e)/xontas	ἔχω	e)/xw	v-pppama-
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafn-
ἔχουσα	e)/xousa	ἔχω	e)/xw	v-sppafv-
ἔχω	e)/xw	ἔχω	e)/xw	v1spsa---
ἔχω	e)/xw	ἔχω	e)/xw	v1spia---
ἔχω	e)/xw	χόω	xo/w	v3siia---
ἔχων	e)/xwn	ἔχω	e)/xw	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	v3piia---
ἔχων	e)/xwn	χάω	xa/w	v1siia---
ἔχων	e)/xwn	χόω	xo/w	v3piia---
ἔχων	e)/xwn	χόω	xo/w	v1siia---
ἔχ’	e)/x'	ἔχις	e)/xis	n-s---mv-
ἔχ’	e)/x'	ἔχω	e)/xw	v2spma---
ἔχ’	e)/x'	ἔχω	e)/xw	v3siia---
ἔχ’	e)/x'	ἐκάς	e)ka/s	n-s---fv-
ἕκτῳ	e(/ktw|	ἕκτος	e(/ktos	a-s---md-
ἕκτῳ	e(/ktw|	ἕκτος	e(/ktos	a-s---nd-
ἕν	e(/n	εἷς	ei(=s	n-s---nn-
ἕν	e(/n	εἷς	ei(=s	n-s---nv-
ἕν	e(/n	εἷς	ei(=s	n-s---na-
ἕν	e(/n	ἵημι	i(/hmi	v3paia---
ἕν	e(/n	ἵημι	i(/hmi	v-sapann-
ἕν	e(/n	ἵημι	i(/hmi	v-sapanv-
ἕν	e(/n	ἵημι	i(/hmi	v-sapana-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nn-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nv-
ἕνα	e(/na	ἕνος	e(/nos	a-p---na-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fv-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fa-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fv-
ἕνα	e(/na	εἷς	ei(=s	n-s---ma-
ἕνεκα	e(/neka	ἕνεκα	e(/neka	r--------
ἕπεσθέ	e(/pesqe/	ἕπομαι	e(/pomai	v2ppme---
ἕπεσθέ	e(/pesqe/	ἕπομαι	e(/pomai	v2ppie---
ἕπεσθέ	e(/pesqe/	ἕπομαι	e(/pomai	v2piie---
ἕπου	e(/pou	ἕπομαι	e(/pomai	v2spme---
ἕπου	e(/pou	ἕπομαι	e(/pomai	v2siie---
ἕστηκας	e(/sthkas	ἵστημι	i(/sthmi	v2sria---
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---ma-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nn-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---nv-
ἕτερον	e(/teron	ἕτερος	e(/teros	a-s---na-
ἕτερος	e(/teros	ἕτερος	e(/teros	a-s---mn-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-p---nn-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-p---nv-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-p---na-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-s---mv-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-p---fn-
ἕτερ’	e(/ter'	ἕτερος	e(/teros	a-p---fv-
ἕωθεν	e(/wqen	ἕωθεν	e(/wqen	d--------
ἕως	e(/ws	ἕως	e(/ws	c--------
ἕως	e(/ws	ἠώς	h)w/s	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fn-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---ma-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---nn-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---nv-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---na-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---ma-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---nn-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---nv-
Ἑλληνικόν	*(ellhniko/n	Ἑλληνικός	*(ellhniko/s	a-s---na-
Ἑλλάδα	*(ella/da	Ἑλλάς	*(ella/s	n-s---fa-
Ἑλλάδι	*(ella/di	Ἑλλάς	*(ella/s	n-s---fd-
Ἑλλάνων	*(ella/nwn	Ἕλλην	*(/ellhn	n-p---mg-
Ἑλλάνων	*(ella/nwn	Ἕλλην	*(/ellhn	n-p---fg-
Ἑρμᾶ	*(erma=	Ἑρμῆς	*(ermh=s	n-s---mg-
Ἑρμᾶ	*(erma=	Ἑρμῆς	*(ermh=s	n-s---mn-
Ἑρμᾶ	*(erma=	ἑρμάζω	e(rma/zw	v1sfia---
Ἑρμᾶν	*(erma=n	Ἑρμῆς	*(ermh=s	n-s---ma-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v-sfpamv-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v-sfpann-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v-sfpanv-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v-sfpana-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v-sfpamn-
Ἑρμᾶν	*(erma=n	ἑρμάζω	e(rma/zw	v--fna---
Ἔρως	*)/erws	Ἔρως	*)/erws	n-s---mn-
Ἔρως	*)/erws	ἔροσ1	e)/ros1	n-p---ma-
Ἔρως	*)/erws	ἔρως	e)/rws	n-s---mn-
Ἕλλησι	*(/ellhsi	Ἕλλην	*(/ellhn	n-p---md-
Ἕλλησι	*(/ellhsi	Ἕλλην	*(/ellhn	n-p---fd-
ἠγωνίζετο	h)gwni/zeto	ἀγωνίζομαι	a)gwni/zomai	v3siie---
ἠγόρευον	h)go/reuon	ἀγορεύω	a)goreu/w	v3piia---
ἠγόρευον	h)go/reuon	ἀγορεύω	a)goreu/w	v1siia---
ἠθέλομεν	h)qe/lomen	ἐθέλω	e)qe/lw	v1piia---
ἠκολούθουν	h)kolou/qoun	ἀκολουθέω	a)kolouqe/w	v3piia---
ἠκολούθουν	h)kolou/qoun	ἀκολουθέω	a)kolouqe/w	v1siia---
ἠκούσατε	h)kou/sate	ἀκούω	a)kou/w	v2paia---
ἠκούσατ’	h)kou/sat'	ἀκούω	a)kou/w	v3saim---
ἠκούσατ’	h)kou/sat'	ἀκούω	a)kou/w	v2paia---
ἠλιθίους	h)liqi/ous	ἠλίθιος	h)li/qios	a-p---ma-
ἠλιθίους	h)liqi/ous	ἠλιθιόω	h)liqio/w	v2siia---
ἠλιθίους	h)liqi/ous	ἠλιθιόω	h)liqio/w	v2siia---
ἠλέησα	h)le/hsa	ἐλεάω	e)lea/w	v1saia---
ἠλέησα	h)le/hsa	ἐλεέω	e)lee/w	v1saia---
ἠλύγην	h)lu/ghn	ἀλύσσω	a)lu/ssw	v3paip---
ἠλύγην	h)lu/ghn	ἀλύσσω	a)lu/ssw	v1saip---
ἠλύγην	h)lu/ghn	ἠλύγη	h)lu/gh	n-s---fa-
ἠντεβόλει	h)ntebo/lei	ἀντί-ἀντιβολέω	a)nti/-a)ntibole/w	v3siia---
ἠντεβόλει	h)ntebo/lei	ἀντί-βολέω	a)nti/-bole/w	v3siia---
ἠνέσχετο	h)ne/sxeto	ἀνέχω	a)ne/xw	v3saim---
ἠπιαλῶν	h)pialw=n	ἠπιαλέω	h)piale/w	v-sppamn-
ἠργάσατο	h)rga/sato	ἐργάζομαι	e)rga/zomai	v3saie---
ἠρώτησεν	h)rw/thsen	ἐρωτάω	e)rwta/w	v3saia---
ἡ	h(	ὁ	o(	l-s---fn-
ἡ	h(	ὁ	o(	l-s---fv-
ἡγοῦνται	h(gou=ntai	ἡγέομαι	h(ge/omai	v3ppim---
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---na-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---na-
ἡδύν	h(du/n	ἡδύς	h(du/s	a-s---ma-
ἡδύν	h(du/n	ἡδύς	h(du/s	n-s---ma-
ἡλίκον	h(li/kon	ἡλίκος	h(li/kos	a-s---ma-
ἡλίκον	h(li/kon	ἡλίκος	h(li/kos	a-s---nn-
ἡλίκον	h(li/kon	ἡλίκος	h(li/kos	a-s---nv-
ἡλίκον	h(li/kon	ἡλίκος	h(li/kos	a-s---na-
ἡμερίδος	h(meri/dos	ἡμερίς	h(meri/s	n-s---fg-
ἡμερῶν	h(merw=n	ἡμέρα	h(me/ra	n-p---fg-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppamv-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppann-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppanv-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppana-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppamn-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v--pna---
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mv-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fv-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-p---fa-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-s---fg-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-p---fa-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-s---fg-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---ma-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---fa-
ἡμᾶς	h(ma=s	ἡμός	h(mo/s	a-s---fg-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---md-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---fd-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---mg-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---mg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---ng-
ἡνίκα	h(ni/ka	ἡνίκα	h(ni/ka	d--------
ἤ	h)/	ἤ1	h)/1	c--------
ἤ	h)/	ἤ2	h)/2	x--------
ἤγαγεν	h)/gagen	ἄγω	a)/gw	v3saia---
ἤγγειλε	h)/ggeile	ἀγγέλλω	a)gge/llw	v3saia---
ἤγγειλέ	h)/ggeile/	ἀγγέλλω	a)gge/llw	v3saia---
ἤδη	h)/dh	ἤδη	h)/dh	d--------
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---na-
ἤθελε	h)/qele	ἐθέλω	e)qe/lw	v3siia---
ἤκουσα	h)/kousa	ἀκούω	a)kou/w	v1saia---
ἤκουσας	h)/kousas	ἀκούω	a)kou/w	v2saia---
ἤλθομεν	h)/lqomen	ἔρχομαι	e)/rxomai	v1paia---
ἤν	h)/n	ἐάν	e)a/n	c--------
ἤν	h)/n	ἤν	h)/n	x--------
ἤρα	h)/ra	ἐράω1	e)ra/w1	v3siia---
ἤρα	h)/ra	ἐράω2	e)ra/w2	v3siia---
ἤρα	h)/ra	ἤρα	h)/ra	n-d---fn-
ἤρα	h)/ra	ἤρα	h)/ra	n-d---fv-
ἤρα	h)/ra	ἤρα	h)/ra	n-d---fa-
ἤρα	h)/ra	ἤρα	h)/ra	n-s---fn-
ἤρα	h)/ra	ἤρα	h)/ra	n-s---fv-
ἤστραπτ’	h)/strapt'	ἀστράπτω	a)stra/ptw	v3slie---
ἤστραπτ’	h)/strapt'	ἀστράπτω	a)stra/ptw	v3siia---
ἤστραπτ’	h)/strapt'	ἀστράπτω	a)stra/ptw	v3srie---
ἥδεσθαι	h(/desqai	ἥδομαι	h(/domai	v--pne---
ἥδιον	h(/dion	ἡδύς	h(du/s	a-s---mv-
ἥδιον	h(/dion	ἡδύς	h(du/s	a-s---fv-
ἥδιον	h(/dion	ἡδύς	h(du/s	a-s---nn-
ἥδιον	h(/dion	ἡδύς	h(du/s	a-s---nv-
ἥδιον	h(/dion	ἡδύς	h(du/s	a-s---na-
ἥδιόν	h(/dio/n	ἡδύς	h(du/s	a-s---mv-
ἥδιόν	h(/dio/n	ἡδύς	h(du/s	a-s---fv-
ἥδιόν	h(/dio/n	ἡδύς	h(du/s	a-s---nn-
ἥδιόν	h(/dio/n	ἡδύς	h(du/s	a-s---nv-
ἥδιόν	h(/dio/n	ἡδύς	h(du/s	a-s---na-
ἥκει	h(/kei	ἥκω	h(/kw	v2spie---
ἥκει	h(/kei	ἥκω	h(/kw	v3spia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1piia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1ppia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1piia---
ἥκοντες	h(/kontes	ἥκω	h(/kw	v-pppamn-
ἥκοντες	h(/kontes	ἥκω	h(/kw	v-pppamv-
ἥκουσαν	h(/kousan	ἥκω	h(/kw	v-sppafa-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v-pppamd-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v-pppand-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v3ppia---
ἥκω	h(/kw	ἥκω	h(/kw	v1spsa---
ἥκω	h(/kw	ἥκω	h(/kw	v1spia---
ἥκω	h(/kw	ἵημι	i(/hmi	v2saim---
ἥκω	h(/kw	ἵημι	i(/hmi	v2saim---
ἥν	h(/n	ὅς	o(/s	p-s---fa-
ἥξουσιν	h(/cousin	ἥκω	h(/kw	v3pasa---
ἥξουσιν	h(/cousin	ἥκω	h(/kw	v-pfpamd-
ἥξουσιν	h(/cousin	ἥκω	h(/kw	v-pfpand-
ἥξουσιν	h(/cousin	ἥκω	h(/kw	v3pfia---
ἥρως	h(/rws	ἥρως	h(/rws	n-p---ma-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---mn-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---mv-
ἥρως	h(/rws	ἥρως	h(/rws	n-s---mg-
ἥρως	h(/rws	ἥρως	h(/rws	n-s---mn-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---mn-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---mv-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---ma-
ἥρως	h(/rws	ἥρως	h(/rws	n-s---mn-
ἥρως	h(/rws	ἥρως	h(/rws	n-s---mv-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---ma-
ἥρως	h(/rws	ἥρως	h(/rws	n-p---mn-
ἥσθην	h(/sqhn	ἕζομαι	e(/zomai	v3paip---
ἥσθην	h(/sqhn	ἕζομαι	e(/zomai	v1saip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v3paip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v1saip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v3paip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v1saip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v3paip---
ἥσθην	h(/sqhn	ἥδομαι	h(/domai	v1saip---
ἥσθην	h(/sqhn	ἧμαι	h(=mai	v3dlim---
ἥσθην	h(/sqhn	κάθημαι	ka/qhmai	v3diim---
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---mn-
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---ma-
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---fn-
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---fa-
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---ma-
ἥττους	h(/ttous	ἥσσων	h(/sswn	a-p---fa-
ἦ	h)=	εἰμί	ei)mi/	v1siia---
ἦ	h)=	ἦ	h)=	d--------
ἦ	h)=	ἠμί	h)mi/	v3siia---
ἦλθες	h)=lqes	ἔρχομαι	e)/rxomai	v2saia---
ἦμεν	h)=men	εἰμί	ei)mi/	v1piia---
ἦν	h)=n	εἰμί	ei)mi/	v1siia---
ἦν	h)=n	εἰμί	ei)mi/	v3piia---
ἦν	h)=n	εἰμί	ei)mi/	v3siia---
ἦν	h)=n	ἠμί	h)mi/	v1siia---
ἦτε	h)=te	εἰμί	ei)mi/	v2piia---
ἦτε	h)=te	εἰμί	ei)mi/	v2ppsa---
ἦτε	h)=te	ἦτε	h)=te	g--------
ἧπτε	h(=pte	ἅπτω	a(/ptw	v3siia---
ἧς	h(=s	εἷς	ei(=s	n-s---mn-
ἧς	h(=s	ὅς	o(/s	p-s---fg-
Ἡρακλῆς	*(hraklh=s	Ἡρακλῆς	*(hraklh=s	n-s---mn-
Ἡράκλεις	*(hra/kleis	Ἡρακλῆς	*(hraklh=s	n-s---mv-
ἰδεῖν	i)dei=n	εἶδον	ei)=don	v--ana---
ἰδεῖν	i)dei=n	ἰδέω	i)de/w	v--pna---
ἰδού	i)dou/	ἰδού	i)dou/	d--------
ἰδών	i)dw/n	εἶδον	ei)=don	v-sapamn-
ἰοστεφάνους	i)ostefa/nous	ἰοστέφανος	i)oste/fanos	n-p---ma-
ἰοστεφάνους	i)ostefa/nous	ἰοστέφανος	i)oste/fanos	n-p---fa-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-p---nn-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-p---nv-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-p---na-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-d---fn-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-d---fv-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-d---fa-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-s---fn-
ἰσχνά	i)sxna/	ἰσχνός	i)sxno/s	a-s---fv-
ἰσχυρόν	i)sxuro/n	ἰσχυρός	i)sxuro/s	a-s---ma-
ἰσχυρόν	i)sxuro/n	ἰσχυρός	i)sxuro/s	a-s---nn-
ἰσχυρόν	i)sxuro/n	ἰσχυρός	i)sxuro/s	a-s---nv-
ἰσχυρόν	i)sxuro/n	ἰσχυρός	i)sxuro/s	a-s---na-
ἰσχυρός	i)sxuro/s	ἰσχυρός	i)sxuro/s	a-s---mn-
ἰσχάδας	i)sxa/das	ἰσχάς	i)sxa/s	n-p---fa-
ἰσχάδων	i)sxa/dwn	ἰσχάς	i)sxa/s	n-p---fg-
ἰσχύν	i)sxu/n	ἰσχύς	i)sxu/s	n-s---fa-
ἰέναι	i)e/nai	εἶμι	ei)=mi	v--pna---
ἰή	i)h/	ἰά	i)a/	n-s---fn-
ἰή	i)h/	ἰά	i)a/	n-s---fv-
ἰή	i)h/	ἰή	i)h/	x--------
ἰόντες	i)o/ntes	εἶμι	ei)=mi	v-pppamn-
ἰόντες	i)o/ntes	εἶμι	ei)=mi	v-pppamv-
ἰόντες	i)o/ntes	εἰμί	ei)mi/	v-pppamn-
ἰόντες	i)o/ntes	εἰμί	ei)mi/	v-pppamv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---ma-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---na-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mn-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mv-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---ma-
ἰώ	i)w/	ἰώ	i)w/	x--------
ἰώγα	i)w/ga	ἐγώγε	e)gw/ge	p-s----n-
ἰώγα	i)w/ga	ἐγώγε	e)gw/ge	p-s----v-
ἰών	i)w/n	εἶμι	ei)=mi	v-sppamn-
ἰών	i)w/n	εἰμί	ei)mi/	v-sppamn-
ἱδρῶτα	i(drw=ta	ἱδρώς	i(drw/s	n-s---ma-
ἱερεύς	i(ereu/s	ἱερεύς	i(ereu/s	n-s---mn-
ἱμάντας	i(ma/ntas	ἱμάς	i(ma/s	n-p---ma-
ἱμάντας	i(ma/ntas	ἱμάς	i(ma/s	n-p---ma-
ἱππασίας	i(ppasi/as	ἱππασία	i(ppasi/a	n-p---fa-
ἱππασίας	i(ppasi/as	ἱππασία	i(ppasi/a	n-s---fg-
ἱππεῦσι	i(ppeu=si	ἱππεύς	i(ppeu/s	n-p---md-
ἱππέας	i(ppe/as	ἱππεύς	i(ppeu/s	n-p---ma-
ἱστάς	i(sta/s	ἵστημι	i(/sthmi	v-sppamn-
ἱστάς	i(sta/s	ἵστημι	i(/sthmi	v-sppamv-
ἴδητε	i)/dhte	εἶδον	ei)=don	v2pasa---
ἴδοι	i)/doi	εἶδον	ei)=don	v3saoa---
ἴδοιεν	i)/doien	εἶδον	ei)=don	v3paoa---
ἴδοιεν	i)/doien	ἰδέω	i)de/w	v3ppoa---
ἴδω	i)/dw	εἶδον	ei)=don	v1sasa---
ἴθι	i)/qi	εἶμι	ei)=mi	v2spma---
ἴσθι	i)/sqi	εἰμί	ei)mi/	v2spma---
ἴσθι	i)/sqi	οἶδα	oi)=da	v2srma---
ἴσον	i)/son	ἴσος	i)/sos	a-s---ma-
ἴσον	i)/son	ἴσος	i)/sos	a-s---nn-
ἴσον	i)/son	ἴσος	i)/sos	a-s---nv-
ἴσον	i)/son	ἴσος	i)/sos	a-s---na-
ἴστε	i)/ste	οἶδα	oi)=da	v2prma---
ἴστε	i)/ste	οἶδα	oi)=da	v2pria---
ἴσχει	i)/sxei	ἴσχω	i)/sxw	v2spie---
ἴσχει	i)/sxei	ἴσχω	i)/sxw	v3spia---
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσως	i)/sws	d--------
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴσῳ	i)/sw|	ἴσος	i)/sos	a-s---md-
ἴσῳ	i)/sw|	ἴσος	i)/sos	a-s---nd-
ἴσῳ	i)/sw|	ἴσος	i)/sos	a-s---md-
ἴσῳ	i)/sw|	ἴσος	i)/sos	a-s---nd-
ἴτε	i)/te	εἶμι	ei)=mi	v2ppma---
ἴτε	i)/te	εἶμι	ei)=mi	v2ppia---
ἴτρια	i)/tria	ἴτριον	i)/trion	n-p---nn-
ἴτρια	i)/tria	ἴτριον	i)/trion	n-p---nv-
ἴτρια	i)/tria	ἴτριον	i)/trion	n-p---na-
ἴττω	i)/ttw	οἶδα	oi)=da	v3srma---
ἵκει	i(/kei	ἵκω	i(/kw	v3spia---
ἵκομες	i(/komes	ἵκω	i(/kw	v1ppia---
ἵνα	i(/na	ἵνα	i(/na	d--------
ἵνα	i(/na	ἵνα	i(/na	c--------
Ἰαοναῦ	*)iaonau=	Ἰαοναῦ	*)iaonau=	n-s---mv-
Ἰνοῦς	*)inou=s	Ἰνώ	*)inw/	n-p---fn-
Ἰνοῦς	*)inou=s	Ἰνώ	*)inw/	n-p---fv-
Ἰνοῦς	*)inou=s	Ἰνώ	*)inw/	n-s---fg-
Ἰνοῦς	*)inou=s	ἰνόω	i)no/w	v2spia---
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fn-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fv-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fa-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-s---fn-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-s---fv-
Ἰσμηνία	*)ismhni/a	Ἰσμηνίας	*)ismhni/as	n-s---mv-
