Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-pppamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-pppand-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---md-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ng-
ἐμποδίζονται	e)mpodi/zontai	ἐμποδίζω	e)mpodi/zw	urn:cite2:hmt:lsj.chicago_md:n34439	v3ppie---
ἐμποδίζονται	e)mpodi/zontai	ἐμποδίζω	e)mpodi/zw	urn:cite2:hmt:lsj.chicago_md:n34439	v3ppie---
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	urn:cite2:hmt:lsj.chicago_md:n34366	v2srma---
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	urn:cite2:hmt:lsj.chicago_md:n34366	v3sria---
ἐμπέσοι	e)mpe/soi	ἐμπίτνω	e)mpi/tnw	urn:cite2:hmt:lsj.chicago_md:n34366	v3saoa---
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	urn:cite2:hmt:lsj.chicago_md:n34587	n-s---mn-
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	urn:cite2:hmt:lsj.chicago_md:n34587	n-s---fn-
ἐμάν	e)ma/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fa-
ἐμάς	e)ma/s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mv-
ἐμή	e)mh/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fn-
ἐμή	e)mh/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fa-
ἐμήσατ’	e)mh/sat'	μήδομαι	mh/domai	urn:cite2:hmt:lsj.chicago_md:n67321	v3saim---
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---na-
ἐμός	e)mo/s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mn-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμᾷ	e)ma=|	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fd-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---ng-
ἐν	e)n	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
ἐν	e)n	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	urn:cite2:hmt:lsj.chicago_md:n34849	v-sppema-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	urn:cite2:hmt:lsj.chicago_md:n34849	v-sppenn-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	urn:cite2:hmt:lsj.chicago_md:n34849	v-sppenv-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	urn:cite2:hmt:lsj.chicago_md:n34849	v-sppena-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---nn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---nv-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-p---na-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-d---fn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-d---fv-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-d---fa-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-s---fn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-s---fv-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	urn:cite2:hmt:lsj.chicago_md:n35057	v-sppamd-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	urn:cite2:hmt:lsj.chicago_md:n35057	v-sppand-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	urn:cite2:hmt:lsj.chicago_md:n35057	v3ppia---
ἐναυστόλουν	e)nausto/loun	ναυστολέω	naustole/w	urn:cite2:hmt:lsj.chicago_md:n69889	v3piia---
ἐναυστόλουν	e)nausto/loun	ναυστολέω	naustole/w	urn:cite2:hmt:lsj.chicago_md:n69889	v1siia---
ἐναίρων	e)nai/rwn	ἐναίρω	e)nai/rw	urn:cite2:hmt:lsj.chicago_md:n34765	v-sppamn-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---mv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---fv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---nn-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---nv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---na-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	x--------
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---ma-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---nn-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---nv-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	urn:cite2:hmt:lsj.chicago_md:n35105	n-s---na-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	urn:cite2:hmt:lsj.chicago_md:n35228	n-p---fa-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	urn:cite2:hmt:lsj.chicago_md:n35266	n-s---ma-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	urn:cite2:hmt:lsj.chicago_md:n35266	n-s---fa-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	urn:cite2:hmt:lsj.chicago_md:n35266	n-s---nn-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	urn:cite2:hmt:lsj.chicago_md:n35266	n-s---nv-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	urn:cite2:hmt:lsj.chicago_md:n35266	n-s---na-
ἐνεγκεῖν	e)negkei=n	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v--ana---
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	urn:cite2:hmt:lsj.chicago_md:n35542	d--------
ἐνθάκησις	e)nqa/khsis	ἐνθάκησις	e)nqa/khsis	urn:cite2:hmt:lsj.chicago_md:n35547	n-s---fn-
ἐνθένδε	e)nqe/nde	ἐνθένδε	e)nqe/nde	urn:cite2:hmt:lsj.chicago_md:n35572	d--------
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	urn:cite2:hmt:lsj.chicago_md:n35592	n-s---mg-
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	urn:cite2:hmt:lsj.chicago_md:n35592	n-s---fg-
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	urn:cite2:hmt:lsj.chicago_md:n35592	n-s---ng-
ἐνιδεῖν	e)nidei=n	ἐνδέω1	e)nde/w	urn:cite2:hmt:lsj.chicago_md:n35167	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνδέω1	e)nde/w	urn:cite2:hmt:lsj.chicago_md:n35168	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνδέω2	e)nde/w	urn:cite2:hmt:lsj.chicago_md:n35167	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνδέω2	e)nde/w	urn:cite2:hmt:lsj.chicago_md:n35168	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνεῖδον	e)nei=don	urn:cite2:hmt:lsj.chicago_md:n35345	v--ana---
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	urn:cite2:hmt:lsj.chicago_md:n35762	v-pppann-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	urn:cite2:hmt:lsj.chicago_md:n35762	v-pppanv-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	urn:cite2:hmt:lsj.chicago_md:n35762	v-pppana-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	urn:cite2:hmt:lsj.chicago_md:n35762	v-sppama-
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3spoe---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3spoe---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppma---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppoa---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppia---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppma---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppoa---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2ppia---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3spie---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3spie---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3siie---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v3siie---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2piia---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v2piia---
ἐννοῶ	e)nnow=	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v1spsa---
ἐννοῶ	e)nnow=	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v1spia---
ἐννοῶ	e)nnow=	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v1spsa---
ἐννοῶ	e)nnow=	ἐννοέω	e)nnoe/w	urn:cite2:hmt:lsj.chicago_md:n35863	v1spia---
ἐννέποντες	e)nne/pontes	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v-pppamn-
ἐννέποντες	e)nne/pontes	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v-pppamv-
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐνταῦθά	e)ntau=qa/	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐντυχών	e)ntuxw/n	ἐντυγχάνω	e)ntugxa/nw	urn:cite2:hmt:lsj.chicago_md:n36345	v-sapamn-
ἐντόπων	e)nto/pwn	ἔντοπος	e)/ntopos	urn:cite2:hmt:lsj.chicago_md:n36280	n-p---mg-
ἐντόπων	e)nto/pwn	ἔντοπος	e)/ntopos	urn:cite2:hmt:lsj.chicago_md:n36280	n-p---fg-
ἐντόπων	e)nto/pwn	ἔντοπος	e)/ntopos	urn:cite2:hmt:lsj.chicago_md:n36280	n-p---ng-
ἐνύβρισαν	e)nu/brisan	ἐνυβρίζω	e)nubri/zw	urn:cite2:hmt:lsj.chicago_md:n36377	v3paia---
ἐνύβρισαν	e)nu/brisan	ἐνυβρίζω	e)nubri/zw	urn:cite2:hmt:lsj.chicago_md:n36377	v3paia---
ἐνύβρισαν	e)nu/brisan	ἐνυβρίζω	e)nubri/zw	urn:cite2:hmt:lsj.chicago_md:n36377	v3paia---
ἐξ	e)c	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
ἐξαμαρτεῖν	e)camartei=n	ἐξαμαρτάνω	e)camarta/nw	urn:cite2:hmt:lsj.chicago_md:n36677	v--ana---
ἐξανασχήσεσθε	e)canasxh/sesqe	ἐξανέχω	e)cane/xw	urn:cite2:hmt:lsj.chicago_md:n36786	v2pfim---
ἐξανείη	e)canei/h	ἐξανίημι	e)cani/hmi	urn:cite2:hmt:lsj.chicago_md:n36798	v3saoa---
ἐξανείη	e)canei/h	ἐξανίημι	e)cani/hmi	urn:cite2:hmt:lsj.chicago_md:n36798	v3saoa---
ἐξανηγόμην	e)canhgo/mhn	ἐξανάγω	e)cana/gw	urn:cite2:hmt:lsj.chicago_md:n36731	v1siie---
ἐξανίσταμαι	e)cani/stamai	ἐξανίστημι	e)cani/sthmi	urn:cite2:hmt:lsj.chicago_md:n36801	v1spie---
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppenn-
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppenv-
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppena-
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppenn-
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppenv-
ἐξαργούμενα	e)cargou/mena	ἐξαργέω	e)carge/w	urn:cite2:hmt:lsj.chicago_md:n36902	v-pppena-
ἐξαρκοῦσά	e)carkou=sa/	ἐξαρκέω	e)carke/w	urn:cite2:hmt:lsj.chicago_md:n36923	v-sppafn-
ἐξαρκοῦσά	e)carkou=sa/	ἐξαρκέω	e)carke/w	urn:cite2:hmt:lsj.chicago_md:n36923	v-sppafv-
ἐξαρκοῦσά	e)carkou=sa/	ἐξαρκέω	e)carke/w	urn:cite2:hmt:lsj.chicago_md:n36923	v-sppafn-
ἐξαρκοῦσά	e)carkou=sa/	ἐξαρκέω	e)carke/w	urn:cite2:hmt:lsj.chicago_md:n36923	v-sppafv-
ἐξαυδᾷς	e)cauda=|s	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spsa---
ἐξαυδᾷς	e)cauda=|s	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spia---
ἐξαυδᾷς	e)cauda=|s	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spsa---
ἐξαυδᾷς	e)cauda=|s	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spia---
ἐξαίφνης	e)cai/fnhs	ἐξαίφνης	e)cai/fnhs	urn:cite2:hmt:lsj.chicago_md:n36588	d--------
ἐξελθών	e)celqw/n	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v-sapamn-
ἐξελωβήθην	e)celwbh/qhn	ἐκλωβάομαι	e)klwba/omai	urn:cite2:hmt:lsj.chicago_md:n32418	v3paie---
ἐξελωβήθην	e)celwbh/qhn	ἐκλωβάομαι	e)klwba/omai	urn:cite2:hmt:lsj.chicago_md:n32418	v1saie---
ἐξελήλυθεν	e)celh/luqen	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3sria---
ἐξελήλυθεν	e)celh/luqen	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3plia---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v3sasa---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v2sfim---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v3sfia---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v3sasa---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v2sfim---
ἐξεμπολήσει	e)cempolh/sei	ἐξεμπολάω	e)cempola/w	urn:cite2:hmt:lsj.chicago_md:n37124	v3sfia---
ἐξεπλήσθη	e)ceplh/sqh	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v3saip---
ἐξερήσομαι	e)cerh/somai	ἐξέρομαι	e)ce/romai	urn:cite2:hmt:lsj.chicago_md:n37189	v1sfim---
ἐξερήσομαι	e)cerh/somai	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1sasm---
ἐξερήσομαι	e)cerh/somai	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1sfim---
ἐξερήσομαι	e)cerh/somai	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37178	v1sasm---
ἐξερήσομαι	e)cerh/somai	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37179	v1sasm---
ἐξερήσομαι	e)cerh/somai	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37178	v1sfim---
ἐξερήσομαι	e)cerh/somai	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37179	v1sfim---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v2spme---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spsa---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spia---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spsa---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spia---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v2spme---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spsa---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v1spia---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v2siie---
ἐξερῶ	e)cerw=	ἐξεράω	e)cera/w	urn:cite2:hmt:lsj.chicago_md:n37154	v2siie---
ἐξερῶ	e)cerw=	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37178	v1spsa---
ἐξερῶ	e)cerw=	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37179	v1spsa---
ἐξερῶ	e)cerw=	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37178	v1spia---
ἐξερῶ	e)cerw=	ἐξερέω	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37179	v1spia---
ἐξερῶ	e)cerw=	ἐξερέω1	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37178	v1sfia---
ἐξερῶ	e)cerw=	ἐξερέω1	e)cere/w	urn:cite2:hmt:lsj.chicago_md:n37179	v1sfia---
ἐξηύρισκε	e)chu/riske	ἐξευρίσκω	e)ceuri/skw	urn:cite2:hmt:lsj.chicago_md:n37244	v3siia---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v1saia---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v2slie---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v2srme---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v2slie---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v3saia---
ἐξηύχησ’	e)chu/xhs'	ἐξαυχέω	e)cauxe/w	urn:cite2:hmt:lsj.chicago_md:n37008	v2srie---
ἐξιδοῦ	e)cidou=	ἐξεῖδον	e)cei=don	urn:cite2:hmt:lsj.chicago_md:n37062	v2samm---
ἐξιών	e)ciw/n	ἔξειμι2	e)/ceimi	urn:cite2:hmt:lsj.chicago_md:n37074	v-sppamn-
ἐξιών	e)ciw/n	ἔξειμι2	e)/ceimi	urn:cite2:hmt:lsj.chicago_md:n37075	v-sppamn-
ἐξιών	e)ciw/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v-sppamn-
ἐξέβης	e)ce/bhs	ἐκβαίνω	e)kbai/nw	urn:cite2:hmt:lsj.chicago_md:n31706	v2saia---
ἐξέθηκ’	e)ce/qhk'	ἐκτίθημι	e)kti/qhmi	urn:cite2:hmt:lsj.chicago_md:n32998	v1saia---
ἐξέθηκ’	e)ce/qhk'	ἐκτίθημι	e)kti/qhmi	urn:cite2:hmt:lsj.chicago_md:n32998	v3saia---
ἐξέλκων	e)ce/lkwn	ἐξέλκω	e)ce/lkw	urn:cite2:hmt:lsj.chicago_md:n37114	v-sppamn-
ἐξέλκων	e)ce/lkwn	ἐξελκόω	e)celko/w	urn:cite2:hmt:lsj.chicago_md:n37111	v3piia---
ἐξέλκων	e)ce/lkwn	ἐξελκόω	e)celko/w	urn:cite2:hmt:lsj.chicago_md:n37111	v1siia---
ἐξέρπων	e)ce/rpwn	ἐξέρπω	e)ce/rpw	urn:cite2:hmt:lsj.chicago_md:n37190	v-sppamn-
ἐξέφυσεν	e)ce/fusen	ἐκφύω	e)kfu/w	urn:cite2:hmt:lsj.chicago_md:n33241	v3saia---
ἐξήκοι	e)ch/koi	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v3spoa---
ἐξήκουσας	e)ch/kousas	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v2saia---
ἐξήκουσ’	e)ch/kous'	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v1saia---
ἐξήκουσ’	e)ch/kous'	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v2slie---
ἐξήκουσ’	e)ch/kous'	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v2srme---
ἐξήκουσ’	e)ch/kous'	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v3saia---
