Αἴας	*ai)/as	Αἴας	*ai)/as	n-s---mn-
κληδών	klhdw/n	κληδών	klhdw/n	n-s---fv-
κλοπεύς	klopeu/s	κλοπεύς	klopeu/s	n-s---mn-
κλοπῇ	kloph=|	κλοπεύς	klopeu/s	n-s---md-
κλοπῇ	kloph=|	κλοπή	kloph/	n-s---fd-
κλέος	kle/os	κλέος	kle/os	n-s---nn-
κλέος	kle/os	κλέος	kle/os	n-s---nv-
κλέος	kle/os	κλέος	kle/os	n-s---na-
κλέψαι	kle/yai	κλέπτω	kle/ptw	v2samm---
κλέψαι	kle/yai	κλέπτω	kle/ptw	v--ana---
κλέψαι	kle/yai	κλέπτω	kle/ptw	v3saoa---
κλύει	klu/ei	κλύω	klu/w	v2spie---
κλύει	klu/ei	κλύω	klu/w	v3spia---
κλύειν	klu/ein	κλύω	klu/w	v--pna---
κλύεις	klu/eis	κλύω	klu/w	v2spia---
κλύοιμ’	klu/oim'	κλύω	klu/w	v1saoa---
κλύοιμ’	klu/oim'	κλύω	klu/w	v1spoa---
κλύω	klu/w	κλύω	klu/w	v1sasa---
κλύω	klu/w	κλύω	klu/w	v1spsa---
κλύω	klu/w	κλύω	klu/w	v1spia---
κλύων	klu/wn	κλύω	klu/w	v-sppamn-
κλύῃς	klu/h|s	κλύω	klu/w	v2sasa---
κλύῃς	klu/h|s	κλύω	klu/w	v2spsa---
κλύῃς	klu/h|s	κλύω	klu/w	v2sasa---
κοιμῶ	koimw=	κοιμάω	koima/w	v2spme---
κοιμῶ	koimw=	κοιμάω	koima/w	v1spsa---
κοιμῶ	koimw=	κοιμάω	koima/w	v1spia---
κοιμῶ	koimw=	κοιμάω	koima/w	v1spsa---
κοιμῶ	koimw=	κοιμάω	koima/w	v1spia---
κοιμῶ	koimw=	κοιμάω	koima/w	v2siie---
κοινά	koina/	κοινός	koino/s	a-p---nn-
κοινά	koina/	κοινός	koino/s	a-p---nv-
κοινά	koina/	κοινός	koino/s	a-p---na-
κοινά	koina/	κοινός	koino/s	a-d---fn-
κοινά	koina/	κοινός	koino/s	a-d---fv-
κοινά	koina/	κοινός	koino/s	a-d---fa-
κοινά	koina/	κοινός	koino/s	a-s---fn-
κοινά	koina/	κοινός	koino/s	a-s---fv-
κοινά	koina/	κοινός	koino/s	n-p---nn-
κοινά	koina/	κοινός	koino/s	n-p---nv-
κοινά	koina/	κοινός	koino/s	n-p---na-
κοινάν	koina/n	κοινός	koino/s	a-s---fa-
κοινάν	koina/n	κοινών	koinw/n	n-s---mn-
κοινάν	koina/n	κοινών	koinw/n	n-s---mv-
κομπεῖν	kompei=n	κομπέω	kompe/w	v--pna---
κομίζει	komi/zei	κομίζω	komi/zw	v2spie---
κομίζει	komi/zei	κομίζω	komi/zw	v3spia---
κομίζειν	komi/zein	κομίζω	komi/zw	v--pna---
κορέσαι	kore/sai	κορέννυμι	kore/nnumi	v--ana---
κορέσαι	kore/sai	κορέννυμι	kore/nnumi	v3saoa---
κοσμηθείς	kosmhqei/s	κοσμέω	kosme/w	v-sappmn-
κοσμηθείς	kosmhqei/s	κοσμέω	kosme/w	v-sappmv-
κουφίζειν	koufi/zein	κουφίζω	koufi/zw	v--pna---
κοὐ	kou)	οὐ	ou)	d--------
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nn-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nv-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---na-
κοὐκ	kou)k	οὐ	ou)	d--------
κοὐχ	kou)x	οὐ	ou)	d--------
κοὔτε	kou)/te	οὔτε	ou)/te	d--------
κοίλας	koi/las	κόιλος	ko/ilos	a-p---fa-
κοίλας	koi/las	κόιλος	ko/ilos	a-s---fg-
κοίλας	koi/las	κοῖλος	koi=los	a-p---fa-
κοίλας	koi/las	κοῖλος	koi=los	a-s---fg-
κοίτης	koi/ths	κοίτη	koi/th	n-s---fg-
κραταιαῖς	krataiai=s	κραταιά	krataia/	n-p---fd-
κραταιαῖς	krataiai=s	κραταιός	krataio/s	a-p---fd-
κρατεῖ	kratei=	κρατέω	krate/w	v2spie---
κρατεῖ	kratei=	κρατέω	krate/w	v3spia---
κρατεῖ	kratei=	κρατύς	kratu/s	a-s---md-
κρατεῖ	kratei=	κρατύς	kratu/s	a-s---nd-
κρατίστου	krati/stou	κράτιστος	kra/tistos	a-s---mg-
κρατίστου	krati/stou	κράτιστος	kra/tistos	a-s---ng-
κρατύνει	kratu/nei	κρατύνω	kratu/nw	v2spie---
κρατύνει	kratu/nei	κρατύνω	kratu/nw	v3spia---
κρατύνει	kratu/nei	κρατύνω	kratu/nw	v3sasa---
κρατύνειν	kratu/nein	κρατύνω	kratu/nw	v--pna---
κρατύνων	kratu/nwn	κρατύνω	kratu/nw	v-sppamn-
κρατῶ	kratw=	κρατέω	krate/w	v1spsa---
κρατῶ	kratw=	κρατέω	krate/w	v1spia---
κρατῶν	kratw=n	κράς	kra/s	n-p---fg-
κρατῶν	kratw=n	κράτος	kra/tos	n-p---ng-
κρατῶν	kratw=n	κρατέω	krate/w	v-sppamn-
κρατῶν	kratw=n	κρατύς	kratu/s	a-p---mg-
κρατῶν	kratw=n	κρατύς	kratu/s	a-p---ng-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-p---na-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-p---nn-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-s---ma-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-s---fa-
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	v2spma---
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	v3siia---
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---mn-
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---fn-
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v3piia---
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v1siia---
κρηναῖον	krhnai=on	κρηναῖος	krhnai=os	a-s---ma-
κρηναῖον	krhnai=on	κρηναῖος	krhnai=os	a-s---nn-
κρηναῖον	krhnai=on	κρηναῖος	krhnai=os	a-s---nv-
κρηναῖον	krhnai=on	κρηναῖος	krhnai=os	a-s---na-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-pappnn-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-pappnv-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-pappna-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-sappma-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-sappmd-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-sappnd-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappmn-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappmv-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappma-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappnn-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappnv-
κριθέντ’	kriqe/nt'	κρίνω	kri/nw	v-dappna-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fn-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fv-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fa-
κρυπτά	krupta/	κρυπτή	krupth/	n-s---fn-
κρυπτά	krupta/	κρυπτή	krupth/	n-s---fv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---nn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---nv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---na-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fa-
κρυπτά	krupta/	κρυπτός	krupto/s	a-s---fn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-s---fv-
κράτει	kra/tei	κράτος	kra/tos	n-d---nn-
κράτει	kra/tei	κράτος	kra/tos	n-d---nv-
κράτει	kra/tei	κράτος	kra/tos	n-d---na-
κράτει	kra/tei	κράτος	kra/tos	n-s---nd-
κράτει	kra/tei	κράτος	kra/tos	n-s---nd-
κράτει	kra/tei	κρατέω	krate/w	v2spma---
κράτει	kra/tei	κρατέω	krate/w	v3siia---
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---ma-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---nn-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---nv-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---na-
κράτιστος	kra/tistos	κράτιστος	kra/tistos	a-s---mn-
κράτος	kra/tos	κράτος	kra/tos	n-s---nn-
κράτος	kra/tos	κράτος	kra/tos	n-s---nv-
κράτος	kra/tos	κράτος	kra/tos	n-s---na-
κρίσις	kri/sis	κρίσις	kri/sis	n-p---fa-
κρίσις	kri/sis	κρίσις	kri/sis	n-s---fn-
κρύπτων	kru/ptwn	κρύπτω	kru/ptw	v-sppamn-
κρύφιος	kru/fios	κρύφιος	kru/fios	a-s---mn-
κρύφιος	kru/fios	κρύφιος	kru/fios	n-s---mn-
κρύφιος	kru/fios	κρύφιος	kru/fios	n-s---fn-
κρύψαι	kru/yai	κρύπτω	kru/ptw	v2samm---
κρύψαι	kru/yai	κρύπτω	kru/ptw	v--ana---
κρύψαι	kru/yai	κρύπτω	kru/ptw	v3saoa---
κρύψω	kru/yw	κρύπτω	kru/ptw	v1sasa---
κρύψω	kru/yw	κρύπτω	kru/ptw	v1sfia---
κρύψω	kru/yw	κρύπτω	kru/ptw	v2saim---
κρᾶτ’	kra=t'	κράς	kra/s	n-s---fa-
κρᾶτ’	kra=t'	κράς	kra/s	n-p---nn-
κρᾶτ’	kra=t'	κράς	kra/s	n-p---nv-
κρᾶτ’	kra=t'	κράς	kra/s	n-p---na-
κρᾶτ’	kra=t'	κράς	kra/s	n-d---fn-
κρᾶτ’	kra=t'	κράς	kra/s	n-d---fv-
κρᾶτ’	kra=t'	κράς	kra/s	n-d---fa-
κρῆναι	krh=nai	κραίνω	krai/nw	v2samm---
κρῆναι	krh=nai	κραίνω	krai/nw	v--ana---
κρῆναι	krh=nai	κρήνη	krh/nh	n-p---fn-
κρῆναι	krh=nai	κρήνη	krh/nh	n-p---fv-
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--ana---
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--fna---
κτανών	ktanw/n	κτείνω	ktei/nw	v-sapamn-
κτείνας	ktei/nas	κτείνω	ktei/nw	v-sapamn-
κτείνας	ktei/nas	κτείνω	ktei/nw	v-sapamv-
κτείνειν	ktei/nein	κτείνω	ktei/nw	v--pna---
κτήματος	kth/matos	κτῆμα	kth=ma	n-s---ng-
κτήσει	kth/sei	κτάομαι	kta/omai	v2sfim---
κτήσει	kth/sei	κτέομαι	kte/omai	v2sfie---
κτήσει	kth/sei	κτῆσις	kth=sis	n-d---fn-
κτήσει	kth/sei	κτῆσις	kth=sis	n-d---fv-
κτήσει	kth/sei	κτῆσις	kth=sis	n-d---fa-
κτήσει	kth/sei	κτῆσις	kth=sis	n-s---fd-
κτήσει	kth/sei	κτῆσις	kth=sis	n-s---fd-
κτύπος	ktu/pos	κτύπος	ktu/pos	n-s---mn-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---nn-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---nv-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---na-
κυρεῖ	kurei=	κυρέω	kure/w	v2spie---
κυρεῖ	kurei=	κυρέω	kure/w	v3spia---
κυρεῖς	kurei=s	κυρέω	kure/w	v2spia---
κυρίως	kuri/ws	κύριος	ku/rios	n-p---ma-
κυρίως	kuri/ws	κύριος	ku/rios	x--------
κυρίως	kuri/ws	κύριος	ku/rios	a-p---ma-
κυρίως	kuri/ws	κύριος	ku/rios	x--------
κυρίως	kuri/ws	κύριος	ku/rios	n-p---ma-
κυρίως	kuri/ws	κύριος	ku/rios	n-p---fa-
κυρίως	kuri/ws	κυρίως	kuri/ws	d--------
κυρίως	kuri/ws	κυριόω	kurio/w	v2siia---
κυρῶ	kurw=	κυρέω	kure/w	v1spsa---
κυρῶ	kurw=	κυρέω	kure/w	v1spia---
κυρῶ	kurw=	κυρόω	kuro/w	v1spsa---
κυρῶ	kurw=	κυρόω	kuro/w	v1spia---
κυρῶν	kurw=n	κῦρος	ku=ros	n-p---ng-
κυρῶν	kurw=n	κυρέω	kure/w	v-sppamn-
κυρῶν	kurw=n	κυρόω	kuro/w	v-sppamv-
κυρῶν	kurw=n	κυρόω	kuro/w	v-sppann-
κυρῶν	kurw=n	κυρόω	kuro/w	v-sppanv-
κυρῶν	kurw=n	κυρόω	kuro/w	v-sppana-
κυρῶν	kurw=n	κυρόω	kuro/w	v-sppamn-
κυρῶν	kurw=n	κυρόω	kuro/w	v--pna---
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fn-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fv-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fa-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-s---fd-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-s---fd-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fn-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fv-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fa-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-s---fd-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-s---fd-
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v3sasa---
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v2sfim---
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v3sfia---
κἀγαθός	ka)gaqo/s	ἀγαθός	a)gaqo/s	a-s---mn-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---fg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---mg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---ng-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppann-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppanv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppana-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamn-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v--pna---
κἀγγύθεν	ka)ggu/qen	ἐγγύθεν	e)ggu/qen	d--------
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mn-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mv-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---ma-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mv-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fv-
κἀκ	ka)k	ἐκ	e)k	r--------
κἀκείνοισι	ka)kei/noisi	ἐκεῖνος	e)kei=nos	n-p---nd-
κἀκείνοισι	ka)kei/noisi	ἐκεῖνος	e)kei=nos	n-p---md-
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2sfim---
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v3spia---
κἀκεῖ	ka)kei=	ἐκεῖ	e)kei=	d--------
κἀκεῖθεν	ka)kei=qen	ἐκεῖθεν	e)kei=qen	d--------
κἀκεῖνον	ka)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
κἀκλιπών	ka)klipw/n	ἐκλείπω	e)klei/pw	v-sapamn-
κἀκχέω	ka)kxe/w	ἐκχέω	e)kxe/w	v1spsa---
κἀκχέω	ka)kxe/w	ἐκχέω	e)kxe/w	v1spia---
κἀκχέω	ka)kxe/w	ἐκχέω	e)kxe/w	v1spsa---
κἀκχέω	ka)kxe/w	ἐκχέω	e)kxe/w	v1spia---
κἀκχέω	ka)kxe/w	ἐκχέω	e)kxe/w	v1sasa---
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mn-
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mv-
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spse---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spie---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v3spsa---
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---md-
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---fd-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mn-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mv-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mn-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mv-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-pppann-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-pppanv-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-pppana-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-sppama-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-sppamd-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-sppand-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v3ppia---
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppamn-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppamv-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppama-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppann-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppanv-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v-dppana-
κἀμπνέοντ’	ka)mpne/ont'	ἀναπνέω	a)napne/w	v3ppie---
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppann-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppanv-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppana-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppama-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppann-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppanv-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-pppana-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppama-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppamd-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppand-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v3ppia---
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppamd-
κἀμπνέοντ’	ka)mpne/ont'	ἐμπνέω	e)mpne/w	v-sppand-
