Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
ἐγχώριος	e)gxw/rios	ἐγχώριος	e)gxw/rios	a-s---mn-
ἐγχώριος	e)gxw/rios	ἐγχώριος	e)gxw/rios	n-s---mn-
ἐγχώριος	e)gxw/rios	ἐγχώριος	e)gxw/rios	n-s---fn-
ἐγένετο	e)ge/neto	γίγνομαι	gi/gnomai	v3saim---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐδέξατο	e)de/cato	δέχομαι	de/xomai	v3saim---
ἐδέξατο	e)de/cato	δείκνυμι	dei/knumi	v3saim---
ἐθαύμασαν	e)qau/masan	θαυμάζω	qauma/zw	v3paia---
ἐθείνοντο	e)qei/nonto	θείνω	qei/nw	v3piie---
ἐθρέψατ’	e)qre/yat'	τρέφω	tre/fw	v3saim---
ἐθρέψατ’	e)qre/yat'	τρέφω	tre/fw	v2paia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκβολάν	e)kbola/n	ἐκβολή	e)kbolh/	n-s---fa-
ἐκβάλοι	e)kba/loi	ἐκβάλλω	e)kba/llw	v3saoa---
ἐκδίκως	e)kdi/kws	ἔκδικος	e)/kdikos	x--------
ἐκδίκως	e)kdi/kws	ἔκδικος	e)/kdikos	n-p---ma-
ἐκδίκως	e)kdi/kws	ἔκδικος	e)/kdikos	n-p---fa-
ἐκείνοις	e)kei/nois	ἐκεῖνος	e)kei=nos	n-p---nd-
ἐκείνοις	e)kei/nois	ἐκεῖνος	e)kei=nos	n-p---md-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
ἐκείνου	e)kei/nou	κενόω	keno/w	v3siia---
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	n-p---ng-
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	n-p---fg-
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	n-p---mg-
ἐκείνων	e)kei/nwn	κενόω	keno/w	v3piia---
ἐκείνων	e)kei/nwn	κενόω	keno/w	v1siia---
ἐκεῖθι	e)kei=qi	ἐκεῖθι	e)kei=qi	d--------
ἐκθαμνίσητε	e)kqamni/shte	ἐκθαμνίζω	e)kqamni/zw	v2pasa---
ἐκθαμνίσητε	e)kqamni/shte	ἐκθαμνίζω	e)kqamni/zw	v2pasa---
ἐκκαρπίζεται	e)kkarpi/zetai	ἐκκαρπίζομαι	e)kkarpi/zomai	v3spie---
ἐκκαρπίζεται	e)kkarpi/zetai	ἐκκαρπίζομαι	e)kkarpi/zomai	v3spie---
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefn-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefv-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefa-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-sppefn-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-sppefv-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefn-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefv-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-dppefa-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-sppefn-
ἐκκενουμένα	e)kkenoume/na	ἐκκενόω	e)kkeno/w	v-sppefv-
ἐκκρίτους	e)kkri/tous	ἔκκριτος	e)/kkritos	n-p---ma-
ἐκκρίτους	e)kkri/tous	ἔκκριτος	e)/kkritos	n-p---fa-
ἐκλαπάξαι	e)klapa/cai	ἐκλαπάζω	e)klapa/zw	v--ana---
ἐκλαπάξαι	e)klapa/cai	ἐκλαπάζω	e)klapa/zw	v3saoa---
ἐκλαπάξαι	e)klapa/cai	ἐκλαπάζω	e)klapa/zw	v--ana---
ἐκλαπάξαι	e)klapa/cai	ἐκλαπάζω	e)klapa/zw	v3saoa---
ἐκλείπειν	e)klei/pein	ἐκλείπω	e)klei/pw	v--pna---
ἐκπέρσαι	e)kpe/rsai	ἐκπέρθω	e)kpe/rqw	v--ana---
ἐκπέρσαι	e)kpe/rsai	ἐκπέρθω	e)kpe/rqw	v3saoa---
ἐκπέρσειν	e)kpe/rsein	ἐκπέρθω	e)kpe/rqw	v--fna---
ἐκτρέποντες	e)ktre/pontes	ἐκτρέπω	e)ktre/pw	v-pppamn-
ἐκτρέποντες	e)ktre/pontes	ἐκτρέπω	e)ktre/pw	v-pppamv-
ἐκτίνων	e)kti/nwn	ἐκτίνω	e)kti/nw	v-sppamn-
ἐκτίνων	e)kti/nwn	ἐκτίνω	e)kti/nw	v-sppamn-
ἐκτός	e)kto/s	ἐκτός	e)kto/s	d--------
ἐκφορᾶς	e)kfora=s	ἐκφορά	e)kfora/	n-s---fg-
ἐκφυγών	e)kfugw/n	ἐκφεύγω	e)kfeu/gw	v-sapamn-
ἐκφύγοις	e)kfu/gois	ἐκφεύγω	e)kfeu/gw	v2saoa---
ἐλευθέραν	e)leuqe/ran	ἐλεύθερος	e)leu/qeros	a-s---fa-
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	v--ana---
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-pppann-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-pppanv-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-pppana-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-sppama-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-sppamd-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-sppand-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v3ppia---
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppamn-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppamv-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppama-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppann-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppanv-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v-dppana-
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v3ppie---
ἐλλείποντ’	e)llei/pont'	ἐλλείπω	e)llei/pw	v3piie---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	v1spsa---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	v1spia---
ἐλπίς	e)lpi/s	ἐλπίς	e)lpi/s	n-s---fn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	v-papamn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	v-papamv-
ἐμβαλών	e)mbalw/n	ἐμβάλλω	e)mba/llw	v-sapamn-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	v-prpann-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	v-prpanv-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	v-prpana-
ἐμβεβληκότα	e)mbeblhko/ta	ἐμβάλλω	e)mba/llw	v-srpama-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-sppefg-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-sppefg-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-pppefa-
ἐμβριμωμένας	e)mbrimwme/nas	ἐμβριμάομαι	e)mbrima/omai	v-sppefg-
ἐμοιράσαντο	e)moira/santo	μοιράω	moira/w	v3paim---
ἐμοιράσαντο	e)moira/santo	μοιράω	moira/w	v3paim---
ἐμοιράσαντο	e)moira/santo	μοιράζω	moira/zw	v3paim---
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμποδών	e)mpodw/n	ἐμποδών	e)mpodw/n	d--------
ἐμφανῶς	e)mfanw=s	ἐμφανής	e)mfanh/s	x--------
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	a-s---fg-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	a-p---fg-
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	a-p---mg-
ἐναντίων	e)nanti/wn	ἐναντίος	e)nanti/os	a-p---ng-
ἐναργῶς	e)nargw=s	ἐναργής	e)nargh/s	x--------
ἐνδατούμενος	e)ndatou/menos	ἐνδατέομαι	e)ndate/omai	v-sppemn-
ἐνδατούμενος	e)ndatou/menos	ἐνδατέομαι	e)ndate/omai	v-sppmmn-
ἐνδικώτερος	e)ndikw/teros	ἔνδικος	e)/ndikos	a-s---mn-
ἐνδικώτερος	e)ndikw/teros	ἔνδικος	e)/ndikos	n-s---mn-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---fa-
ἐννέπω	e)nne/pw	ἐνέπω	e)ne/pw	v1spsa---
ἐννέπω	e)nne/pw	ἐνέπω	e)ne/pw	v1spia---
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	d--------
ἐντός	e)nto/s	ἐντός	e)nto/s	d--------
ἐνυπνίων	e)nupni/wn	ἐνύπνιον	e)nu/pnion	n-p---ng-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	n-p---mg-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	n-p---fg-
ἐνυπνίων	e)nupni/wn	ἐνύπνιος	e)nu/pnios	n-p---ng-
ἐνόσφισεν	e)no/sfisen	νοσφίζομαι	nosfi/zomai	v3saia---
ἐνόσφισεν	e)no/sfisen	νοσφίζω	nosfi/zw	v3saia---
ἐνώμα	e)nw/ma	νωμάω	nwma/w	v3siia---
ἐξ	e)c	ἐκ	e)k	r--------
ἐξιστορῆσαι	e)cistorh=sai	ἐξιστορέω	e)cistore/w	v--ana---
ἐξιστορῆσαι	e)cistorh=sai	ἐξιστορέω	e)cistore/w	v--ana---
ἐξυπτιάζων	e)cuptia/zwn	ἐξυπτιάζω	e)cuptia/zw	v-sppamn-
ἐξυπτιάζων	e)cuptia/zwn	ἐξυπτιάζω	e)cuptia/zw	v-sppamn-
ἐξέζεσεν	e)ce/zesen	ἐκζέω	e)kze/w	v3saia---
ἐξέπραξεν	e)ce/pracen	ἐκπράσσω	e)kpra/ssw	v3saia---
ἐξέπραξεν	e)ce/pracen	ἐκπράσσω	e)kpra/ssw	v3saia---
ἐξόδοις	e)co/dois	ἔξοδοσ1	e)/codos1	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos2	n-p---md-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos2	n-p---fd-
ἐξόδοις	e)co/dois	ἔξοδοσ2	e)/codos2	n-p---nd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ1	e)/codos1	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos2	n-p---md-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos2	n-p---fd-
ἐξόδοισι	e)co/doisi	ἔξοδοσ2	e)/codos2	n-p---nd-
ἐξόδους	e)co/dous	ἔξοδοσ1	e)/codos1	n-p---fa-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos2	n-p---ma-
ἐξόδους	e)co/dous	ἔξοδοσ2	e)/codos2	n-p---fa-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpema-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpenn-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpenv-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpena-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpema-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpenn-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpenv-
ἐξῃκασμένον	e)ch|kasme/non	ἐξεικάζω	e)ceika/zw	v-srpena-
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v3spia---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v3spia---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	v1spsa---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	v1spia---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	v1spsa---
ἐπαινῶ	e)painw=	ἐπαινέω	e)paine/w	v1spia---
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	n-s---ma-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	n-s---fa-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	n-s---nn-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	n-s---nv-
ἐπακτόν	e)pakto/n	ἐπακτός	e)pakto/s	n-s---na-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	v-papamn-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	v-papamv-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	v-papamn-
ἐπανθίσαντες	e)panqi/santes	ἐπανθίζω	e)panqi/zw	v-papamv-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	n-d---fn-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	n-d---fv-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	n-d---fa-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	n-s---fd-
ἐπαρκέσει	e)parke/sei	ἐπάρκεσις	e)pa/rkesis	n-s---fd-
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	v3sasa---
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	v2sfim---
ἐπαρκέσει	e)parke/sei	ἐπαρκέω	e)parke/w	v3sfia---
ἐπεμβάς	e)pemba/s	ἐπεμβαίνω	e)pembai/nw	v-sapamn-
ἐπεμβάς	e)pemba/s	ἐπεμβαίνω	e)pembai/nw	v-sapamv-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	v-pfpafa-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	v-sfpafg-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	v-sapamn-
ἐπεξιακχάσας	e)peciakxa/sas	ἐπεξιακχάζω	e)peciakxa/zw	v-sapamv-
ἐπεί	e)pei/	ἐπεί	e)pei/	c--------
ἐπεύχεται	e)peu/xetai	ἐπεύχομαι	e)peu/xomai	v3spie---
ἐπεύχομαι	e)peu/xomai	ἐπεύχομαι	e)peu/xomai	v1spie---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	v2siie---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	v2spme---
ἐπεύχου	e)peu/xou	ἐπεύχομαι	e)peu/xomai	v2siie---
ἐπηλάλαξαν	e)phla/lacan	ἐπαλαλάζω	e)palala/zw	v3paia---
ἐπηλάλαξεν	e)phla/lacen	ἐπαλαλάζω	e)palala/zw	v3saia---
ἐπηλύδων	e)phlu/dwn	ἔπηλυς	e)/phlus	n-p---mg-
ἐπηλύδων	e)phlu/dwn	ἔπηλυς	e)/phlus	n-p---fg-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	n-p---md-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	n-p---fd-
ἐπιγόνοις	e)pigo/nois	ἐπίγονος	e)pi/gonos	n-p---nd-
ἐπικότους	e)piko/tous	ἐπίκοτος	e)pi/kotos	n-p---ma-
ἐπικότους	e)piko/tous	ἐπίκοτος	e)pi/kotos	n-p---fa-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	n-p---mg-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	n-p---fg-
ἐπιμαστιδίων	e)pimastidi/wn	ἐπιμαστίδιος	e)pimasti/dios	n-p---ng-
ἐπιμαίνεται	e)pimai/netai	ἐπιμαίνομαι	e)pimai/nomai	v3spie---
ἐπιμέλπειν	e)pime/lpein	ἐπιμέλπω	e)pime/lpw	v--pna---
ἐπιμόλους	e)pimo/lous	ἐπίμολος	e)pi/molos	n-p---ma-
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v2spse---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v2spie---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v3spsa---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v3spia---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v2spse---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v2spie---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v3spsa---
ἐπινωμᾷ	e)pinwma=|	ἐπινωμάω	e)pinwma/w	v3spia---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	v2spie---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	v3spia---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	v2spie---
ἐπιπνεῖ	e)pipnei=	ἐπιπνέω	e)pipne/w	v3spia---
ἐπιρρύου	e)pirru/ou	ἐπιρρύομαι	e)pirru/omai	v2spme---
ἐπιρρύου	e)pirru/ou	ἐπιρρύομαι	e)pirru/omai	v2siie---
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ1	e)pi/skopos1	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos2	n-p---md-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos2	n-p---fd-
ἐπισκόποις	e)pisko/pois	ἐπίσκοποσ2	e)pi/skopos2	n-p---nd-
ἐπισπέρχει	e)pispe/rxei	ἐπισπέρχω	e)pispe/rxw	v2spie---
ἐπισπέρχει	e)pispe/rxei	ἐπισπέρχω	e)pispe/rxw	v3spia---
ἐπιστροφάς	e)pistrofa/s	ἐπιστροφή	e)pistrofh/	n-p---fa-
ἐπιστάται	e)pista/tai	ἐπιστάτη	e)pista/th	n-s---fd-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	n-p---mn-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	n-p---mv-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	n-s---md-
ἐπισχέθοι	e)pisxe/qoi	ἐπισχεθεῖν	e)pisxeqei=n	v3saoa---
ἐπλάγχθη	e)pla/gxqh	πλάζω	pla/zw	v3saip---
ἐποπτῆρας	e)popth=ras	ἐποπτήρ	e)popth/r	n-p---ma-
ἐπωνυμίαν	e)pwnumi/an	ἐπωνύμιος	e)pwnu/mios	a-s---fa-
ἐπωνυμίαν	e)pwnumi/an	ἐπωνυμία	e)pwnumi/a	n-s---fa-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	n-s---md-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	n-s---fd-
ἐπωνύμῳ	e)pwnu/mw|	ἐπώνυμος	e)pw/numos	n-s---nd-
ἐπάγει	e)pa/gei	ἐπάγω	e)pa/gw	v2spie---
ἐπάγει	e)pa/gei	ἐπάγω	e)pa/gw	v3spia---
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	n-p---fn-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	n-p---fv-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	n-p---fn-
ἐπάλξεις	e)pa/lceis	ἔπαλξις	e)/palcis	n-p---fa-
ἐπάλξεων	e)pa/lcewn	ἔπαλξις	e)/palcis	n-p---fg-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	a-s---ma-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	a-s---nn-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	a-s---nv-
ἐπάξιον	e)pa/cion	ἐπάξιος	e)pa/cios	a-s---na-
ἐπέκρανεν	e)pe/kranen	ἐπικραίνω	e)pikrai/nw	v3saia---
ἐπέσταλται	e)pe/staltai	ἐπιστέλλω	e)piste/llw	v3srie---
ἐπί	e)pi/	ἐπί	e)pi/	r--------
ἐπίδοι	e)pi/doi	ἐπεῖδον	e)pei=don	v3saoa---
ἐπίδοιμι	e)pi/doimi	ἐπεῖδον	e)pei=don	v1saoa---
ἐπίλυσιν	e)pi/lusin	ἐπίλυσις	e)pi/lusis	n-s---fa-
ἐπίρροθον	e)pi/rroqon	ἐπίρροθος	e)pi/rroqos	n-s---ma-
ἐπίρροθον	e)pi/rroqon	ἐπίρροθος	e)pi/rroqos	n-s---fa-
ἐπίρροθον	e)pi/rroqon	ἐπίρροθος	e)pi/rroqos	n-s---nn-
ἐπίρροθον	e)pi/rroqon	ἐπίρροθος	e)pi/rroqos	n-s---nv-
ἐπίρροθον	e)pi/rroqon	ἐπίρροθος	e)pi/rroqos	n-s---na-
ἐπίχαρις	e)pi/xaris	ἐπίχαρις	e)pi/xaris	n-s---mn-
ἐπίχαρις	e)pi/xaris	ἐπίχαρις	e)pi/xaris	n-s---fn-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	n-s---ma-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	n-s---fa-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	n-s---nn-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	n-s---nv-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	n-s---na-
ἐπώνυμος	e)pw/numos	ἐπώνυμος	e)pw/numos	n-s---mn-
ἐπώνυμος	e)pw/numos	ἐπώνυμος	e)pw/numos	n-s---fn-
ἐπῆν	e)ph=n	ἔπειμι1	e)/peimi1	v1siia---
ἐπῆν	e)ph=n	ἔπειμι1	e)/peimi1	v3piia---
ἐπῆν	e)ph=n	ἔπειμι1	e)/peimi1	v3siia---
ἐρατῶν	e)ratw=n	ἐρατός	e)rato/s	a-p---fg-
ἐρατῶν	e)ratw=n	ἐρατός	e)rato/s	a-p---mg-
ἐρατῶν	e)ratw=n	ἐρατός	e)rato/s	a-p---ng-
ἐργμάτων	e)rgma/twn	ἔργμα	e)/rgma	n-p---ng-
ἐρειψίτοιχοι	e)reiyi/toixoi	ἐρειψίτοιχος	e)reiyi/toixos	n-p---mn-
ἐρειψίτοιχοι	e)reiyi/toixoi	ἐρειψίτοιχος	e)reiyi/toixos	n-p---mv-
ἐρειψίτοιχοι	e)reiyi/toixoi	ἐρειψίτοιχος	e)reiyi/toixos	n-p---fn-
ἐρειψίτοιχοι	e)reiyi/toixoi	ἐρειψίτοιχος	e)reiyi/toixos	n-p---fv-
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	v2spia---
ἐρεῖς	e)rei=s	ἐρῶ	e)rw=	v2sfia---
ἐρξάτην	e)rca/thn	ἔρδω	e)/rdw	v3daia---
ἐρξάτην	e)rca/thn	ἔργω1	e)/rgw1	v3daia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v2spme---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v1spsa---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v1spia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v1spsa---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v1spia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	v2siie---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v2pasa---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v2ppma---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v2ppia---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v3sasm---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v3spie---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v3siie---
ἐρέσσετ’	e)re/sset'	ἐρέσσω	e)re/ssw	v2piia---
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2spme---
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2siie---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spia---
