Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sama---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spsa---
ἐρῶ	e)rw=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v1sfia---
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v-pppamg-
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v-pppang-
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3ppma---
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	urn:cite2:hmt:lsj.chicago_md:n31373	v-pppamg-
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	urn:cite2:hmt:lsj.chicago_md:n31373	v-pppang-
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	urn:cite2:hmt:lsj.chicago_md:n31373	v3ppma---
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v2spie---
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3spia---
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v-pppamd-
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v-pppand-
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3ppia---
ἐσθίων	e)sqi/wn	ἔσθος	e)/sqos	urn:cite2:hmt:lsj.chicago_md:n42895	n-p---ng-
ἐσθίων	e)sqi/wn	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v-sppamn-
ἐσθίων	e)sqi/wn	εἰσθέω	ei)sqe/w	urn:cite2:hmt:lsj.chicago_md:n31373	v-sppamn-
ἐσιώπα	e)siw/pa	σιωπάω	siwpa/w	urn:cite2:hmt:lsj.chicago_md:n94473	v3siia---
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	urn:cite2:hmt:lsj.chicago_md:n94473	v3piia---
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	urn:cite2:hmt:lsj.chicago_md:n94473	v1siia---
ἐσκανδαλίζοντο	e)skandali/zonto	σκανδαλίζω	skandali/zw	urn:cite2:hmt:lsj.chicago_md:n94549	v3piie---
ἐσμεν	e)smen	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v1ppia---
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	urn:cite2:hmt:lsj.chicago_md:n95545	v-srpema-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	urn:cite2:hmt:lsj.chicago_md:n95545	v-srpenn-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	urn:cite2:hmt:lsj.chicago_md:n95545	v-srpenv-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	urn:cite2:hmt:lsj.chicago_md:n95545	v-srpena-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-srpema-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-srpenn-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-srpenv-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-srpena-
ἐσπλαγχνίσθη	e)splagxni/sqh	σπλαγχνίζω	splagxni/zw	urn:cite2:hmt:lsj.chicago_md:n95957	v3saip---
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v-srpema-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v-srpenn-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v-srpenv-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v-srpena-
ἐσταύρωσαν	e)stau/rwsan	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v3paia---
ἐστε	e)ste	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v2ppia---
ἐστιν	e)stin	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	urn:cite2:hmt:lsj.chicago_md:n97038	v-srpema-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	urn:cite2:hmt:lsj.chicago_md:n97038	v-srpenn-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	urn:cite2:hmt:lsj.chicago_md:n97038	v-srpenv-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	urn:cite2:hmt:lsj.chicago_md:n97038	v-srpena-
ἐστέ	e)ste/	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v2ppia---
ἐστέναξεν	e)ste/nacen	στενάζω	stena/zw	urn:cite2:hmt:lsj.chicago_md:n96470	v3saia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-prpann-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-prpann-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-prpanv-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-prpanv-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-prpana-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-prpana-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-srpama-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-srpama-
ἐσχάτως	e)sxa/tws	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	x--------
ἐσχάτως	e)sxa/tws	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---ma-
ἐσχίσθη	e)sxi/sqh	σχίζω	sxi/zw	urn:cite2:hmt:lsj.chicago_md:n101882	v3saip---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	urn:cite2:hmt:lsj.chicago_md:n31556	v3siia---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	urn:cite2:hmt:lsj.chicago_md:n31556	v2spma---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	urn:cite2:hmt:lsj.chicago_md:n31556	v3siia---
ἐταράχθησαν	e)tara/xqhsan	ταράσσω	tara/ssw	urn:cite2:hmt:lsj.chicago_md:n102432	v3paip---
ἐτόλμα	e)to/lma	τολμάω	tolma/w	urn:cite2:hmt:lsj.chicago_md:n104225	v3siia---
ἐτῶν	e)tw=n	ἔτης	e)/ths	urn:cite2:hmt:lsj.chicago_md:n43260	n-p---mg-
ἐτῶν	e)tw=n	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-p---ng-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	urn:cite2:hmt:lsj.chicago_md:n43070	v-sfpamv-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	urn:cite2:hmt:lsj.chicago_md:n43070	v-sfpann-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	urn:cite2:hmt:lsj.chicago_md:n43070	v-sfpanv-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	urn:cite2:hmt:lsj.chicago_md:n43070	v-sfpana-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	urn:cite2:hmt:lsj.chicago_md:n43070	v-sfpamn-
ἐφανερώθη	e)fanerw/qh	φανερόω	fanero/w	urn:cite2:hmt:lsj.chicago_md:n110246	v3saip---
ἐφοβεῖτο	e)fobei=to	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v3siie---
ἐφοβοῦντο	e)fobou=nto	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v3piie---
ἐφοβήθησαν	e)fobh/qhsan	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v3paip---
ἐφυλαξάμην	e)fulaca/mhn	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v1saim---
ἐφυλαξάμην	e)fulaca/mhn	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v1saim---
ἐφάνη	e)fa/nh	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v3saip---
ἐφάνη	e)fa/nh	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v3siia---
ἐφάνη	e)fa/nh	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v3siia---
ἐφύτευσεν	e)fu/teusen	φυτεύω	futeu/w	urn:cite2:hmt:lsj.chicago_md:n112755	v3saia---
ἐφώνησεν	e)fw/nhsen	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v3saia---
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	urn:cite2:hmt:lsj.chicago_md:n45948	a-p---ma-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppefa-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppefa-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppefg-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppefg-
ἐχορτάσθησαν	e)xorta/sqhsan	χορτάζω	xorta/zw	urn:cite2:hmt:lsj.chicago_md:n114476	v3paip---
ἐχούσαις	e)xou/sais	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppafd-
ἐχούσαις	e)xou/sais	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppafd-
ἐχάρησαν	e)xa/rhsan	χαίρω	xai/rw	urn:cite2:hmt:lsj.chicago_md:n112934	v3paip---
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppamg-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppamg-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppang-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppang-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3ppma---
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3ppma---
ἐψευδομαρτύρουν	e)yeudomartu/roun	ψευδομαρτυρέω	yeudomarture/w	urn:cite2:hmt:lsj.chicago_md:n115524	v3piia---
ἐψευδομαρτύρουν	e)yeudomartu/roun	ψευδομαρτυρέω	yeudomarture/w	urn:cite2:hmt:lsj.chicago_md:n115524	v1siia---
ἐάν	e)a/n	ἐάν	e)a/n	urn:cite2:hmt:lsj.chicago_md:n29859	c--------
ἑαυτούς	e(autou/s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---ma-
ἑαυτοῖς	e(autoi=s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---nd-
ἑαυτοῖς	e(autoi=s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---md-
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ng-
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---mg-
ἑαυτάς	e(auta/s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---fa-
ἑαυτήν	e(auth/n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---fa-
ἑαυτόν	e(auto/n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ma-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---ng-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---fg-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---mg-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---nd-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---md-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	urn:cite2:hmt:lsj.chicago_md:n31671	a-p---nn-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	urn:cite2:hmt:lsj.chicago_md:n31671	a-p---nv-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	urn:cite2:hmt:lsj.chicago_md:n31671	a-p---na-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	urn:cite2:hmt:lsj.chicago_md:n31671	a-s---ma-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	urn:cite2:hmt:lsj.chicago_md:n31671	a-s---fa-
ἑκατόν	e(kato/n	ἑκατόν	e(kato/n	urn:cite2:hmt:lsj.chicago_md:n31642	m--------
ἑκάστῳ	e(ka/stw|	ἕκαστος	e(/kastos	urn:cite2:hmt:lsj.chicago_md:n31598	a-s---md-
ἑκάστῳ	e(ka/stw|	ἕκαστος	e(/kastos	urn:cite2:hmt:lsj.chicago_md:n31598	a-s---nd-
ἑξήκοντα	e(ch/konta	ἑξήκοντα	e(ch/konta	urn:cite2:hmt:lsj.chicago_md:n37285	m--------
ἑορτήν	e(orth/n	ἑορτή	e(orth/	urn:cite2:hmt:lsj.chicago_md:n37799	n-s---fa-
ἑορτῇ	e(orth=|	ἑορτάζω	e(orta/zw	urn:cite2:hmt:lsj.chicago_md:n37789	v2sfim---
ἑορτῇ	e(orth=|	ἑορτάζω	e(orta/zw	urn:cite2:hmt:lsj.chicago_md:n37789	v3sfia---
ἑορτῇ	e(orth=|	ἑορτή	e(orth/	urn:cite2:hmt:lsj.chicago_md:n37799	n-s---fd-
ἑπτά	e(pta/	ἑπτά	e(pta/	urn:cite2:hmt:lsj.chicago_md:n41918	m--------
ἑπτά	e(pta/	ἑπτάς	e(pta/s	urn:cite2:hmt:lsj.chicago_md:n42012	n-s---fv-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-prpann-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-prpanv-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-prpana-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-srpama-
ἑστηκότων	e(sthko/twn	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-prpamg-
ἑστηκότων	e(sthko/twn	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-prpang-
ἑτοιμάσατε	e(toima/sate	ἑτοιμάζω	e(toima/zw	urn:cite2:hmt:lsj.chicago_md:n43273	v2pama---
ἑτοιμάσατε	e(toima/sate	ἑτοιμάζω	e(toima/zw	urn:cite2:hmt:lsj.chicago_md:n43273	v2paia---
ἑτοιμάσωμεν	e(toima/swmen	ἑτοιμάζω	e(toima/zw	urn:cite2:hmt:lsj.chicago_md:n43273	v1pasa---
ἑτέρᾳ	e(te/ra|	ἕτερος	e(/teros	urn:cite2:hmt:lsj.chicago_md:n43206	a-s---fd-
ἔβαλεν	e)/balen	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3saia---
ἔβαλεν	e)/balen	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3saia---
ἔβαλλον	e)/ballon	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3piia---
ἔβαλλον	e)/ballon	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v1siia---
ἔβαλον	e)/balon	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3paia---
ἔβαλον	e)/balon	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v1saia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2spma---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v3saia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v3siia---
ἔγνω	e)/gnw	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v3saia---
ἔγνωσαν	e)/gnwsan	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v3paia---
ἔγραψεν	e)/grayen	γράφω	gra/fw	urn:cite2:hmt:lsj.chicago_md:n22825	v3saia---
ἔδειραν	e)/deiran	δέρω	de/rw	urn:cite2:hmt:lsj.chicago_md:n24164	v3paia---
ἔδησεν	e)/dhsen	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3saia---
ἔδησεν	e)/dhsen	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3saia---
ἔδησεν	e)/dhsen	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3saia---
ἔδησεν	e)/dhsen	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3saia---
ἔδησεν	e)/dhsen	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3saia---
ἔδησεν	e)/dhsen	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3saia---
ἔδοξαν	e)/docan	δοκέω	doke/w	urn:cite2:hmt:lsj.chicago_md:n27847	v3paia---
ἔδραμεν	e)/dramen	τρέχω	tre/xw	urn:cite2:hmt:lsj.chicago_md:n104695	v3saia---
ἔδυσεν	e)/dusen	δύω1	du/w	urn:cite2:hmt:lsj.chicago_md:n29676	v3saia---
ἔδυσεν	e)/dusen	δύω1	du/w	urn:cite2:hmt:lsj.chicago_md:n29677	v3saia---
ἔδωκεν	e)/dwken	δίδωμι	di/dwmi	urn:cite2:hmt:lsj.chicago_md:n26447	v3saia---
ἔθηκαν	e)/qhkan	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v3paia---
ἔθηκεν	e)/qhken	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v3saia---
ἔθνεσιν	e)/qnesin	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-p---nd-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-p---nn-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-p---nv-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-p---na-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-d---nn-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-d---nv-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-d---na-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-s---nn-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-s---nv-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	urn:cite2:hmt:lsj.chicago_md:n30809	n-s---na-
ἔθυον	e)/quon	θύω1	qu/w	urn:cite2:hmt:lsj.chicago_md:n49589	v3piia---
ἔθυον	e)/quon	θύω1	qu/w	urn:cite2:hmt:lsj.chicago_md:n49590	v3piia---
ἔθυον	e)/quon	θύω1	qu/w	urn:cite2:hmt:lsj.chicago_md:n49589	v1siia---
ἔθυον	e)/quon	θύω1	qu/w	urn:cite2:hmt:lsj.chicago_md:n49590	v1siia---
ἔθυον	e)/quon	θύω2	qu/w	urn:cite2:hmt:lsj.chicago_md:n49589	v3piia---
ἔθυον	e)/quon	θύω2	qu/w	urn:cite2:hmt:lsj.chicago_md:n49590	v3piia---
ἔθυον	e)/quon	θύω2	qu/w	urn:cite2:hmt:lsj.chicago_md:n49589	v1siia---
ἔθυον	e)/quon	θύω2	qu/w	urn:cite2:hmt:lsj.chicago_md:n49590	v1siia---
ἔκβαλε	e)/kbale	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v2sama---
ἔκβαλε	e)/kbale	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v3saia---
ἔκλαιεν	e)/klaien	κλαίω	klai/w	urn:cite2:hmt:lsj.chicago_md:n57683	v3siia---
ἔκλασα	e)/klasa	κλάω	kla/w	urn:cite2:hmt:lsj.chicago_md:n57741	v1saia---
ἔκλασα	e)/klasa	κλάω	kla/w	urn:cite2:hmt:lsj.chicago_md:n57742	v1saia---
ἔκλασεν	e)/klasen	κλάω	kla/w	urn:cite2:hmt:lsj.chicago_md:n57741	v3saia---
ἔκλασεν	e)/klasen	κλάω	kla/w	urn:cite2:hmt:lsj.chicago_md:n57742	v3saia---
ἔκραζεν	e)/krazen	ἐκραίνω	e)krai/nw	urn:cite2:hmt:lsj.chicago_md:n32820	v3siia---
ἔκραζεν	e)/krazen	κράζω	kra/zw	urn:cite2:hmt:lsj.chicago_md:n59588	v3siia---
ἔκραζον	e)/krazon	ἐκραίνω	e)krai/nw	urn:cite2:hmt:lsj.chicago_md:n32820	v3piia---
ἔκραζον	e)/krazon	ἐκραίνω	e)krai/nw	urn:cite2:hmt:lsj.chicago_md:n32820	v1siia---
ἔκραζον	e)/krazon	κράζω	kra/zw	urn:cite2:hmt:lsj.chicago_md:n59588	v3piia---
ἔκραζον	e)/krazon	κράζω	kra/zw	urn:cite2:hmt:lsj.chicago_md:n59588	v1siia---
ἔκραξαν	e)/kracan	ἐξαράσσω	e)cara/ssw	urn:cite2:hmt:lsj.chicago_md:n36901	v3paia---
ἔκραξαν	e)/kracan	ἐκραίνω	e)krai/nw	urn:cite2:hmt:lsj.chicago_md:n32820	v3paia---
ἔκραξαν	e)/kracan	ἐκρήγνυμι	e)krh/gnumi	urn:cite2:hmt:lsj.chicago_md:n32829	v3paia---
ἔκραξαν	e)/kracan	κράζω	kra/zw	urn:cite2:hmt:lsj.chicago_md:n59588	v3paia---
ἔκστασις	e)/kstasis	ἔκστασις	e)/kstasis	urn:cite2:hmt:lsj.chicago_md:n32904	n-s---fn-
ἔκτισεν	e)/ktisen	ἐκτίνω	e)kti/nw	urn:cite2:hmt:lsj.chicago_md:n33014	v3saia---
ἔκτισεν	e)/ktisen	κτίζω	kti/zw	urn:cite2:hmt:lsj.chicago_md:n60375	v3saia---
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	urn:cite2:hmt:lsj.chicago_md:n33188	n-p---mn-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	urn:cite2:hmt:lsj.chicago_md:n33188	n-p---mv-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	urn:cite2:hmt:lsj.chicago_md:n33188	n-p---fn-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	urn:cite2:hmt:lsj.chicago_md:n33188	n-p---fv-
ἔλαβεν	e)/laben	λάπτω	la/ptw	urn:cite2:hmt:lsj.chicago_md:n61959	v3paip---
ἔλαβεν	e)/laben	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v3saia---
ἔλαβον	e)/labon	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v3paia---
ἔλαβον	e)/labon	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v1saia---
ἔλεγεν	e)/legen	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3paip---
ἔλεγεν	e)/legen	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siia---
ἔλεγεν	e)/legen	λέγω2	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siia---
ἔλεγεν	e)/legen	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siia---
ἔλεγον	e)/legon	ἔλεγος	e)/legos	urn:cite2:hmt:lsj.chicago_md:n33532	n-s---ma-
ἔλεγον	e)/legon	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3piia---
ἔλεγον	e)/legon	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v1siia---
