Θεσμοφορίοις	*qesmofori/ois	θεσμοφόριον	qesmofo/rion	n-p---nd-
συνδειπνήσοντά	sundeipnh/sonta/	συνδειπνέω	sundeipne/w	v-pfpanv-
συνδειπνήσοντά	sundeipnh/sonta/	συνδειπνέω	sundeipne/w	v-pfpana-
συνδειπνήσοντά	sundeipnh/sonta/	συνδειπνέω	sundeipne/w	v-sfpama-
συνεδείπνει	sunedei/pnei	συνδειπνέω	sundeipne/w	v3siia---
συνειδέναι	suneide/nai	σύνοιδα	su/noida	v--rna---
συνειθισμένον	suneiqisme/non	συνεθίζω	suneqi/zw	v-srpema-
συνειθισμένον	suneiqisme/non	συνεθίζω	suneqi/zw	v-srpenn-
συνειθισμένον	suneiqisme/non	συνεθίζω	suneqi/zw	v-srpenv-
συνειθισμένον	suneiqisme/non	συνεθίζω	suneqi/zw	v-srpena-
συνεχομένην	sunexome/nhn	συνόχωκα	suno/xwka	v-sppefa-
συνεχώρουν	sunexw/roun	συγχωρέω	sugxwre/w	v3piia---
συνεχώρουν	sunexw/roun	συγχωρέω	sugxwre/w	v1siia---
συνῄδει	sunh/|dei	σύνοιδα	su/noida	v3slia---
σφόδρα	sfo/dra	σφόδρα	sfo/dra	d--------
σωτηρίαν	swthri/an	σωτηρία	swthri/a	n-s---fa-
σωφρονεστάτην	swfronesta/thn	σώφρων	sw/frwn	a-s---fas
σωφρονεῖν	swfronei=n	σωφρονέω	swfrone/w	v--pna---
σέ	se/	σός	so/s	a-s---mv-
σέ	se/	σύ	su/	p-s----a-
σέ	se/	σύ	su/	p-s----a-
σήν	sh/n	σής	sh/s	n-s---ma-
σήν	sh/n	σός	so/s	a-s---fa-
σίδηρον	si/dhron	σίδηρον	si/dhron	n-s---nn-
σίδηρον	si/dhron	σίδηρον	si/dhron	n-s---nv-
σίδηρον	si/dhron	σίδηρον	si/dhron	n-s---na-
σίδηρον	si/dhron	σίδηρος	si/dhros	n-s---ma-
σύ	su/	σύ	su/	p-s----n-
σώματος	sw/matos	σῶμα	sw=ma	n-s---ng-
ταύτην	tau/thn	οὗτος	ou(=tos	n-s---fa-
ταύτης	tau/ths	οὗτος	ou(=tos	n-s---fg-
ταῖς	tai=s	ὁ	o(	l-p---fd-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nn-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nv-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---na-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nv-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---na-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nn-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nv-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---na-
τε	te	τε	te	g--------
τεθνεῶτος	teqnew=tos	θνήσκω	qnh/skw	v-srpamg-
τεθνεῶτος	teqnew=tos	θνήσκω	qnh/skw	v-srpang-
τεκμηρίοις	tekmhri/ois	τεκμήριον	tekmh/rion	n-p---nd-
τελευταίᾳ	teleutai/a|	τελευταῖος	teleutai=os	a-s---fd-
τελευτῶσα	teleutw=sa	τελευτάω	teleuta/w	v-sppafn-
τελευτῶσα	teleutw=sa	τελευτάω	teleuta/w	v-sppafv-
τηνικαῦτα	thnikau=ta	τηνικαῦτα	thnikau=ta	d--------
τι	ti	τις	tis	p-s---nn-
τι	ti	τις	tis	p-s---nv-
τι	ti	τις	tis	p-s---na-
τιθείς	tiqei/s	τίθημι	ti/qhmi	v-sppamn-
τιθείς	tiqei/s	τίθημι	ti/qhmi	v-sppamv-
τιμωρία	timwri/a	τιμωρία	timwri/a	n-d---fn-
τιμωρία	timwri/a	τιμωρία	timwri/a	n-d---fv-
τιμωρία	timwri/a	τιμωρία	timwri/a	n-d---fa-
τιμωρία	timwri/a	τιμωρία	timwri/a	n-s---fn-
τιμωρία	timwri/a	τιμωρία	timwri/a	n-s---fv-
τιμωρίαν	timwri/an	τιμωρία	timwri/a	n-s---fa-
τιμωρίας	timwri/as	τιμωρία	timwri/a	n-p---fa-
τιμωρίας	timwri/as	τιμωρία	timwri/a	n-s---fg-
τιμήματι	timh/mati	τίμημα	ti/mhma	n-s---nd-
τινα	tina	τις	tis	p-s---ma-
τινα	tina	τις	tis	p-s---fa-
τινα	tina	τις	tis	p-p---nn-
τινα	tina	τις	tis	p-p---nv-
τινα	tina	τις	tis	p-p---na-
τινά	tina/	τις	tis	p-s---ma-
τινά	tina/	τις	tis	p-s---fa-
τινά	tina/	τις	tis	p-p---nn-
τινά	tina/	τις	tis	p-p---nv-
τινά	tina/	τις	tis	p-p---na-
τις	tis	τις	tis	p-s---mn-
τις	tis	τις	tis	p-s---fn-
τιτθόν	titqo/n	τιτθός	titqo/s	n-s---ma-
τοιαύτην	toiau/thn	τοιοῦτος	toiou=tos	n-s---fa-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nn-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nv-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---na-
τοιούτοις	toiou/tois	τοιοῦτος	toiou=tos	n-p---md-
τοιούτοις	toiou/tois	τοιοῦτος	toiou=tos	n-p---nd-
τοιούτους	toiou/tous	τοιοῦτος	toiou=tos	n-p---ma-
τοιούτων	toiou/twn	τοιοῦτος	toiou=tos	n-p---mg-
τοιούτων	toiou/twn	τοιοῦτος	toiou=tos	n-p---ng-
τοιοῦτον	toiou=ton	τοιοῦτος	toiou=tos	n-s---ma-
τοσούτου	tosou/tou	τοσοῦτος	tosou=tos	n-s---ng-
τοσούτου	tosou/tou	τοσοῦτος	tosou=tos	n-s---mg-
τοσοῦτοι	tosou=toi	τοσοῦτος	tosou=tos	n-p---mn-
τοσοῦτοι	tosou=toi	τοσοῦτος	tosou=tos	n-p---mv-
του	tou	τις	tis	p-s----g-
τοὔπισθεν	tou)/pisqen	ὄπισθεν	o)/pisqen	d--------
τοὔπισθεν	tou)/pisqen	πιπίσκω	pipi/skw	v3paip---
τοίνυν	toi/nun	τοίνυν	toi/nun	g--------
τούς	tou/s	ὁ	o(	l-p---ma-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---mg-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---ng-
τούτους	tou/tous	οὗτος	ou(=tos	n-p---ma-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---mg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---fg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---ng-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---md-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---nd-
τοῖς	toi=s	ὁ	o(	l-p---md-
τοῖς	toi=s	ὁ	o(	l-p---nd-
τοῦ	tou=	ὁ	o(	l-s---mg-
τοῦ	tou=	ὁ	o(	l-s---ng-
τοῦ	tou=	τίς	ti/s	n-s----g-
τοῦ	tou=	τις	tis	p-s----g-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nn-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nv-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---na-
τοῦτον	tou=ton	οὗτος	ou(=tos	n-s---ma-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nn-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nv-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---na-
τριάκονθ’	tria/konq'	τριάκοντα	tria/konta	m--------
τρόποις	tro/pois	τρόπος	tro/pos	n-p---md-
τρόπῳ	tro/pw|	τρόπος	tro/pos	n-s---md-
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v2spie---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v3spia---
τυγχάνειν	tugxa/nein	τυγχάνω	tugxa/nw	v--pna---
τυγχάνουσιν	tugxa/nousin	τυγχάνω	tugxa/nw	v-pppamd-
τυγχάνουσιν	tugxa/nousin	τυγχάνω	tugxa/nw	v-pppand-
τυγχάνουσιν	tugxa/nousin	τυγχάνω	tugxa/nw	v3ppia---
τυχεῖν	tuxei=n	τυγχάνω	tugxa/nw	v--ana---
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---nn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---nv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---na-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---mn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---mv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---ma-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fa-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---nn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---nv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---na-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-s---ma-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-s---fa-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-p---nn-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-p---nv-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-p---na-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-d---fn-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-d---fv-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-d---fa-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-s---fn-
τἆλλα	ta)=lla	ἄλλος	a)/llos	n-s---fv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάς	ta/s	ὁ	o(	l-p---fa-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nn-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nv-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---na-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---na-
τέ	te/	σύ	su/	p-s----a-
τέ	te/	τε	te	g--------
τέσσαρες	te/ssares	τέσσαρες	te/ssares	n-p---mn-
τέσσαρες	te/ssares	τέσσαρες	te/ssares	n-p---mv-
τέσσαρες	te/ssares	τέσσαρες	te/ssares	n-p---fn-
τέσσαρες	te/ssares	τέσσαρες	te/ssares	n-p---fv-
τέχνην	te/xnhn	τέχνη	te/xnh	n-s---fa-
τήν	th/n	ὁ	o(	l-s---fa-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίθεσθαι	ti/qesqai	τίθημι	ti/qhmi	v--pne---
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόν	to/n	ὁ	o(	l-s---ma-
τότε	to/te	τότε	to/te	d--------
τώ	tw/	ὁ	o(	l-d---fn-
τώ	tw/	ὁ	o(	l-d---fv-
τώ	tw/	ὁ	o(	l-d---fa-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	ὁ	o(	l-d---mn-
τώ	tw/	ὁ	o(	l-d---mv-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---nn-
τώ	tw/	ὁ	o(	l-d---nv-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	τῷ	tw=|	d--------
τῆς	th=s	ὁ	o(	l-s---fg-
τῇ	th=|	ὁ	o(	l-s---fd-
τῇ	th=|	τῇ	th=|	d--------
τῶν	tw=n	ὁ	o(	l-p---fg-
τῶν	tw=n	ὁ	o(	l-p---mg-
τῶν	tw=n	ὁ	o(	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---ng-
τῷ	tw=|	ὁ	o(	l-s---md-
τῷ	tw=|	ὁ	o(	l-s---nd-
τῷ	tw=|	τίς	ti/s	n-s----d-
τῷ	tw=|	τις	tis	p-s----d-
τῷ	tw=|	τῷ	tw=|	d--------
φανερόν	fanero/n	φανερός	fanero/s	a-s---ma-
φανερόν	fanero/n	φανερός	fanero/s	a-s---nn-
φανερόν	fanero/n	φανερός	fanero/s	a-s---nv-
φανερόν	fanero/n	φανερός	fanero/s	a-s---na-
φανερόν	fanero/n	φανερός	fanero/s	n-s---ma-
φανερόν	fanero/n	φανερός	fanero/s	n-s---fa-
φανερόν	fanero/n	φανερός	fanero/s	n-s---nn-
φανερόν	fanero/n	φανερός	fanero/s	n-s---nv-
φανερόν	fanero/n	φανερός	fanero/s	n-s---na-
φειδωλός	feidwlo/s	φειδωλός	feidwlo/s	a-s---mn-
φειδωλός	feidwlo/s	φειδωλός	feidwlo/s	n-s---mn-
φειδωλός	feidwlo/s	φειδωλός	feidwlo/s	n-s---fn-
φοιτῶν	foitw=n	φοίτης	foi/ths	n-p---mg-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamv-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppann-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppanv-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppana-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamn-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamn-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpamv-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpann-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpanv-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpana-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpamn-
φράζει	fra/zei	φράζω	fra/zw	v2spie---
φράζει	fra/zei	φράζω	fra/zw	v3spia---
φυλάττοντας	fula/ttontas	φυλάσσω	fula/ssw	v-pppama-
φάσκειν	fa/skein	φάσκω	fa/skw	v--pna---
φάσκωσιν	fa/skwsin	φάσκω	fa/skw	v3ppsa---
φίλοις	fi/lois	φίλος	fi/los	a-p---md-
φίλοις	fi/lois	φίλος	fi/los	a-p---nd-
φίλος	fi/los	φίλος	fi/los	a-s---mn-
φίλων	fi/lwn	φίλος	fi/los	a-p---fg-
φίλων	fi/lwn	φίλος	fi/los	a-p---mg-
φίλων	fi/lwn	φίλος	fi/los	a-p---ng-
φίλων	fi/lwn	φίλων	fi/lwn	n-s---mn-
φίλων	fi/lwn	φίλων	fi/lwn	n-s---mv-
φίλων	fi/lwn	φιλόω	filo/w	v3piia---
φίλων	fi/lwn	φιλόω	filo/w	v1siia---
φόνον	fo/non	φόνος	fo/nos	n-s---ma-
φόνου	fo/nou	φόνος	fo/nos	n-s---mg-
φόνου	fo/nou	φονόω	fono/w	v2spma---
φόνου	fo/nou	φονόω	fono/w	v3siia---
χαίρειν	xai/rein	χαίρω	xai/rw	v--pna---
χείριστον	xei/riston	χείριστος	xei/ristos	a-s---ma-
χείριστον	xei/riston	χείριστος	xei/ristos	a-s---nn-
χείριστον	xei/riston	χείριστος	xei/ristos	a-s---nv-
χείριστον	xei/riston	χείριστος	xei/ristos	a-s---na-
χείριστον	xei/riston	χείρων	xei/rwn	a-s---ma-
χείριστον	xei/riston	χείρων	xei/rwn	a-s---nn-
χείριστον	xei/riston	χείρων	xei/rwn	a-s---nv-
χείριστον	xei/riston	χείρων	xei/rwn	a-s---na-
χεῖρε	xei=re	χείρ	xei/r	n-d---fn-
χεῖρε	xei=re	χείρ	xei/r	n-d---fv-
χεῖρε	xei=re	χείρ	xei/r	n-d---fa-
χρημάτων	xrhma/twn	χρῆμα	xrh=ma	n-p---ng-
χρή	xrh/	χρή	xrh/	v3spia---
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---nn-
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---nv-
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---na-
χρόνον	xro/non	χρόνος	xro/nos	n-s---ma-
χρόνου	xro/nou	χρόνος	xro/nos	n-s---mg-
χρόνου	xro/nou	χρονόω	xrono/w	v2spma---
χρόνου	xro/nou	χρονόω	xrono/w	v3siia---
χρόνῳ	xro/nw|	χρόνος	xro/nos	n-s---md-
χρῆσθαι	xrh=sqai	χράομαι	xra/omai	v--pne---
χρῆσθαι	xrh=sqai	χράομαι	xra/omai	v--pne---
χρῆσθαι	xrh=sqai	χράομαι	xra/omai	v--pne---
χρῆσθαι	xrh=sqai	χράω1	xra/w1	v--pne---
χρῆσθαι	xrh=sqai	χράω2	xra/w2	v--pne---
χρῆσθαι	xrh=sqai	χράω2	xra/w2	v--pne---
χρῆσθαι	xrh=sqai	χραύω	xrau/w	v--pne---
ψευδόμενοι	yeudo/menoi	ψεύδω	yeu/dw	v-pppemn-
ψευδόμενοι	yeudo/menoi	ψεύδω	yeu/dw	v-pppemv-
ψεύδονται	yeu/dontai	ψεύδω	yeu/dw	v3ppie---
ψεύσῃ	yeu/sh|	ψέω	ye/w	v-sppafd-
ψεύσῃ	yeu/sh|	ψεύδω	yeu/dw	v2sasm---
ψεύσῃ	yeu/sh|	ψεύδω	yeu/dw	v3sasa---
ψεύσῃ	yeu/sh|	ψεύδω	yeu/dw	v2sfim---
ψοφοῖεν	yofoi=en	ψοφέω	yofe/w	v3ppoa---
ψυχάς	yuxa/s	ψυχή	yuxh/	n-p---fa-
ψῆφον	yh=fon	ψῆφος	yh=fos	n-s---fa-
ἀγαγών	a)gagw/n	ἄγω	a)/gw	v-sapamn-
ἀγαθή	a)gaqh/	ἀγαθός	a)gaqo/s	a-s---fn-
ἀγαθή	a)gaqh/	ἀγαθός	a)gaqo/s	a-s---fv-
ἀγανακτοίη	a)ganaktoi/h	ἀγανακτέω	a)ganakte/w	v3spoa---
ἀγοράν	a)gora/n	ἀγορά	a)gora/	n-s---fa-
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2siie---
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2spme---
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2siie---
ἀγροῦ	a)grou=	ἀγρός	a)gro/s	n-s---mg-
ἀγρῷ	a)grw=|	ἀγρός	a)gro/s	n-s---md-
ἀγῶνες	a)gw=nes	ἀγών	a)gw/n	n-p---mn-
ἀγῶνες	a)gw=nes	ἀγών	a)gw/n	n-p---mv-
ἀδελφοῦ	a)delfou=	ἀδελφός	a)delfo/s	n-s---mg-
ἀδικεῖν	a)dikei=n	ἀδικέω	a)dike/w	v--pna---
ἀδικεῖσθαι	a)dikei=sqai	ἀδικέω	a)dike/w	v--pne---
ἀδικημάτων	a)dikhma/twn	ἀδίκημα	a)di/khma	n-p---ng-
ἀδικουμένοις	a)dikoume/nois	ἀδικέω	a)dike/w	v-pppemd-
ἀδικουμένοις	a)dikoume/nois	ἀδικέω	a)dike/w	v-pppend-
ἀδικήματος	a)dikh/matos	ἀδίκημα	a)di/khma	n-s---ng-
ἀδήλους	a)dh/lous	ἄδηλος	a)/dhlos	n-p---ma-
ἀδήλους	a)dh/lous	ἄδηλος	a)/dhlos	n-p---fa-
ἀδήλους	a)dh/lous	ἀδηλόω	a)dhlo/w	v2siia---
ἀδήλους	a)dh/lous	ἀδηλόω	a)dhlo/w	v2siia---
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	x--------
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	n-p---ma-
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	n-p---fa-
ἀκηκόατε	a)khko/ate	ἀκούω	a)kou/w	v2pria---
ἀκολουθεῖν	a)kolouqei=n	ἀκολουθέω	a)kolouqe/w	v--pna---
ἀκολουθήσασα	a)kolouqh/sasa	ἀκολουθέω	a)kolouqe/w	v-sapafn-
ἀκολουθήσασα	a)kolouqh/sasa	ἀκολουθέω	a)kolouqe/w	v-sapafv-
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2piia---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2ppma---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2ppia---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2piia---
ἀκούουσι	a)kou/ousi	ἀκούω	a)kou/w	v-pppamd-
ἀκούουσι	a)kou/ousi	ἀκούω	a)kou/w	v-pppand-
ἀκούουσι	a)kou/ousi	ἀκούω	a)kou/w	v3ppia---
ἀκριβῶς	a)kribw=s	ἀκριβής	a)kribh/s	x--------
ἀκριβῶς	a)kribw=s	ἀκριβόω	a)kribo/w	v2spia---
ἀκριβῶς	a)kribw=s	ἀκριβῶς	a)kribw=s	d--------
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-p---nn-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-p---nv-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-p---na-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---mn-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---mv-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---ma-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---fn-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---fv-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---fa-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---nn-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---nv-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-d---na-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-s---ma-
ἀληθῆ	a)lhqh=	ἀληθής	a)lhqh/s	n-s---fa-
ἀλλοτρίας	a)llotri/as	ἀλλότριος	a)llo/trios	a-p---fa-
ἀλλοτρίας	a)llotri/as	ἀλλότριος	a)llo/trios	a-s---fg-
ἀλλά	a)lla/	ἀλλά	a)lla/	d--------
ἀλλήλοις	a)llh/lois	ἀλλήλων	a)llh/lwn	n-p---nd-
ἀλλήλοις	a)llh/lois	ἀλλήλων	a)llh/lwn	n-p---md-
ἀναβάντες	a)naba/ntes	ἀναβαίνω	a)nabai/nw	v-papamn-
ἀναβάντες	a)naba/ntes	ἀναβαίνω	a)nabai/nw	v-papamv-
ἀναμιμνῃσκόμενος	a)namimnh|sko/menos	ἀναμιμνήσκω	a)namimnh/skw	v-sppemn-
ἀναστᾶσα	a)nasta=sa	ἀνίστημι	a)ni/sthmi	v-sapafn-
ἀναστᾶσα	a)nasta=sa	ἀνίστημι	a)ni/sthmi	v-sapafv-
ἀνδρωνῖτιν	a)ndrwni=tin	ἀνδρών	a)ndrw/n	n-s---fa-
ἀνδρωνῖτιν	a)ndrwni=tin	ἀνδρωνῖτις	a)ndrwni=tis	n-s---fa-
ἀνδράσι	a)ndra/si	ἀνήρ	a)nh/r	n-p---md-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v-sppamv-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v-sppann-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v-sppanv-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v-sppana-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v-sppamn-
ἀνδρῶν	a)ndrw=n	ἀνδρόω	a)ndro/w	v--pna---
ἀνδρῶν	a)ndrw=n	ἀνήρ	a)nh/r	n-p---mg-
ἀνεῳγμένης	a)new|gme/nhs	ἀνοίγνυμι	a)noi/gnumi	v-srpefg-
ἀνθρώπου	a)nqrw/pou	ἄνθρωπος	a)/nqrwpos	n-s---mg-
ἀνθρώπων	a)nqrw/pwn	ἄνθρωπος	a)/nqrwpos	n-p---mg-
ἀνθ’	a)nq'	ἀντί	a)nti/	r--------
ἀνάβητε	a)na/bhte	ἀνάπτω	a)na/ptw	v2pamp---
ἀνάβητε	a)na/bhte	ἀνάπτω	a)na/ptw	v2paip---
ἀνάβητε	a)na/bhte	ἀνάπτω	a)na/ptw	v2paip---
ἀνάβητε	a)na/bhte	ἀναβαίνω	a)nabai/nw	v2pama---
ἀνάβητε	a)na/bhte	ἀναβαίνω	a)nabai/nw	v2paia---
ἀνάγνωθι	a)na/gnwqi	ἀναγιγνώσκω	a)nagignw/skw	v2sama---
ἀνέῳξεν	a)ne/w|cen	ἀνοίγνυμι	a)noi/gnumi	v3saia---
ἀνήρ	a)nh/r	ἀνήρ	a)nh/r	n-s---mn-
ἀξιῶ	a)ciw=	ἀξιάω	a)cia/w	v2siie---
ἀξιῶ	a)ciw=	ἀξιάω	a)cia/w	v2spme---
ἀξιῶ	a)ciw=	ἀξιάω	a)cia/w	v1spsa---
ἀξιῶ	a)ciw=	ἀξιάω	a)cia/w	v1spia---
ἀξιῶ	a)ciw=	ἀξιάω	a)cia/w	v2siie---
ἀξιῶ	a)ciw=	ἀξιόω	a)cio/w	v1spsa---
ἀξιῶ	a)ciw=	ἀξιόω	a)cio/w	v1spia---
ἀξίαις	a)ci/ais	ἄξιος	a)/cios	a-p---fd-
ἀξίαις	a)ci/ais	ἀξία	a)ci/a	n-p---fd-
ἀξίους	a)ci/ous	ἄξιος	a)/cios	a-p---ma-
ἀξίους	a)ci/ous	ἀξιόω	a)cio/w	v2siia---
ἀξίους	a)ci/ous	ἀξιόω	a)cio/w	v2siia---
ἀπαντήσας	a)panth/sas	ἀπαντάω	a)panta/w	v-sapamn-
ἀπαντήσας	a)panth/sas	ἀπαντάω	a)panta/w	v-sapamv-
ἀπαντήσας	a)panth/sas	ἀπαντάω	a)panta/w	v-sapamn-
ἀπαντήσας	a)panth/sas	ἀπαντάω	a)panta/w	v-sapamv-
ἀπεγνωκότες	a)pegnwko/tes	ἀπογιγνώσκω	a)pogignw/skw	v-prpamn-
ἀπεγνωκότες	a)pegnwko/tes	ἀπογιγνώσκω	a)pogignw/skw	v-prpamv-
ἀπεκλῄσθην	a)peklh/|sqhn	ἀποκλείω	a)poklei/w	v3paip---
ἀπεκλῄσθην	a)peklh/|sqhn	ἀποκλείω	a)poklei/w	v1saip---
ἀπηλλάγη	a)phlla/gh	ἀπαλλαξείω	a)pallacei/w	v3saip---
ἀπιοῦσα	a)piou=sa	ἄπειμι1	a)/peimi1	v-sppafn-
ἀπιοῦσα	a)piou=sa	ἄπειμι1	a)/peimi1	v-sppafv-
ἀπιοῦσα	a)piou=sa	ἄπειμι2	a)/peimi2	v-sppafn-
