Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	n-s---fd-
θελκτήρια	qelkth/ria	θελκτήριον	qelkth/rion	n-p---nv-
θελκτήρια	qelkth/ria	θελκτήριον	qelkth/rion	n-p---na-
θελκτήρια	qelkth/ria	θελκτήριος	qelkth/rios	a-p---nn-
θελκτήρια	qelkth/ria	θελκτήριος	qelkth/rios	a-p---nv-
θελκτήρια	qelkth/ria	θελκτήριος	qelkth/rios	a-p---na-
θεοδμήτους	qeodmh/tous	θεόδμητος	qeo/dmhtos	a-p---ma-
θεοδμήτους	qeodmh/tous	θεόδμητος	qeo/dmhtos	n-p---ma-
θεοδμήτους	qeodmh/tous	θεόδμητος	qeo/dmhtos	n-p---fa-
θεοσεβής	qeosebh/s	θεοσεβής	qeosebh/s	n-s---mn-
θεοσεβής	qeosebh/s	θεοσεβής	qeosebh/s	n-s---fn-
θεοί	qeoi/	θεός	qeo/s	n-p---mn-
θεοί	qeoi/	θεός	qeo/s	n-p---mv-
θεούς	qeou/s	θεός	qeo/s	n-p---ma-
θεοῖς	qeoi=s	θεάω	qea/w	v2spoa---
θεοῖς	qeoi=s	θεός	qeo/s	n-p---md-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppamd-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppand-
θεοῖσιν	qeoi=sin	θεός	qeo/s	n-p---md-
θεοῦ	qeou=	θεάομαι	qea/omai	v2spme---
θεοῦ	qeou=	θεάομαι	qea/omai	v2siie---
θεοῦ	qeou=	θεάω	qea/w	v2spme---
θεοῦ	qeou=	θεάω	qea/w	v2siie---
θεοῦ	qeou=	θεός	qeo/s	n-s---mg-
θεραπείαισιν	qerapei/aisin	θεραπεία	qerapei/a	n-p---fd-
θεραπείαισιν	qerapei/aisin	θεραπείη	qerapei/h	n-p---fd-
θεραπεύει	qerapeu/ei	θεραπεύω	qerapeu/w	v2spie---
θεραπεύει	qerapeu/ei	θεραπεύω	qerapeu/w	v3spia---
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---md-
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---fd-
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---nd-
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---md-
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---fd-
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---nd-
θεσφάτων	qesfa/twn	θέσφατος	qe/sfatos	n-p---mg-
θεσφάτων	qesfa/twn	θέσφατος	qe/sfatos	n-p---fg-
θεσφάτων	qesfa/twn	θέσφατος	qe/sfatos	n-p---ng-
θεά	qea/	θεά	qea/	n-d---fn-
θεά	qea/	θεά	qea/	n-d---fv-
θεά	qea/	θεά	qea/	n-d---fa-
θεά	qea/	θεά	qea/	n-s---fn-
θεά	qea/	θεά	qea/	n-s---fv-
θεάν	qea/n	θεά	qea/	n-s---fa-
θεάς	qea/s	θεά	qea/	n-p---fa-
θείην	qei/hn	θέω	qe/w	v--pna---
θείην	qei/hn	θεία	qei/a	n-s---fa-
θείην	qei/hn	θεῖοσ1	qei=os1	a-s---fa-
θείην	qei/hn	τίθημι	ti/qhmi	v1saoa---
θείοις	qei/ois	θέω	qe/w	v2spoa---
θείοις	qei/ois	θεάω	qea/w	v2spoa---
θείοις	qei/ois	θεῖοσ1	qei=os1	a-p---md-
θείοις	qei/ois	θεῖοσ1	qei=os1	a-p---nd-
θείοις	qei/ois	θεῖοσ2	qei=os2	n-p---md-
θεόν	qeo/n	θεός	qeo/s	n-s---ma-
θεός	qeo/s	θεός	qeo/s	n-s---mn-
θεᾶς	qea=s	θεά	qea/	n-s---fg-
θεᾶς	qea=s	θεάω	qea/w	v2spia---
θεᾷ	qea=|	θεά	qea/	n-s---fd-
θεᾷ	qea=|	θεάομαι	qea/omai	v2spse---
θεᾷ	qea=|	θεάομαι	qea/omai	v2spie---
θεᾷ	qea=|	θεάω	qea/w	v2spse---
θεᾷ	qea=|	θεάω	qea/w	v2spie---
θεᾷ	qea=|	θεάω	qea/w	v3spsa---
θεᾷ	qea=|	θεάω	qea/w	v3spia---
θεῖον	qei=on	θέω	qe/w	v-sppamv-
θεῖον	qei=on	θέω	qe/w	v-sppann-
θεῖον	qei=on	θέω	qe/w	v-sppanv-
θεῖον	qei=on	θέω	qe/w	v-sppana-
θεῖον	qei=on	θέω	qe/w	v3piia---
θεῖον	qei=on	θέω	qe/w	v1siia---
θεῖον	qei=on	θεῖοσ1	qei=os1	a-s---ma-
θεῖον	qei=on	θεῖοσ1	qei=os1	a-s---nn-
θεῖον	qei=on	θεῖοσ1	qei=os1	a-s---nv-
θεῖον	qei=on	θεῖοσ1	qei=os1	a-s---na-
θεῖον	qei=on	θεῖοσ2	qei=os2	n-s---ma-
θεῖος	qei=os	θεῖοσ1	qei=os1	a-s---mn-
θεῖος	qei=os	θεῖοσ2	qei=os2	n-s---mn-
θεῶν	qew=n	θέα	qe/a	n-p---fg-
θεῶν	qew=n	θεά	qea/	n-p---fg-
θεῶν	qew=n	θεάω	qea/w	v-sppamv-
θεῶν	qew=n	θεάω	qea/w	v-sppann-
θεῶν	qew=n	θεάω	qea/w	v-sppanv-
θεῶν	qew=n	θεάω	qea/w	v-sppana-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεός	qeo/s	n-p---mg-
θεῷ	qew=|	θεάω	qea/w	v3spoa---
θεῷ	qew=|	θεός	qeo/s	n-s---md-
θηράσεται	qhra/setai	θηράω	qhra/w	v3sasm---
θηράσεται	qhra/setai	θηράω	qhra/w	v3sasm---
θηράσεται	qhra/setai	θηράω	qhra/w	v3sfim---
θηράσεται	qhra/setai	θηράω	qhra/w	v3sfim---
θηράσετε	qhra/sete	θηράω	qhra/w	v2pasa---
θηράσετε	qhra/sete	θηράω	qhra/w	v2pasa---
θηράσετε	qhra/sete	θηράω	qhra/w	v2pfia---
θηράσετε	qhra/sete	θηράω	qhra/w	v2pfia---
θηρώμεναι	qhrw/menai	θηράω	qhra/w	v-pppefn-
θηρώμεναι	qhrw/menai	θηράω	qhra/w	v-pppefv-
θηρᾶν	qhra=n	θήρα	qh/ra	n-p---fg-
θηρᾶν	qhra=n	θηράω	qhra/w	v-sppamv-
θηρᾶν	qhra=n	θηράω	qhra/w	v-sppann-
θηρᾶν	qhra=n	θηράω	qhra/w	v-sppanv-
θηρᾶν	qhra=n	θηράω	qhra/w	v-sppana-
θηρᾶν	qhra=n	θηράω	qhra/w	v-sppamn-
θηρᾶν	qhra=n	θηράω	qhra/w	v--pna---
θηρᾶν	qhra=n	θηράω	qhra/w	v--pna---
θιγεῖν	qigei=n	θιγγάνω	qigga/nw	v--ana---
θιγόντος	qigo/ntos	θιγγάνω	qigga/nw	v-sapamg-
θιγόντος	qigo/ntos	θιγγάνω	qigga/nw	v-sapang-
θιάσους	qia/sous	θίασος	qi/asos	n-p---ma-
θνατοῖς	qnatoi=s	θνητός	qnhto/s	a-p---md-
θνατοῖς	qnatoi=s	θνητός	qnhto/s	a-p---nd-
θνατοῖς	qnatoi=s	θνητός	qnhto/s	n-p---md-
θνατοῖς	qnatoi=s	θνητός	qnhto/s	n-p---fd-
θνατοῖς	qnatoi=s	θνητός	qnhto/s	n-p---nd-
θνητοῖς	qnhtoi=s	θνητός	qnhto/s	a-p---md-
θνητοῖς	qnhtoi=s	θνητός	qnhto/s	a-p---nd-
θνητοῖς	qnhtoi=s	θνητός	qnhto/s	n-p---md-
θνητοῖς	qnhtoi=s	θνητός	qnhto/s	n-p---fd-
θνητοῖς	qnhtoi=s	θνητός	qnhto/s	n-p---nd-
θνῃσκόντων	qnh|sko/ntwn	θνήσκω	qnh/skw	v-pppamg-
θνῃσκόντων	qnh|sko/ntwn	θνήσκω	qnh/skw	v-pppang-
θνῃσκόντων	qnh|sko/ntwn	θνήσκω	qnh/skw	v3ppma---
θνῄσκει	qnh/|skei	θνήσκω	qnh/skw	v2spie---
θνῄσκει	qnh/|skei	θνήσκω	qnh/skw	v3spia---
θνῄσκειν	qnh/|skein	θνήσκω	qnh/skw	v--pna---
θνῄσκουσι	qnh/|skousi	θνήσκω	qnh/skw	v-pppamd-
θνῄσκουσι	qnh/|skousi	θνήσκω	qnh/skw	v-pppand-
θνῄσκουσι	qnh/|skousi	θνήσκω	qnh/skw	v3ppia---
θοαῖσιν	qoai=sin	θοός	qoo/s	a-p---fd-
θορών	qorw/n	θρῴσκω	qrw/|skw	v-sapamn-
θοάζουσα	qoa/zousa	θοάζω	qoa/zw	v-sppafn-
θοάζουσα	qoa/zousa	θοάζω	qoa/zw	v-sppafv-
θρασύς	qrasu/s	θρασύς	qrasu/s	a-s---mn-
θριγκούς	qrigkou/s	θριγκός	qrigko/s	n-p---ma-
θριγκοῖς	qrigkoi=s	θριγκός	qrigko/s	n-p---md-
θριγκοῖς	qrigkoi=s	θριγκόω	qrigko/w	v2spoa---
θριγκοῖς	qrigkoi=s	θριγκόω	qrigko/w	v2spsa---
θριγκοῖς	qrigkoi=s	θριγκόω	qrigko/w	v2spia---
θριγκόν	qrigko/n	θριγκός	qrigko/s	n-s---ma-
θρήνει	qrh/nei	θρηνέω	qrhne/w	v2spma---
θρήνει	qrh/nei	θρηνέω	qrhne/w	v3siia---
θρήνοις	qrh/nois	θρῆνος	qrh=nos	n-p---md-
θρήνοισιν	qrh/noisin	θρῆνος	qrh=nos	n-p---md-
θρήνους	qrh/nous	θρῆνος	qrh=nos	n-p---ma-
θρόνων	qro/nwn	θρόνον	qro/non	n-p---ng-
θρόνων	qro/nwn	θρόνος	qro/nos	n-p---mg-
θρόνῳ	qro/nw|	θρόνον	qro/non	n-s---nd-
θρόνῳ	qro/nw|	θρόνος	qro/nos	n-s---md-
θρῴσκων	qrw/|skwn	θρῴσκω	qrw/|skw	v-sppamn-
θυγατρός	qugatro/s	θυγάτηρ	quga/thr	n-s---fg-
θυγατρός	qugatro/s	θυγάτηρ	quga/thr	n-s---fg-
θυηπόλους	quhpo/lous	θυηπόλος	quhpo/los	n-p---ma-
θυηπόλους	quhpo/lous	θυηπόλος	quhpo/los	n-p---fa-
θυμουμένη	qumoume/nh	θυμόω	qumo/w	v-sppefn-
θυμουμένη	qumoume/nh	θυμόω	qumo/w	v-sppefv-
θυμοῦ	qumou=	θυμός	qumo/s	n-s---mg-
θυμοῦ	qumou=	θυμόω	qumo/w	v2spme---
θυμοῦ	qumou=	θυμόω	qumo/w	v2siie---
θυμοῦμαι	qumou=mai	θυμόω	qumo/w	v1spie---
θυσίαις	qusi/ais	θυσία	qusi/a	n-p---fd-
θυσίαν	qusi/an	θυσία	qusi/a	n-s---fa-
θυσίας	qusi/as	θυσία	qusi/a	n-p---fa-
θυσίας	qusi/as	θυσία	qusi/a	n-s---fg-
θυτήριον	quth/rion	θυτήριον	quth/rion	n-s---nn-
θυτήριον	quth/rion	θυτήριον	quth/rion	n-s---nv-
θυτήριον	quth/rion	θυτήριον	quth/rion	n-s---na-
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fn-
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fv-
θάλασσαν	qa/lassan	θάλασσα	qa/lassa	n-s---fa-
θάλος	qa/los	θάλος	qa/los	n-s---nn-
θάλος	qa/los	θάλος	qa/los	n-s---nv-
θάλος	qa/los	θάλος	qa/los	n-s---na-
θάμ’	qa/m'	θαμά	qama/	d--------
θάνοι	qa/noi	θνήσκω	qnh/skw	v3saoa---
θάνω	qa/nw	θνήσκω	qnh/skw	v1sasa---
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nn-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nv-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---na-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θαρσέω	qarse/w	v2spma---
θάρσει	qa/rsei	θαρσέω	qarse/w	v3siia---
θάρση	qa/rsh	θάρσος	qa/rsos	n-p---nn-
θάρση	qa/rsh	θάρσος	qa/rsos	n-p---nv-
θάρση	qa/rsh	θάρσος	qa/rsos	n-p---na-
θάρση	qa/rsh	θάρσος	qa/rsos	n-d---nn-
θάρση	qa/rsh	θάρσος	qa/rsos	n-d---nv-
θάρση	qa/rsh	θάρσος	qa/rsos	n-d---na-
θάρση	qa/rsh	θαρσέω	qarse/w	v2spma---
θάρση	qa/rsh	θαρσέω	qarse/w	v3siia---
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nn-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nv-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---na-
θάσσειν	qa/ssein	θάσσω	qa/ssw	v--pna---
θάσσειν	qa/ssein	θάζω	qa/zw	v--fna---
θάσσεις	qa/sseis	θάσσω	qa/ssw	v2spia---
θάσσεις	qa/sseis	θάζω	qa/zw	v2sasa---
θάσσεις	qa/sseis	θάζω	qa/zw	v2sfia---
θάσσετον	qa/sseton	θάσσω	qa/ssw	v2dpma---
θάσσετον	qa/sseton	θάσσω	qa/ssw	v3dpia---
θάσσετον	qa/sseton	θάσσω	qa/ssw	v2dpia---
θάσσετον	qa/sseton	θάσσω	qa/ssw	v2diia---
θάσσετον	qa/sseton	θάζω	qa/zw	v3dasa---
θάσσετον	qa/sseton	θάζω	qa/zw	v2dasa---
θάσσετον	qa/sseton	θάζω	qa/zw	v3dfia---
θάσσετον	qa/sseton	θάζω	qa/zw	v2dfia---
θάσσουσιν	qa/ssousin	θάσσω	qa/ssw	v-pppamd-
θάσσουσιν	qa/ssousin	θάσσω	qa/ssw	v-pppand-
θάσσουσιν	qa/ssousin	θάσσω	qa/ssw	v3ppia---
θάσσουσιν	qa/ssousin	θάζω	qa/zw	v3pasa---
θάσσουσιν	qa/ssousin	θάζω	qa/zw	v-pfpamd-
θάσσουσιν	qa/ssousin	θάζω	qa/zw	v-pfpand-
θάσσουσιν	qa/ssousin	θάζω	qa/zw	v3pfia---
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---ma-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---nn-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---nv-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---na-
θέλειν	qe/lein	ἐθέλω	e)qe/lw	v--pna---
θέλεις	qe/leis	ἐθέλω	e)qe/lw	v2spia---
θέλοιμ’	qe/loim'	ἐθέλω	e)qe/lw	v1spoa---
θέλοις	qe/lois	ἐθέλω	e)qe/lw	v2spoa---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spsa---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spia---
θέλων	qe/lwn	ἐθέλω	e)qe/lw	v-sppamn-
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spse---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spie---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v3spsa---
θέμενος	qe/menos	τίθημι	ti/qhmi	v-sapmmn-
θέμις	qe/mis	θέμις	qe/mis	n-p---fa-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θές	qe/s	τίθημι	ti/qhmi	v2sama---
θές	qe/s	τίθημι	ti/qhmi	v2saia---
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---ma-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---fa-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---nn-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---nv-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---na-
θήσουσιν	qh/sousin	τίθημι	ti/qhmi	v-pfpamd-
θήσουσιν	qh/sousin	τίθημι	ti/qhmi	v-pfpand-
θήσουσιν	qh/sousin	τίθημι	ti/qhmi	v3pfia---
θίγῃ	qi/gh|	θιγγάνω	qigga/nw	v2sase---
θίγῃ	qi/gh|	θιγγάνω	qigga/nw	v3sasa---
θύειν	qu/ein	θύω1	qu/w1	v--pna---
θύειν	qu/ein	θύω2	qu/w2	v--pna---
θύματ’	qu/mat'	θῦμα	qu=ma	n-p---nn-
θύματ’	qu/mat'	θῦμα	qu=ma	n-p---nv-
θύματ’	qu/mat'	θῦμα	qu=ma	n-p---na-
θύματ’	qu/mat'	θῦμα	qu=ma	n-s---nd-
θύματ’	qu/mat'	θῦμα	qu=ma	n-d---nn-
θύματ’	qu/mat'	θῦμα	qu=ma	n-d---nv-
θύματ’	qu/mat'	θῦμα	qu=ma	n-d---na-
θύοιμεν	qu/oimen	θύω1	qu/w1	v1ppoa---
θύοιμεν	qu/oimen	θύω2	qu/w2	v1ppoa---
θύοιμεν	qu/oimen	θυάω	qua/w	v1ppoa---
θύοιμεν	qu/oimen	θυόω	quo/w	v1ppoa---
θύουσα	qu/ousa	θύω1	qu/w1	v-sppafn-
θύουσα	qu/ousa	θύω1	qu/w1	v-sppafv-
θύουσα	qu/ousa	θύω2	qu/w2	v-sppafn-
θύουσα	qu/ousa	θύω2	qu/w2	v-sppafv-
θύσει	qu/sei	θύσις	qu/sis	n-d---fn-
θύσει	qu/sei	θύσις	qu/sis	n-d---fv-
θύσει	qu/sei	θύσις	qu/sis	n-d---fa-
θύσει	qu/sei	θύσις	qu/sis	n-s---fd-
θύσει	qu/sei	θύσις	qu/sis	n-s---fd-
θύσει	qu/sei	θύω1	qu/w1	v3sasa---
θύσει	qu/sei	θύω1	qu/w1	v2sfim---
θύσει	qu/sei	θύω1	qu/w1	v3sfia---
θύσει	qu/sei	θύω2	qu/w2	v3sasa---
θύσει	qu/sei	θύω2	qu/w2	v2sfim---
θύσει	qu/sei	θύω2	qu/w2	v3sfia---
θύσει	qu/sei	θῦσις	qu=sis	n-d---fn-
θύσει	qu/sei	θῦσις	qu=sis	n-d---fv-
θύσει	qu/sei	θῦσις	qu=sis	n-d---fa-
θύσει	qu/sei	θῦσις	qu=sis	n-s---fd-
θύσει	qu/sei	θῦσις	qu=sis	n-s---fd-
θύσειν	qu/sein	θύω1	qu/w1	v--fna---
θύσειν	qu/sein	θύω2	qu/w2	v--fna---
θύσεις	qu/seis	θύσις	qu/sis	n-p---fn-
θύσεις	qu/seis	θύσις	qu/sis	n-p---fv-
θύσεις	qu/seis	θύσις	qu/sis	n-p---fn-
θύσεις	qu/seis	θύσις	qu/sis	n-p---fa-
θύσεις	qu/seis	θύω1	qu/w1	v2sasa---
θύσεις	qu/seis	θύω1	qu/w1	v2sfia---
θύσεις	qu/seis	θύω2	qu/w2	v2sasa---
θύσεις	qu/seis	θύω2	qu/w2	v2sfia---
θύσεις	qu/seis	θῦσις	qu=sis	n-p---fn-
θύσεις	qu/seis	θῦσις	qu=sis	n-p---fv-
θύσεις	qu/seis	θῦσις	qu=sis	n-p---fn-
θύσεις	qu/seis	θῦσις	qu=sis	n-p---fa-
θύσωμεν	qu/swmen	θύω1	qu/w1	v1pasa---
θύσωμεν	qu/swmen	θύω2	qu/w2	v1pasa---
θύω	qu/w	θύον	qu/on	n-d---nn-
θύω	qu/w	θύον	qu/on	n-d---nv-
θύω	qu/w	θύον	qu/on	n-d---na-
θύω	qu/w	θύον	qu/on	n-s---ng-
θύω	qu/w	θύω1	qu/w1	v1spsa---
θύω	qu/w	θύω1	qu/w1	v1spia---
θύω	qu/w	θύω2	qu/w2	v1spsa---
θύω	qu/w	θύω2	qu/w2	v1spia---
θύω	qu/w	θυόω	quo/w	v2spma---
θύω	qu/w	θυόω	quo/w	v3siia---
θῆκε	qh=ke	τίθημι	ti/qhmi	v3saia---
θῆκέ	qh=ke/	τίθημι	ti/qhmi	v3saia---
θῆλυς	qh=lus	θῆλυς	qh=lus	a-s---mn-
θῆται	qh=tai	θάομαι	qa/omai	v3spse---
θῆται	qh=tai	θάομαι	qa/omai	v3spie---
θῆται	qh=tai	θάω	qa/w	v3spie---
θῆται	qh=tai	θάζω	qa/zw	v3sfim---
θῆται	qh=tai	θέω	qe/w	v3spsm---
θῆται	qh=tai	θέω	qe/w	v3spim---
θῆται	qh=tai	τίθημι	ti/qhmi	v3sase---
θῆται	qh=tai	τίθημι	ti/qhmi	v3sasm---
θῦμα	qu=ma	θῦμα	qu=ma	n-s---nn-
θῦμα	qu=ma	θῦμα	qu=ma	n-s---nv-
θῦμα	qu=ma	θῦμα	qu=ma	n-s---na-
θῦμ’	qu=m'	θῦμα	qu=ma	n-s---nn-
θῦμ’	qu=m'	θῦμα	qu=ma	n-s---nv-
θῦμ’	qu=m'	θῦμα	qu=ma	n-s---na-
θῦσαι	qu=sai	θύω1	qu/w1	v2samm---
θῦσαι	qu=sai	θύω1	qu/w1	v--ana---
θῦσαι	qu=sai	θύω2	qu/w2	v2samm---
θῦσαι	qu=sai	θύω2	qu/w2	v--ana---
καθαρμοῖς	kaqarmoi=s	καθαρμός	kaqarmo/s	n-p---md-
καθαρμόν	kaqarmo/n	καθαρμός	kaqarmo/s	n-s---ma-
καθαρμός	kaqarmo/s	καθαρμός	kaqarmo/s	n-s---mn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---nn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---nv-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---na-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fv-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fa-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-s---fn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-s---fv-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---ma-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---nn-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---nv-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---na-
καθεῖναι	kaqei=nai	καθίημι	kaqi/hmi	v--ana---
καθεῖναι	kaqei=nai	καθίημι	kaqi/hmi	v--ana---
καθεῖσαν	kaqei=san	καθίημι	kaqi/hmi	v-sapafa-
καθεῖσαν	kaqei=san	καθίζω	kaqi/zw	v-sapann-
καθεῖσαν	kaqei=san	καθίζω	kaqi/zw	v-sapanv-
καθεῖσαν	kaqei=san	καθίζω	kaqi/zw	v-sapana-
καθεῖσαν	kaqei=san	καθίζω	kaqi/zw	v3paia---
καθιδρύσαιντό	kaqidru/sainto/	καθιδρύω	kaqidru/w	v3paom---
καθωσιώσατο	kaqwsiw/sato	καθοσιόομαι	kaqosio/omai	v3saim---
καθάρματα	kaqa/rmata	κάθαρμα	ka/qarma	n-p---nn-
καθάρματα	kaqa/rmata	κάθαρμα	ka/qarma	n-p---nv-
καθάρματα	kaqa/rmata	κάθαρμα	ka/qarma	n-p---na-
καθάρσια	kaqa/rsia	καθάρσιος	kaqa/rsios	n-p---nn-
καθάρσια	kaqa/rsia	καθάρσιος	kaqa/rsios	n-p---nv-
καθάρσια	kaqa/rsia	καθάρσιος	kaqa/rsios	n-p---na-
καθήμεθα	kaqh/meqa	κάθημαι	ka/qhmai	v1prim---
καθήμεθα	kaqh/meqa	κάθημαι	ka/qhmai	v1plim---
καθήμεθ’	kaqh/meq'	κάθημαι	ka/qhmai	v1prim---
καθήμεθ’	kaqh/meq'	κάθημαι	ka/qhmai	v1plim---
καθίεσαν	kaqi/esan	καθίημι	kaqi/hmi	v3piia---
καθίεσαν	kaqi/esan	καθίημι	kaqi/hmi	v3piia---
καινά	kaina/	καινός	kaino/s	a-p---nn-
καινά	kaina/	καινός	kaino/s	a-p---nv-
καινά	kaina/	καινός	kaino/s	a-p---na-
καινά	kaina/	καινός	kaino/s	a-d---fn-
καινά	kaina/	καινός	kaino/s	a-d---fv-
καινά	kaina/	καινός	kaino/s	a-d---fa-
καινά	kaina/	καινός	kaino/s	a-s---fn-
καινά	kaina/	καινός	kaino/s	a-s---fv-
καινόν	kaino/n	καινός	kaino/s	a-s---ma-
καινόν	kaino/n	καινός	kaino/s	a-s---nn-
καινόν	kaino/n	καινός	kaino/s	a-s---nv-
καινόν	kaino/n	καινός	kaino/s	a-s---na-
καινός	kaino/s	καινός	kaino/s	a-s---mn-
καινῶν	kainw=n	καινέω	kaine/w	v-sppamn-
καινῶν	kainw=n	καινός	kaino/s	a-p---fg-
καινῶν	kainw=n	καινός	kaino/s	a-p---mg-
καινῶν	kainw=n	καινός	kaino/s	a-p---ng-
καινῶν	kainw=n	καινόω	kaino/w	v-sppamv-
καινῶν	kainw=n	καινόω	kaino/w	v-sppann-
καινῶν	kainw=n	καινόω	kaino/w	v-sppanv-
καινῶν	kainw=n	καινόω	kaino/w	v-sppana-
καινῶν	kainw=n	καινόω	kaino/w	v-sppamn-
καινῶν	kainw=n	καινόω	kaino/w	v--pna---
καιρόν	kairo/n	καιρός	kairo/s	n-s---ma-
κακιστέον	kakiste/on	κακιστέον	kakiste/on	n-s---ma-
κακιστέον	kakiste/on	κακιστέον	kakiste/on	n-s---nn-
κακιστέον	kakiste/on	κακιστέον	kakiste/on	n-s---nv-
κακιστέον	kakiste/on	κακιστέον	kakiste/on	n-s---na-
κακιστέον	kakiste/on	κακιστέος	kakiste/os	n-s---ma-
κακιστέον	kakiste/on	κακιστέος	kakiste/os	n-s---fa-
κακιστέον	kakiste/on	κακιστέος	kakiste/os	n-s---nn-
κακιστέον	kakiste/on	κακιστέος	kakiste/os	n-s---nv-
κακιστέον	kakiste/on	κακιστέος	kakiste/os	n-s---na-
κακοί	kakoi/	κακός	kako/s	a-p---mn-
κακοί	kakoi/	κακός	kako/s	a-p---mv-
κακοί	kakoi/	κακόω	kako/w	v2spse---
κακοί	kakoi/	κακόω	kako/w	v2spie---
κακοί	kakoi/	κακόω	kako/w	v3spsa---
κακοῖσι	kakoi=si	κακός	kako/s	a-p---md-
κακοῖσι	kakoi=si	κακός	kako/s	a-p---nd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppamd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppand-
κακοῖσι	kakoi=si	κακόω	kako/w	v3spsa---
κακοῖσι	kakoi=si	κακόω	kako/w	v3ppia---
κακοῦσθαι	kakou=sqai	κακόω	kako/w	v--pne---
κακά	kaka/	κακός	kako/s	a-p---nn-
κακά	kaka/	κακός	kako/s	a-p---nv-
κακά	kaka/	κακός	kako/s	a-p---na-
κακά	kaka/	κακός	kako/s	a-d---fn-
κακά	kaka/	κακός	kako/s	a-d---fv-
κακά	kaka/	κακός	kako/s	a-d---fa-
κακά	kaka/	κακός	kako/s	a-s---fn-
κακά	kaka/	κακός	kako/s	a-s---fv-
κακόν	kako/n	κακός	kako/s	a-s---ma-
κακόν	kako/n	κακός	kako/s	a-s---nn-
κακόν	kako/n	κακός	kako/s	a-s---nv-
κακόν	kako/n	κακός	kako/s	a-s---na-
κακώ	kakw/	κακός	kako/s	a-d---mn-
κακώ	kakw/	κακός	kako/s	a-d---mv-
κακώ	kakw/	κακός	kako/s	a-d---ma-
κακώ	kakw/	κακός	kako/s	a-d---nn-
κακώ	kakw/	κακός	kako/s	a-d---nv-
κακώ	kakw/	κακός	kako/s	a-d---na-
κακῆς	kakh=s	κακάζω	kaka/zw	v2sfia---
κακῆς	kakh=s	κακός	kako/s	a-s---fg-
κακῶν	kakw=n	κάκη	ka/kh	n-p---fg-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamv-
