Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-papann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-papanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-papana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-sapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-sapamd-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-sapand-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapamn-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapamv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v-dapana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v3paim---
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-papann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-papanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-papana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-sapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-sapamd-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-sapand-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapamn-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapamv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v-dapana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	urn:cite2:hmt:lsj.chicago_md:n32672	v3paim---
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppamv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppann-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppanv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppana-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppamv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppann-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppanv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	urn:cite2:hmt:lsj.chicago_md:n32686	v-sppana-
ἐκποδών	e)kpodw/n	ἐκποδών	e)kpodw/n	urn:cite2:hmt:lsj.chicago_md:n32704	d--------
ἐκπέμπειν	e)kpe/mpein	ἐκπέμπω	e)kpe/mpw	urn:cite2:hmt:lsj.chicago_md:n32591	v--pna---
ἐκπίπτει	e)kpi/ptei	ἐκπίτνω	e)kpi/tnw	urn:cite2:hmt:lsj.chicago_md:n32657	v2spie---
ἐκπίπτει	e)kpi/ptei	ἐκπίτνω	e)kpi/tnw	urn:cite2:hmt:lsj.chicago_md:n32657	v3spia---
ἐκσωθεῖμεν	e)kswqei=men	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v1paop---
ἐκσῴσασα	e)ksw/|sasa	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v-sapafn-
ἐκσῴσασα	e)ksw/|sasa	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v-sapafv-
ἐκσῴσω	e)ksw/|sw	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v1sasa---
ἐκσῴσω	e)ksw/|sw	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v2saim---
ἐκσῴσῃς	e)ksw/|sh|s	ἐκσῴζω	e)ksw/|zw	urn:cite2:hmt:lsj.chicago_md:n32930	v2sasa---
ἐκταθείς	e)ktaqei/s	ἐκτείνω	e)ktei/nw	urn:cite2:hmt:lsj.chicago_md:n32964	v-sappmn-
ἐκταθείς	e)ktaqei/s	ἐκτείνω	e)ktei/nw	urn:cite2:hmt:lsj.chicago_md:n32964	v-sappmv-
ἐκτήσαθ’	e)kth/saq'	κτάομαι	kta/omai	urn:cite2:hmt:lsj.chicago_md:n60308	v3saim---
ἐκτήσαθ’	e)kth/saq'	κτέομαι	kte/omai	urn:cite2:hmt:lsj.chicago_md:n60330	v3saie---
ἐκτός	e)kto/s	ἐκτός	e)kto/s	urn:cite2:hmt:lsj.chicago_md:n33059	d--------
ἐκφρόντισον	e)kfro/ntison	ἐκφροντίζω	e)kfronti/zw	urn:cite2:hmt:lsj.chicago_md:n33215	v2sama---
ἐκφρόντισον	e)kfro/ntison	ἐκφροντίζω	e)kfronti/zw	urn:cite2:hmt:lsj.chicago_md:n33215	v2sama---
ἐκφύγοιεν	e)kfu/goien	ἐκφεύγω	e)kfeu/gw	urn:cite2:hmt:lsj.chicago_md:n33161	v3paoa---
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	urn:cite2:hmt:lsj.chicago_md:n33475	n-s---mg-
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	urn:cite2:hmt:lsj.chicago_md:n33475	n-s---fg-
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	urn:cite2:hmt:lsj.chicago_md:n33475	n-s---ng-
ἐλαίας	e)lai/as	ἐλαία	e)lai/a	urn:cite2:hmt:lsj.chicago_md:n33308	n-p---fa-
ἐλαίας	e)lai/as	ἐλαία	e)lai/a	urn:cite2:hmt:lsj.chicago_md:n33308	n-s---fg-
ἐλαίας	e)lai/as	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v2siia---
ἐλαίας	e)lai/as	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v2siia---
ἐλαίῳ	e)lai/w|	ἔλαιον	e)/laion	urn:cite2:hmt:lsj.chicago_md:n33348	n-s---nd-
ἐλαίῳ	e)lai/w|	ἔλαιος	e)/laios	urn:cite2:hmt:lsj.chicago_md:n33358	n-s---md-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	urn:cite2:hmt:lsj.chicago_md:n33618	a-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	urn:cite2:hmt:lsj.chicago_md:n33618	n-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	urn:cite2:hmt:lsj.chicago_md:n33618	n-p---fa-
ἐλευθέρους	e)leuqe/rous	ἐλευθερόω	e)leuqero/w	urn:cite2:hmt:lsj.chicago_md:n33623	v2siia---
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v--ana---
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-sapafn-
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-sapafv-
ἐλθόντας	e)lqo/ntas	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-papama-
ἐλθόντος	e)lqo/ntos	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-sapamg-
ἐλθόντος	e)lqo/ntos	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-sapang-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v-sapamn-
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	urn:cite2:hmt:lsj.chicago_md:n33902	v1spsa---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	urn:cite2:hmt:lsj.chicago_md:n33902	v1spia---
ἐλπίς	e)lpi/s	ἐλπίς	e)lpi/s	urn:cite2:hmt:lsj.chicago_md:n33903	n-s---fn-
ἐλέγετο	e)le/geto	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siie---
ἐλέγετο	e)le/geto	λέγω2	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siie---
ἐλέγετο	e)le/geto	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3siie---
ἐλέγοις	e)le/gois	ἔλεγος	e)/legos	urn:cite2:hmt:lsj.chicago_md:n33532	n-p---md-
ἐλέγχων	e)le/gxwn	ἔλεγχοσ2	e)/legxos	urn:cite2:hmt:lsj.chicago_md:n33537	n-p---mg-
ἐλέγχων	e)le/gxwn	ἔλεγχοσ2	e)/legxos	urn:cite2:hmt:lsj.chicago_md:n33538	n-p---mg-
ἐλέγχων	e)le/gxwn	ἐλέγχω	e)le/gxw	urn:cite2:hmt:lsj.chicago_md:n33539	v-sppamn-
ἐμαρνάμεσθα	e)marna/mesqa	μάρναμαι	ma/rnamai	urn:cite2:hmt:lsj.chicago_md:n65072	v1piie---
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	urn:cite2:hmt:lsj.chicago_md:n33935	p-s---md-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	urn:cite2:hmt:lsj.chicago_md:n33935	p-s---nd-
ἐμαί	e)mai/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fn-
ἐμαί	e)mai/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fv-
ἐμαῖς	e)mai=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fd-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-papamn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v-papamv-
ἐμοί	e)moi/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mv-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2sfoa---
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spoa---
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---md-
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ng-
ἐμπεδώσομεν	e)mpedw/somen	ἐμπεδόω	e)mpedo/w	urn:cite2:hmt:lsj.chicago_md:n34264	v1pasa---
ἐμπεδώσομεν	e)mpedw/somen	ἐμπεδόω	e)mpedo/w	urn:cite2:hmt:lsj.chicago_md:n34264	v1pfia---
ἐμπολᾶς	e)mpola=s	ἐμπολάω	e)mpola/w	urn:cite2:hmt:lsj.chicago_md:n34460	v2spia---
ἐμπολᾶς	e)mpola=s	ἐμπολεύς	e)mpoleu/s	urn:cite2:hmt:lsj.chicago_md:n34465	n-p---ma-
ἐμπολᾶς	e)mpola=s	ἐμπολή	e)mpolh/	urn:cite2:hmt:lsj.chicago_md:n34467	n-s---fg-
ἐμάς	e)ma/s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mv-
ἐμέθεν	e)me/qen	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mg-
ἐμέθεν	e)me/qen	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fg-
ἐμέθεν	e)me/qen	μεθίημι	meqi/hmi	urn:cite2:hmt:lsj.chicago_md:n65624	v3paia---
ἐμήν	e)mh/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fa-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---na-
ἐμός	e)mo/s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mn-
ἐμᾶν	e)ma=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mg-
ἐμᾶν	e)ma=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fg-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---ng-
ἐμῷ	e)mw=|	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---md-
ἐμῷ	e)mw=|	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nd-
ἐν	e)n	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
ἐν	e)n	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
ἐναλίᾳ	e)nali/a|	ἐνάλιος	e)na/lios	urn:cite2:hmt:lsj.chicago_md:n34798	a-s---fd-
ἐναντίος	e)nanti/os	ἐναντίος	e)nanti/os	urn:cite2:hmt:lsj.chicago_md:n34855	a-s---mn-
ἐναυστολήσαμεν	e)naustolh/samen	ναυστολέω	naustole/w	urn:cite2:hmt:lsj.chicago_md:n69889	v1paia---
ἐνεγκεῖν	e)negkei=n	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v--ana---
ἐνεγκών	e)negkw/n	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-sapamn-
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	urn:cite2:hmt:lsj.chicago_md:n35542	d--------
ἐνθένδ’	e)nqe/nd'	ἐνθένδε	e)nqe/nde	urn:cite2:hmt:lsj.chicago_md:n35572	d--------
ἐνθήσω	e)nqh/sw	ἐντίθημι	e)nti/qhmi	urn:cite2:hmt:lsj.chicago_md:n36244	v1sfia---
ἐνιαυτός	e)niauto/s	ἐνιαυτός	e)niauto/s	urn:cite2:hmt:lsj.chicago_md:n35672	n-s---mn-
ἐνοπάς	e)nopa/s	ἐνοπή	e)noph/	urn:cite2:hmt:lsj.chicago_md:n35943	n-p---fa-
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	urn:cite2:hmt:lsj.chicago_md:n36229	d--------
ἐντός	e)nto/s	ἐντός	e)nto/s	urn:cite2:hmt:lsj.chicago_md:n36286	d--------
ἐνί	e)ni/	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
ἐξ	e)c	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
ἐξαλειφθείη	e)caleifqei/h	ἐξαλείφω	e)calei/fw	urn:cite2:hmt:lsj.chicago_md:n36644	v3saop---
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-sapafn-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-sapafv-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-sapafn-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-sapafv-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papamd-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papand-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papamd-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papand-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papafn-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papafv-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papafn-
ἐξαλλάξασ’	e)calla/cas'	ἐξαλλάσσω	e)calla/ssw	urn:cite2:hmt:lsj.chicago_md:n36658	v-papafv-
ἐξανθεῖν	e)canqei=n	ἐξανθέω	e)canqe/w	urn:cite2:hmt:lsj.chicago_md:n36790	v--pna---
ἐξανθεῖν	e)canqei=n	ἐξανθέω	e)canqe/w	urn:cite2:hmt:lsj.chicago_md:n36790	v--pna---
ἐξανιέτω	e)canie/tw	ἐξανίημι	e)cani/hmi	urn:cite2:hmt:lsj.chicago_md:n36798	v3spma---
ἐξανιέτω	e)canie/tw	ἐξανίημι	e)cani/hmi	urn:cite2:hmt:lsj.chicago_md:n36798	v3spma---
ἐξανύσας	e)canu/sas	ἐξανύω	e)canu/w	urn:cite2:hmt:lsj.chicago_md:n36817	v-sapamn-
ἐξανύσας	e)canu/sas	ἐξανύω	e)canu/w	urn:cite2:hmt:lsj.chicago_md:n36817	v-sapamv-
ἐξανῆπτεν	e)canh=pten	ἐξανάπτω	e)cana/ptw	urn:cite2:hmt:lsj.chicago_md:n36753	v3siia---
ἐξανῆπτον	e)canh=pton	ἐξανάπτω	e)cana/ptw	urn:cite2:hmt:lsj.chicago_md:n36753	v3piia---
ἐξανῆπτον	e)canh=pton	ἐξανάπτω	e)cana/ptw	urn:cite2:hmt:lsj.chicago_md:n36753	v1siia---
ἐξαρτωμένη	e)cartwme/nh	ἐξαρτάω	e)carta/w	urn:cite2:hmt:lsj.chicago_md:n36938	v-sppefn-
ἐξαρτωμένη	e)cartwme/nh	ἐξαρτάω	e)carta/w	urn:cite2:hmt:lsj.chicago_md:n36938	v-sppefv-
ἐξαρτωμένη	e)cartwme/nh	ἐξαρτάω	e)carta/w	urn:cite2:hmt:lsj.chicago_md:n36938	v-sppefn-
ἐξαρτωμένη	e)cartwme/nh	ἐξαρτάω	e)carta/w	urn:cite2:hmt:lsj.chicago_md:n36938	v-sppefv-
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v1sasa---
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v1sfia---
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2saim---
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v1sasa---
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v1sfia---
ἐξαυδάσω	e)cauda/sw	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v1stia---
ἐξαίρετόν	e)cai/reto/n	ἐξαίρω	e)cai/rw	urn:cite2:hmt:lsj.chicago_md:n36575	v2dpma---
ἐξαίρετόν	e)cai/reto/n	ἐξαίρω	e)cai/rw	urn:cite2:hmt:lsj.chicago_md:n36575	v3dpia---
ἐξαίρετόν	e)cai/reto/n	ἐξαίρω	e)cai/rw	urn:cite2:hmt:lsj.chicago_md:n36575	v2dpia---
ἐξαίρετόν	e)cai/reto/n	ἐξαίρω	e)cai/rw	urn:cite2:hmt:lsj.chicago_md:n36575	v2diia---
ἐξαίρετόν	e)cai/reto/n	ἐξαιρετός	e)caireto/s	urn:cite2:hmt:lsj.chicago_md:n36570	n-s---ma-
ἐξαίρετόν	e)cai/reto/n	ἐξαιρετός	e)caireto/s	urn:cite2:hmt:lsj.chicago_md:n36570	n-s---fa-
ἐξαίρετόν	e)cai/reto/n	ἐξαιρετός	e)caireto/s	urn:cite2:hmt:lsj.chicago_md:n36570	n-s---nn-
ἐξαίρετόν	e)cai/reto/n	ἐξαιρετός	e)caireto/s	urn:cite2:hmt:lsj.chicago_md:n36570	n-s---nv-
ἐξαίρετόν	e)cai/reto/n	ἐξαιρετός	e)caireto/s	urn:cite2:hmt:lsj.chicago_md:n36570	n-s---na-
ἐξαίφνης	e)cai/fnhs	ἐξαίφνης	e)cai/fnhs	urn:cite2:hmt:lsj.chicago_md:n36588	d--------
ἐξαύδα	e)cau/da	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spma---
ἐξαύδα	e)cau/da	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v3siia---
ἐξαύδα	e)cau/da	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v2spma---
ἐξαύδα	e)cau/da	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v3siia---
ἐξαύδα	e)cau/da	ἐξαυδάω	e)cauda/w	urn:cite2:hmt:lsj.chicago_md:n36993	v3siia---
ἐξεθρέψω	e)ceqre/yw	ἐκτρέφω	e)ktre/fw	urn:cite2:hmt:lsj.chicago_md:n33075	v2saim---
ἐξεκλέψαμεν	e)cekle/yamen	ἐκκλέπτω	e)kkle/ptw	urn:cite2:hmt:lsj.chicago_md:n32167	v1paia---
ἐξεμάνθανεν	e)cema/nqanen	ἐκμανθάνω	e)kmanqa/nw	urn:cite2:hmt:lsj.chicago_md:n32433	v3siia---
ἐξεμόχθεις	e)cemo/xqeis	ἐκμοχθέω	e)kmoxqe/w	urn:cite2:hmt:lsj.chicago_md:n32479	v2siia---
ἐξεμόχθουν	e)cemo/xqoun	ἐκμοχθέω	e)kmoxqe/w	urn:cite2:hmt:lsj.chicago_md:n32479	v3piia---
