form	token_urn	expanded_form
οὐδʼ ἐμοὶ δοκεῖς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:645.3.text	
οὐδὲ μὴν ὑμεῖς γʼ ἐμὲ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:264.1.text	
οὐδὲ φαρμακοῖσιν εἰκῇ ῥᾳδίως ἐχρήσατʼ ἄν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:733.1.text	
οὐδὲν γάρ ἐστʼ ἀλλʼ ἢ κοάξ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:227.1.text	
οὐδὲν γὰρ οὕτω γαῦρόν ἐσθʼ ὡς Ἡρακλῆς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:282.1.text	
οὐκ οἶδʼ· ὁ δʼ ὦμος οὑτοσὶ πιέζεται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:30.1.text	
οὐκ οἶδα· τουδὶ δʼ αὖθις ἀποπειράσομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:648.1.text	
οὐκ ἀποθανεῖν σε ταῦτʼ ἐχρῆν τολμῶντα;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:951.1.text	
οὐκ ἂν ἕτερός γʼ αὔτʼ ἠργάσατʼ ἀνήρ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:488.1.text	
οὐκ ἔγωγʼ, ἐπεὶ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:660.2.text	
οὐκ ἔσθʼ ὅπως οὐκ εἶ σὺ γεννάδας ἀνήρ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:640.1.text	
οὐκ ἠπίσταντʼ ἀλλʼ ἢ μᾶζαν καλέσαι καὶ “ῥυππαπαῖ” εἰπεῖν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1073.1.text	
οὐκέθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1112.1.text.token.6	
οὐκέτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:72.1.text.token.4	
οὐκέτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:292.1.text.token.2	
οὐχ ἱππαλεκτρυόνας μὰ Δίʼ οὐδὲ τραγελάφους, ἅπερ σύ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:937.1.text	
οὓς οὐκ ἂν ἄραιντʼ οὐδʼ ἑκατὸν Αἰγύπτιοι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1406.1.text	
οὔκουν καθεδεῖ δῆτʼ ἐνθαδὶ γάστρων;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:200.1.text	
οὔκουν τὸ Βάρος τοῦθʼ ὃ σὺ φέρεις ὄνος φέρει;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:27.1.text	
οὔκουν ἀτρέμʼ ἕξεις, ἤν τι καὶ χορδῆς λάβῃς;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:339.1.text	
οὔκουν ἕτερʼ ἔστʼ ἐνταῦθα μειρακύλλια	urn:cts:greekLit:tlg0019.tlg009.fu.sp:89.1.text	
οὔκουν Ὀρέστης τοῦτʼ ἐπὶ τῷ τύμβῳ λέγει	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1139.1.text	
οὔτε γὰρ Ἀθηναίοισι συνέβαινʼ Αἰσχύλος—	urn:cts:greekLit:tlg0019.tlg009.fu.sp:807.1.text	
οὕνεχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1118.1.text.token.5	
οὕτω γʼ ἂν εἴη πρὸς πατρὸς τυμβωρύχος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1149.1.text	
οὗτοι γὰρ ἐγγύτατα παρʼ αὐτὴν τὴν ὁδὸν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:162.1.text	
οὗτος δʼ ἀπὸ πάντων †μὲν φέρει, πορνιδίων†,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1301.1.text	
πάγχυ γὰρ ἐκ μεγάλων ἀχέων παυσαίμεθʼ ἂν οὕτως	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1531.1.text	
πάλιν ἄπεισιν οἴκαδʼ αὖ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1486.1.text	
πάντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:302.2.text.token.3	
πάντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1118.1.text.token.1	
πάντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1217.1.text.token.4	
πάντʼ ἐπέξιτον θεατῶν γʼ οὕνεχʼ ὡς ὄντων σοφῶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1118.1.text	
πίσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1443.1.text.token.5	
πίστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1444.1.text.token.4	
παίουσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1094.1.text.token.4	
παιδίʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1408.1.text.token.3	
παρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:162.1.text.token.4	
παρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:252.1.text.token.2	
παρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1013.1.text.token.5	
παρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1309.1.text.token.4	
παραινεῖτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:597.1.text.token.4	
παραπρίσματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:881.1.text.token.3	
παρῆκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:948.1.text.token.7	
πατρῷʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1126.1.text.token.3	
πατρῷʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1138.1.text.token.3	
παυσαίμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1531.1.text.token.6	
παῦʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:843.2.text.token.1	
παῦʼ Αἰσχύλε,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:843.2.text	
πεπλήγμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1214.1.text.token.2	
περίβαλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1322.1.text.token.1	
περίβαλλʼ ὦ τέκνον ὠλένας.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1322.1.text	
περιόψομἀπελθόντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:509.1.text.token.1	
περιόψομἀπελθόντʼ, ἐπεί τοι καὶ κρέα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:509.1.text	
περὶ τῆς πόλεως ἥντινʼ ἔχετον σωτηρίαν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1436.1.text	
περὶ ἐμοῦ δʼ οὐδεὶς λόγος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:87.2.text	
περὶ ἐμοῦ δʼ οὐδεὶς λόγος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:107.2.text	
περὶ ἐμοῦ δʼ οὐδεὶς λόγος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text	
πλάστιγγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1378.1.text.token.6	
πλήν γʼ “ὡς θλίβομαι.”	urn:cts:greekLit:tlg0019.tlg009.fu.sp:5.2.text	
πλακοῦντας ὤπτα κολλάβους. ἀλλʼ εἴσιθι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:507.1.text	
πλεῖν ἢ ʼνιαυτῷ πρεσβύτερος ἀπέρχομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:18.1.text	
ποίων δὲ κακῶν οὐκ αἴτιός ἐστʼ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1078.1.text	
ποθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:268.1.text.token.4	
ποθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1308.1.text.token.2	
ποθεῖ μέν, ἐχθαίρει δέ, βούλεται δʼ ἔχειν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1425.1.text	
ποιεῖς γὰρ οὕτως ὥστʼ ἐναρμόττειν ἅπαν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1202.1.text	
ποιοῦσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1349b.1.text.token.2	
πολλάκις γʼ ἡμῖν ἔδοξεν ἡ πόλις πεπονθέναι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:718.1.text	
πολυτίμητʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:324.1.text.token.3	
πολυτίμητʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:851.1.text.token.4	
πορνεῖʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:113.1.text.token.1	
πορνεῖʼ ἀναπαύλας ἐκτροπὰς κρήνας ὁδοὺς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:113.1.text	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:62.1.text.token.2	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:242.1.text.token.5	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:586.1.text.token.6	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:705.1.text.token.3	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:931.1.text.token.2	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1225.1.text.token.2	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1238.1.text.token.2	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1240.1.text.token.2	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1264.1.text.token.5	
ποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1385.2.text.token.3	
ποῖ δʼ ἐγώ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:296.3.text	
ποῖ δῆτʼ ἂν τραποίμην;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:296.2.text	
ποῖʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:936.1.text.token.6	
ποῦ ʼστι; φέρʼ ἐπʼ αὐτὴν ἴω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:291.2.text	
ποῦ ʼστιν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:483.2.text	
ποῦ δῆτʼ ἀναμενῶ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:194.1.text	
ποῦ μοι τοδί; τίς τοῦτʼ ἔλαβε;’	urn:cts:greekLit:tlg0019.tlg009.fu.sp:979.1.text	
ποῦ ποῦ ʼστιν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:286.1.text	
πράγματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:959.1.text.token.2	
πρίν τινά σʼ ἰδεῖν ἀλλότριον;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:481.1.text	
προβάδην ἔξαγʼ ἐπʼ ἀνθηρὸν ἕλειον δάπεδον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:352.1.text	
προσέτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:490.1.text.token.5	
προσέχουσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1346.1.text.token.5	
προσεπιτέρπεται δʼ ὁ φορμικτὰς Ἀπόλλων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:231.1.text	
πρώτιστα μὲν γὰρ ἕνα τινʼ ἂν καθῖσεν ἐγκαλύψας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:911.1.text	
πρὸς δὲ τούτοις εἰκὸς ὑμᾶς, οἳ μεθʼ ὑμῶν πολλὰ δὴ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:697.1.text	
πρὸς ἥνπερ ἐπιτήδεια ταῦτʼ ᾄδειν μέλη.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1307.1.text	
πρῶθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1239.1.text.token.3	
πρῶτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:908.1.text.token.8	
πρῶτον μὲν οὖν περὶ Ἀλκιβιάδου τίνʼ ἔχετον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1422.1.text	
πρῶτον μὲν τοὺς βασιλεύοντας ῥάκιʼ ἀμπισχών, ἵνʼ ἐλεινοὶ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1063.1.text	
πόλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:164.1.text.token.3	
πόνηρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:852.1.text.token.6	
πόσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:173.1.text.token.1	
πόσʼ ἄττα;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:173.1.text	
πότερʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1141.1.text.token.1	
πότερʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1452.1.text.token.2	
πότερʼ οὖν τὸν Ἑρμῆν, ὡς ὁ πατὴρ ἀπώλετο	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1141.1.text	
πότερον δʼ οὐκ ὄντα λόγον τοῦτον περὶ τῆς Φαίδρας ξυνέθηκα;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1052.1.text	
πώποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:613.1.text.token.2	
πώποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1044.1.text.token.6	
πῶς γὰρ φέρεις, ὅς γʼ αὐτὸς ὑφʼ ἑτέρου φέρει;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text	
πῶς δή; δίδαξον γάρ με καθʼ ὅ τι δὴ λέγεις;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1162.1.text	
πῶς φέρεις γὰρ ὅς γʼ ὀχεῖ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:25.2.text	
πῶς φῄς μʼ ἁμαρτεῖν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1137.1.text	
πῶς ἐνθάδʼ ἄρα κόπτουσιν οὑπιχώριοι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:461.1.text	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:31.1.text.token.9	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:77.1.text.token.7	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:139.1.text.token.4	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:167.1.text.token.5	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:186.1.text.token.8	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:187.1.text.token.2	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:187.1.text.token.6	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:481.1.text.token.3	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:504.1.text.token.4	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:508.2.text.token.6	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:513.1.text.token.3	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:530.1.text.token.4	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:557.1.text.token.7	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:595b.1.text.token.3	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:645.1.text.token.3	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:741.1.text.token.5	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:994b.1.text.token.2	
σʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1245.1.text.token.2	
σάφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:75.1.text.token.3	
σάφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:296.1.text.token.1	
σάφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:918.1.text.token.1	
σάφʼ ἴσθι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:296.1.text	
σάφʼ ἴσθι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:918.1.text	
σαφὲς δʼ ἂν εἶπεν οὐδὲ ἕν—	urn:cts:greekLit:tlg0019.tlg009.fu.sp:927.1.text	
σημεῖον ἐν ταῖς ναυσὶν ὦμαθέστατʼ ἐνεγέγραπτο.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:933.1.text	
σκέψαι τοίνυν οἵους αὐτοὺς παρʼ ἐμοῦ παρεδέξατο πρῶτον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1013.1.text	
σκευάριʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:172.1.text.token.3	
σκόπει νυν ἤν μʼ ὑποκινήσαντʼ ἴδῃς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:644.2.text	
σκόπει τὸ ῥῆμʼ· ἐγὼ δέ σοι φράσω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1155.2.text	
σπλάγχνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1006.1.text.token.9	
στέφανον μύρτων, θρασεῖ δʼ ἐγκατακρούων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:330.1.text	
στρεβλῶν, ἔτι δʼ ἐς τὰς ῥῖνας ὄξος ἐγχέων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:620.1.text	
στρώματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:165.1.text.token.6	
στρώματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:502.1.text.token.5	
συνέβαινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:807.1.text.token.4	
σφαλῆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:736.1.text.token.5	
σχέτλιʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1049.1.text.token.5	
σχινδαλάμων τε παραξόνια σμιλεύματά τʼ ἔργων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:819.1.text	
σωτὴρ γενοῦ μοι σύμμαχός τʼ αἰτουμένῳ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1127.1.text	
σὲ δὲ ταῦτʼ ἀρέσκει;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:103.1.text	
σὺ δʼ εἰσέθηκας τοὔπος ἐπτερωμένον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1388.1.text	
σὺ δʼ εὐθὺς ὥσπερ πρῖνος ἐμπρησθεὶς βοᾷς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:859.1.text	
σὺ δʼ οὐκ ἔδεισας τὸν ψόφον τῶν ῥημάτων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:492.1.text	
σὺ δʼ οὔ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:275.2.text	
σὺ δʼ οὖν ἐπειδὴ τὸν ὄνον οὐ φῄς σʼ ὠφελεῖν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:31.1.text	
σὺ δʼ ἔμοιγʼ ἐάνπερ ἐπιτύχῃς Ὑπέρβολον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:570.1.text	
σὺ δʼ ὦ Διὸς διπύρους ἀνέχουσα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1361.1.text	
σὺ δʼ ὦ θεοῖσιν ἐχθρὲ ποῖʼ ἄττʼ ἐστὶν ἅττʼ ἐποίεις;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:936.1.text	
σὺ δή με ταῦτʼ ὦ στωμυλιοσυλλεκτάδη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:841.1.text	
σὺ δὲ μὴ πρὸς ὀργὴν Αἰσχύλʼ ἀλλὰ πρᾳόνως	urn:cts:greekLit:tlg0019.tlg009.fu.sp:856.1.text	
σὺ μὲν γενοῦ ʼγὼ τὸ ῥόπαλον τουτὶ λαβὼν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:495.1.text	
σῦκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1247.1.text.token.3	
σῳζοίμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1450.1.text.token.5	
σῴζειν φήσʼ ἐς τὰς ὥρας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:382.1.text	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:45.1.text.token.4	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:284.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:347.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:474.1.text.token.4	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:819.1.text.token.5	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:976.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1032.1.text.token.9	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1114.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1115.1.text.token.3	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1127.1.text.token.5	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1152.1.text.token.5	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1293.1.text.token.3	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1339.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1354.1.text.token.3	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1358.1.text.token.3	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1383.1.text.token.4	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1402.1.text.token.2	
τʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1532.1.text.token.2	
τά τʼ ἄλλα καὶ τὰς οἰκίας	urn:cts:greekLit:tlg0019.tlg009.fu.sp:976.1.text	
τάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:713.1.text.token.6	
τάδε μὲν λεύσσεις φαίδιμʼ Ἀχιλλεῦ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:992.1.text	
τάχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:527.2.text.token.2	
τάχιστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:118.1.text.token.2	
τέως δʼ ἀβελτερώτατοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:989.1.text	
τί δʼ αἰσχρόν, ἢν μὴ τοῖς θεωμένοις δοκῇ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1475.1.text	
τί δʼ ἔστι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:302.1.text	
τί δʼ ἔστιν; οὔ τι πού μʼ ἀφελέσθαι διανοεῖ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:526.1.text	
τί δʼ; οὐκ Ἰοφῶν ζῇ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:73.1.text	
τί δέδρακας ὦ μιαρώτατʼ ἀνθρώπων;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1472.1.text	
τί δαὶ σὺ βουλεύει ποιεῖν; λέγʼ Αἰσχύλε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:865.1.text	
τί δὲ τονθορύζων, ἡνίκʼ ἂν πληγὰς λαβὼν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:747.1.text	
τί δῆθʼ ὁ Πλούτων δρᾶν παρασκευάζεται;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:784.1.text	
τί δῆτʼ ἔδει με ταῦτα τὰ σκεύη φέρειν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text	
τί δῆτʼ, ἐπειδὴ καὶ σὺ φῂς εἶναι θεός,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:635.1.text	
τί τὸ “φλαττοθρατ” τοῦτʼ ἐστίν; ἐκ Μαραθῶνος ἢ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1296.1.text	
τί ἔσθʼ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1220.2.text	
τίνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:120.1.text.token.3	
τίνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:310.1.text.token.1	
τίνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1253.1.text.token.1	
τίνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1422.1.text.token.6	
τίνʼ αἰτιάσομαι θεῶν μ' ἀπολλύναι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:310.1.text	
τίνʼ ἄρα μέμψιν ἐποίσει	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1253.1.text	
τίς ἐς τὸ Λήθης πεδίον, ἢ σʼ Ὄνου πόκας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:186.1.text	
ταυτὶ πότερʼ αὐτὸς ηὗρες ἢ Κηφισοφῶν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1452.1.text	
ταὔτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1161.1.text.token.2	
ταὔτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1250.1.text.token.5	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:21.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:92.1.text.token.2	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:103.1.text.token.3	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:117.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:143.1.text.token.2	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:528.2.text.token.1	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:598.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:600.1.text.token.1	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:632.2.text.token.1	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:695.1.text.token.2	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:703.1.text.token.3	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:704.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:841.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:918.2.text.token.6	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:951.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1112.1.text.token.8	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1143.1.text.token.4	
ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1307.1.text.token.4	
ταῦτʼ ἀκούεις;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:632.2.text	
