’	e)\	- no urn found -	ἒ
Ἀστυάγης	*)astua/ghs	- no urn found -	Ἀστυάγης
Ἀστέρος	*)asth/r	- no urn found -	Ἀστήρ
Ἀσωνίδης	*)aswni/dhs	- no urn found -	Ἀσωνίδης
Ἀσωποῦ	*)aswpo/s	- no urn found -	Ἀσωπός
Ἀσωπίς	*)aswpi/s	- no urn found -	Ἀσωπίς
Ἀσωπίων	*)asw/pios	- no urn found -	Ἀσώπιος
Ἀσωπόδωρος	*)aswpo/dwros	- no urn found -	Ἀσωπόδωρος
Ἀσωπόν	*)aswpo/s	- no urn found -	Ἀσωπός
Ἀσωπός	*)aswpo/s	- no urn found -	Ἀσωπός
Ἀσωπῷ	*)aswpo/s	- no urn found -	Ἀσωπός
Ἀσίεω	*)asi/as	- no urn found -	Ἀσίας
Ἀσίη	*)/asios	- no urn found -	Ἄσιος
Ἀσίη	*)/asios	- no urn found -	Ἄσιος
Ἀσίη	*)asi/as	- no urn found -	Ἀσίας
Ἀσίην	*)/asios	- no urn found -	Ἄσιος
Ἀσίην	*)asi/as	- no urn found -	Ἀσίας
Ἀσίης	*)/asios	- no urn found -	Ἄσιος
Ἀσίης	*)asi/as	- no urn found -	Ἀσίας
Ἀσίνη	*)asi/nh	- no urn found -	Ἀσίνη
Ἀσίνη	*)asi/nh	- no urn found -	Ἀσίνη
Ἀσίῃ	*)/asios	- no urn found -	Ἄσιος
Ἀσίῃ	*)asi/as	- no urn found -	Ἀσίας
Ἀταρνείτεω	*)atarnei/ths	- no urn found -	Ἀταρνείτης
Ἀταρνεύς	*)atarneu/s	- no urn found -	Ἀταρνεύς
Ἀταρνέος	*)atarneu/s	- no urn found -	Ἀταρνεύς
Ἀταρνέϊ	*)atarneu/s	- no urn found -	Ἀταρνεύς
Ἀτλαντίς	*)atlanti/s	- no urn found -	Ἀτλαντίς
Ἀτραμύττειόν	*)atramu/tteion	- no urn found -	Ἀτραμύττειον
Ἀτραμύττειόν	*)atramu/tteion	- no urn found -	Ἀτραμύττειον
Ἀτραμύττειόν	*)atramu/tteion	- no urn found -	Ἀτραμύττειον
Ἀτταγίνου	*)attagi=nos	- no urn found -	Ἀτταγῖνος
Ἀτταγῖνον	*)attagi=nos	- no urn found -	Ἀτταγῖνος
Ἀτταγῖνος	*)attagi=nos	- no urn found -	Ἀτταγῖνος
Ἀττικαί	*)attikh/	- no urn found -	Ἀττική
Ἀττικαί	*)attikh/	- no urn found -	Ἀττική
Ἀττικά	*)attikh/	- no urn found -	Ἀττική
Ἀττικά	*)attikh/	- no urn found -	Ἀττική
Ἀττικά	*)attikh/	- no urn found -	Ἀττική
Ἀττικά	*)attikh/	- no urn found -	Ἀττική
Ἀττικά	*)attikh/	- no urn found -	Ἀττική
Ἀττικάς	*)attikh/	- no urn found -	Ἀττική
Ἀττικέων	*)attikh/	- no urn found -	Ἀττική
Ἀττική	*)attikh/	- no urn found -	Ἀττική
Ἀττική	*)attikh/	- no urn found -	Ἀττική
Ἀττικήν	*)attikh/	- no urn found -	Ἀττική
Ἀττικῆς	*)attikh/	- no urn found -	Ἀττική
Ἀττικῇ	*)attikh/	- no urn found -	Ἀττική
Ἀττικῇσι	*)attikh/	- no urn found -	Ἀττική
Ἀτάραντες	*)atara/nths	- no urn found -	Ἀταράντης
Ἀτάρβηχις	*)ata/rbhxis	- no urn found -	Ἀτάρβηχις
Ἀτόσσης	*)/atossa	- no urn found -	Ἄτοσσα
Ἀτόσσῃ	*)/atossa	- no urn found -	Ἄτοσσα
Ἀφετέων	*)afetai/	- no urn found -	Ἀφεταί
Ἀφετέων	a)fete/os	- no urn found -	ἀφετέος
Ἀφετέων	a)fete/os	- no urn found -	ἀφετέος
Ἀφετέων	a)fete/os	- no urn found -	ἀφετέος
Ἀφθίτης	*)afqi/th	- no urn found -	Ἀφθίτη
Ἀφιδναῖος	*)afidnai=os	- no urn found -	Ἀφιδναῖος
Ἀφέται	*)afetai/	- no urn found -	Ἀφεταί
Ἀφέται	*)afetai/	- no urn found -	Ἀφεταί
Ἀφέτας	*)afetai/	- no urn found -	Ἀφεταί
Ἀφέτῃσι	*)afetai/	- no urn found -	Ἀφεταί
Ἀφίδνας	*)/afidna	- no urn found -	Ἄφιδνα
Ἀφίδνας	*)/afidna	- no urn found -	Ἄφιδνα
Ἀφίδνας	*)afi/dnai	- no urn found -	Ἀφίδναι
Ἀφύτιος	*)/afutis	- no urn found -	Ἄφυτις
Ἀχαιμενιδέων	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμενίδαι	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμενίδεω	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμενίδην	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμενίδης	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμενίδῃ	*)axaimeni/dhs	- no urn found -	Ἀχαιμενίδης
Ἀχαιμένεα	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεος	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεϊ	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεϊ	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεϊ	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεϊ	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένεϊ	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένης	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένης	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένης	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιμένης	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχαιῶν	a)xaia/	- no urn found -	ἀχαιά
Ἀχαίμενες	*)axaime/nhs	- no urn found -	Ἀχαιμένης
Ἀχελῴου	*)axelw/ios	- no urn found -	Ἀχελώιος
Ἀχιλληίου	*)axillh/ion	- no urn found -	Ἀχιλλήιον
Ἀχιλλήιον	*)axillh/ion	- no urn found -	Ἀχιλλήιον
Ἀχιλλήιον	*)axillh/ion	- no urn found -	Ἀχιλλήιον
Ἀχιλλήιον	*)axillh/ion	- no urn found -	Ἀχιλλήιον
Ἀψινθίους	*)ayi/nqios	- no urn found -	Ἀψίνθιος
Ἀψινθίων	*)ayi/nqios	- no urn found -	Ἀψίνθιος
Ἀψίνθιοι	*)ayi/nqios	- no urn found -	Ἀψίνθιος
Ἀψίνθιοι	*)ayi/nqios	- no urn found -	Ἀψίνθιος
Ἀέροπος	*)ae/ropos	- no urn found -	Ἀέροπος
Ἁλικαρνησσεύς	*(alikarnhsseu/s	- no urn found -	Ἁλικαρνησσεύς
Ἁλικαρνησσοῦ	*(alikarnhsso/s	- no urn found -	Ἁλικαρνησσός
Ἁλικαρνησσέας	*(alikarnhsseu/s	- no urn found -	Ἁλικαρνησσεύς
Ἁλικαρνησσέος	*(alikarnhsseu/s	- no urn found -	Ἁλικαρνησσεύς
Ἁλικαρνησσέων	*(alikarnhsseu/s	- no urn found -	Ἁλικαρνησσεύς
Ἁλικαρνησσέων	*(alikarnhsseu/s	- no urn found -	Ἁλικαρνησσεύς
Ἁλικαρνησσόν	*(alikarnhsso/s	- no urn found -	Ἁλικαρνησσός
Ἁλικαρνησσός	*(alikarnhsso/s	- no urn found -	Ἁλικαρνησσός
Ἁλιάκμονος	*(alia/kmwn	- no urn found -	Ἁλιάκμων
Ἁλιέας	*(alie/ai	- no urn found -	Ἁλιέαι
Ἁλιέας	*(alie/as	- no urn found -	Ἁλιέας
Ἁλιέας	*(alie/as	- no urn found -	Ἁλιέας
Ἁρμαμίθρης	*(armami/qras	- no urn found -	Ἁρμαμίθρας
Ἁρματίδεω	*(armati/dhs	- no urn found -	Ἁρματίδης
Ἁρμοκύδης	*(armoku/dhs	- no urn found -	Ἁρμοκύδης
Ἁρμοκύδης	*(armoku/dhs	- no urn found -	Ἁρμοκύδης
Ἁρμοκύδης	*(armoku/dhs	- no urn found -	Ἁρμοκύδης
Ἁρμοκύδης	*(armoku/dhs	- no urn found -	Ἁρμοκύδης
Ἁρμόδιος	*(armo/dios	- no urn found -	Ἁρμόδιος
Ἁρμόδιός	*(armo/dios	- no urn found -	Ἁρμόδιος
Ἁρπάγου	*(/arpagos	- no urn found -	Ἅρπαγος
Ἁρπάγῳ	*(/arpagos	- no urn found -	Ἅρπαγος
Ἄβαντες	*)/abantes	- no urn found -	Ἄβαντες
Ἄβαντες	*)/abantes	- no urn found -	Ἄβαντες
Ἄβας	*)/abai	- no urn found -	Ἄβαι
Ἄβας	*)/abantes	- no urn found -	Ἄβαντες
Ἄβας	*)/abas	- no urn found -	Ἄβας
Ἄβας	a)ba/w	- no urn found -	ἀβάω
Ἄβας	a)ba/w	- no urn found -	ἀβάω
Ἄβδηρα	*)/abdhra	- no urn found -	Ἄβδηρα
Ἄβδηρα	*)/abdhra	- no urn found -	Ἄβδηρα
Ἄβδηρα	*)/abdhra	- no urn found -	Ἄβδηρα
Ἄβῃσι	*)/abai	- no urn found -	Ἄβαι
Ἄγγρος	*)/aggros	- no urn found -	Ἄγγρος
Ἄγητος	*)/aghtos	- no urn found -	Ἄγητος
Ἄγιος	*)/agis	- no urn found -	Ἄγις
Ἄγραι	*)/agra	- no urn found -	Ἄγρα
Ἄγραι	*)/agra	- no urn found -	Ἄγρα
Ἄγραι	*)/agra	- no urn found -	Ἄγρα
Ἄγραι	*)/agrai	- no urn found -	Ἄγραι
Ἄγραι	*)/agrai	- no urn found -	Ἄγραι
Ἄγρων	*)/agrwn	- no urn found -	Ἄγρων
Ἄγρων	*)/agrwn	- no urn found -	Ἄγρων
Ἄγρωνος	*)/agrwn	- no urn found -	Ἄγρων
Ἄδρηστε	*)/adrhstos	- no urn found -	Ἄδρηστος
Ἄδρηστον	*)/adrhstos	- no urn found -	Ἄδρηστος
Ἄδρηστος	*)/adrhstos	- no urn found -	Ἄδρηστος
Ἄδρηστόν	*)/adrhstos	- no urn found -	Ἄδρηστος
Ἄζιρις	*)/aziris	- no urn found -	Ἄζιρις
Ἄζωτον	*)/azwtos	- no urn found -	Ἄζωτος
Ἄζωτος	*)/azwtos	- no urn found -	Ἄζωτος
Ἄθρυς	*)/aqrus	- no urn found -	Ἄθρυς
Ἄθρυς	*)/aqrus	- no urn found -	Ἄθρυς
Ἄθων	*)/aqwn	- no urn found -	Ἄθων
Ἄθων	*)/aqwn	- no urn found -	Ἄθων
Ἄκανθον	*)/akanqos	- no urn found -	Ἄκανθος
Ἄκης	*)/akhs	- no urn found -	Ἄκης
Ἄλκων	*)/alkwn	- no urn found -	Ἄλκων
Ἄλκων	*)/alkwn	- no urn found -	Ἄλκων
Ἄλλου	a)/llou	- no urn found -	ἄλλου
Ἄλον	*)/alos	- no urn found -	Ἄλος
Ἄλπις	*)/alpeis	- no urn found -	Ἄλπεις
Ἄλπις	*)/alpeis	- no urn found -	Ἄλπεις
Ἄμασιν	*)/amasis	- no urn found -	Ἄμασις
Ἄμασιν	*)/amasis	- no urn found -	Ἄμασις
Ἄμασις	*)/amasis	- no urn found -	Ἄμασις
Ἄμασις	*)/amasis	- no urn found -	Ἄμασις
Ἄμασίς	*)/amasis	- no urn found -	Ἄμασις
Ἄμασίς	*)/amasis	- no urn found -	Ἄμασις
Ἄμηστριν	*)/amhstris	- no urn found -	Ἄμηστρις
Ἄμηστρις	*)/amhstris	- no urn found -	Ἄμηστρις
Ἄμμωνα	*)ammw/nas	- no urn found -	Ἀμμώνας
Ἄμμωνα	*)ammw/nas	- no urn found -	Ἀμμώνας
Ἄμπελον	*)/ampelos	- no urn found -	Ἄμπελος
Ἄμπῃ	*)/amph	- no urn found -	Ἄμπη
Ἄμφισσαν	*)/amfissa	- no urn found -	Ἄμφισσα
Ἄναυα	*)/anaua	- no urn found -	Ἄναυα
Ἄναυα	*)/anaua	- no urn found -	Ἄναυα
Ἄνδριοι	*)/andrios	- no urn found -	Ἄνδριος
Ἄνδριοι	*)/andrios	- no urn found -	Ἄνδριος
Ἄνδρον	*)/andros	- no urn found -	Ἄνδρος
Ἄνδρου	*)/andros	- no urn found -	Ἄνδρος
Ἄνθυλλα	*)/anqulla	- no urn found -	Ἄνθυλλα
Ἄνθυλλα	*)/anqulla	- no urn found -	Ἄνθυλλα
Ἄνθυλλάν	*)/anqulla	- no urn found -	Ἄνθυλλα
Ἄννωνος	*)/annwn	- no urn found -	Ἄννων
Ἄντανδρον	*)/antandros	- no urn found -	Ἄντανδρος
Ἄνυσιν	*)/anusis	- no urn found -	Ἄνυσις
Ἄνω	*)/anas	- no urn found -	Ἄνας
Ἄξιον	*)/acios	- no urn found -	Ἄξιος
Ἄξιον	*)aci/wn	- no urn found -	Ἀξίων
Ἄξιος	*)/acios	- no urn found -	Ἄξιος
Ἄπι	*)=apis	- no urn found -	Ἆπις
Ἄπιος	*)=apis	- no urn found -	Ἆπις
Ἄραρός	*)/araros	- no urn found -	Ἄραρος
Ἄργην	*)/argh	- no urn found -	Ἄργη
Ἄργης	*)/argh	- no urn found -	Ἄργη
Ἄργιλον	*)/argilos	- no urn found -	Ἄργιλος
Ἄργιλον	*)/argilos	- no urn found -	Ἄργιλος
Ἄργιλον	a)/rgilos	- no urn found -	ἄργιλος
Ἄρδυος	*)/ardus	- no urn found -	Ἄρδυς
Ἄρεα	*)/aris	- no urn found -	Ἄρις
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	*)/areios	- no urn found -	Ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρειοι	a)/reios	- no urn found -	ἄρειος
Ἄρεος	*)/areus	- no urn found -	Ἄρευς
Ἄρεος	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	*)/areus	- no urn found -	Ἄρευς
Ἄρεϊ	*)/areus	- no urn found -	Ἄρευς
Ἄρεϊ	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	*)/aris	- no urn found -	Ἄρις
Ἄρεϊ	a)re/m	- no urn found -	ἀρέμ
Ἄρεϊ	a)re/m	- no urn found -	ἀρέμ
Ἄρης	*)/aris	- no urn found -	Ἄρις
Ἄρης	*)/aris	- no urn found -	Ἄρις
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄριοι	*)/arios	- no urn found -	Ἄριος
Ἄρχανδρος	*)/arxandros	- no urn found -	Ἄρχανδρος
Ἄσσα	*)/assa	- no urn found -	Ἄσσα
Ἄσσα	*)/assa	- no urn found -	Ἄσσα
Ἄσσα	*)/assa	- no urn found -	Ἄσσα
Ἄσσα	*)/assa	- no urn found -	Ἄσσα
Ἄσσα	*)/assa	- no urn found -	Ἄσσα
Ἄσσα	*)assa	- no urn found -	Ἀσσα
Ἄσσα	*)assa	- no urn found -	Ἀσσα
Ἄσσα	*)assa	- no urn found -	Ἀσσα
Ἄσσα	*)assa	- no urn found -	Ἀσσα
Ἄσσα	*)assa	- no urn found -	Ἀσσα
Ἄσυχιν	*)/asuxis	- no urn found -	Ἄσυχις
Ἄσυχιν	*)a/suxis	- no urn found -	Ἄσυχις
Ἄτοσσα	*)/atossa	- no urn found -	Ἄτοσσα
Ἄτοσσα	*)/atossa	- no urn found -	Ἄτοσσα
Ἄτοσσαν	*)/atossa	- no urn found -	Ἄτοσσα
Ἄτοσσάν	*)/atossa	- no urn found -	Ἄτοσσα
Ἄτυν	*)/atus	- no urn found -	Ἄτυς
Ἄτυος	*)/atus	- no urn found -	Ἄτυς
Ἄτυς	*)/atus	- no urn found -	Ἄτυς
Ἄωον	*)/awos	- no urn found -	Ἄωος
Ἅλυν	*(/alus	- no urn found -	Ἅλυς
Ἅλυος	*(/alus	- no urn found -	Ἅλυς
Ἅλυς	*(/alus	- no urn found -	Ἅλυς
Ἅλυς	*(/alus	- no urn found -	Ἅλυς
Ἅρπαγε	*(/arpagos	- no urn found -	Ἅρπαγος
Ἅρπαγον	*(/arpagos	- no urn found -	Ἅρπαγος
Ἅρπαγος	*(/arpagos	- no urn found -	Ἅρπαγος
Ἆπιν	*)=apis	- no urn found -	Ἆπις
Ἆπιν	*)=apis	- no urn found -	Ἆπις
Ἆπις	*)=apis	- no urn found -	Ἆπις
Ἆπις	*)=apis	- no urn found -	Ἆπις
ἐγκατιζόμενος	e)n-kaqi/zw	- no urn found -	ἐν-καθίζω
ἐγκατιζόμενος	e)n-kati/zw	- no urn found -	ἐν-κατίζω
ἐγχειριδίοισι	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειριδίων	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδια	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδια	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδια	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδιον	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδιον	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐγχειρίδιον	e)gxeiri/dion	- no urn found -	ἐγχειρίδιον
ἐδηιώθη	dhio/w	- no urn found -	δηιόω
ἐδηιώθη	dhio/w	- no urn found -	δηιόω
ἐδηίου	dhio/w	- no urn found -	δηιόω
ἐδηίου	dhio/w	- no urn found -	δηιόω
ἐδηίουν	dhio/w	- no urn found -	δηιόω
ἐδηίουν	dhio/w	- no urn found -	δηιόω
ἐδηίουν	dhio/w	- no urn found -	δηιόω
ἐδηίουν	dhio/w	- no urn found -	δηιόω
ἐδοξώθη	doco/omai	- no urn found -	δοξόομαι
ἐδωρέετο	dwre/omai	- no urn found -	δωρέομαι
ἐδωρήθη	dwre/omai	- no urn found -	δωρέομαι
ἐδωρήσαντό	dwre/omai	- no urn found -	δωρέομαι
ἐδωρήσατο	dwre/omai	- no urn found -	δωρέομαι
ἐδωρήσατό	dwre/omai	- no urn found -	δωρέομαι
ἐθώμαζε	qwma/zw	- no urn found -	θωμάζω
ἐθώμαζες	qwma/zw	- no urn found -	θωμάζω
ἐθώμαζον	qwma/zw	- no urn found -	θωμάζω
ἐθώμαζον	qwma/zw	- no urn found -	θωμάζω
ἐθώμαζέ	qwma/zw	- no urn found -	θωμάζω
ἐκεραΐζετο	kerai/zw	- no urn found -	κεραίζω
ἐκεραΐζετο	kerai/zw	- no urn found -	κεραίζω
ἐκεράϊζον	kerai/zw	- no urn found -	κεραίζω
ἐκεράϊζον	kerai/zw	- no urn found -	κεραίζω
ἐκεράϊζον	kerai/zw	- no urn found -	κεραίζω
ἐκεράϊζον	kerai/zw	- no urn found -	κεραίζω
ἐκεχάριστο	xari/zomai	- no urn found -	χαρίζομαι
ἐκκεχωσμένης	e)kxw/nnumai	- no urn found -	ἐκχώννυμαι
ἐλαιέων	e)lai/zw	- no urn found -	ἐλαίζω
ἐληίζοντο	lhi/zomai	- no urn found -	ληίζομαι
ἐληίζοντο	lhi/zomai	- no urn found -	ληίζομαι
ἐληίσαντο	lhi/zomai	- no urn found -	ληίζομαι
ἐληίσαντο	lhi/zomai	- no urn found -	ληίζομαι
ἐλοῦτο	lo/w	- no urn found -	λόω
ἐλίσσετο	e)li/ssw	- no urn found -	ἐλίσσω
ἐμαντεύετο	manteu/w	- no urn found -	μαντεύω
ἐμαντεύθη	manteu/w	- no urn found -	μαντεύω
ἐμαντεύοντο	manteu/w	- no urn found -	μαντεύω
ἐμπιπλάμενοι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλάμενοι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλάμενοι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλάμενοι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλέει	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλέει	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπλᾶσι	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπιπραμένου	e)mpipra/w	- no urn found -	ἐμπιπράω
ἐμπλησαμένη	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπλησαμένη	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπλήσαντες	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπλήσαντες	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐμπορίων	e)mpo/ria	- no urn found -	ἐμπόρια
ἐμπόρια	e)mpo/ria	- no urn found -	ἐμπόρια
ἐμπόρια	e)mpo/ria	- no urn found -	ἐμπόρια
ἐμπόρια	e)mpo/ria	- no urn found -	ἐμπόρια
ἐμίγη	mi/gnumi	- no urn found -	μίγνυμι
ἐμίγη	mi/gnumi	- no urn found -	μίγνυμι
ἐμίσγετο	mi/gnumi	- no urn found -	μίγνυμι
ἐμίσγετό	mi/gnumi	- no urn found -	μίγνυμι
ἐμίχθη	mi/gnumi	- no urn found -	μίγνυμι
ἐναποθανών	e)napoqnh/skw	- no urn found -	ἐναποθνήσκω
ἐνδύνουσι	e)ndu/nw	- no urn found -	ἐνδύνω
ἐνδύνουσι	e)ndu/nw	- no urn found -	ἐνδύνω
ἐνδύνουσι	e)ndu/nw	- no urn found -	ἐνδύνω
ἐνδύνουσι	e)ndu/nw	- no urn found -	ἐνδύνω
ἐνεοῦσαν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεπλήσθη	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐνεόντα	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεόντα	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεόντα	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεόντα	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεόντες	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεόντες	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνεών	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνιαχῇ	e)n-a)xe/w	- no urn found -	ἐν-ἀχέω2
ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
ἐνορχέας	e)norxh/s	- no urn found -	ἐνορχής
ἐνορχέας	e)norxh/s	- no urn found -	ἐνορχής
ἐνορχέων	e)norxh/s	- no urn found -	ἐνορχής
ἐνορχέων	e)norxh/s	- no urn found -	ἐνορχής
ἐνορχέων	e)norxh/s	- no urn found -	ἐνορχής
ἐνστρατοπεδεύεσθαι	e)nstratopedeu/omai	- no urn found -	ἐνστρατοπεδεύομαι
ἐνέοι	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνέπλησε	e)mpi/plhmi	- no urn found -	ἐμπίπλημι
ἐνέχραυε	e)n-xrau/w	- no urn found -	ἐν-χραύω
ἐνῆν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνῆν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνῆν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐνῆν	e)n-h)mi/	- no urn found -	ἐν-ἠμί
ἐνῆσαν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἐξανδραποδιεύμενοι	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδιεύμενοι	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδιεῦνται	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδισαμένους	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδισθέντες	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδισθέντες	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδίσασθαι	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξανδραποδίσασθαί	e)candrapodi/zomai	- no urn found -	ἐξανδραποδίζομαι
ἐξαπολώλασι	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
ἐξαπόλλυται	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
ἐξαπόλωλε	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
ἐξαπόλωλε	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
ἐξαπώλετο	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
ἐξεργόμενος	e)k-e)/rgnumi	- no urn found -	ἐκ-ἔργνυμι
ἐξέργειν	e)k-e)/rgnumi	- no urn found -	ἐκ-ἔργνυμι
ἐξέργομαι	e)k-e)/rgnumi	- no urn found -	ἐκ-ἔργνυμι
ἐξῇ	e)/ssomai	- no urn found -	ἔσσομαι
ἐπαείρεις	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπαείρεις	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπαείροντα	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπαείροντα	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπαείροντα	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
