Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	urn:cite2:hmt:lsj.chicago_md:n2219	a-s---mn-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	urn:cite2:hmt:lsj.chicago_md:n35910	v3pfia---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	urn:cite2:hmt:lsj.chicago_md:n35910	v3pasa---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	urn:cite2:hmt:lsj.chicago_md:n35910	v-pfpamd-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	urn:cite2:hmt:lsj.chicago_md:n35910	v-pfpand-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	urn:cite2:hmt:lsj.chicago_md:n35910	v3pfia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2spme---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2spmm---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2spme---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2siie---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2siie---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	urn:cite2:hmt:lsj.chicago_md:n35958	v2siim---
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐνταῦθά	e)ntau=qa/	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐνταῦθ’	e)ntau=q'	ἐνταῦθα	e)ntau=qa	urn:cite2:hmt:lsj.chicago_md:n36165	d--------
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	urn:cite2:hmt:lsj.chicago_md:n36229	d--------
ἐντός	e)nto/s	ἐντός	e)nto/s	urn:cite2:hmt:lsj.chicago_md:n36286	d--------
ἐντύχοι	e)ntu/xoi	ἐντυγχάνω	e)ntugxa/nw	urn:cite2:hmt:lsj.chicago_md:n36345	v3saoa---
ἐνέβαλλον	e)ne/ballon	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v3piia---
ἐνέβαλλον	e)ne/ballon	ἐμβάλλω	e)mba/llw	urn:cite2:hmt:lsj.chicago_md:n33956	v1siia---
ἐνέμετο	e)ne/meto	νέμω	ne/mw	urn:cite2:hmt:lsj.chicago_md:n70188	v3siie---
ἐνί	e)ni/	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
ἐνόμιζον	e)no/mizon	νομίζω	nomi/zw	urn:cite2:hmt:lsj.chicago_md:n70958	v3piia---
ἐνόμιζον	e)no/mizon	νομίζω	nomi/zw	urn:cite2:hmt:lsj.chicago_md:n70958	v1siia---
ἐνόρχην	e)no/rxhn	ἐνόρχης	e)no/rxhs	urn:cite2:hmt:lsj.chicago_md:n35978	n-s---ma-
ἐξ	e)c	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
ἐξακούεται	e)cakou/etai	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v3spie---
ἐξαμαρτών	e)camartw/n	ἐξαμαρτάνω	e)camarta/nw	urn:cite2:hmt:lsj.chicago_md:n36677	v-sapamn-
ἐξαπατώμενος	e)capatw/menos	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v-sppemn-
ἐξαπατώμενος	e)capatw/menos	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v-sppemn-
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v2spse---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v2spie---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v3spsa---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v3spia---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v2spse---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v2spie---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v3spsa---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	urn:cite2:hmt:lsj.chicago_md:n36827	v3spia---
ἐξεγραψάμην	e)cegraya/mhn	ἐκγράφω	e)kgra/fw	urn:cite2:hmt:lsj.chicago_md:n31811	v1saim---
ἐξεγρήγορεν	e)cegrh/goren	ἐξεγείρω	e)cegei/rw	urn:cite2:hmt:lsj.chicago_md:n37043	v3sria---
ἐξεγρήγορεν	e)cegrh/goren	ἐξεγείρω	e)cegei/rw	urn:cite2:hmt:lsj.chicago_md:n37043	v3plia---
ἐξειπών	e)ceipw/n	ἐξεῖπον	e)cei=pon	urn:cite2:hmt:lsj.chicago_md:n37077	v-sapamn-
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v3spsa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2sasm---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v3sasa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v3spsa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2sasm---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v3sasa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	urn:cite2:hmt:lsj.chicago_md:n37095	v3spsa---
ἐξερρύηκε	e)cerru/hke	ἐκρέω	e)kre/w	urn:cite2:hmt:lsj.chicago_md:n32826	v2srma---
ἐξερρύηκε	e)cerru/hke	ἐκρέω	e)kre/w	urn:cite2:hmt:lsj.chicago_md:n32826	v3sria---
ἐξεύροις	e)ceu/rois	ἐξευρίσκω	e)ceuri/skw	urn:cite2:hmt:lsj.chicago_md:n37244	v2saoa---
ἐξηνάγκασεν	e)chna/gkasen	ἐξαναγκάζω	e)canagka/zw	urn:cite2:hmt:lsj.chicago_md:n36729	v3saia---
ἐξηύρητο	e)chu/rhto	ἐξευρίσκω	e)ceuri/skw	urn:cite2:hmt:lsj.chicago_md:n37244	v3slie---
ἐξέλαμψεν	e)ce/lamyen	ἐκλάμπω	e)kla/mpw	urn:cite2:hmt:lsj.chicago_md:n32312	v3saia---
ἐξέλθοι	e)ce/lqoi	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3saoa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v1sasa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v1sasa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v2saim---
ἐξίδισεν	e)ci/disen	ἐξιδίω	e)cidi/w	urn:cite2:hmt:lsj.chicago_md:n37362	v3saia---
ἐξίδισεν	e)ci/disen	ἐξιδίω	e)cidi/w	urn:cite2:hmt:lsj.chicago_md:n37362	v3saia---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v2spma---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v2spma---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v3siia---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v3siia---
ἐξότ’	e)co/t'	ἐξότε	e)co/te	urn:cite2:hmt:lsj.chicago_md:n37625	d--------
ἐξῳκοδόμηταί	e)cw|kodo/mhtai/	ἐξοικοδομέω	e)coikodome/w	urn:cite2:hmt:lsj.chicago_md:n37492	v3srie---
ἐοῦσιν	e)ou=sin	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppamd-
ἐοῦσιν	e)ou=sin	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppand-
ἐπαγέτω	e)page/tw	ἐπάγω	e)pa/gw	urn:cite2:hmt:lsj.chicago_md:n37851	v3spma---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v3spia---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v3spia---
ἐπακούσωσι	e)pakou/swsi	ἐπακούω	e)pakou/w	urn:cite2:hmt:lsj.chicago_md:n37931	v3pasa---
ἐπαναγορεύεται	e)panagoreu/etai	ἐπαναγορεύω	e)panagoreu/w	urn:cite2:hmt:lsj.chicago_md:n38045	v3spie---
ἐπαναγορεύεται	e)panagoreu/etai	ἐπαναγορεύω	e)panagoreu/w	urn:cite2:hmt:lsj.chicago_md:n38045	v3spie---
ἐπανεστήκῃ	e)panesth/kh|	ἐπανίστημι	e)pani/sthmi	urn:cite2:hmt:lsj.chicago_md:n38215	v3srsa---
ἐπανιστάμενοι	e)panista/menoi	ἐπανίστημι	e)pani/sthmi	urn:cite2:hmt:lsj.chicago_md:n38215	v-pppemn-
ἐπανιστάμενοι	e)panista/menoi	ἐπανίστημι	e)pani/sthmi	urn:cite2:hmt:lsj.chicago_md:n38215	v-pppemv-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	urn:cite2:hmt:lsj.chicago_md:n38399	v-sapamn-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	urn:cite2:hmt:lsj.chicago_md:n38399	v-sapamv-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	urn:cite2:hmt:lsj.chicago_md:n38399	v-sapamn-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	urn:cite2:hmt:lsj.chicago_md:n38399	v-sapamv-
ἐπαίρει	e)pai/rei	ἐπαίρω	e)pai/rw	urn:cite2:hmt:lsj.chicago_md:n37890	v2spie---
ἐπαίρει	e)pai/rei	ἐπαίρω	e)pai/rw	urn:cite2:hmt:lsj.chicago_md:n37890	v3spia---
ἐπαίρεταί	e)pai/retai/	ἐπαίρω	e)pai/rw	urn:cite2:hmt:lsj.chicago_md:n37890	v3spie---
ἐπεγερῶ	e)pegerw=	ἐπεγείρω	e)pegei/rw	urn:cite2:hmt:lsj.chicago_md:n38434	v1sfia---
ἐπειδή	e)peidh/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπειδήπερ	e)peidh/per	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	urn:cite2:hmt:lsj.chicago_md:n39924	v1saia---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	urn:cite2:hmt:lsj.chicago_md:n39924	v2slie---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	urn:cite2:hmt:lsj.chicago_md:n39924	v2srme---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	urn:cite2:hmt:lsj.chicago_md:n39924	v3saia---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	urn:cite2:hmt:lsj.chicago_md:n39924	v2srie---
ἐπενόησας	e)peno/hsas	ἐπινοέω	e)pinoe/w	urn:cite2:hmt:lsj.chicago_md:n40331	v2saia---
ἐπεπτόμεσθα	e)pepto/mesqa	ἐφίπταμαι	e)fi/ptamai	urn:cite2:hmt:lsj.chicago_md:n45789	v1paim---
ἐπεπτόμεσθα	e)pepto/mesqa	πέσσω	pe/ssw	urn:cite2:hmt:lsj.chicago_md:n82707	v1piie---
ἐπεπύσμην	e)pepu/smhn	πυνθάνομαι	punqa/nomai	urn:cite2:hmt:lsj.chicago_md:n91516	v1slie---
ἐπείνων	e)pei/nwn	πεινάω	peina/w	urn:cite2:hmt:lsj.chicago_md:n80334	v3piia---
ἐπείνων	e)pei/nwn	πεινάω	peina/w	urn:cite2:hmt:lsj.chicago_md:n80334	v1siia---
ἐπηλοφόρουν	e)phlofo/roun	πηλοφορέω	phlofore/w	urn:cite2:hmt:lsj.chicago_md:n82962	v3piia---
ἐπηλοφόρουν	e)phlofo/roun	πηλοφορέω	phlofore/w	urn:cite2:hmt:lsj.chicago_md:n82962	v1siia---
ἐπηπείλησα	e)phpei/lhsa	ἐπαπειλέω	e)papeile/w	urn:cite2:hmt:lsj.chicago_md:n38257	v1saia---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppamv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppann-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppanv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppana-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppamn-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppamv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppann-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppanv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppana-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v-sppamn-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	urn:cite2:hmt:lsj.chicago_md:n38942	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοή	e)piboh/	urn:cite2:hmt:lsj.chicago_md:n38943	n-p---fg-
ἐπιβάλλειν	e)piba/llein	ἐπιβάλλω	e)piba/llw	urn:cite2:hmt:lsj.chicago_md:n38879	v--pna---
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	urn:cite2:hmt:lsj.chicago_md:n39151	n-p---nn-
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	urn:cite2:hmt:lsj.chicago_md:n39151	n-p---nv-
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	urn:cite2:hmt:lsj.chicago_md:n39151	n-p---na-
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spie---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v3spia---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spie---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v3spia---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spse---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spie---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v3spsa---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spse---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v2spie---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v3spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v1spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v1spia---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v1spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	urn:cite2:hmt:lsj.chicago_md:n39482	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v2spme---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v2siie---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v-pppamd-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v-pppand-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v3ppia---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v-pppamd-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v-pppand-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	urn:cite2:hmt:lsj.chicago_md:n39779	v3ppia---
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείβω	e)pilei/bw	urn:cite2:hmt:lsj.chicago_md:n40002	v3pasa---
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	urn:cite2:hmt:lsj.chicago_md:n40006	v-pfpamd-
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	urn:cite2:hmt:lsj.chicago_md:n40006	v-pfpand-
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	urn:cite2:hmt:lsj.chicago_md:n40006	v3pfia---
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v-pppamd-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v-pppand-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v3ppia---
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v-pppamd-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v-pppand-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	urn:cite2:hmt:lsj.chicago_md:n40401	v3ppia---
ἐπιπλῆσαι	e)piplh=sai	ἐπιπίμπλημι	e)pipi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n40504	v--ana---
ἐπιπλῆσαι	e)piplh=sai	ἐπιπλέω	e)piple/w	urn:cite2:hmt:lsj.chicago_md:n40533	v--ana---
ἐπιστρατεύσειν	e)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	urn:cite2:hmt:lsj.chicago_md:n41068	v--fna---
ἐπιστρατεύσειν	e)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	urn:cite2:hmt:lsj.chicago_md:n41068	v--fna---
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	urn:cite2:hmt:lsj.chicago_md:n41434	n-d---fn-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	urn:cite2:hmt:lsj.chicago_md:n41434	n-d---fv-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	urn:cite2:hmt:lsj.chicago_md:n41434	n-d---fa-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	urn:cite2:hmt:lsj.chicago_md:n41434	n-s---fd-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	urn:cite2:hmt:lsj.chicago_md:n41434	n-s---fd-
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	urn:cite2:hmt:lsj.chicago_md:n41424	v3sasa---
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	urn:cite2:hmt:lsj.chicago_md:n41424	v2sfim---
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	urn:cite2:hmt:lsj.chicago_md:n41424	v3sfia---
ἐπιτρῖψαί	e)pitri=yai/	ἐπιτρίβω	e)pitri/bw	urn:cite2:hmt:lsj.chicago_md:n41424	v--ana---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41295	v1sasa---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41296	v1sasa---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41295	v1spsa---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41296	v1spsa---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41295	v1spia---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	urn:cite2:hmt:lsj.chicago_md:n41296	v1spia---
ἐπιτήδειος	e)pith/deios	ἐπιτήδειος	e)pith/deios	urn:cite2:hmt:lsj.chicago_md:n41335	a-s---mn-
ἐπλινθοφόρουν	e)plinqofo/roun	πλινθοφορέω	plinqofore/w	urn:cite2:hmt:lsj.chicago_md:n83914	v3piia---
ἐπλινθοφόρουν	e)plinqofo/roun	πλινθοφορέω	plinqofore/w	urn:cite2:hmt:lsj.chicago_md:n83914	v1siia---
ἐποποῖ	e)popoi=	ἐποποῖ	e)popoi=	urn:cite2:hmt:lsj.chicago_md:n41823	d--------
ἐποίησας	e)poi/hsas	ποιέω	poie/w	urn:cite2:hmt:lsj.chicago_md:n84234	v2saia---
ἐποίκοις	e)poi/kois	ἔποικος	e)/poikos	urn:cite2:hmt:lsj.chicago_md:n41772	n-p---md-
